LGALSL
NEXN-AS1
GINM1
ZDHHC9
LAMP1
C12orf39
CMC2
ALG5
PEX26
PRRC2A
RHOA
FAM122B
UBXN8
AL138930.2
ARMC8
VDAC1
PPP1R12A
ABHD11
GPR56
EIF4ENIF1
MRPL23
CHFR
NOP14
POLD2
ANXA7
TECTA
DYNC1I1
KCTD15
RP11-541P9.3
TMEM259
C17orf62
RIMKLB
SIPA1
CYP11B1
TAF9
ACADM
STRA6
CA13
SPOCK3
EIF3H
MRPL48
C6orf48
CTA-360L10.1
STXBP5-AS1
ALG3
TMED9
NAE1
RNU6-299P
RALA
KBTBD2
NARS
PIDD
CTC-435M10.3
RPL10
CTB-111H14.1
DUSP7
AC008074.3
NDRG3
SLC35D3
SLCO4A1
GNS
PHF19
IPO4
DYNLL2
HKR1
ZZEF1
SURF6
TAF6L
MPDZ
DNAJC25
PYCR2
STK40
UBE2L3
GSTM4
CHKB
IFITM3
YAF2
NSL1
PTTG1
CISD1
PKD1
CD40LG
NUCB1
DPY19L1
CLEC2L
CALM3
ZNF148
POLR2A
RP11-439E19.1
HMGCS1
DLAT
RRN3P1
FLI1-AS1
BRWD3
SKA1
RNPEP
PHLDB1
BTBD6
NT5DC3
HIST1H1E
SMARCA5
POP1
TMCO3
UBR3
CHCHD10
GLUD1
PRPF39
UBAP2L
ATP13A1
INPP5F
TPR
BNIP2
MRPS31
ST20
YME1L1
RP11-440L14.1
FCHO1
UBL4A
APOBR
LAPTM4A
GOSR1
ADNP2
STT3A
SRPRB
SCP2
NUMB
CSRNP1
RRN3P2
KNOP1
ABHD16A
FAM189B
OPA3
MED27
CDKN1A
RP11-262A12.1
HIPK3
TRMT2B
ZNF639
KDELC2
LPCAT4
RP11-488L18.10
DNPH1
SLC27A4
TRABD
CDCA5
C4orf48
NSUN5P2
AZIN1
TAP1
ATP13A2
KANSL3
ABHD14A
ATP5C1
RP11-465I4.3
GAS8
MPPED2
LAMTOR4
QPCTL
HAUS3
MOB4
DDX54
MDM2
MAPK14
ARF4
COCH
CAPN2
RP11-422J8.1
DDX18
TCEA1
HYAL3
AC093818.1
KLHDC4
C10orf76
ZNF37A
RNASEH2A
HEATR5B
METTL3
HABP4
CDKN2C
LRRC8D
LRRC14
RP11-528G1.2
LEPROTL1
PRDX1
POLE3
NIPA1
FAM3C
MIR503HG
DNAJC15
CD200R1
RP11-251M1.1
FKBP3
SKIV2L2
HLA-DPA1
NSMF
TAF2
C19orf24
TMEM43
AC147651.3
UBA5
FKBP11
TTLL3
SNRPA1
PFKL
STXBP5L
FKBP2
PRSS50
MPPE1
PRKCQ-AS1
AGAP3
AC027119.1
ACY1
GDI1
ST13
SPRY1
ACN9
TBC1D2B
AAK1
C1orf86
ESCO1
GPX7
ATAT1
ZNF248
RP11-85F14.5
LZIC
FBXO41
NIT2
GORASP2
ZNF445
ARMC3
TRPC1
POMGNT1
KDM3B
PPAP2B
ZC3HC1
ATP5D
HAGHL
RP11-446J8.1
DDX39B
TMEM219
HNRNPH3
TMEM144
ZADH2
PMVK
MRFAP1
TMEM38B
PYCR1
SH3YL1
RP11-297D21.4
RP11-323I15.5
BBX
GPBP1
EGR1
SLC22A17
LYVE1
KB-1047C11.2
MEGF6
NSUN5P1
PELI1
RP11-395B7.7
HPDL
COG8
FAM111A
MAP3K2
RP5-1091N2.9
UTP18
MPP5
HELZ
MRPL41
TM9SF2
IFIT1B
ZFC3H1
POLR3H
SEPW1
SRL
KIAA1430
NCBP2
LDLRAP1
ATP6AP1
APAF1
LINC01088
ARL1
STAG3L5P-PVRIG2P-PILRB
KCTD9
PF4V1
FBXO33
ISOC2
GAL
NELFCD
MOGS
DDHD2
AP001189.4
CMPK1
PRKD2
NDUFB2
CALML4
CCNT1
ALDH16A1
FAM174A
ZCCHC17
RP11-747H7.3
ZNF518B
PCID2
C19orf12
SNRPE
CPEB3
PECR
MIOS
PRMT5
PPP2R1A
WRB
HEXIM2
RP11-736K20.5
CSNK2A2
STYX
TBL3
PAQR5
C4orf36
SDR39U1
GTF2IRD2B
ALKBH2
NUDT5
TMEM33
TAS2R14
PXK
NAA20
B9D2
ELK4
BOLA3
RPS6KB1
RP11-535M15.1
VEGFC
RBM15
DPM1
CRYZL1
DESI2
METTL5
DNAJC8
STRN4
EMILIN2
CTD-2349P21.5
LTK
ELP5
POLR2G
SF3B2
NDUFB6
CISH
WDR82
RDH13
SDCBP
SNRK
CNIH1
DPP3
C7orf60
B3GNT2
SCYL2
VIM-AS1
JMJD8
PHLDB3
AC104820.2
C4orf3
C19orf70
HNRNPA0
C9orf142
MRPS28
TCP1
FAM157C
CHURC1-FNTB
DDX3Y
KIF20A
GLB1
SRF
RP11-445N18.5
ARL6IP4
STAT2
PDE6D
SLC16A5
ERP44
CUEDC2
MICU3
PPP1R35
SENP2
MIS18A
GRID1
LRRC23
ZNF808
HIST1H1B
MAPK12
HDLBP
ZSCAN18
SPCS2
PFDN5
CCDC86
RP11-296K13.4
WDR61
C2orf69
NACC2
ITPRIPL2
TSN
INIP
RFNG
KCTD13
HMGCR
APIP
HSD17B4
CAPN11
FZD6
PSMD11
WDR45B
GALK2
ZNF24
CECR1
THRA
AP1S2
ARMC1
AGPAT1
RP11-284M14.1
ABTB2
RP11-445N18.7
CDK2
E4F1
RP1-34M23.5
NOL11
C3orf27
MTFR1L
RP11-498E2.9
DRG2
SNX20
PIGF
NRM
TIPRL
GPS1
ZSCAN12
GANC
MLF2
PPP1R3E
SHPK
ZNF581
SMIM10
USP3-AS1
TTLL1
NPM3
ENAH
RCAN1
MON1A
AC007038.7
TCEAL4
RP11-410D17.2
FLAD1
PSEN2
NSA2
MFN1
USMG5
MEA1
RP11-944L7.4
TMEM14A
SGTA
IGFBP5
LOXHD1
BET1L
CAV2
IPPK
AC090587.2
MAGI2-IT1
PITRM1
RABAC1
PLA2G6
RP11-568K15.1
LIX1L
NTHL1
YTHDF1
NUS1
CSRP2BP
MAN2B1
TRMT112
AFTPH
RP11-501J20.5
ATP6V1A
SLC39A1
TRIM35
TIAM2
IFI27L2
SMIM19
RP11-680B3.2
PLA2G15
ZNF777
RP11-11N9.4
AFF4
ODC1
UGP2
SUB1
SMARCD1
OGFR
MLST8
EIF6
TADA3
MRPL32
USP11
RP11-385D13.3
WBP11
ORMDL1
PIM3
RRNAD1
PLCB3
RP11-328M4.2
GTF2A1
ARMC2
ALDH3A2
CCDC136
ETHE1
SERAC1
GTF2F1
NDUFA12
SHKBP1
TUBB4A
MCL1
INPPL1
AC019221.4
RP1-152L7.5
SLC4A2
RP11-136K7.2
AC002366.3
FAM208A
NUDT9
CDH10
MRPS15
TMEM71
NDUFAF7
RAC3
PRR3
ZNF830
CDV3
C20orf203
MYEOV
PANX1
SNRPG
TMEM80
RPAP1
RP11-145M9.4
CSTF3-AS1
SIRT3
PLEKHB2
C12orf23
CCDC124
PTPMT1
PRMT10
GTF3C6
CTD-3138B18.5
NDUFAF3
RP11-575A19.2
ABCF1
RP11-475O6.1
PCNP
TBCB
C22orf29
PDCD2L
MAGT1
FRMD8
SGSM3
ERCC6L2
TCIRG1
RP11-44M6.3
KDM5D
TIMM10
POLR3A
AKIRIN1
SALL2
ELK1
NMI
DCUN1D5
SLC5A10
VIMP
MYO1C
KCTD10
ZDHHC12
ZFP82
SAMD10
ATP6V0B
APMAP
RP5-940J5.9
TAPSAR1
INO80C
KRI1
ERAP1
NAA30
PMS2
ZNF22
TOM1L1
VEGFB
BMP1
CHST10
TYMP
EIF4E2
NXT1
TMEM106B
RP11-479O16.1
RNF31
RAC1
HESX1
CGRRF1
GOLT1B
RP11-16B13.1
GORASP1
MEN1
TMEM69
PCTP
HES1
RP11-64J4.2
RCN1
TMEM39B
CCDC146
SLC35G1
AC004069.2
MED28
WNT11
RP11-498M5.2
FRRS1
SLC25A30
ADGB
POLG
PSMB7
FJX1
NDST3
AC005154.6
B4GALT3
CLPTM1L
EIF2S1
CHRAC1
NSUN6
SMPD2
ZDHHC15
CSNK1G3
UBIAD1
CCDC102A
METTL23
SLC35A4
TMEM175
NUDT1
CDC5L
ERF
GRM3
BRMS1L
OFD1
ARHGEF10
TMCO6
UFM1
CTD-3092A11.1
CHTF8
SYNJ1
MAT2B
RNF167
CCDC82
GATAD1
RAB3GAP1
BST1
TAF10
ITGB1BP1
AC009237.8
GINS3
CUL7
TSR3
SYVN1
NAGPA
DFFB
VAT1
EPHA1
REXO4
MICALL1
VAMP5
AC004893.11
AC012358.8
POLR1E
AF127936.7
CDK2AP2
C6orf203
SSNA1
UTP23
HTATIP2
EXOG
AC100830.3
STOX1
PCYOX1
PPP5D1
FAM105B
CEACAM19
CRISP3
CTD-2231E14.8
AAMP
KB-1208A12.3
CATSPER1
ZNRD1
TNF
TBC1D8B
FAM198B
IRF2BPL
LAMTOR2
MYO10
CENPW
IGSF10
GJA5
S100A11
GTF3C1
KCND3
ZFAND2B
OTUB1
AC084018.1
RP4-613B23.1
RPE
TYW5
ZNF525
RP11-53O19.1
MYH15
U52111.14
NCSTN
RER1
LRPAP1
FAM219B
PTPRG
SRGAP1
ZNF641
CTD-2005H7.2
VPS26B
TRAPPC2
FAM109A
PFDN6
PAGR1
NFAM1
CIB1
AP003068.18
CATSPER2
RP4-756G23.5
SAMD13
FUT11
HCAR1
GYG1
PSMB1
RP11-25K19.1
MAGEF1
HGS
RNF135
CTC-297N7.8
NDST2
FAHD2CP
PNMA1
PRKG1-AS1
RBCK1
RAB11FIP2
ZNF677
MRPL14
PQLC2
TMEM17
CYTH2
B3GALT4
CTC-359D24.3
AC026167.1
ATHL1
TMED5
TP53RK
MAPRE1
NAPB
CREB3L4
MAPK3
PIK3C3
SPRY2
ZNF593
MRPL33
NR4A3
RNU1-67P
DNAAF3
TMEM189
ENY2
HGD
ZNF605
STOML1
MAGOHB
GBP3
EIF2B1
HNRNPH2
DDX59
LRFN1
RP11-447L10.1
C17orf72
NXPE3
C16orf59
MFSD9
ZBTB41
FOSL1
SPATC1L
RPS27L
MKS1
SLC25A1
GUSBP9
SPAST
FAIM
APOPT1
RP3-405J10.3
MRPS16
IFT46
TNNT1
RP11-264B17.5
HECTD2
FSTL1
SLC35B2
PRDX6
DYNLRB1
SDHD
AC007285.6
TMEM45A
RPS3AP34
TMEM129
RAB13
RALYL
TRIP11
IL7R
LRRC45
PHF5A
AVPR1A
RP11-395G23.3
ADHFE1
AC007036.4
TEN1
SOCS2
RP11-264F23.4
CTD-2370N5.3
AL162497.1
SRPR
COG3
ZNF250
NDUFC1
UBQLN1
SMG1P1
RP11-576N17.5
RP5-965F6.2
RP11-93K22.6
NPEPL1
CASP9
RP11-497G19.1
FAM166B
ATP5J
CATSPER2P1
RP11-506O24.2
RP11-701B16.2
BCKDK
ZBTB45
HACL1
RP11-518L10.5
MYL12B
APH1A
FIBP
RP11-351M8.2
TIMM22
ZNF486
GLYATL1P1
TMEM101
CYP51A1
ANKDD1A
EIF2B5
PROK2
DDAH1
UEVLD
B4GALT7
RP11-902B17.1
TTC5
ATP5H
XPA
BBS2
ENO3
EVI5L
FAM91A1
DBI
DNM3OS
RUFY4
RP11-59H7.3
LRRK2
RP11-439E19.3
HEPH
GNG12
CTB-161M19.4
FAHD2B
COX16
RFXANK
SLC26A6
FAM57B
KIAA1456
ZNF542
MRPL50
SMARCD2
TAOK2
AL022344.7
RAB9B
BIN1
BAG6
RP11-26E5.1
TMEM159
RP11-466P24.6
AC008174.3
PTMS
LSM6
NUDT22
MIR4519
ANAPC13
ANKRD13C
BCL2L2
RP11-459F6.3
MRFAP1L1
GSTM5
COX15
UBALD2
RP11-308D16.2
AASS
VCP
NOSTRIN
CADPS2
BFSP1
RP11-613D13.5
ZNF823
RP11-634B7.4
RP5-1074L1.1
CTA-29F11.1
FZD7
CNTNAP4
C6orf47
LGI4
RP11-356J5.12
ZGLP1
CROCC
FRAT1
HILPDA
ZKSCAN5
MANSC1
IGJ
CTC-268N12.3
HTATSF1
RP11-463M16.4
PDHB
SSH3
RPL5P4
SLC39A7
RP11-93L9.1
NUDT12
ITGB1BP2
PDZRN4
PEF1
C7orf55
RP11-18H7.1
AF131215.5
KCNK3
CIDEB
EFS
KHK
GTPBP8
SLC25A35
SEC11C
ZNF829
ZNF428
ZFYVE28
SH3BP1
CHST14
TPMT
RP11-286H14.6
EFCC1
ZNF720
KIAA1522
FAM127B
HOXA7
FTSJ1
TMSB4Y
C22orf39
CELSR3
MBIP
AC009951.1
SHC1
PDAP1
KCTD18
PIAS4
SNAP25
LMTK3
SHFM1
HMGN1P3
FBXO11
RP11-864N7.2
PIH1D1
C2orf76
ZBTB14
SNX29P2
VBP1
COPS2
MARC1
TIMM10B
CYB561D2
RP2
RASA4CP
ZRANB2-AS1
PRCC
UTS2
C5orf63
CSTB
IDH3G
RNFT1
ABHD8
BCL7B
RP11-133O22.6
TG
ZNF281
RASSF4
MRPL10
DEXI
SPARCL1
YIPF5
EPHA4
RP11-218F4.1
AC007879.5
RP11-642D21.2
DBR1
SLC35C1
ZNF687
EPN1
DDX28
TP73
CHMP2A
SOX2-OT
ZNF473
DCTN4
DEF8
ZNHIT2
RP4-758J18.2
NDUFA5
NECAP2
MRPS10
PRPS1
DNAJC27
AKR1C5P
RBM42
PLB1
CCNYL1
PRSS27
C1S
CHMP7
Y_RNA
AC092653.5
RP3-523C21.2
GTF2A2
MTFR2
UAP1L1
RP11-325K19.1
UGDH
HSD11B1L
EOGT
CRELD2
DLGAP2
NDUFA7
DNAL4
SLC7A11
RP11-63P12.6
STAC3
ZNF260
YIPF4
RLTPR
KCNA3
PRR22
RP11-386I14.4
MYBL1
FKBP9
RP11-10O17.1
RP11-108L7.15
PIAS3
JDP2
ST6GALNAC2
BMI1
CCT4P2
RBFADN
PDE6B
PUS3
ZNF285
LPAR1
MVD
AC006132.1
RP11-544I20.2
PKD1P6
SLC24A4
PRRT2
CRAT
LINC00999
B4GALT4
ARSA
WBSCR16
RP11-380G5.3
RP11-611O2.1
SPATC1
CNP
TBKBP1
EMR4P
RNU6-957P
DYNLT3
VPS26A
ARRDC4
RP11-830F9.6
KB-1836B5.1
TLR2
RP11-5L12.1
CD40
CHADL
NAB2
RNA5SP51
LRP4
FILIP1
NXF3
CHRDL1
PPP1R3D
RP11-666A8.1
RPL10P3
DCAF7
LACC1
RP3-508I15.21
SH2D3A
PINK1-AS
NAV2
RP5-1021I20.1
YARS2
NUB1
RP11-384C4.7
CHCHD4
YIPF3
PORCN
MLYCD
ZNF391
JSRP1
E2F3-IT1
RHBDL3
AC144449.1
CTC-782O7.1
TCF21
RP11-57H14.2
RP11-169K16.9
AC011747.4
LINC00649
RP11-629O1.2
CTC-546K23.1
KB-1732A1.1
NUDT18
RP11-143J12.2
ZNF275
NDUFB4
AC011816.1
MOV10L1
LRIG3
RABL2B
KIAA0947
SNX16
RP11-774D14.1
EMC6
SPR
FUCA1
AC127904.2
SH2D1A
CDK7
RP11-694I15.7
GRIK4
RP11-713M15.2
UBE2F
MPZL3
RP11-638I2.2
RP11-638I2.4
RP11-263K19.4
RP11-96O20.4
RNU5E-3P
CFP
TFAP2E
RETSAT
SNX25
HHLA3
RP11-3P17.3
AIFM1
ZNF662
DOK4
AIP
PIGP
NECAB1
CASKIN2
TMEM136
RBM26-AS1
CTU2
RRAGC
GSTZ1
Y_RNA
RSPH1
RAB1B
RANBP6
RP11-99A1.2
CLDN20
PCBD1
USB1
RP11-983P16.4
S100A16
ZNF888
NFE2L1
RP11-162A12.2
CHRNA5
F2RL1
RAP2C-AS1
RAB22A
CD19
SCAMP5
C3orf38
SLC35F6
RBBP9
AC010880.1
BCAS2
COPB2
PEX16
AC016747.3
PAX8
ACOT2
PGM3
KLHL9
GLB1L
SBF1
CLVS1
CCSAP
PRF1
MAGEH1
MIR567
AC021016.8
KDM4D
PPP1R15B
PSRC1
RP11-296I10.3
ZKSCAN4
HS1BP3
KCNE1L
CTD-2179L22.1
THAP5
TMEM177
FAM114A1
AC092839.1
RP11-24N18.1
COPS7A
RP11-879F14.1
Y_RNA
MB
RAB33B
PDP1
RP11-514P8.8
SH3BGR
POLR3F
EBP
C1orf52
DPRXP4
UNC45A
PCNXL3
FAM181B
MTND2P2
PRR16
NOTUM
C4orf46
LRRC25
MEGF9
ENTHD2
LIFR
CKAP4
COQ6
RP4-633O19__A.1
CTB-58E17.1
FOXP1-AS1
NPIPB5
RN7SL326P
TPD52L1
UBE2D4
MIR210HG
ZNF396
UTP15
IGFBP2
TMEM88
RNU6-942P
FAM127C
ZNF234
AC010883.5
TSPYL4
RP11-452K12.4
CNKSR1
RP11-872J21.3
MAD2L1
PAQR3
KCNMB3
RP11-345M22.1
C10orf32
JMJD4
IRS1
AC011551.3
LTA
KANSL1-AS1
SMUG1
NSFP1
WSB2
RP1-56K13.3
DNAH10
PURA
UBE2D3
GPT2
C15orf38
STARD4
RP11-978I15.10
CTB-31O20.2
RP11-326C3.12
RP13-270P17.1
BCHE
C17orf51
KCNE1
AC005562.1
AKR1C2
SNAI1
ZNF441
