RP11-266K22.2
CNOT6
DHX29
ZNF850
RPS6KL1
HMGXB4
E2F8
RALGDS
SWT1
KIFC1
CHEK1
ATPIF1
PITHD1
CCBL1
EMC3
ZDHHC3
PTAR1
SNHG1
GSPT1
CEP85
ZFYVE21
TAB3
RP11-397H6.1
MAST2
KIDINS220
POLR3C
FDPS
ARV1
PLCXD1
HBE1
RP11-507B12.1
USP37
NRF1
AURKB
UBN2
RP5-991G20.1
PKLR
PRDM5
TANGO6
DDX46
MPC2
RP11-849H4.2
ARID2
USP9X
AREL1
PRIM2
C16orf58
PSME4
MYT1
C11orf30
ZNF207
RNF10
HAT1
CCNB2
RAD51AP1
GCDH
SPTBN4
TMX2
RFC4
VTI1A
TK1
SPAG5
WDR34
NPAT
POLA2
TTLL4
HBBP1
ORC6
DARC
SLC31A1
TUBD1
TTK
MICU2
NVL
PTGES3
ODF2
TOPBP1
TICRR
SLMAP
MAMLD1
WAPAL
BORA
SZT2
C19orf48
CDC42EP4
HAUS8
UBE2T
CDKN3
RFPL2
PCBD2
KIAA0586
GULP1
TBC1D23
DPM2
METTL15
DHX9
ANKFY1
PDS5B
KATNA1
RPIA
C7orf55-LUC7L2
TUBG1
PIF1
HIC2
RP4-530I15.6
CGGBP1
ITIH1
DHFR
FAM126B
SNRNP40
ZFYVE27
PKD1L3
SIK2
RP11-398G24.2
RP11-507B12.2
ERI1
HPS1
XRCC3
EPCAM
C9orf40
RP11-432B6.3
B9D1
FAM133B
GMNN
AUNIP
GC
NMU
RPA1
NUP62CL
CHID1
AC013474.4
QRICH1
PTCD3
HIGD1A
DEPDC1
POLN
CLN6
RP5-881L22.4
PRPSAP1
MRPL1
CCNDBP1
CEP250
INCENP
CTD-2643I7.1
RP11-797H7.5
RP11-216L13.18
C9orf153
CENPN
CLCN2
ASXL1
RB1CC1
CRLS1
TONSL
PSPC1
BRD8
LEMD3
KANK2
INTS7
CCNB1
CLDN15
FANCB
TNRC6A
DBF4B
ZNF670
CALCOCO1
RP5-1000K24.2
TMEM209
MAK
DCAF8
PRKAB1
RP1-80N2.2
TTC13
ADAL
WDR31
HAUS2
SOHLH2
SMPD4
COPS3
TSPAN14
KPNA3
CDC16
ZNF507
RBM33
TMEM50B
NUP155
TTI1
METTL4
MUC1
CPB1
LRR1
SFXN4
RANGAP1
PCGF6
RP11-613C6.2
NUMA1
ANKMY2
AP000692.9
CCNA2
FAM193B
NUP37
TCF19
CDC20
KPNA2
SNHG10
EYA3
ZNF438
MED24
CCP110
CENPL
RP4-694B14.5
RP11-468E2.6
MED13
WDR81
POLD1
GLTSCR1L
CEP97
CHST2
RUNDC3A
TOP3A
PI4KAP1
C20orf196
C17orf103
TRAIP
SGIP1
RP11-342M1.3
CLK4
SNAPC3
HDHD3
TUBB4B
RAB6B
GSTCD
DTYMK
SEC22A
EIF1AY
MCM2
ZUFSP
RP11-267N12.3
CHAF1B
HES6
KIAA0355
RP11-531F16.3
NAA50
AFG3L1P
CCT2
RP11-314D7.2
ZWINT
ZWILCH
RP11-648K4.2
NSUN6
PIR
MST1P2
MPST
LSS
CDC6
AC007405.4
PRR14L
RP11-798M19.3
CNOT1
ZNF611
ZNF713
ORC5
RSAD2
AK1
IBA57
WBP4
CENPM
RNF182
NUP35
C12orf60
OGDH
AAAS
ARL9
RABL6
AC005682.5
RP11-673E1.1
AC006547.13
PRAP1
RP11-378A12.1
KNG1
RFC5
FUT10
SCAND2P
CEP44
NADK2
PRPSAP2
GFOD2
CENPQ
TXNRD2
AC003102.3
RP3-508I15.21
LINC00618
GIPC2
POFUT1
NUP188
CLK3
TTLL11
NINJ2
TRNAU1AP
ZFYVE1
AKR1C1
ARHGEF37
ECI2
HMGCS2
SPATA33
RP11-206L10.11
ACADSB
ZNF620
KLHL7
CCNL2
AC003043.1
AC006116.17
EIF5
FAM122B
YEATS4
FTCD
MEIOB
ASCC2
CCDC144CP
TIMELESS
RWDD3
IMMT
NCAPH2
TADA2A
FUT1
CKS2
C1orf109
KNSTRN
Y_RNA
SUV420H2
RPL19P12
VAPB
SERPINC1
PACRGL
JRK
POC1A
ARRDC2
snoU13
HARS
MST1L
ZBTB8OS
ADCY10
NCOA6
ARHGAP8
Y_RNA
SARNP
REXO1
AC093388.3
PISD
AC003006.7
PTTG1
SEC14L3
RPL38P1
AC017076.5
SFSWAP
NHEJ1
USP31
FAM134C
AC007256.5
SELO
CSNK2A1
CENPH
RPRD1B
RP11-386G11.10
ADCK1
RP1-90G24.6
URB2
NUP85
NEK2
C8orf12
FAM229A
A1CF
GS1-122H1.2
KDM4A-AS1
RP11-96B2.1
FBXO28
CEP76
PIK3R4
RP11-379K17.4
WDR19
RP11-1252I4.2
NUP214
AL133168.3
RP11-1299A16.3
IFI27L1
DECR2
FEN1
RP5-1086K13.1
LA16c-431H6.6
SLC25A51
PIDD
ADIPOR1
MTG2
MZT1
RN7SL56P
IQGAP3
AC093838.4
FZD5
SHISA7
TMEM86B
RP4-569M23.4
ARL4A
ZNF833P
NMD3
DONSON
PCID2
FOXRED1
STRA6
SKA1
KEAP1
UBXN8
CMTR1
FGFR3
PPP1R16A
LINC00863
ARHGEF39
RP11-122A3.2
LRRC20
PANK2
TRIP13
STPG1
USHBP1
CENPA
RP11-968A15.8
CC2D1A
GIGYF2
PPP1R37
KLHL12
RP11-3B12.2
AC034220.3
AC051642.1
SLC2A2
AC087294.2
PFKM
RP11-230B22.1
EXOSC9
AL139819.1
SPHK1
SBF2-AS1
UBE2J2
WASH3P
AC002310.7
CCHCR1
SNORD3A
ASIC4
RP11-85G21.3
GPR89B
CYP4F12
HAUS4
GTF2H3
RP11-286E11.1
ERVK3-1
BOLA3
RP11-504P24.8
TTC26
HEPACAM2
SHARPIN
MTO1
CHAC2
GINS2
VPRBP
NEK4
ZNF653
RP11-872D17.8
RNF40
RP11-372E1.6
CDC34
COG7
ANAPC10
SIRT3
SLC5A4
RN7SL329P
GPBP1L1
C19orf55
KAT7
POLL
SAMM50
CBLN2
RP11-323I15.5
RP11-400F19.18
PXMP2
CNOT4
ORAOV1
PRSS51
ISPD-AS1
RP4-539M6.14
HN1L
ACP1
HAUS3
C6orf106
Y_RNA
RP11-16O9.2
BBS7
R3HCC1L
RNF2
LINC00894
CXXC1
NUPL2
RP11-762I7.5
ITIH3
AC024560.3
RPA2
COG4
OCIAD1
RP11-194N12.2
NUP133
PPP1R8
SLX4
FBXO3
NUP93
MANSC1
C1orf159
RP5-886K2.3
PRC1-AS1
FBXO31
KIF20A
AGAP6
ZNF492
SMCO3
HDAC6
CTD-3138B18.5
BSCL2
METTL3
RNASEH2A
APTX
BTNL10
TMEM143
TMTC3
BAG2
ERCC6L
RRP15
CTC-325J23.3
METTL13
PRPF3
CTD-2008P7.9
NT5DC4
GAD1
PHRF1
PLEKHH3
LCAT
RP11-296I10.6
ZNF79
LINC01033
RP11-423H2.3
SOD3
TJAP1
RP11-406A9.2
Y_RNA
ST6GALNAC1
SPEN
RPL23AP53
CABLES2
DGUOK-AS1
SP2
TMEM248
SLC25A16
POC1B-GALNT4
C1orf35
ZNF266
OTUD3
AD000092.3
RP11-390B4.5
FAHD1
AC004076.7
PHOSPHO2
MED27
USP38
PRDM10
SHCBP1L
PAXIP1-AS1
LRRC41
RP11-3K24.1
SUV39H2
RP11-44M6.1
ATRIP
ELAVL1
TBCCD1
KRTCAP3
KIAA1658
SENP3
C17orf53
ZNF407
NUDT19
SNORD96B
ZNF627
HMGN1P8
RHNO1
ABCB8
PLAA
SS18L1
BCL2L12
MTERFD1
RNU6-370P
SLC16A4
PPRC1
CEP72
HLA-F-AS1
HSF1
RP11-77I22.2
MRPL22
ZNF530
RP11-466A19.8
RP11-21B21.4
Y_RNA
RP1-130H16.16
RHBDD3
FST
PTDSS2
SLC38A3
TIMM23
CBY1
CTA-384D8.36
AARSD1
POT1
FBF1
DCUN1D5
SNAP25-AS1
POF1B
SLC22A25
C16orf59
RP3-508I15.22
CTD-2510F5.6
ATG5
TRIM52
TNXB
RP11-406D1.2
Y_RNA
TMEM11
MTND1P34
RP11-45M22.4
RP11-216L13.19
ABC7-42389800N19.1
SUGP1
GINS3
PAQR4
CTA-747E2.10
FITM1
ALG11
IGSF1
UBR7
GUF1
SP1
TMEM222
GKN2
SLC17A1
GSTT1
AC007193.10
MAOA
RP11-160H22.5
XPNPEP3
RP11-403H13.1
FAM24B
RP11-203L2.4
GPALPP1
RP11-572O17.1
PPIL1
CTB-107G13.1
AC093159.1
WDR53
TMPRSS9
SMLR1
ZNF888
RP11-745O10.2
RP11-81F13.1
ACADS
C1orf105
VBP1
SNW1
GAL
SLC25A10
RP11-397J20.1
LINC00842
CTD-2349P21.11
ZNF681
NFS1
MORN1
ZNF726
CTD-3195I5.1
RP11-16E23.4
HRASLS5
POLR2J2
FOXH1
SLC44A4
LMLN
CNPY4
RP11-166B2.3
TIAL1
RP11-428C19.4
RP1-101K10.6
SPA17
RP11-354M1.2
MTFR2
PRRT1
HSD17B2
SLC6A19
FAM104B
MFAP1
P4HA3
TADA1
PLEKHA4
CSTF1
HPDL
TM4SF19
COMMD4
RP11-762H8.2
HEATR2
SERPINA3
KB-1615E4.2
KDM5D
THRA
TRIM15
CTD-2006C1.6
CYP2W1
CTD-2201E18.5
CFB
ATP8B3
ANKRD20A4
ZNF347
RP4-559A3.7
RP11-724M22.1
FANCD2OS
SPP2
RPA3
RIBC2
AC006547.15
ONECUT1
C8A
ADAM7
AC026740.1
RP1-90G24.11
AP003733.1
SPRTN
RP11-554A11.8
snoU13
ABCC5-AS1
RP11-939C17.4
RP11-404G16.2
PRR14
IGHMBP2
IER3IP1
RP11-388C12.8
RP11-59H7.3
AC018731.3
RP11-371E8.4
RP11-11M20.2
RN7SKP124
FITM2
FTLP14
CTC-251D13.1
RP11-81F13.2
IFIT1B
TRPV5
RP11-255A11.21
FKBPL
GPT
RP4-646N3.1
RP11-550H2.2
RNU6-298P
RN7SL851P
AC083843.1
BOP1
Y_RNA
IPO13
GFM2
HBZP1
SRR
RNU6-880P
UBE2Q2P3
RP11-498D10.5
AC005730.2
CLP1
ARHGEF38
SLC17A2
CXXC1P1
C8B
RP11-44M6.3
RP11-20B24.4
CATSPER3
TECTA
HIST1H2BM
SRSF10
PCK1
RP11-441O15.3
PRR22
SYCP1
PRG4
SFRP5
LCMT2
EFCAB12
RP11-90P5.7
AF131216.5
FAM122A
MIR3648
RP11-563N4.1
AC133528.2
HNF1A-AS1
AC025263.3
IZUMO1
RP11-200A1.1
RP11-211A18.1
SAA4
APOBEC2
AC034228.4
SNRNP48
ANKRA2
CRB2
RN7SL129P
RP11-521L9.2
RP11-124N2.1
RP5-1107A17.4
RN7SL375P
SYCP3
DRP2
CTAGE3P
RP11-231C14.4
RP11-98O2.1
RP11-286E11.2
GS1-393G12.12
RN7SL655P
PTPRVP
U6
RP11-10L12.4
RP11-350J20.5
AC139099.4
RP11-887P2.5
RP11-332H14.2
RP11-15I11.2
AC068831.10
RNU6-1242P
MASP2
RNU4-36P
RP11-175B9.2
AC007395.3
PROZ
THAP5P1
AC087645.1
AC004466.1
GOLGA8UP
IQCC
LL0XNC01-237H1.2
GCGR
RN7SL166P
RPS12P26
RN7SL530P
LINC00656
TFP1
XXbac-BPG157A10.21
GATSL1
RP11-20D14.6
RP11-363L24.3
LINC00570
DND1
TBCAP3
CTC-429L19.3
RP11-646I6.6
GSTA2
RP11-989F5.3
PCOLCE2
RP11-301N24.3
Y_RNA
RNU6-762P
COX6B2
SERPINA7
F11
HTR2B
ATP5A1P3
RP11-141M3.5
Y_RNA
RP11-466C23.4
NXPE1
PGBD4
TM4SF5
RP11-801F7.1
RP4-802A10.1
RP1-202O8.2
RNU6-810P
SGOL1-AS1
RP11-785H5.2
RNU6-611P
AC090616.2
RP11-700F16.3
RP11-67M1.1
RP5-867C24.5
RP1-223B1.1
CTD-2116N20.1
