TNFRSF10D
CLPB
RP11-73M18.7
MAP4K3
RIMS2
CACNG7
RBKS
ADAMTS4
RP11-22P4.1
LRRC4C
B3GALT1
NUP205
HECW1
RP11-373D23.2
PAPOLG
RP11-707A18.1
AC003080.4
RP11-394B5.2
CDH2
BOC
RP11-64K12.10
CTBP2
POGK
STAG2
CAMK2B
TMEM145
MAP4K5
CA12
SRSF11
GOLGA8A
SRRM3
BAI1
NIPA1
ANGPTL6
CACNG4
RP11-618G20.1
CDC73
SYT13
CKLF-CMTM1
EPHA6
MAGI1
RP11-1148O4.2
WHAMM
RIC8B
CCDC93
RP11-439A17.9
FAM107A
PCDH10
BCL11B
CADM4
RP11-665G4.1
TECRL
SPATA21
LEPREL4
DHX34
IKZF2
EBF1
UBA7
SHOC2
KIAA1211
RP11-640M9.1
AC008703.1
PCK2
NRCAM
TRAPPC9
STMN4
AC093157.1
ZNF846
NAT8L
SNAP25
HAS1
TYW1
SEMA4C
NCS1
SLC38A9
RNFT2
RAB3GAP2
AC018730.1
ATP11B
AC011841.1
LINC00966
AC011288.2
DYM
IRAK1BP1
RN7SL32P
DLX6-AS1
RAP2C-AS1
E2F4
IPO9-AS1
SCD5
CTNNA3
MN1
ARL13B
AC104695.3
CORO2B
BEX1
RP11-238K6.1
AC007970.1
RN7SL473P
ARHGEF7
RP11-203J24.9
HIST2H2BE
TEK
ODF3B
BZW1
Y_RNA
NTRK2
RP4-734P14.4
RCAN2
SNHG15
PLEKHB1
PPP1R9A
PTPN9
GLT1D1
BCL9L
RERE
FAM208B
RP11-446N19.1
RP11-343N15.5
AGO3
GRAPL
PTPN21
UAP1L1
AC037445.1
RP11-1149M10.2
CCDC88B
HMGN5
TTLL11
RP11-164J13.1
FAM118A
HMBOX1
SALL2
GZF1
ACAP2-IT1
NLGN4X
PCDH9-AS2
SOX2-OT
CEP152
YTHDC2
HIST1H3D
RHEB
FBXW11
NHLH1
SAMD5
MEPE
TMEM150C
RP11-382A20.7
FIGN
GTPBP4
RP11-25K21.6
Y_RNA
CTC-444N24.11
C12orf68
AP2B1
TMX2
CYSTM1
RP11-76I14.1
RP11-119F7.5
MIR137HG
GRASP
MLXIPL
AATK
CDH10
KIFC3
RFC2
LMBR1
CTD-2130O13.1
SLC35B4
RP11-53B2.2
KCTD9P1
GTF2E2
UBE2QL1
RLIM
PJA2
RP3-400N23.6
PCDH7
BDH1
MAT2A
AC074363.1
ZNF302
TRIM62
LRRTM1
NEB
NUBPL
LRRN3
RAB3C
UCHL3
Y_RNA
RP11-324J13.2
C8orf34
RNU2-63P
FGF9
TNFSF14
RP11-404F10.2
AC009362.2
BCL2L2-PABPN1
NFASC
RP11-815J21.4
MOB3C
FAM19A5
KIAA0196
MLC1
SLC39A11
DDR1
ZNF367
GABRG2
AP4S1
SPAG16
GRIA3
FBLN7
C19orf82
CPD
RP11-666F17.1
GK-IT1
LINC00536
PITRM1-AS1
SATB2-AS1
NAP1L2
FAM124A
CHN1
SLC45A2
AC007038.7
RNU6-957P
ADCYAP1R1
C5orf15
FSTL4
AC116366.6
TSNAX-DISC1
RNASE2
SMARCB1
IKZF4
SPOCK1
AC009093.1
RN7SL834P
FBXO32
RHBDD1
CTD-2007L18.5
BATF3
RP11-33N16.2
TSNAXIP1
MARCH4
GPRIN1
SLC35F5
SCAF4
RP11-347C12.2
SLC25A25
RP5-1092K5.2
RP11-513I15.6
MTOR
TMEM101
TP53BP2
INHBA
CTD-2021J15.1
STK39
RP11-34P13.15
PRKAB2
RP11-114H23.1
BLOC1S4
RP11-556H2.3
AKNAD1
PCDH11X
RP11-710F7.3
DLGAP4
ZNF569
DEPDC5
RFPL3S
MAP9
UBE2V2
ABL2
ANKRD13B
HIST1H2BG
AC107218.3
KLHL35
PRKCZ
PBX1
SYNGR3
DPP10
ZNF257
ZNRF1
CISH
INSM1
NOXRED1
NXT1
AC136289.1
RP11-269G24.3
RASL10A
IGIP
RP11-204L24.2
RN7SKP30
C16orf52
ANKRD36
KCNIP1
FPGT-TNNI3K
SLC32A1
RASL11A
MMP16
Y_RNA
RP5-1092A3.4
RP11-340F14.5
LRRN1
EFR3B
RNU6-1016P
LRBA
LPPR4
DIAPH2-AS1
SNURF
B3GAT2
RP3-325F22.3
FHOD3
ZFAND4
RP11-96D1.7
DPY19L2
CES4A
AC010145.4
AC084018.1
SRI
LETM1
TMEM158
AC003682.16
SECISBP2
CASC7
GPR133
SEC23A
LPHN1
RSPRY1
TSPAN16
RP5-1029F21.4
DYNC1I1
AGBL1
RNU6-814P
RP5-956O18.2
DOCK3
