IL1RL1
ZNF664
F7
METTL7B
NR2F6
HABP2
ZNF584
RP11-680B3.2
VMA21
CCDC11
RP4-753P9.3
RNU4-50P
TCEA3
RP11-18I14.10
ALKBH2
TRIM46
SVOPL
FLRT2
KANSL3
ARMC1
SLC35B2
PAX6
LRIG2
ICK
RP11-299J3.8
SMURF2P1
COPZ2
TUBE1
BRICD5
TP53RK
HMG20A
RP11-43D4.2
METTL21A
ITPA
BHMT
STARD4
EP400
PIK3C2G
FAIM
KIAA1522
ZNF574
NTRK1
MARVELD2
TAF11
ZNHIT3
SLC7A6OS
UNC13C
ZNF675
RP11-11N9.4
ZNF525
DOLPP1
ENPEP
TPM3P9
RP1-240B8.3
C12orf40
PML
SDHC
RP11-564D11.3
ING4
PLEKHA6
STYXL1
BRAT1
CNOT3
GS1-124K5.2
UBE3B
AC016757.3
ZNF587
NAA35
GYG2
MIER1
ZNF768
ENGASE
GORASP1
PTRH1
EDC3
C11orf74
BDNF-AS
RP11-365O16.3
LINGO1
CUL7
MAP6
PSMG1
ZDHHC13
TUT1
RARS
RP11-513I15.6
ALDH6A1
RP4-728D4.2
CTC-340D7.1
TTC22
SOX13
METTL6
CTD-2154I11.2
REEP4
WNK3
ENKUR
RP11-499F3.2
UQCRC2
EXOC5
TBC1D25
CRISP2
GRB14
RP11-1033H12.1
SLC25A53
POLR3B
MED8
FAM50A
LINC00085
VTA1
BCHE
PPID
NOA1
TDRD3
MOSPD3
RP11-242D8.1
MT3
ZNF177
CFHR1
AC026167.1
PITRM1
PZP
IFT46
VWA9
ZNF766
RP11-181E10.3
THAP9-AS1
RANBP3
CTD-2017D11.1
PYROXD2
MAOB
ACO1
RP11-136K7.2
POMT2
ZNF497
HINFP
LYRM1
TBC1D4-AS1
DNAJC19
GALNT4
CTC-436P18.1
JAG2
GJB1
MAGI1-IT1
OLFM1
IL11RA
AC007879.2
RP5-1027G4.3
NAA30
PIGV
DPP8
LINC00263
TSNAX
HCFC1R1
EYA1
MYLK3
ZBED6
MASP1
NGRN
NIT2
RPGR
CTD-3203P2.2
CTD-2179L22.1
ZNF25
TMEM251
ATP6V1H
FRZB
DYX1C1-CCPG1
FGFR2
SERPINA10
RP11-51M24.1
RP5-991C6.4
TM2D1
AF129075.5
ITGA7
SAMD13
C11orf65
RP11-1149M10.1
RNU6-292P
EXOSC6
FEM1C
JPH4
ABCC10
CTD-2228K2.5
A2MP1
PRODH2
FAM21C
AC015691.13
NID2
FAM149B1
ZNF579
ZBTB34
RP11-53B2.6
RP11-5C23.1
CSTF2
MIR202
MAP10
LRRC37A3
HOXA10
C3orf65
WBSCR16
RP11-378A13.1
RP11-399E6.1
POM121
SPTBN2
RNU6-1219P
ARMCX5
INTS8
SEMA3A
MIR1539
CRLF2
SIGLEC17P
ATP6V1G2
RP11-715J22.4
FPGT
MED12
RP11-464F9.21
MB
FMN2
COX7A1
SOCS5
RP11-603J24.5
FAM122C
SLC24A1
RAB44
CTD-2006H14.2
NPIPA5
CKM
CTD-3179P9.1
C4BPB
TMEM136
RP11-125B21.2
YJEFN3
WSCD2
TNFRSF12A
C4orf33
ZCWPW2
EEF1B2P3
COA4
AC011288.2
CLEC12B
C15orf27
NMNAT1
MRPS31P4
CHCHD1
CLUAP1
RP11-752G15.9
RP1-317E23.3
SNX16
IGLON5
CTC-359D24.3
C8orf76
MAPK4
CALB2
COX11
KSR2
CNTFR
POMZP3
TRAPPC13
RP4-601P9.2
RP11-203F10.6
PDLIM3
RP11-717A5.2
FBXL2
AC004593.3
CHORDC1
RP11-390N6.1
ZNF585B
FXR2
COL25A1
MOCOS
FAM168B
CCDC148
GCOM1
COMMD2
PDZD4
RP11-571M6.7
ZNF75A
RP11-326C3.11
MAMDC2-AS1
SOCS7
GTF2IRD2
LINC00667
FUZ
KCNMB3
TRAF3IP1
RN7SL449P
ADAMTS7
NPY
ALG1L2
PPIC
NME9
ITGA3
RSAD1
CCT6P1
HIST1H2BG
WDR96
HS3ST2
KCNJ14
PALMD
LTC4S
ZNF660
RP5-1052I5.1
PTPRH
FGF9
ATP1A2
PRADC1
DVL2
ZNF829
RP11-702L15.4
RP11-76E17.3
AP4M1
GDF15
RP11-382A20.7
AAMDC
HEATR6
MIR10A
RHBDF1
SUPT7L
C6orf10
DNAI2
HIST1H2AH
DLGAP1-AS1
TMED7-TICAM2
AGBL5
ARL5B-AS1
PEX19
ZNF491
ARL2
ARHGAP39
EFR3B
CTC-471J1.8
EXD2
IL9R
ZFAND1
STAG3L4
CTD-2571L23.6
PNMAL2
ANKRD31
BTBD8
RP11-175P19.2
KCNMB2
RP11-706O15.3
ASB4
BHMT2
XXbac-BPG13B8.10
CA12
MT1M
AMT
RP11-135A24.2
RP11-380M21.4
LINC00862
DYNC1LI2
RBM4B
ATP6V1D
RP11-463D19.2
SETMAR
AC020571.3
KBTBD7
CDK16
HILPDA
PKNOX1
CDK11B
ZNF354A
DAK
RP11-798K3.2
ZNF782
GLI3
ZNF224
ADCY10P1
NCBP1
ZNF761
COL12A1
USP51
CTD-2374C24.1
C6orf165
RP11-326I11.3
APOC1P1
C6orf132
AC005363.9
MYRIP
LA16c-380H5.5
UFL1-AS1
FAM171A2
TXNRD1
FAM72B
NKAIN4
RIC8A
TYW5
TTC29
RNU7-107P
RP11-432J24.5
COX15
TRIM4
SLC35A5
RP11-22B23.1
EVPL
LDB3
TMEM259
AC003075.4
LYSMD3
RPL7P23p
RP11-76I14.1
SYDE1
SLC26A1
THBS3
GOT1
RP11-656D10.3
RN7SL349P
RP1-151F17.2
THAP1
Y_RNA
UQCC1
RP11-20E24.1
ERCC6
WRAP73
AC004538.3
CASQ2
RP11-212P7.3
RP3-477O4.16
ZNF93
RPL26L1
NDUFS3
RP11-369K17.1
CCDC3
IL20RB
TCAP
GABRG2
KB-1458E12.1
RP1-286D6.5
BIRC7
AGAP8
snoU13
AC007228.11
FAM127B
DNAJC17
RN7SL200P
ZNF211
RPS14P3
AC002310.12
FSIP1
TRIM21
MLPH
PLA2G2A
RP11-380P13.1
MIR3654
ISCA2
AC144652.1
TMEM88
NAT8
ZNF717
RP11-480D4.2
XKR8
THSD1
MMP11
RP11-884K10.7
RP11-178G16.4
HOXC6
BRMS1L
ADAMTS19
HSPA12B
COPRS
RP11-1100L3.8
ZFP69B
LINC00966
GS1-256O22.5
RN7SL247P
RP11-293M10.5
RP11-379B8.1
PRKX-AS1
RP11-90P5.2
RNU6-407P
ALDH8A1
CDON
CRABP1
CTD-2001C12.1
RP5-1033H22.2
ELMOD2
FEM1B
PPIEL
GDPD3
S100A16
ZNF697
VSNL1
Y_RNA
SLC22A10
RP11-677M14.7
AC109135.1
ERVK13-1
RP11-190J23.1
RN7SL118P
FERMT1
RP11-366L5.1
ZDHHC4
SLC17A6
VPS11
FAHD2B
RP11-756H20.1
RMDN1
PDXDC2P
ZNF483
CLRN1
RP11-487I5.4
RPS14P4
SLC38A11
Z83001.1
RP11-350F4.2
ZXDB
CTB-52I2.4
HNF4G
VAMP7
LRRTM1
ZFYVE19
RP11-343C2.9
Y_RNA
TSTD2
RP11-250B2.3
RP11-318C24.2
LINC00888
THAP6
MKRN2
Y_RNA
ZNF578
COL6A6
AC006116.20
AC002429.5
DNAH10
LGR6
SUGT1P3
ZBTB42
RNF14
RP11-529H20.6
ADAM20P1
RP11-356I2.1
EFNA1
NAP1L5
AP001062.7
LGALS4
RP11-359J14.2
Y_RNA
KRT18P52
RP11-46O21.2
MAL2
U3
NTNG2
RP11-815I9.4
RP11-506M12.1
LINC00992
SLC6A1
AC025171.1
UNC119B
RP11-807H7.1
CASKIN2
ZNF763
DNAJC28
BMS1P1
CTD-2319I12.2
RNU7-195P
NGFR
SLC29A4
C2orf62
FAM151A
RGN
ATP2B2
MXRA5
CTHRC1
CDO1
ACOX3
NRIP3
RP11-434H6.7
AP3M1
RP11-697H9.2
GPRC5A
ZNF550
HIST1H4J
RP11-380O24.1
RNU7-135P
RP11-549B18.1
RP11-516C1.1
MED20
TMSB15A
ELMOD3
NXPH4
SCGB1A1
HOXA-AS4
GATA4
AC092835.2
FAM66D
RP11-890B15.3
SNORA73
LINC00632
ZNF208
SEMA5B
C17orf58
CANT1
TPRG1L
MAPRE3
Y_RNA
RP11-792A8.4
PACRG
CTD-3064H18.1
RP11-556H2.2
C7orf13
AC017099.3
RP11-387M24.5
TRUB1
RP11-648L3.2
PSMD6-AS2
RP11-412D9.4
CHCHD4
RP5-1042K10.10
RP11-573N10.1
LENG9
COQ10A
SCRIB
RP13-20L14.6
TMEM129
ZNF558
ZNF691
RP11-963H4.3
NKX2-5
TMPRSS5
ZNF570
RP11-354I10.1
AURKC
POLR3A
SIRT4
IMPACT
CCL26
RN7SL308P
RP11-296I10.3
MGP
FAHD2A
FLVCR1-AS1
FAM204BP
CTA-126B4.7
RP13-131K19.1
RP13-20L14.1
TMEM185B
CCDC17
LL22NC03-N27C7.1
AP001462.6
ZNF843
