PARD3
FBXW7
ILKAP
RAF1
ALG8
ANKRD10-IT1
RRP7B
FAM178A
KHSRP
ZNF273
LYAR
DIS3L2
PPARGC1B
UHRF1
SLC25A13
AURKB
PSPC1
LIMD1
A4GALT
ARID2
MCM7
RDX
INTS7
IL15RA
EXOC4
SND1
BZW2
PCSK7
EXO1
TFCP2
KPNA2
GAB3
IFT80
TNPO1
RAD54L
CTPS2
TNPO3
BORA
UBE2E3
FBXO5
PKMYT1
PPIG
SYNCRIP
BTG3
DHRS7B
TOMM20
H2AFZ
RNF121
RPA1
PRMT7
ZRANB2
PPP3R1
HM13
TBC1D12
SLC25A33
SRBD1
GNG2
ELP4
TBC1D14
INCENP
PHB2
RP11-541G9.1
NUP98
FAM53B
ANKRD32
SUGP2
FBXO18
ZNF730
CEP85
EGFL8
ADAT2
SLC20A1
SFMBT1
ADNP
KANSL1
NOLC1
USP24
C9orf41
EIF4A1
PLK4
TRIM27
SETD2
CTIF
DROSHA
ABL1
SS18L2
HEXA
PRKCI
PCBD2
ACTR3B
HAUS8
ARHGAP11A
PHF17
PITPNA
ICAM4
THEM4
IMPDH2
HIST1H1D
CUL1
NUBPL
GLYR1
CCT6A
CARS2
CEP57
CCDC34
LMNB1
HIVEP1
SNRNP40
POLE
AVEN
GBF1
WDSUB1
TMCC1-AS1
SNRPA
ATP1B3
USP3
WDR70
RBMX
RMND5B
TMEM194A
PIAS2
ZNF718
ARPP21
TRIB2
PCNXL4
FAM118A
GOLGA8A
SASS6
EP400
NNT
MED25
CENPN
QRICH1
ATP11B
UNG
HNRNPA2B1
RAD51AP1
HNRNPAB
UQCRH
LINC00665
WDR34
RCCD1
SLFN13
GUSBP1
MAP3K4
ST7
TUFM
RABL6
PPP6R3
PRR14L
NME1
SPPL2A
NEU3
EFTUD2
SPPL3
GMCL1
PKN2
SUMF2
NACA
TYW1B
USP48
RYK
PTBP1
ACSL3
LARS2
RFC1
PDK3
PEX14
CENPO
UBE2G1
RP11-216L13.18
IMMT
CCP110
TUBGCP4
CLCN4
SEC22A
SLC48A1
MTX2
SLC5A6
BIVM
EIF5A
PRR12
ZNF33B
DHFR
CTC-559E9.6
MPDU1
IFT122
ITGB1
PSMD1
EVI5
CCNB2
NUP85
CD46
RPL22
TICRR
RNF215
TBC1D31
PAPD7
C15orf41
MSH5
ZNF431
WHSC1L1
CDCA4
ORC1
AC004381.6
QARS
COX4I1
RP11-33B1.1
RP11-1407O15.2
SEC11A
NUDCD3
PPP1R14B
ERLIN1
R3HCC1L
PILRB
TSTA3
LRRC6
ERI2
MRPL12
NAP1L4
GGA1
SYCP2L
CTD-2541M15.1
SLC27A5
PLS1
METTL2B
WDR75
EIF4EBP1
ATP11C
ZFP36L1
TIMM9
AGTRAP
CCDC15
CRTC3
WDR35
D2HGDH
NAA35
RPL7L1
FBN1
ELOVL1
ANO10
RP11-420A23.1
ZNF713
NCOA6
PRKAR2A
RNF138
ZWILCH
U3
MCMBP
TMEM209
DRAM1
CTC-260E6.6
CBR4
TTF2
TOMM40
ZC3H7B
RPS10P7
CEP78
IFNGR2
PHF6
ZNF519
SETDB1
PFKFB4
GDI2
POLR3E
SEC24B
CTD-2659N19.10
HAUS2
CNOT1
TIMM13
CSTF3
RP11-215N21.1
RFC4
TMEM168
POLR1B
LRRCC1
PPP2R1B
CLOCK
TRNAU1AP
FOXJ3
SLC25A26
TEX10
DCAF10
OBSCN
CCT3
IARS2
CEP290
CCBL1
CEBPZ
CTPS1
GUSB
SNRPB
MDM4
C7orf10
AIM1
GTF3A
EXTL2
POLD3
RP11-475N22.4
MSH6
DNAJC2
PPIA
RPS3A
FLVCR1
PGK1
UBR5
PKIA
SUN1
CCNB1
PPP2R5E
ELMSAN1
DEPDC1
XYLB
MRPS35
MINA
UPF3A
MICU2
TAF5L
GSE1
ARL5A
DCAKD
AFG3L1P
TUBG1
CEP97
EIF3M
RAD51C
LL22NC03-2H8.5
DDX42
PI4KAP1
RFPL1S
DCAF17
HLTF
AC096559.1
C1orf43
C17orf85
PCMT1
ZNF678
TMEM161B
AC137932.6
DUS2
SNX8
UNC13B
HNRNPM
TTLL4
RP4-694B14.5
AKAP10
UBE2N
SLC31A1
LYRM4
TTL
C6orf106
FASN
RPS4Y1
CENPL
ZC3H8
HNRNPF
MRPL52
TNFRSF1B
TIMELESS
XPOT
VPS45
GSPT1
DBF4B
RPAIN
FASTKD1
EXD3
METTL21A
FLOT2
RP11-83A24.2
SLC37A4
NME7
ERI1
RAD51D
ANAPC7
FKTN
FKBP15
RFC2
RBM17
UBE2S
MTG1
DHX57
C12orf65
HIC2
TMEM131
LSM14A
CRLS1
CS
SLC25A16
NCAPH2
SAE1
RP5-1000K24.2
NOL8
KLHL32
IQSEC1
AP000487.5
TMA16
AGL
TNRC6A
SCLY
NDUFB9
CAMKK2
NT5DC1
MTFR1
COPS3
ATXN2L
FAM126B
GPR89A
NIPAL3
GLRX3
LRP5L
SNRPD2
ZNF566
ARVCF
RGS17
MAP3K13
ZBTB1
WDR3
PARL
RMND1
ING5
KTN1-AS1
PTPN1
SARNP
PRPSAP1
SRRM2
DTWD1
GOLPH3
KNSTRN
MYZAP
RNPS1
LMAN1
ZNF398
APRT
BRWD1
AL132709.8
ZNF789
FAM120C
CENPM
METAP1
SYNGR2
UBE3A
MCM2
SREK1
C12orf4
ENC1
YEATS4
ADAL
PTER
USP10
TM9SF4
SERPINH1
SRD5A3
RPS15A
SMPD4
VPS29
SLC25A19
ERP29
BAI3
CHAF1B
ZNF276
CTC-338M12.4
AQR
SH3GLB2
TTLL12
ATF6
MPV17
EIF2A
SDC4
CDC37
POLB
ZC3H18
MID1
CDC6
NCOA5
KIAA1009
FAM168B
TSPAN13
TEX22
TCF25
EGLN1
TBCE
MRE11A
VWDE
SIVA1
TYK2
GTF3C2
STAG3L5P
HOMER1
DGCR8
UTP6
FARP2
VAC14
DDX56
CNOT6
MRPS5
UBN1
CXCL5
SMEK1
CENPQ
PES1
TRMT61B
DDX41
HARS
LRP6
RFC5
ST7L
FBXO22
RP11-397H6.1
TXLNG2P
FAM136A
IRAK1
ZNF680
CDC25A
PPP1R37
MRPL4
RBM4
LOH12CR1
E2F1
MLXIP
ZNF714
SRSF1
ZNF146
SEPT2
ZFYVE27
MED24
KCTD3
ZNF587B
BAG2
RP11-742N3.1
TRAIP
KLF16
SRRT
RCN2
MAMLD1
KATNA1
NDUFA13
ZNF142
L2HGDH
KCNJ14
VAPB
TPT1-AS1
RP1-168P16.2
SARS2
P2RX5
ANKRD18B
HAUS5
NEK2
NEK9
SF3A3
FPGS
PARP16
TXNDC5
SRP72
ZNF627
PMF1
EML5
HES6
TRMT11
GNL2
BEND3
LY86-AS1
SKI
ZYG11B
REPS2
TPRA1
PPHLN1
SLC25A51
C3orf33
AMOTL1
TRIM25
REPIN1
CHERP
PRSS21
WDR19
AARS
EIF3I
C1orf21
CAAP1
EXOSC1
ZNF318
UBASH3A
RPL41
NOP16
PMM2
BRD7
CWF19L1
KCMF1
TSSC1
RNF169
GNA11
HIST1H2BJ
CLK2
MAPKAPK5
FAM193B
MSANTD2
DNAJC7
KAT7
ARFGEF2
AMT
NELFB
BRF1
PBX4
ASH1L
CTBP2
SIRT1
RP11-258C19.5
ZNF826P
IQGAP3
UBR7
CCT5
NUP37
C5orf28
CTNNAL1
EXOSC5
PHRF1
GPBP1L1
DIMT1
LRRC40
TMEM143
SHB
PRDM10
CDK12
UCHL3
BCL2L13
TMX1
ARHGEF39
DNAJC16
YTHDC2
PIGM
AP001628.6
RSBN1L
CRK
DDX1
NISCH
LINC00152
RP11-909M7.3
AMICA1
CENPV
EXOSC9
TMEM5
PODXL2
ABHD14B
ATF4
DPY19L1P1
B3GALT6
UMPS
SPICE1
PEMT
INTS4
PRPF8
TNFRSF25
CTD-3131K8.2
FEN1
ZNF10
PHF2
ARHGAP19-SLIT1
NBEAL1
ATG4B
AC068533.7
RTEL1
NAT14
DUS1L
AP1B1
SPATA33
CTD-2162K18.5
RPP30
SNRPC
TP53BP2
WARS2
SLTM
ADH5
AKT2
TMEM41A
ACAD10
MTIF2
TRIM6
PAPD5
EIF3G
TMEM223
MTFP1
CC2D1A
DDX39A
NAT9
SS18L1
RP11-732M18.3
MREG
TCF20
FAM86B3P
RP11-18I14.10
IFI27L1
RNF2
POC1A
SETD1A
ZNF138
RAB28
CCDC77
TRIP6
C20orf96
ERH
RALGDS
ACRC
NEMF
DHX34
TSC22D4
MPHOSPH10
NET1
NDNL2
CACNA1C-AS1
GARS
NLE1
ICMT
NOC3L
MTRR
ATL3
DYNC1H1
CLASRP
HMCES
AKAP8
ALYREF
PGAP2
CTD-2369P2.5
LGALS12
KLHL7
FBXO16
NAPRT1
ADORA2B
WDR31
LUC7L
RP5-1057J7.6
FUBP3
ZUFSP
MTMR8
PWP1
EIF2AK4
AC012307.3
OXSR1
PEX7
DCAF13
NT5C
RFXAP
HN1
DHX36
RHNO1
GRSF1
SERGEF
MDH2
BTAF1
UQCRQ
CRYBB2P1
FAM162A
COMMD4
HSF1
EIF1AX
SUMO2
RP11-977G19.10
PUS7L
RAB3GAP2
SART1
FAM192A
SCPEP1
INTS9
NAGLU
CNTROB
NR3C1
MRPS18B
ZFP91
APOBEC3C
PAK4
PRKAB1
PML
GTF3C4
TRIT1
WDR77
ATP6V0E1
ANKRD52
WASL
C9orf40
HOXB-AS1
TPM3P9
SPNS2
CPD
TXNRD3
DOT1L
BRD1
KCTD21-AS1
BBS4
RPL21
RAB7A
MROH8
DYNC1LI1
RPAP3
COIL
OGFOD3
KPNA4
HSF2
CKLF-CMTM1
LAP3
CCT2
BRCC3
ZNF815P
HDAC2
WDYHV1
RNF214
TBCCD1
TOMM22
VMA21
PEX6
LSM2
PHF10
ALKBH1
PRELID1
MAK
KEAP1
HSPBP1
ZNF620
CCNB1IP1
PWP2
C19orf55
CTB-118N6.3
YY1AP1
LINC00618
RBM34
RAN
LINC00174
AP006621.5
THEM6
DGKA
NDFIP2
SEMA4C
HMGXB3
METTL17
NDUFS6
HSD17B13
TRIP13
MPV17L
RP11-286E11.1
FAM213B
ACAP3
GPM6B
MOB3C
SUV39H2
ERCC3
POLR3B
RNF126
DHDDS
AGTPBP1
TRA2B
RP1-29C18.8
TRMT2A
DCLRE1B
PNO1
POT1
TM4SF2
XIAP
YY1
SNF8
ACAT1
BCL2L12
ZNF66
ARHGAP39
FBLN1
WDR18
FN3K
CAMSAP1
ZNF133
PGGT1B
TRMU
GK5
C3orf83
CIAO1
ZNF664
TRAF3IP1
ILF2
ARL9
C1orf35
ANAPC10
TATDN2
SNRPF
SCAMP4
B3GAT3
COG4
TFAM
TUBE1
SPEF2
IER3IP1
L3MBTL2
TMEM97
PSMB4
FBF1
DUS3L
PLSCR1
RAB12
ZBTB40
IPO8
RP11-366L20.2
IP6K2
C19orf68
RRP36
STAG3L3
WDR53
NDUFS4
LANCL1
STAU1
ZNF833P
AP2B1
PSMA5
RP11-23J9.5
SSB
ZNF766
ASL
OVOL2
RPRD1B
PDXK
MPC2
PAQR4
NMT1
C16orf58
API5
TSFM
YBX3
ZMYND19
CUTC
APOOL
CUL9
RP1-90G24.6
RARG
RP11-762I7.5
JRK
CCBL2
RAB40C
USP5
TIMM44
PLEKHH3
MAVS
CCDC58
CCR4
RPL23AP53
NUBP2
CCNJ
ALKBH5
DCAF4
RRN3P3
RNASE1
ZNF207
MORC2
FAM185A
KANSL2
ZNF675
FBXO21
PIN1
BFAR
PRPSAP2
NIPA2
NT5DC2
AIMP2
TMTC3
NME3
PTGES2
FAH
OSBPL5
PSMB5
AC083884.8
ZNF100
MAGOH
POLR2J4
EIF2S2
TXNRD1
PRDM11
RNPEPL1
FRA10AC1
NCBP1
SFT2D2
ARNT
KIAA0195
GUCD1
REEP5
RP11-580I16.2
HEXB
SAMM50
CAPN7
ZNF586
SLC15A4
DYNC1LI2
PPP2R5D
NLRP2
DTD2
WARS
LINC00894
MAT2A
TUBGCP2
RP11-313J2.1
ADAM32
BUB3
MRPL37
C14orf166
C21orf59
DVL1
CYB5RL
VWA9
PPIE
CEP44
DNPEP
SRI
BRD9
FAM122C
MRPL30
AGGF1
ARFIP2
TBC1D23
GLE1
ERCC6L
RAD1
ISY1
NPW
TMCO1
LAS1L
ABCG1
ADCY10
ZNF75A
CPSF2
UQCRC2
POLR2E
CIZ1
GALC
DEPDC4
CCDC50
EI24
FAM98B
ECHS1
ABCB4
TRIP4
PEPD
LTA4H
AL133168.3
ZNF623
INTS3
ZNF565
AF146191.4
CWF19L2
TJAP1
SNHG12
SCFD1
MBLAC2
IQCH
ZNF732
RGS16
TYSND1
FAM174B
PPARD
WDR46
AC002310.7
ZNF514
MRPL42
ZNF783
ACBD5
IPP
PI4KAP2
SMIM7
Y_RNA
GRWD1
C3orf70
C11orf74
DDX49
C12orf52
NDUFA9
IREB2
EGLN2
HMGB3P22
RBM27
CTD-2521M24.9
PRRG1
BSPRY
KCNQ4
RAD23B
GRPEL1
TNKS1BP1
NPIPA1
PSMA3
KYNU
C10orf2
RP5-1027G4.3
NDUFB8
MAN1B1
BAHD1
SNRNP25
SEP15
WDR73
SLC19A2
SAAL1
AL117190.3
IQCE
MRPL15
DDB1
NIP7
RP11-350F4.2
XPC
ZNF569
GAK
CHAMP1
ZKSCAN7
ZNF775
RAB23
C9orf85
COX5A
RP11-274B21.1
RAB40B
SPIN4
TMEM248
AC093388.3
LRRC41
TTLL11
CTD-2643I7.1
RARRES1
SAFB
AP000320.7
INO80E
PSMB3
C9orf114
BOLA3-AS1
IDH3B
KDM4A-AS1
TMEM222
IGBP1
CRYGS
RP11-428C19.4
MRPL17
QRSL1
BSCL2
NACC1
LCA5
SRD5A1
GS1-124K5.11
LRRC59
PARGP1
RPS6KA4
MKI67IP
ADAM1A
ZMPSTE24
CHMP4A
RP11-371E8.4
NOB1
FNTA
FAM173A
POMK
LINC00265
TLK2
GATSL1
INMT-FAM188B
DPH7
DZANK1
FRMPD1
RP11-8L18.2
FYCO1
SMU1
SMIM4
LINC00116
C17orf70
SDHAP1
RPA3
TMEM64
CYP4V2
CTC-325J23.3
CLUAP1
AC006115.3
PPP1R12C
UBQLN4
PPIL4
EIF1AY
MRPL28
FBXO43
ERLIN2
CTNND1
MRPS11
RP11-872D17.8
TMEM261
PTCD2
APEH
MRPL11
TPRKB
NHEJ1
MARCH7
TRA2A
SLC25A10
THOC6
WDR11
LIG3
C11orf58
RPL17P50
PTOV1
SOCS4
POP5
FAM86HP
OGFOD2
RP11-38J22.6
CCT8
DAND5
RP11-61A14.3
RP11-381K20.2
SLC38A9
SIAH1
RNF114
ALKBH7
ZCCHC9
PSMC5
GTF2H2
THG1L
UBAP1L
CDADC1
DHRS11
RP11-423H2.1
RHPN1
ASUN
PLD6
KANK1
RP11-1E3.1
CARM1
MYLK-AS1
PIGW
FOPNL
MAU2
C8orf59
POLR2D
RP11-378A12.1
IFT81
RP11-406A9.2
PAN2
AHSA1
RUSC1
NDUFC2
RP11-488C13.5
ZNF30
RP5-1061H20.4
PIGH
TCTN1
HSD17B8
CTD-2583A14.9
DERL3
AC015849.19
FIGNL1
HDGFRP2
PPIEL
CYHR1
RP11-380O24.1
ZNF417
LSM5
AC007276.5
RBM12B
ACO1
AC090673.2
RP11-122A3.2
INTS12
BOD1L1
ZNF768
ZNF595
ACADS
C21orf2
FBXW5
UBL7-AS1
PRPF6
CRNDE
ZNF215
POLDIP2
IKZF4
PLIN5
PLIN2
FBXL4
TRIM41
RP5-1052I5.1
RP11-98O2.1
DXO
ZC3H4
FUT1
ZNF3
WSCD2
C11orf65
RP11-264B17.2
CLTCL1
CRISP2
RP11-147I3.1
CACYBP
THOC7
GPR176
GON4L
TBC1D24
ZNF85
SRCAP
ARF5
CCDC43
PRKRIR
TRAPPC2L
MFAP1
ZNF302
MTX3
CEP72
C8orf82
POLR2F
TXN2
PHKG2
HMGN1P8
RP11-509J21.1
CCDC127
AC105760.2
TM9SF1
SAFB2
ATP5O
TGDS
ZNF252P
FGD6
C12orf43
PRPF31
ZNF491
POLR2J3
TARS
RP11-216L13.19
CCDC120
RP3-510L9.1
TOP3B
TMEM39A
EHHADH
ALG12
ZNF621
MCAT
WNK3
ZKSCAN8
SHARPIN
ATF5
ZNF587
TMEM205
SEMA6B
FAM189A2
CWC22
BNIP3
AC005082.1
AURKAIP1
RP11-328J2.1
STAMBP
PLOD3
MSANTD3
MRPL19
TMEM203
CHAC2
SAC3D1
THOC5
LRRC27
DAXX
ZNF761
HRSP12
ATP6V1H
TMEM8A
GPR180
RP4-605O3.4
HCP5
ABCF2
ZNF347
RP3-414A15.10
COX10
MTERFD3
ZNF410
CDON
TRAF7
ELOF1
RPL34-AS1
RP9P
RP11-43F13.1
SERHL2
RIBC2
COPS7B
CTD-2666L21.1
CFD
COMMD9
NR2C2AP
DMWD
TAF1C
HLA-F-AS1
PER1
CCDC61
ROGDI
RNU6-826P
PDHA1
ZC3H3
RP11-737O24.2
MLX
TLR1
CREBZF
TAF11
UNKL
PAFAH1B2
PSMC6
TTC38
MRPS30
SIRT7
ZNF530
GPN3
ZNF667-AS1
HERC2
RNF185
SERP2
UBLCP1
EIF3J
PMM1
UBXN2B
HSPA1A
IGSF3
GLOD4
INTS5
SNORA74
RN7SL329P
PTRH1
TMEM11
AC009133.14
RP11-265O12.1
RP11-197P3.5
PPP2R3A
TVP23B
MED9
RP11-489D6.2
TM4SF19
CTD-2325M2.1
ZNF7
FBXO40
SNW1
NDUFS7
NUDT6
FAM160A2
TUT1
RNU1-106P
TVP23A
RP11-352G18.2
FAM114A2
MED16
SCML1
NDUFV2
EIF2D
SERPINB10
AAR2
GARNL3
C15orf61
DTX3L
MRPS31P5
HYI-AS1
VPS33B
MBD4
ITGAE
NOSIP
TBL2
TMEM242
CTD-3195I5.1
AP3S2
GNPTG
DHPS
USP43
RP11-178F10.1
FH
TRAF4
RNF40
RSBN1
SMAD1
ZDHHC4
DUS4L
PDXDC2P
CTA-384D8.36
ZNF329
CASC2
HNRNPA1P48
MAPK15
ZNF382
TIMM17A
GEMIN2
FIZ1
HDAC6
APLF
PMFBP1
TERF1
NCBP2-AS2
BYSL
U3
VPS52
NKIRAS2
C3orf80
ZNF28
SAP30BP
TARDBP
PUS10
MIIP
TMEM243
AC011747.3
TMEM9B-AS1
FAM98A
AGAP6
CRY1
LRRC47
PTCD1
COA5
EME2
ZNF540
N6AMT2
NSFL1C
MKKS
ELAC2
GPR89B
PGAP3
MRPL24
GVINP1
SDHC
ZNF12
SRSF10
SLC38A6
SEC23B
MROH7-TTC4
NUDT2
WDR92
MRPS7
PHOSPHO2
MTRNR2L12
ZNF337
UAP1
MIER2
YTHDF3
NUDCD2
HSPH1
ZNF229
GNPDA2
TAF1A
RP11-333E13.2
AL139819.1
MRPL40
C19orf52
MRPL43
CSTF2T
FAM118B
RMND5A
ZBTB38
ADM5
RP11-849F2.9
RP11-977G19.11
MARCH9
SLC37A3
NDUFA2
CLIP4
KPTN
ACPL2
ZNF607
RP11-182B22.2
GEMIN6
CCDC8
ZFP41
BAG1
HM13-IT1
ZNF429
ZNF835
PREPL
RP11-321C24.1
ZRSR2
ZNF701
GNL3L
VPS51
SCAND1
ABCC10
ZEB1-AS1
ZSCAN9
SNIP1
COMTD1
TMEM237
PGAM5
TSKS
PDE4A
FTSJ2
AC008982.2
ISOC1
CACNA1C-AS2
FANCD2OS
INPP5E
PLCG1
KIAA0753
RPP25L
RP11-119J18.1
HOXA6
CTD-2184D3.6
GOSR2
PDHX
IMPA1
PIGA
CTD-3216D2.5
ZNF57
DDX27
RP11-95P2.1
HUS1
RP11-603J24.9
PWRN3
AC107081.5
AZGP1
GALNS
AC007193.10
ZNF14
RP11-29G8.3
DNAL1
RP11-706O15.3
POU6F1
C19orf44
AC005831.1
WRAP53
MRPL55
AC004447.2
STOML2
MMAB
GLT8D1
SMARCE1
MFSD3
SPRTN
NUP88
FOXJ1
RP11-415I12.3
VPS4A
PAFAH2
CTC-325J23.2
C12orf40
RP11-524F11.2
SMEK2
NPRL2
BBS1
KDM4B
BHLHB9
RP11-386G11.5
PRPF38A
CTB-12O2.1
RPL3P4
RMI2
POMZP3
MLLT1
RP11-700J17.2
CDC23
CCDC144B
ATP5F1
AC093375.1
RP4-734P14.4
AC097724.3
HS3ST5
C16orf93
PLCXD2
SKIV2L
FAM24B
RNU6-130P
PSKH1
LINC00663
MROH6
TMEM79
DNAJC24
RP11-563P16.1
RNY4P7
MRPL35
NDUFA1
RP11-681L8.1
ZNF841
SLC22A5
GS1-358P8.4
CHCHD5
AKR1E2
ERCC4
ZNF584
AL136419.6
FAM101A
ENDOG
RP11-151A6.4
RP11-21A7A.3
ATP5J2
RPS3P6
PSMD3
RP11-820L6.1
C11orf57
EIF4H
VAMP1
BX470102.3
TXNDC9
KAT5
SLC27A6
DGAT1
COQ3
RP11-770J1.3
ZNF461
TOMM5
PHAX
RP11-15A1.2
RP13-582O9.5
NEURL4
ZNF134
APOL1
CTD-2006C1.6
ZNF549
MAD2L2
ZNF16
NUMBL
SNAI3-AS1
EMC4
CYP2R1
UBXN10
PTPN23
MLPH
TBC1D7
KIAA1658
RP11-44N11.1
HAUS7
SNORA37
TIAL1
AKAP6
CCDC132
ZFP69
ATP6V0D2
TRMT2B-AS1
RBMX2
CTC-524C5.2
PLAA
TRIM32
YAE1D1
SLC37A2
HCFC1R1
WDR83
HDDC2
RP11-391M1.4
TRIM52
RP11-55L4.2
PLK1S1
AC009961.3
GNPDA1
SNORA68
PHYHD1
ETFDH
RP11-304F15.7
FASTKD3
STRIP1
POLR3K
DAP3P1
RP11-220I1.1
ZBTB11
CTD-3105H18.14
RP11-235E17.4
RP11-98J23.2
C1orf50
SNORD113-2
LRRC42
RPP40
FAM184A
RP11-769N19.2
PPT2-EGFL8
TM2D3
SLC18B1
LCMT2
RP11-769O8.3
RP11-423H2.3
THAP8
POLR2J2
RP11-638I8.1
ARFRP1
RAPH1
RP11-504P24.4
ZNF740
RP11-307L3.4
MSTO1
NUBP1
ASB14
C11orf95
OSCP1
AC002310.13
CTD-2154I11.2
CEPT1
TBCC
PEX11A
IFFO1
CTC-559E9.5
RP11-3D4.3
ZNF75D
N4BP3
HSPD1P11
DNAJA1
LCA5L
SUMO1
TBRG1
RP11-767N6.7
UNC50
ZNF426
KIAA2013
ZNF606
C3orf55
CINP
PRAP1
MANBAL
FBXO45
CBS
CCDC47
RP11-115C21.2
SMN2
SMN1
RP4-758J18.13
MARS2
RP11-466A19.8
TIMM23
AGRN
PYROXD1
AC099850.1
RP11-15H20.6
ZBED6CL
ACD
STEAP1B
OCRL
POLR2M
RNU6-1242P
BCL2L14
RP11-89K10.1
PCAT1
CLPB
OXSM
CTC-471J1.2
SLC11A1
ZNF485
FREM3
COPS5
LINC00842
snoU13
B3GNT7
LIG4
RP11-79N23.1
RP11-775D22.3
PHF13
LNP1
ZFYVE26
RPL39L
RP11-653J6.1
NUDT8
AC009495.4
RP11-69E11.4
MRAP2
RP11-32D17.4
SEZ6L
RP11-806L2.6
VAMP4
KCNIP4
YRDC
RASGRF2
RN7SL753P
BRDT
CTD-2006C1.10
CTB-26E19.1
RGS7
ZNF749
AC009236.1
RP11-1280N14.3
NME5
STAP2
RP11-471B22.2
C6orf201
STK36
DIAPH3-AS1
RP11-876N24.4
AC092171.2
TPRN
DHRS4
PIGV
GTF2H2C
TTLL11-IT1
ZNF554
GPR126
