ABCC13
EYA3
RP11-57H12.6
RAD21
ABCB6
CTD-2561J22.5
RECQL4
RBBP8
RP11-507B12.1
METTL15
STARD3
CDC45
MYT1
SLC25A17
KIDINS220
DSCC1
GMNN
CTA-714B7.5
PLEK2
KRT13
BCCIP
XRCC3
CTD-2547E10.2
ZEB1
PKD1L3
ZNF788
OIP5-AS1
GATA5
ARV1
AF196970.3
RP1-193H18.3
DTYMK
ZNF850
ADCK1
RUVBL2
NUP188
ORC5
PDDC1
GOLGA4
RP11-507B12.2
CGGBP1
MAGI3
TAF4
TTI1
TGS1
STRIP2
RQCD1
ZFYVE1
C17orf103
RP11-178L8.5
GNA13
TTPAL
NPAT
ORC6
ELAVL1
TEX2
SLC1A5
ATP6V0A1
AREL1
FAM133B
DIDO1
RAD51L3-RFFL
PTPLB
PPFIA1
PHF7
MST1
HAUS4
CCDC150
CLK3
HNRNPUL1
IP6K1
METTL7A
AC024560.3
SCAF4
RNF182
MECP2
LIMK2
NFYC
PGM2L1
CPSF7
SELO
CDK19
PKLR
BLVRA
ARHGAP8
C1orf112
ZNF562
CHST2
SLC30A9
RNF224
GPLD1
DCLRE1C
IBA57
SMIM5
LINC00278
NBR1
POLD1
PHC3
HERC2P9
KRIT1
OPTN
CDCA3
HNRNPA3
CCDC66
GLG1
INPP5B
HECTD1
SH3TC2
CDK8
CMPK2
ATG4D
OXNAD1
SOHLH2
YWHAH
C1orf159
P4HA2
LMF2
NINJ2
XRCC4
GFI1B
MPST
AC093838.4
SLC3A2
AVL9
MYO18A
WDR33
ANKLE2
PANK2
SBF2-AS1
WDR89
SPTBN4
TUBB4B
MPRIP
PPP3CC
PSMD5
TUBD1
ASCC2
EPRS
PC
CUL4A
LRP11
YTHDF2
UCHL5
CRLF3
RP11-44M6.1
MAPK1IP1L
HMGB1P30
STYK1
GPR146
NUP133
ATG9A
CREBBP
POLN
RNA28S5
RP11-1299A16.3
PWWP2A
MTO1
ZBTB8OS
CAPN15
TYMS
PCCB
SLC25A38
CEP250
CEP120
HOOK1
NUPL2
AC003006.7
SLK
C20orf27
IFT52
RP13-726E6.1
SLBP
CCNDBP1
SLC6A8
CTD-2323K18.1
RAB5A
RP11-57H12.3
NEK4
DZIP3
RP11-85G21.3
TRAF2
PINX1
TULP3
KLHL22
CHTF18
SLMAP
CSNK2A1
PRPF4B
C8orf12
ECI2
SNX13
RP11-119F19.2
OSBPL11
ZC3HAV1
FBXW11
AP3M2
PTGES3
PPM1D
RP11-67A1.2
BTBD7
NIPBL
LHPP
SENP5
DARC
FOXRED1
YIPF6
TBC1D22A
FAM126A
WDR81
RP11-206L10.11
C6orf89
ECI1
PRDM5
ST6GALNAC1
RP11-349A22.5
CENPH
TNRC6C-AS1
AFG3L2
CLCN5
MMD
TONSL
FBXO31
AC007405.4
B4GALT1
SAV1
RIC8B
HEPACAM2
DHX35
RP11-10O17.3
AC003043.1
MGEA5
HDHD1
KIAA1586
NAF1
CTNNA1
ZXDC
AUNIP
RP11-531F16.3
GPATCH8
TNRC6C
PASK
RBM33
ZNF544
RP11-468E2.6
HN1L
TMX4
PITHD1
PGP
ACYP1
CHID1
USP31
GPR75-ASB3
UBE2J2
URB2
TAF1
POLK
POC5
ZCCHC2
CTD-2561J22.3
XPNPEP3
TRIM66
PPP1R16A
GKAP1
ERVK3-1
CCDC144CP
DHX29
LETM1
HNRNPL
LRRC20
C18orf56
GS1-124K5.12
CEP89
KIAA0586
ZNF274
EXOSC10
DPM2
DHX9
C4orf45
GINS2
CBLN2
CTD-2291D10.4
C11orf82
MTERFD1
LCAT
RP11-894J14.5
CISD2
CKS2
FAM65A
LA16c-431H6.6
SHISA5
GSDMB
CPSF3L
ARHGAP33
CACNA1I
AHSG
CLK4
BCLAF1
NAPA
SRGAP2
MPHOSPH6
APTX
CDC42EP4
RPL7AP60
MED4
ZNF507
NKAPP1
ABCB8
MEIOB
ARHGEF37
ALG14
MCEE
ENOX2
WIPI2
MAMDC4
AC007256.5
KIAA0196
PIR
CTC-529P8.1
BRD8
TTC21B
RP11-162D16.2
ZWINT
CYC1
XRCC6BP1
YBX1
ATG5
EPC1
snoU13
CCHCR1
ISG20
C19orf57
SEC14L2
MAN2A2
OTUD3
GCDH
MRPL20
TMEM138
LINC00664
PXMP2
H3F3A
DECR2
SDHA
PDK1
ZNF492
TMEM68
ANKMY2
PRNP
CMTR1
STAG2
REXO1
POC1B-GALNT4
TIMM21
TMEM86B
C9orf78
CCDC84
FAM50A
ZNF567
SLC10A3
CYP20A1
DDX17
HBBP1
ZNF212
CD59
USP38
ATAD2B
LINC00106
GPR137
CTD-2510F5.6
RP11-303E16.2
DDX6
PDIK1L
RIPK1
GFM1
CXXC1
B9D1
CMAHP
RP11-154D17.1
EED
SEPT8
C14orf93
C12orf60
MRPL2
DDX23
PAPD4
RP11-16E23.3
CMKLR1
NADK
NDUFS8
RAD9A
GEMIN8
VCPKMT
FN3KRP
RP11-116O18.3
SEPT7P2
CTB-55O6.12
MPC1
GPATCH1
USP39
PPP1R8
WDR20
TMEM106C
ACADSB
PSMD12
LY9
RP4-530I15.6
CPB1
ATRIP
PSMB2
OGG1
GIGYF2
CDC16
CSNK1G1
ZNF526
RP11-203B9.4
CYSTM1
CNOT4
RWDD3
SIRT2
AP000304.12
SENP1
SAP30L-AS1
AAAS
FNTB
BRAF
TAPT1
ACO2
SRP54
IRF2
SMAD4
ZCCHC4
RELT
PARP2
SMG1
RP11-159D12.5
RP11-342M1.3
PIK3R4
CTD-2349P21.11
RP5-867C24.1
CCT6P3
RP11-80H8.4
CCDC130
PFKFB1
TMEM116
C17orf53
RP11-230B22.1
C4orf27
ESRRA
C11orf73
UPF1
AC034228.7
SFSWAP
SYCP1
LTN1
TMEM59
MED13
ATP8B3
PRR14
LINS
HCG27
FAM229A
ECD
DCLRE1A
AC006547.13
TAB1
HCFC1
MTG2
GBA2
PSMG2
CLCN2
CDC34
GRHL1
MORN1
POMGNT2
PRKAG1
SLC41A1
CCNL2
UBE2V2
RANBP3
EPG5
HRASLS5
PPIL1
TTR
IGHMBP2
PCK2
TRMT1L
TMPRSS9
CHIC2
C9orf64
CREM
RP11-1094M14.11
C19orf25
AAGAB
SYNE3
ILF3-AS1
SHCBP1L
SVIP
RP11-673E1.1
JOSD1
FIG4
SNX3
SIK3
ZNF668
XRCC1
RSPRY1
C6orf183
HIPK1
RNASEH2C
RP11-298J20.4
INPP5K
LRP1
FAM13A-AS1
CYB5R3
MOV10
NPHP4
FBXO46
TROVE2
ZW10
DCAF15
PAXIP1-AS1
GFOD2
RP11-213G2.3
RP5-882C2.2
BIN3
ARPC1A
RP11-296I10.6
LINC00863
HIAT1
TMEM104
APOL4
ASB16-AS1
RP11-331K21.1
TAF6
BBS7
SRR
RP11-397J20.1
RAE1
UBN2
MTMR4
ZNF726
ANAPC11
RP11-2B6.3
TADA1
RTDR1
FZR1
DET1
HERC2P3
WDR25
HCFC2
C15orf52
RP11-45M22.4
C2CD2L
COX7A2L
HBQ1
STPG1
LMBRD2
ALG9
FAT1
GGH
INO80D
PYCRL
SMCO3
MYLIP
HIGD1A
ZCCHC24
HSPA1B
ANKRD54
FAM96A
ANGEL2
TOB2
SPSB3
CTD-2337A12.1
POLL
USP8
SUGP1
ZNF136
ASNA1
ZNFX1
RP11-737O24.3
RP13-16H11.5
HARBI1
CSNK1A1
GRK6
LAMTOR5-AS1
NPIPB4
GEMIN7
ZNF266
FGFR3
BTNL10
DYRK4
GSTT1
EIF5A2
FBXW2
KIAA1429
CTD-3099C6.9
BBIP1
TTC12
TTI2
AP2M1
FAM76A
RP11-504P24.8
RP11-16E23.4
FBXO3
TEX30
RP11-77I22.2
CTD-2008P7.9
CBY1
FTL
SLC12A4
FABP1
PIGG
FAM175B
AP000347.2
TXNL4B
RPS3AP39
RP11-572O17.1
KIAA1467
SNX1
RP11-734K2.4
RP11-62H7.2
NFS1
ZNF343
LINC01004
C1orf109
ZCCHC10
CRB2
FKBPL
ZFP90
AC004076.7
MZF1
RP11-724M22.1
ZNF696
MTCH1
ZFY
RP11-613M10.9
AC018731.3
RILP
MAML1
RGS13
NDUFB1
GIPC2
RP11-3B12.2
LINC01037
EPM2AIP1
HEY2
HTR7
RAB24
GJA9
FAHD1
AC034228.4
RFFL
PMPCB
ADAT1
GGA3
ZRANB1
TMLHE-AS1
ZNF583
RP11-6N17.9
PHF3
SNRNP48
LPAR6
RP4-569M23.4
RP11-480A16.1
RP11-715J22.4
ADCY10P1
CTC-453G23.5
LIPE
TEFM
PSMC3IP
RP11-160H22.5
CNTN4-AS1
PURB
GET4
RPS6KB2
SLC41A3
SIRT6
PIN4
PRSS51
FAM166A
RP1-86C11.7
HADHA
RP11-217O12.1
TTC39A
CYP2W1
RP3-476K8.3
LYSMD4
ZNF200
P4HA3
PPP1R13L
RP11-166B2.8
MUSK
HELQ
MID1IP1
ARMC6
snoU13
CXXC1P1
NGDN
PSMC2
RP11-110I1.12
WDR96
SAR1B
PXMP4
HINT2
TTC32
BAD
FITM1
SF3A1
MR1
TMPRSS4
RP11-549L6.2
RNF26
PIP4K2C
RP11-584P21.2
KIF5A
TUBGCP6
AP003733.1
HSD17B6
RNU6-1056P
DEDD2
ING3
AC016773.1
FAM131A
AC006296.2
RP11-234B24.6
PDE12
CRKL
CALCB
MRPL27
RP11-592B15.3
RP11-540K16.1
DLST
TEX261
RP11-194N12.2
PLCB1-IT1
ATP6V1C1
ABC7-42389800N19.1
C15orf40
ALG11
AC133528.2
VPREB1
GPN2
AC115617.2
CCDC107
C1orf216
MFI2-AS1
ZNF681
ETAA1
AC005532.5
RP4-800J21.3
C1D
RP11-78B10.2
ACTR10
POLDIP3
AF001548.5
ARL13B
UPK1A-AS1
GS1-122H1.2
RP11-498D10.5
FAM72B
CLDN15
ORAOV1
OSER1
RP11-77K12.8
AC006547.8
AMFR
UHMK1
AC093642.5
TMEM9
FIS1
RP11-564D11.3
RP11-111M22.3
AP000344.4
SUV39H1
CDK11B
ZNF341
PLEKHM1P
RP11-809N8.4
UBE2Q2P3
C14orf142
MRPS36
FCN1
ASIC4
S100A3
DCXR
AC015849.13
SUCLG1
ANO1
DND1
RP11-3K24.1
C19orf47
CTD-2616J11.11
ASB1
RP11-199F11.2
ANKRD18A
EFCAB5
GLB1L2
PSMC1
SLC6A19
Y_RNA
APOBEC2
CLEC5A
SRSF10
ADAT3
GIN1
DPF2
CEACAM4
RP11-295P9.3
POF1B
AC025263.3
MRPL22
SEC23IP
KCTD6
ACP1
STAT1
RP11-254I22.1
ZNF184
RP11-729L2.2
CTC-429P9.3
A1CF
TTC26
RP11-298O21.2
MAGIX
RP11-13N12.1
SLC2A4RG
ELL
STX7
JMJD7
BOP1
AC009505.2
APEX2
ZDHHC7
ZNF646
AC104451.2
CXXC4
RP11-53I6.2
MTND1P34
EXO5
TMEM9B
RP11-390B4.5
RP11-197P3.4
RP11-91H12.4
HIST1H2AD
STX6
RP11-77P6.2
CTD-2270L9.2
ZNF671
MSL3
ANKRD61
ANKRD45
RN7SL481P
HMGB3
CTC-349C3.1
NDUFAF5
RP11-762H8.2
EPS8
PLEKHG4B
MFAP3
MIER3
MRPL13
CCNK
CHTOP
RP5-991G20.4
AKR1C7P
NAP1L5
RP1-8B1.4
CTD-3195I5.5
ZNF324
RP1-223B1.1
C1QTNF9B-AS1
RP11-829H16.3
ORMDL2
PNPLA3
TRPV5
WWC3
FTCD
RP11-526I2.5
CCDC142
AD000092.3
FAM72D
AC004381.7
SRP9
RP5-821D11.7
Y_RNA
CCNL1
WRAP73
SEC61A2
DNAJB12
SFR1
RP11-110H1.9
TPRKBP2
STARD5
ARFGAP2
MIR3648
KLHL21
ZNF446
RP11-649G15.2
SUGT1P2
CWC25
TAF13
NUDT7
CTC-453G23.8
FITM2
AC005387.3
Z83001.1
RP1-4G17.5
RPL38P1
RP11-285C1.2
AIFM2
CTD-2201E18.5
RNU6-880P
HCN3
BAIAP2L2
RP4-714D9.2
MAPK7
CEACAM1
PGBD2
RP11-359J14.2
RP11-642D6.1
RNU6-594P
RP11-536C5.7
RNU7-36P
KIAA2026
RP11-692P14.1
RP11-175E9.1
RGL4
MRPS17
AC005730.2
RP11-379B18.6
Y_RNA
RP11-689B22.2
RP1-62O9.3
CTD-2105E13.13
IGIP
OSM
RP11-388C12.8
ZNF891
RP11-24J19.1
RP11-563N4.1
CTB-92J24.3
SLC4A1AP
NANP
Y_RNA
RP4-559A3.7
RP11-365H8.2
C22orf43
RP11-2B6.2
RN7SL200P
GRIP2
XXbac-BPG299F13.17
RP5-1073O3.7
ITGBL1
TRGC2
TMEM211
LRRC8A
snoU13
RP3-508I15.9
SON
AC068831.10
AC092295.4
RP4-646N3.1
BACH1-IT1
DGCR14
PVALB
RP11-1035H13.3
GRM7-AS3
ACSF3
LINC00159
RP11-569A2.2
TLCD1
SYCE2
TMEM233
CTD-2540B15.9
ADH6
CTA-390C10.10
RNASE2
NRL
KCNRG
RP1-197B17.3
CTD-3154N5.1
NOL4
CNIH4
RP11-21B21.4
RP11-567L7.6
RP13-379O24.3
RP11-642P15.1
RALGAPB
RP11-381E24.1
HMGCS2
SYNDIG1
KNG1
CCDC144NL
VWA5B2
snoU13
GNGT2
CTD-2349P21.9
GSG2
Y_RNA
JHDM1D-AS1
RP1-102G20.5
RNU6-789P
LINC00656
KIN
RP11-83M16.6
RP11-290D2.3
RN7SL851P
RP11-3B12.1
RP1-257A7.5
SRRM2-AS1
SMARCE1P1
CTAGE3P
SNORA26
RP11-400F19.18
RN7SKP124
AC025171.1
GC
CTD-2517M22.17
NXPE2
CD3D
BMS1P20
C9orf139
