SEMA6B
CCDC85B
FAM20C
MRPL54
ARHGAP20
YBX1
PLA2G4C
ZBTB1
MVP
MICALCL
TET3
AC011899.9
OSBPL10
ABCA7
HECA
STAT4
YIF1B
MCOLN2
TRIM28
RFTN1
RP11-444D3.1
ROBO1
CYTIP
HCAR1
SSR1
HEXB
SPATA5L1
ARF4
TOB2
PSMC5
MRPL23
INPP5F
RALBP1
RP2
PI4KA
NAPRT1
C15orf38
AGPAT3
PRKCSH
RP11-431K24.1
ADA
PRKAR2A
SSR4
SNAP23
VCP
GNB2
WTAP
KDM2B
PTGER2
DCTN1
PREX1
ADCY9
SMC4
SAMD1
GALNT6
ZBED1
SNRPD2
PXK
SYCN
ADI1
F11R
RNF19A
KIAA0930
C21orf33
NCOR2
LINC00877
CHD4
AURKAIP1
ATP6V0D1
HK1
CD1D
RP11-390P2.4
NANS
HOOK3
SPOPL
HNRNPF
ERF
BRD2
BRI3BP
ADRM1
HIAT1
PDIA3
CD101
APOBR
GABARAPL1
TESC
CCSER1
ABHD5
ZNF487
LHFP
CIRBP
ATP6V0D2
AL118508.1
RGS1
RALB
TLDC2
MRPS34
SRC
LDLRAD3
PTPN7
NDUFA3
JHDM1D
ICOSLG
RPL22
TMEM150B
ACE
ARPC4
XKR6
SSB
NDUFA1
SRSF3
MED29
SF3A2
ZNF141
GLUD1
NME8
ATP1A1
TSHZ1
NOP58
SNX17
PLXDC1
PRKCE
C10orf118
SUB1
RNU7-40P
CTA-250D10.23
KCNC3
CYCS
MTHFD2
AC004901.1
SMDT1
TCP1
RP11-395B7.7
EIF3I
NBPF10
ARFRP1
CADM1
TNK2
PTPN22
ERN1
PARP10
TMEM160
CRY2
STK38L
IRF4
NSUN7
TANK
ST18
AC007283.5
GRIP1
CD302
SPG21
NDUFS7
APOL2
DISC1FP1
RAB35
RHBDD2
FES
LIPE-AS1
GBP3
ARID3B
PQBP1
EEF2K
NOP56
NDUFA6
EIF3G
TAPBP
BRD3
PKIB
PLEKHB2
FAM53C
EDEM1
NDUFB9
NDUFS5
ISG15
snoU13
DYNC1H1
HN1
C4orf48
IVD
FAM35A
GMDS
POLD4
C15orf38-AP3S2
PPM1F
GPR143
DHTKD1
EPHB2
NIN
MYO15B
BLOC1S6
CDIP1
UBALD2
NDUFS6
ZNFX1
SMIM20
UNC119
SCNM1
UBL7
SULT1E1
POLR2E
TPMT
FBLN2
PLAGL1
SLBP
TP53
FBL
FDFT1
DAXX
SETD2
CDH17
TUBGCP2
SLC41A2
TAF4B
CMTM6
KDM4B
SMARCA5
MBOAT7
RAB24
TGOLN2
PSMD8
PPP2R4
PCBD1
PLEKHJ1
CERK
GIMAP1
MID1IP1
RBM42
RP11-466H18.1
POLE3
MOB1A
RRP7A
ETV1
RABL6
ZFAS1
CDC37
WDR82
SLC25A33
EIF5B
RAB8A
VHL
CALCRL
HNRNPLL
LPXN
AP2M1
NISCH
NDUFA11
AC005884.1
ALYREF
PRELID1
HIST1H1E
RPL7L1
ZMAT2
ZBTB46
GPM6B
ETFB
RPL32P1
ILF3
ATOX1
ELMSAN1
NECAP2
C19orf70
DPP9
IMPDH1
IRF8
CDYL2
KLHL24
CENPB
GPR125
RPL21P135
AC007879.5
UPP1
PAPLN
POLN
TNFRSF13C
RP1-122P22.2
SDE2
TSR3
SLC30A4
NDRG2
SF3B2
C9orf78
POLR2A
MCM4
ADIPOR1
PRRC2C
SYT15
RP11-317N12.1
ADAMTS14
TOM1
NDUFA2
HNRNPUL2
PHF20
RNPEPL1
C16orf72
SLC31A1
MMP25
BCL7A
RPL18A
ZFAND2A
ILF3-AS1
SYNCRIP
PMVK
STK32C
MBD3
CTRB1
TCF25
H2AFV
CRHBP
AKNA
LNPEP
FTSJ2
CYP51P3
DDX27
HNRNPM
RP11-667K14.5
TYK2
DNAJA4
LY9
PRPF19
DUSP4
TNFAIP8L1
KPNA2
VPS28
SLC4A8
COX16
KLF9
IDS
ABHD11
TMC4
SLC26A11
CSTA
MYEOV2
KIAA0513
ADAMTS12
HIST1H1D
GALNT3
ARL2
SNRPB
APOL6
DDHD1
C14orf2
FOXK2
XRCC6
CLIP1
LINC00936
ITPK1
FHL3
TGIF1
LRP12
FNDC3A
GUCY1A3
AC005394.1
RP11-309G3.3
POLA2
DIAPH1
PCBP3
CCDC69
EYS
TAF10
PLEKHA2
EIF4EBP2
RP11-115J23.1
ATG3
NUAK2
SDSL
PRR11
SIGLEC12
ITGA8
PAGR1
MAP2K2
TNFSF15
MRPL27
TAF13
CHD2
NDUFB10
SUPT4H1
RBM8A
DRAP1
GRIN2D
DAZAP1
ZNHIT1
RP13-941N14.1
RP5-1056L3.1
PTBP1
LMO4
RP11-325K4.2
AC010492.4
LGALS2
PSMB3
LACTB
UBAP2L
EIF3L
AC007969.5
WDR41
TSEN34
LINC00528
LAMTOR2
MEPCE
H1F0
ASB2
PRR5L
TIFAB
FHAD1
TMEM104
ABCB4
HNRNPAB
CXCL14
NFKBIE
NUDC
RP11-234A1.1
MACC1
C5AR2
SNORA76
CPAMD8
ARID4B
HNRNPD
SLC12A5
RNF10
ABHD6
HLA-DRB9
MEFV
P2RY2
GEM
SMARCA4
AIP
C11orf96
REG1A
MTRNR2L3
USP37
ANXA6
ZDHHC19
CD300E
QPRT
RC3H2
DBI
SLC9B1
EIF3B
SYF2
TDRKH
SEC61G
ICAM4
NENF
RP1-93H18.6
UVRAG
OASL
PITPNM1
EIF6
EIF1AX
MRPL2
MRPL18
KCNK17
CCDC86
MRTO4
C16orf13
BAZ2A
CLEC4A
PDE6G
AC083949.1
CSK
SLC20A1
AC073610.5
RNF207
PSMB8
ZCCHC7
MTMR6
ZCCHC11
TCHH
CAMTA1
COPS3
INTS1
KMT2C
HCFC1R1
RAB14
CD300LB
DCLRE1C
MAP2K7
RPS6KA5
BIRC6
MAPRE1
RAB37
PTPN12
GUSB
ATXN7L3B
NDUFA12
LAMTOR1
SDR42E2
RP11-507B12.1
PRC1
AC013394.2
GSDMD
IL1R2
USF1
USP1
KIAA0100
RCOR1
MCCC1
STAT5A
RP11-690J15.1
DDX18
C10orf76
PPP1R15B
ARRDC1
TET2
OS9
NGLY1
CTDSP1
PRR13
PARP1
NOLC1
PGS1
MARK2
TOR3A
EIF1B
UBE2R2
WAC-AS1
UBALD1
TVP23A
SLC22A15
SLC35F3
RASSF2
GADD45GIP1
TPD52L2
STIP1
RAB21
DENND6B
CD300LF
QPCTL
MED25
NMRAL1
JOSD1
APEX1
MTHFR
IL12RB1
SEC14L1
TWISTNB
USH2A
FAM174B
QRICH1
RP11-51M24.1
RP11-83C7.1
KLHDC3
RP11-382A20.6
PYURF
H2AFJ
PTPN18
WIPI2
KMT2E
PXDC1
NSA2
GPATCH4
RP11-467H10.2
SH2B2
UBN1
HELB
MED16
OAZ2
RPL22L1
USF2
GRK6
COMMD9
ARL17B
RPS6KA4
C11orf31
LONRF1
AC008440.5
CNOT2
ARHGAP19
FZD2
ABCF1
CTD-2287O16.1
RAD23B
CNDP2
PPCS
RBM17
TFCP2
ACSS3
LAMTOR4
DDX39B
VMO1
TNIP1
LYRM7
FN3K
UHMK1
STIM2
OFD1
PLBD1
LPGAT1
MRPL28
CHST2
BCL2L11
RCN1
RRP7B
PLIN5
CNOT8
STXBP2
KRBOX1
MRPL12
RP11-3P17.3
NKIRAS2
RP3-399L15.3
AP000797.3
TMC1
AC013480.2
TCF7
SRSF9
MMP12
LUZP1
HTATSF1
AC027763.2
PPAN
IPMK
TNFRSF10A
C19orf60
RP11-119F19.2
LRRC57
MDM4
SMC1A
ISG20L2
NOC4L
WDR5
SPIB
TCTEX1D1
GPI
RP11-108M9.4
RP11-573D15.8
CTD-3025N20.2
RAB30
TBC1D1
FBXO6
ZC3H15
TCOF1
STK11
ZFPM1
ARIH2
AFMID
RQCD1
RP3-475N16.1
NFATC2IP
CD3EAP
CCT6A
STT3B
AB019441.29
SREBF1
RPL18AP3
SYNJ2
SNRPC
DUS3L
MLEC
CCDC122
BAZ1B
AP000347.2
SAE1
CTC-297N7.8
NUP62
BNIP2
NAA10
CTC-550B14.7
FOXC1
MAP3K1
MEI1
BZW2
SIRT1
PSMD13
WBSCR17
SF3B14
FAM222B
ANAPC11
NPIPB5
ZC3H3
DDX54
F3
ZNF10
ALKBH7
NUP98
CHAF1A
KDM2A
CTRC
EIF3H
AK8
KIAA1524
ALDH16A1
MSL3
NUDT8
MAN2A1
PBX2
LIMA1
YWHAG
PUF60
B3GNTL1
SPINT1
C6orf47
SLC38A1
RAMP2-AS1
MAVS
ENTPD7
TMUB1
RELT
SSU72
PCNT
SZRD1
TRIM56
RARRES3
RNF181
EXOSC4
C9orf142
ATP2A2
CD320
CCDC107
ITGA2
PIKFYVE
C11orf83
RP11-800A3.4
NDUFV3
RP11-420N3.2
KPNB1
ATAD2B
SYNE3
LMNB1
DYNC2H1
SNAP29
GHRL
SEPT1
PPP6R1
NUFIP2
MFNG
ERCC2
DAPP1
ANP32A
EPHA4
TREX1
N4BP2
CTD-2516F10.2
ZMYND15
C1orf228
NET1
OSBPL8
YIPF4
ADAP1
DYNLT1
ZNF629
SYMPK
TFE3
SMARCC1
DPP7
ARFGAP1
B3GALT6
PTP4A3
PHTF2
RAVER1
GIPR
PPRC1
NELFE
SLC25A11
VPS35
ICMT
PER2
WWP2
TXNL4A
SNHG12
SART1
PRKX
MB21D1
AIM1L
C1RL
MYCL
GRPEL1
HEATR4
CHMP4A
KIF13B
MKRN1
MFSD12
ZNF524
EHF
RP11-809M12.1
TRABD
IL2RA
MAP7D3
PKD2L1
GNGT2
GS1-358P8.4
RP11-624L4.1
KRT8
RN7SL398P
CTD-2369P2.2
RP11-84A19.4
LA16c-390E6.3
HMGB1P8
TPR
RP6-91H8.3
RNU4ATAC
CYLD
ZBTB21
DCAF7
AFAP1L2
SNRNP27
PIGA
CENPN
TALDO1
PTGES3
DEDD2
ZNF341
THADA
NAA25
MKL1
SOGA1
ING2
RNF166
AC016739.2
CCS
IFNGR2
LINC01019
RP11-345J4.8
CLUH
CARD9
SLC39A3
CDC42SE1
WIBG
KIF5B
GAK
TOPAZ1
CA2
CNPPD1
ADRB1
NFKBIB
MPV17L
KHK
RGPD4
PPM1B
STK4
RPPH1
ZNF358
FAHD1
BCLAF1
RPS19P3
PDDC1
PLCB3
TGIF2
NOP16
SPG7
MINOS1
RP11-583F2.1
NPLOC4
H2AFY
CLEC4G
UBE2D1
ZNF593
CTD-3118D11.2
EP300
FAM111B
RP11-427H3.3
ORAI1
AZI1
SH3D19
CTD-2031P19.4
SNRPA
ENY2
ATG2A
MTMR12
AC008984.7
NOL8
RP5-991C6.4
AC004453.8
BHLHE40-AS1
DDIT3
ADAT1
PNKP
BRD7
PLBD2
ZNF121
GNB5
DENND1C
RPN2
TTYH2
CTD-3179P9.1
EVI2B
YARS
RP11-347P5.1
HLA-DQB1-AS1
RP11-126O1.4
RRS1
PRKDC
GALK1
STYXL1
DSP
ZC3H18
PAM16
SMARCD2
FARSA
RFX5
LMCD1-AS1
FAM65A
TRABD2A
POLH
AP000439.1
KDM5A
BAIAP2-AS1
SYCP2L
ANKRD40
UFC1
NOP9
TBL3
ATL2
ALG3
CEP78
MRPL21
GNA12
DNAJB11
MORF4L1
ACSL5
TRPM1
THOC2
DBF4
HVCN1
MPZL2
DNAJC1
SNN
RP11-612B6.2
C22orf46
NXF1
TK2
UHRF1BP1L
SRRM1
MAD2L2
RANBP1
CTD-2521M24.9
HCAR3
CCDC157
RP11-246A10.1
ABCD1
SETD7
GTPBP6
IDH3G
GRAP
HDAC4
BRD1
RBBP6
WBSCR22
AC009313.1
NCOR1
ITGB2-AS1
TMF1
ING1
THOC6
CTD-2017C7.2
MRPL37P1
TAX1BP3
AC092162.1
DGKH
SMPD2
RTF1
L3MBTL3
RNF19B
PPP1R2
POLR2M
POM121
NEBL
RPL6P27
ENDOV
PSMC3
KARS
ANAPC2
GNL3
TMEM219
SH3D21
TOP3A
CPA2
PLEKHM2
SLC25A19
SVIL
UXT
PKP2
HYOU1
GNGT1
HSH2D
RP11-649A18.4
USP49
GCSAM
GABPB2
TEKT5
UBXN4
RP11-641D5.1
RANGAP1
GABPB1-AS1
MRPL4
NEFH
SLC27A1
SGTA
FDX1L
PSMA5
RP11-333E1.1
PIF1
ARMC5
ELK1
ZNF787
CDC34
NCF1B
WDR74
TRIT1
WAC
PPIG
TSC2
RRAS
LHPP
NUCB2
FTSJ3
COQ10B
CACYBP
BAX
WDR34
RASIP1
RPL34P27
MRPL14
RNU6-36P
GNL1
PPP1R8
GSK3A
AFG3L2
ALKBH5
CTD-2510F5.6
ZBTB48
TPRA1
AC008982.2
SIRT6
TST
ADORA2B
HDLBP
KIF17
RP11-521B24.5
RP11-83M16.5
EYA1
ISOC2
RP11-146I2.1
SLC1A4
KHDRBS3
LLPH
RFXANK
HINT2
PTPN11
TNFRSF4
PYGO2
NUP85
MRPS10
SPHK1
SPNS1
EFCAB5
SST
ZP3
NACC1
EIF2S3
EIF3J
RYBP
RP11-281A20.1
C1QBP
LRG1
TRAPPC6A
POLR2C
BTAF1
LYAR
FBXW5
MED18
RPS6KA1
ZBTB7B
SNORD13
MCM10
DNPH1
CAV1
TRANK1
LAMP3
ATP6V1A
CLEC17A
ZNF804B
MARS
CDC5L
PFDN6
NDC1
C17orf70
GDF15
TOB1-AS1
TRMT10B
TFAM
ZSWIM4
OR10N1P
FCHO1
PRPF38B
CNST
TRIM65
SH3GLB1
RP13-314C10.5
NOM1
PROCA1
ADAM17
KLHL25
KIAA0101
PLCH1
NUDT16
SUCO
PPFIA3
STARD4
GRAP2
RP11-379F4.6
CD79B
C19orf24
EBF2
HADHA
SNX32
RPL10P3
PAOX
CNOT3
PUM1
GSTM4
C6orf132
MPHOSPH9
GTF2H3
MNT
LINC00205
RPS7P1
RTEL1
RNF187
ZNF627
FASTK
DKC1
RPL21P119
RP11-756H20.1
COBL
CAPZA1
ZNF587
DOC2A
PCDH11Y
TNIP2
ABAT
IL21R
RP11-266O8.1
RP11-114J13.1
REXO1
PDPK1
PAFAH1B2
TAPSAR1
TRPM6
DFFA
RP11-279F6.3
NKIRAS1
UBTD2
FAM175B
FOXM1
EXD3
RPGRIP1
SCML4
CASC3
RPL13P12
RP11-98D18.3
NDUFB11
WDR46
PDCD7
CTD-2325M2.1
ARSA
NFIC
C1orf86
ZNF394
CISD3
DOT1L
FAM198A
KDM6A
MEF2BNB
TMEM175
CPSF4
GAS2L1
ECI1
CD2AP
NUBP2
DVL3
MRPL30
PPFIBP1
CUTA
PROSC
DESI1
GATAD2A
PFDN1
UAP1
MVD
NKX2-3
MTG1
MED11
INO80E
IDO2
SLCO5A1
ACAN
REXO4
ZMIZ2
RSBN1L
CTD-2643K12.2
RRN3P3
PRSS1
C14orf166
FEM1A
TCERG1L
SPATA2L
CELA3A
ORAI2
RP11-133O22.6
THRAP3
NR1H2
TAF8
CA5BP1
ZNF33A
ZNF687
BCKDK
RNF157
RP11-497E19.1
ERCC6L
MAPKAPK3
CTB-50L17.14
BPNT1
AKIRIN1
RP11-573D15.2
SLC25A16
PAX5
ZAN
TTC1
FDPS
CLSPN
FEM1C
TXLNA
RP11-1260E13.2
FNBP4
MMP1
MED13
MARCH11
SEPHS2
CASP2
RP11-389C8.2
RBM14-RBM4
CSNK1G2
STS
MORF4L1P1
RP11-359K18.4
TAPT1
RRP1
CTD-2410N18.5
RP11-85B7.4
DIP2A
DNAJB12
CCL22
HCAR2
OPA3
LIFR-AS1
RPL15P3
SLC25A51
SPRYD3
SURF6
UNC79
JTB
GRIPAP1
SYT12
RP11-297A16.2
CLDN4
BRMS1
MPHOSPH8
CAMKK1
RFX1
DMGDH
EIF4B
PPP1R36
FAM168A
CYB5D2
ACAP1
C11orf63
EFCAB10
C14orf119
GMPR2
RP11-473M20.9
RP5-1091N2.9
FRMD8
TSSC4
TOE1
RP11-44N11.1
NDUFV1
SOCS2-AS1
ZKSCAN2
CHMP6
SLC22A5
SNAI1
YJEFN3
RP11-762I7.5
PAIP2
RP11-328K4.1
TM9SF4
NKAP
CAPN12
NUDT1
RP11-178C3.1
IQCE
PCYT2
PIK3R6
EXD1
MLST8
PMS2CL
TSEN2
DAPK3
C14orf164
AC093627.10
SYNPO2
RP11-2I17.4
NEMF
AC091969.1
ENPP6
ORC6
DNAJC8
MPRIP
C1orf109
RSPH3
RPL13AP25
ADAM8
LINC00847
VDAC2
WBSCR27
MLLT1
MYPOP
CENPM
UBE2Q2P2
RP11-506M12.1
TMEM256
DHX15
UBBP4
ZNF738
CTD-2192J16.22
RP11-315I20.1
RP4-753D10.5
RP11-318K15.2
RP11-864N7.2
TRAPPC5
RRP1B
DNPEP
GINS4
ZNF24
PNO1
TMEM170A
L3MBTL2
ZBTB3
RP11-195C7.2
MTR
RP11-640N20.9
SPATS2
RP1-62O9.3
RP11-661A12.7
SCYL1
MAPK1
GEMIN8
CLASRP
FAM66C
GBP7
B9D2
BIN3
LRRC45
DNAJC4
SEC23B
UROS
CCDC117
RP5-1096D14.3
PNPO
LIG1
CD180
AC007390.5
ZNF44
AC016995.3
SPATC1L
CCT3
GPBP1
AKAP11
CENPBD1
AHCTF1
YLPM1
RBMX
APEH
SF3A3
FAM160A1
AC091153.4
SLC12A9
MOCOS
ATP6V0A2
SMU1
ZKSCAN1
HDHD1
HIST1H2BN
HES4
HOXC6
RP11-87C12.5
AC009133.14
LEPREL2
SDF2L1
GPN2
TMTC2
COX7B
IQCD
FPGS
GRM7-AS3
RN7SL109P
CTD-2514K5.2
EIF2D
PPHLN1
RP1-288H2.2
C19orf38
TEAD4
GCG
RP11-550I24.2
TSPAN8
VIMP
CRKL
KCNJ14
RP11-430C7.4
RP11-426L16.8
RFWD3
RP4-785G19.5
RP11-133F8.2
C19orf33
EWSR1
RP11-293M10.4
RGAG1
PCOLCE2
TMEM39B
PPFIA4
CCDC153
FLG
SF3A1
ZNF263
RP11-383H13.1
PEMT
RP11-401F2.3
ENDOG
RAI1
TPPP3
FAM105B
IMP4
RASA4B
DTX2
UPK3A
C12orf44
FRAT2
CUL3
DGAT1
RNU6-549P
HIST1H4C
NDST1
SBF1
LAMA5
FBP1
SPTSSA
U95743.1
ELF3
POLR3H
MTA1
GGT1
RP11-749H17.2
NARS
KIAA0226
NDOR1
PDZD7
ZNF785
AC021188.4
RN7SL472P
ZHX1
GALNT5
BIRC2
RP11-332E4.1
ZNF791
