NOC2L
VPS72
RP1-140J1.1
S100A13
DENND4B
CREB3L4
C1orf189
C1orf43
KCNN3
PYGO2
FLAD1
GBA
DAP3P1
SSR2
LAMTOR2
PAQR6
SMG5
RP11-98G7.1
INSRR
ARHGEF11
CD5L
RP11-404O13.4
MNDA
AIM2
PIGM
KCNJ10
RP11-179G5.1
VANGL2
SLAMF6
FCER1G
TOMM40L
RP11-122G18.5
RP11-122G18.7
C1orf226
UAP1
HSD17B7
C1orf110
RP11-331H2.4
PBX1
FMO7P
TADA1
POU2F1
MPZL1
ADCY10
DCAF6
ANKRD36BP1
DPT
SCYL3
METTL11B
HMGB1P11
MYOC
CENPL
ASTN1
SOAT1
KIAA1614
RP11-46A10.6
STX6
RP11-538D16.3
GS1-120K12.4
SWT1
C1orf27
RP11-463J7.2
CRB1
FAM204BP
TIMM17A
RP11-480I12.2
TMEM183A
SLC26A9
YOD1
C4BPAP2
CR1L
CD46P1
RP11-328D5.1
CAMK1G
SERTAD4
RP11-318L16.6
NEK2
NSL1
TATDN3
USH2A
C1orf143
BPNT1
RP11-410C4.5
RNU6ATAC35P
RP11-191N8.2
TAF1A
AIDA
RP11-504P24.3
FBXO28
H3F3A
ITPKB
ADCK3
CDC42BPA
JMJD4
OBSCN
COG2
TRIM67
C1orf131
RP11-66A2.2
NTPCR
RP5-827C21.1
TOMM20
RP4-580N22.2
HEATR1
ACTN2
RP11-544D21.2
AC092782.1
RP11-452J6.2
TRIM58
OR2W3
OR2L13
SH3BP5L
PGBD2
AC141930.2
LINC00487
RP11-434B12.1
RP11-734K21.5
RP11-95D17.1
CYS1
ATP6V1C2
AC062028.1
AC099344.1
AC008069.1
AC010096.1
AC012065.5
ATAD2B
UBXN2A
MFSD2B
RPL36AP13
DNAJC27
GPR113
EPT1
CAD
NRBP1
IFT172
AC074117.13
GCKR
CCDC121
SLC4A1AP
MRPL33
RP11-563N4.1
SLC30A6
DDX50P1
RASGRP3
AC007382.1
SULT6B1
CEBPZ
AC009229.4
ATL2
AC007317.1
C2orf91
PKDCC
PPM1B
TMEM247
SOCS5
TTC7A
C2orf61
AC138655.1
AC079807.4
RP11-191L17.1
AC007680.2
CHAC2
HMGB1P31
AC012358.4
AC007250.4
AC007238.1
C2orf74
AC016894.1
RPS24P7
AC074367.1
AC007386.3
WDR92
GFPT1
PCBP1
AC016700.2
RP11-467P9.1
MPHOSPH10
DYSF
RP11-287D1.3
DCTN1
EVA1A
MRPL19
RP11-342K6.4
AC106874.1
KCMF1
SFTPB
IMMT
MRPL35
PLGLB1
RGPD2
AC116050.1
MRPS5
TRIM43B
STARD7
CNNM3
MITD1
EIF5B
IL18RAP
AC073987.1
AC012360.4
NCK2
CD8BP
GACAT1
RP11-443K8.1
MERTK
AC012442.6
AC017074.2
CCDC93
AC009303.3
TMEM177
INHBB
TFCP2L1
CLASP1
ERCC3
IWS1
WDR33
SFT2D3
POTEF
SMPD4
POTEI
POTEJ
PLEKHB2
AC131180.1
POTEKP
MAP3K19
AC079584.2
AC007394.3
AC104777.4
AC023469.1
STAM2
PRPF40A
AC079150.2
ACVR1C
HNRNPDLP2
AC009506.2
SLC4A10
FAP
AC092684.1
GRB14
SCN7A
FASTKD1
AC104801.1
GPR155
HOXD9
HOXD8
HOXD3
HOXD4
MTX2
RP11-171I2.3
CWC22
NEUROD1
DIRC1
HNRNPCP2
MSTN
AC018799.1
HSPE1-MOB4
AC093590.1
ORC2
FAM126B
TRAK2
AC007279.2
CD28
NDUFS1
GCSHP3
DYTN
AC007879.2
METTL21A
AC096772.6
CPS1
VWC2L
LINC00607
MARCH4
IGFBP5
AC007563.3
PLCD4
ZNF142
RNF25
STK36
TTLL4
CRYBA2
ABCB6
RP11-256I23.3
KCNE4
CUL3
SLC19A3
AC073065.3
AC098823.3
ITM2C
GPR55
NMUR1
GIGYF2
TRPM8
RBM44
ASB1
AC104841.2
NEU4
AC093642.5
RPS8P6
AC087430.1
BRPF1
RPUSD3
GHRL
TAMM41
WNT7A
C3orf20
NR2C2
MRPS25
GALNT15
OXNAD1
PP2D1
RP11-180N14.1
ZNF385D
LRRC3B
DYNC1LI1
RPL30P4
LRRFIP2
TCEA1P2
SLC25A38
EIF1B
ZNF620
SS18L2
CCDC13
FAM198A
RP11-353H3.1
ZNF445
ZNF852
ZNF502
ZNF501
KIAA1143
RPS24P8
FYCO1
CCR3
CCR2
SETD2
ELP6
CSPG5
DHX30
ZNF589
FBXW12
PLXNB1
TMA7
UQCRC1
NCKIPSD
C3orf62
MON1A
U73166.2
NPRL2
RBM15B
RRP9
ABHD14A
RP11-168J18.6
NEK4
RFT1
CACNA1D
ACTR8
RP11-875H7.1
RP11-875H7.5
SLMAP
RPP14
PXK
KCTD6
SYNPR
SLC25A26
EIF4E3
EBLN2
RP11-47P18.1
RP11-47P18.2
RP11-260O18.1
POU1F1
RP11-451B8.1
STX19
FILIP1L
GPR128
IMPG2
SENP7
TRMT10C
PCNP
NXPE3
ZPLD1
RP11-280H21.1
ATG3
NAA50
RP11-271C24.3
RP11-271C24.2
ZDHHC23
GAP43
CD80
ADPRH
CCDC58
HSPBAP1
DIRC2
SEC22A
SLC41A3
RP11-88I21.2
KBTBD12
RUVBL1
RP11-723O4.6
RAB43
RP13-685P2.8
RPL32P3
ALG1L2
FAM86HP
CPNE4
UBA5
BFSP2
CDV3
SLCO2A1
ANAPC13
DBR1
RASA2
GRK7
RP11-271K21.11
RP11-383G6.4
PCOLCE2
RP11-372E1.1
PBX2P1
ZIC1
CPB1
TM4SF1
WWTR1
C3orf79
DHX36
GPR149
SETP14
LXN
RP11-441M10.1
IL12A
RP11-3P17.5
SI
RP11-12K11.2
MECOM
RP11-469J4.3
SLC7A14
MTND5P15
RP11-91K9.1
LRRFIP1P1
RP11-494H4.3
SOX2
RP11-139K4.2
DVL3
CLCN2
RP11-329B9.4
SENP2
DGKG
RP11-78H24.1
DNAJB11
RP11-795A2.3
RP11-573D15.2
RPS20P14
RP11-211G3.2
RP11-197K6.1
RP11-655G22.1
RP11-143P4.2
ATP13A5
AC090505.4
SDHAP1
ZDHHC19
UBXN7
AC024560.3
ZNF595
ZNF141
ABCA11P
ATP5I
MFSD7
TMED11P
C4orf48
NAT8L
RP11-265O12.1
NSG1
RPS7P15
EVC2
MRFAP1L1
GPR78
WDR1
CLNK
RP11-669M16.1
FAM200B
RP11-380P13.2
PPARGC1A
DHX15
RP11-496D24.2
RP11-79E3.2
RP11-103J17.2
RP11-213G21.2
TLR10
TLR6
UGDH
AC195454.1
LIMCH1
RP11-124A7.1
TMEM33
ATP1B1P1
RP11-473D24.1
CORIN
DCUN1D4
RPL21P44
RP11-571I18.4
KIT
KDR
CLOCK
PPAT
RP11-393M11.2
THEGL
RP11-506N2.1
TECRL
CENPC
GCOM2
UGT2B17
MUC7
COX18
MTHFD2L
RP11-567N4.2
THAP6
RP11-625I7.1
SERBP1P5
NPM1P41
RP11-576N17.5
NUDT9
HSP90AB3P
RP11-10L7.1
RP11-354O24.1
RP11-131K17.1
RP11-431J17.1
BTF3P13
TBCAP3
ADH5
EMCN
SLC39A8
RP13-612N21.1
CYP2U1
RPL34-AS1
ETNPPL
RRH
AC004057.1
AC107399.2
AC113617.1
RP11-96A1.4
SETP12
TRPC3
RP11-170N16.2
CTD-2325B11.1
SLC25A31
RP11-614F17.2
PABPC4L
RP13-884E18.4
LINC00499
ELF2
RP11-83A24.1
RP11-308D13.3
RP11-425I13.1
RP11-542P2.1
RP11-364L4.1
ANAPC10
OTUD4
MMAA
LSM6
PRMT10
RP11-526A4.1
PET112
RP11-285C1.2
TRIM2
LRAT
PPID
RP11-218F10.3
TRIM61
RP11-366M4.11
CBR4
C4orf27
HSP90AA6P
GALNT7
RP11-624A4.1
WWC2-AS2
RP11-367N14.3
RP11-701P16.2
RP11-386B13.3
UFSP2
CCDC110
MTNR1A
RP11-565A3.1
ZFP42
TRIML2
EXOC3
TPPP
ZDHHC11B
CTD-2161F6.1
KIAA0947
RBBP4P1
RP1-167G20.1
FTH1P10
RP11-321E2.4
CDH18
RP11-420O16.1
RP11-374A4.1
CTD-2533K21.4
DROSHA
CTD-2206G10.1
RP11-113I22.1
RP11-1250I15.3
RICTOR
FYB
OXCT1
FBXO4
C5orf34
PAIP1
NNT
NDUFS4
CTD-2081C10.1
GZMA
CDC20B
MCIDAS
DDX4
AC022431.1
MIER3
DEPDC1B
ELOVL7
RPL3P6
CWC27
PPWD1
SREK1
EEF1B2P2
PIK3R1
SLC30A5
CDK7
TAF9
GTF2H2C
RP11-98J23.2
RP11-497H16.5
SMN1
GUSBP9
CTC-347C20.2
RP11-168A11.4
FAM151B
TMEM167A
CTC-484M2.1
TMEM161B
POLR3G
GPR98
FAM172A
POU5F2
GPR150
LNPEP
CTD-2215E18.1
RP11-1E3.1
FAM174A
GIN1
CTD-2193G5.1
EFNA5
RP11-252I13.2
CTC-487M23.8
FEM1C
TICAM2
CTC-448D22.1
PTMAP2
RP11-950K24.2
CTC-546K23.1
CTD-2308B18.3
RP11-43D2.2
PHAX
RP11-114H7.1
ZCCHC10
CDKN2AIPNL
PCBD2
MTND5P11
KLHL3
RP11-381K20.5
FAM13B
WNT8A
FAM53C
RP11-461O14.1
AC011385.2
PFDN1
SLC4A9
ANKHD1-EIF4EBP3
APBB3
NDUFA2
PCDHB5
RELL2
KIAA0141
CTD-2050E21.1
CTC-367F4.1
HTR4
MYOZ3
RP11-54C4.1
NMUR2
CTC-436K13.1
UBLCP1
AC008697.1
GABRG2
AC112205.1
NUDCD2
CTB-7E3.1
RARS
FOXI1
CTB-27N1.1
LCP2
TLX3
THOC3
KIAA1191
FAF2
EIF4E1B
RP11-375B1.1
RP11-375B1.3
HK3
ZNF346
SUDS3P1
N4BP3
ZNF354A
ZNF879
MAML1
BTNL3
TRIM7
TUBB2B
RP11-420L9.2
FAM50B
RP11-428J1.4
RP1-80N2.2
CAGE1
EEF1E1
OFCC1
LINC00518
GCNT6
PAK1IP1
RP11-716O23.2
RNF182
RP1-151F17.2
RP11-439H9.1
GPLD1
TDP2
LRRC16A
U91328.20
HIST1H2BE
HIST1H2AD
HIST1H4H
RP11-457M11.6
RP1-86C11.7
ZKSCAN8
ZNF192P1
PGBD1
ZSCAN31
ZSCAN12
IER3
MCCD1
DDX39B
BAG6
C6orf25
LY6G6C
DDAH2
ZBTB12
FKBPL
PRRT1
AGPAT1
SYNGAP1
CYCSP55
HMGA1
SNRPC
ZNF76
TULP1
PXT1
UNC5CL
TREM1
NCR2
TBCC
PTCRA
CNPY3
MRPL2
TTBK1
RP11-213N20.1
POLR1C
C6orf223
CAPN11
SPATS1
RP11-550C4.6
RP3-437C15.1
GSTA6P
ICK
GFRAL
XXbac-BPGBPG55C20.2
FKBP1C
RP11-307F22.2
B3GAT2
RPL39P3
MTO1
RP1-234P15.4
IMPG1
RP11-35J1.1
MEI4
IRAK1BP1
ZNF292
SMIM8
C6orf163
SRSF12
GABRR1
GABRR2
NDUFAF4
SIM1
HACE1
RP3-355L5.5
QRSL1
RPL21P65
NR2E1
GTF3C6
FAM229B
GPRC6A
RP11-57K17.1
ASF1A
TRMT11
THEMIS
LAMA2
RP1-69D17.4
TMEM244
SMLR1
AKAP7
RP3-523C21.2
VNN3
HBS1L
RP3-406A7.3
RP11-356I2.1
RP1-95L4.4
RP3-468K18.5
RP11-106E7.1
SASH1
CYP51P3
RP1-281H8.3
TATDN2P2
DYNLT1
RP11-288H12.4
SNORD45
RP11-514O12.4
CCR6
TTLL2
TCP10
RP3-470B24.5
KIF25
TCTE3
COX19
PSMG3-AS1
AC004840.9
RNF216P1
ZNF890P
TNRC18
EIF2AK1
ZDHHC4
ZNF12
NXPH1
AC006373.1
AC013470.8
AC006000.5
GS1-166A23.2
AC005082.12
IGF2BP3
AC007036.6
GARS
CRHR2
LSM5
AVL9
AC074338.4
AC009262.2
AC005493.1
DPY19L1
DPY19L2P1
AC018647.3
AC007551.3
AC007349.4
ELMO1
LINC00265
RWDD4P2
MRPS24
SPDYE1
RASA4CP
MYL7
AC096582.7
RP11-638I8.1
AC023669.1
AC004870.3
C7orf69
HAUS6P1
SEC61G
RP11-310H4.6
SEPT14
PHKG1
RP11-700P18.1
RP11-321E8.4
RP11-165H4.2
ZNF736
ZNF138
RP11-797H7.3
ZNF273
VKORC1L1
RP11-792A8.1
GS1-124K5.4
STAG3L4
RP5-945F2.2
RP11-396K3.1
NSUN5
BCL7B
AC004166.6
AC118138.2
UPK3B
AC004980.7
RSBN1L-AS1
RBM48
CALCR
GNG11
COL1A2
RPS3AP25
GS1-259H13.2
CYP3A4
CYP3A43
ZKSCAN1
TAF6
MBLAC1
AC073842.18
SPDYE3
PILRB
NYAP1
AGFG2
MOSPD3
SLC12A9
RP11-163E9.1
LRWD1
FAM185A
DPY19L2P2
SRPK2
YBX1P2
DUS4L
SLC26A4
CBLL1
RPL3P8
AC003084.2
NAA38
HYAL4
GPR37
AC000124.1
GCC1
FSCN3
METTL2B
RP11-212P7.1
RP11-274B21.8
ZC3HC1
CPA4
CPA1
KLF14
FAM180A
AC015987.2
RCC2P3
SVOPL
TMEM213
C7orf55
PRSS1
NOBOX
EEF1A1P10
ZNF467
ATP6V0E2
RP11-728K20.1
RP11-545G3.1
ZNF775
SLC4A2
GALNT11
MNX1
UBE3C
DNAJB6
GS1-57L11.1
FAM66E
RP11-211C9.1
ERI1
C8orf12
FAM167A
RP11-297N6.4
FAM86B2
MSR1
RP11-13N12.1
RP11-468H14.2
ZDHHC2
MTMR7
RP11-563N12.2
FGF17
AC105206.1
BIN3
RP11-203E8.1
ADAMDEC1
PNOC
LEPROTL1
RP11-51J9.5
RP11-1002K11.1
MTND2P32
RP11-722E23.2
TTI2
RP1-273G13.3
RP11-258J10.1
RP11-89M20.2
PROSC
IDO1
AC090571.1
VDAC3
UBE2V2
RP11-567J20.1
RP11-10H3.1
RP11-546K22.2
ATP6V1H
TCEA1
MRPL15
RP11-56A10.1
RP11-140I16.3
SDR16C6P
LINC00968
RP11-513O17.2
CYP7A1
TTPA
YTHDF3
CYP7B1
CTD-3025N20.3
RRS1
TCF24
NCOA2
RP11-333A23.1
RP11-333A23.4
UBE2W
RP11-6I2.3
PI15
PEX2
RP11-27N21.3
RP11-48B3.3
SNX16
ATP6V0D2
FAM92A1
CDH17
INTS8
MTERFD1
MTDH
POLR2K
KB-1732A1.1
NUDCD1
TNFRSF11B
TRMT12
NDUFB9
LINC00964
RP11-136O12.2
LINC00977
TMEM71
PHF20L1
RP11-149P24.1
KCNK9
ZNF707
RP11-429J17.7
LRRC24
ARHGAP39
AF186192.1
ZNF252P
RP11-165F24.2
RP11-130C19.1
RP11-6J24.6
INSL6
PLGRKT
ERMP1
RP11-106A1.3
TMEM261
RP11-87N24.3
RP11-74C3.1
RP11-408A13.3
RP11-54D18.3
FAM154A
SLC24A2
IFT74
EQTN
AL353671.4
RP11-462B18.3
RP11-54K16.2
SMU1
CCL21
RMRP
HINT2
POLR1E
TOMM5
FRMPD1
PAICSP1
RP11-402N8.1
RP11-374M1.4
RP11-203I2.1
ANKRD20A1
AL591479.1
RP11-274B18.2
TRPM6
C9orf41
ISCA1
C9orf170
RP13-60M5.2
GADD45G
RP11-305L7.3
ANKRD19P
EEF1DP2
ZNF484
ALOX15P2
ZNF169
RP11-307E17.8
RP11-80I15.1
RP11-172F4.2
RP11-535M15.1
ZNF782
ANKRD18CP
RP11-270F18.2
UPF3AP3
RP11-217O12.1
FKTN
PTPN3
YBX1P6
SVEP1
RP11-165N19.4
ZFP37
RGS3
TNFSF8
LINC00474
ASTN2
TLR4
NDUFA8
LHX6
RP11-498E2.8
PDCL
PPP6C
GAPVD1
ZNF79
LCN2
RP11-339B21.14
SLC27A4
RP11-339B21.11
ZER1
FUBP3
NUP214
RP11-544A12.5
FAM78A
AL358781.1
GTF3C5
SURF2
RP11-447M12.2
RP11-399H11.3
FAM69B
PHPT1
SAPCD2
MAN1B1
NDOR1
FAM166A
TUBBP5
AL359878.1
RP11-34C15.2
NET1
FBXO18
DHTKD1
BTBD7P1
AL138764.1
DCLRE1CP1
PTF1A
RP11-218D6.4
MTPAP
DDX10P1
KIF5B
RP11-90B22.1
RPL23P11
RP11-490O24.2
FZD8
RP11-162G10.1
RP11-393J16.4
ZNF37A
HSD17B7P2
CUBNP1
AL022344.7
RP11-733D4.1
ZFAND4
FAM21FP
AGAP4
PTPN20A
CTGLF8P
AGAP10
RP11-292F22.7
ZNF488
AGAP7
ASAH2
RP11-135D11.2
RP11-120C12.3
RP11-170M17.1
DBF4P1
RP11-57G10.8
CCAR1
DDX50
TACR2
RP11-343J3.5
AIFM2
NPFFR1
CEP57L1P1
ADAMTS14
C10orf105
C10orf55
SAMD8
ZNF503
RP11-399K21.14
LINC00595
RP11-90J7.2
RP11-90J7.4
RP11-589B3.6
DYDC1
LRIT1
ATAD1
RNLS
LIPF
IFIT5
RP11-15K3.1
HTR7
SRP9P1
NHP2P1
EXOC6
FFAR4
PDE6C
FRA10AC1
CYP2C9
RP11-248J23.7
CCNJ
PGAM1
ANKRD2
CPN1
PKD2L1
NDUFB8
HIF1AN
MRPL43
FGF8
RP11-724N1.1
RP11-332O19.2
CALHM3
SMNDC1
GPAM
HABP2
NRAP
DCLRE1A
RP11-106M7.4
TRUB1
C10orf82
KCNK18
DMBT1
HMX2
RP11-12J10.3
FAM175B
C10orf90
STK32C
RP11-432J24.5
RP11-288G11.3
NKX6-2
RP13-137A17.4
MTG1
RP11-108K14.4
SYCE1
PSMD13
RP11-326C3.12
ANO9
SCT
CEND1
TRPC2
CTD-2010I16.1
NLRP14
EIF3F
TUB
LMO1
TMEM41B
ZBED5
CSNK2A3
RP13-631K18.2
RP11-531H8.1
OR7E14P
PIK3C2A
KCNJ11
RP11-504G3.4
SPTY2D1
AC131571.2
CSTF3
RP1-89D4.1
FBXO3
RP1-145M24.1
TRAF6
ALKBH3
HARBI1
ATG13
SPI1
NDUFS3
PTPMT1
KBTBD4
APLNR
RPS4XP13
MED19
TMX2-CTNND1
C11orf31
FAM111A
RP11-1036E20.9
MS4A6A
MS4A13
PRPF19
CPSF7
TUT1
B3GAT3
BSCL2
ZBTB3
NXF1
SLC22A9
FLRT1
TRPT1
VEGFB
SLC25A45
KAT5
RP11-770G2.2
EIF1AD
CCDC87
SYT12
TBC1D10C
AIP
GAL
ORAOV1
AP002387.1
ANAPC15
RP11-807H22.6
FOLR1
RP11-800A3.3
MRPL48
PGM2L1
RP11-864N7.2
SPCS2
B3GNT6
RSF1
RP11-91P24.1
THRSP
PCF11
RP11-727A23.1
TMEM126B
TMEM126A
AP000974.1
EED
PANX1
RP11-867G2.2
CWC15
KDM4D
AP001877.1
PGR
MMP1
RP11-819C21.1
ELMOD1
SLC35F2
CUL5
EXPH5
RP11-108O10.2
FDXACB1
RP11-356J5.5
PTS
RP11-65M17.3
RP11-212D19.4
NXPE1
TAGLN
RNF214
CXCR5
FOXR1
HMBS
RNF26
TECTA
GRAMD1B
KRT18P59
DDX25
RP11-168K9.1
RP11-168K9.2
RP11-480C22.1
RP11-702B10.1
RP11-890B15.3
SLC6A12
KDM5A
RP11-218M22.2
LINC00942
RP11-476M19.2
RP11-234B24.2
GALNT8
RP11-1038A11.3
MRPL51
DSTNP2
C12orf57
U47924.30
C1R
PEX5
GDF3
C3AR1
FAM90A1
RPS3AP43
PHC1
CLEC1A
TMEM52B
KLRK1
KLRAP1
TAS2R12
TAS2R13
RP11-434C1.2
RP11-267J23.1
RP11-253I19.3
RPL13AP20
RP11-377D9.3
GSG1
SMCO3
SLCO1B3
SLCO1B1
PYROXD1
C2CD5
ETNK1
KRAS
IFLTD1
ASUN
FGFR1OP2
MRPS35
RP11-1110J8.1
IPO8
TSPAN11
DNM1L
RP11-278C7.1
YARS2
RP11-8P13.1
RP11-804F13.1
RP11-76E16.2
RP11-73B8.1
RP11-350F4.2
PUS7L
AMIGO2
RP11-493L12.4
RP11-493L12.5
RP1-197B17.3
OR8S1
KANSL2
LINC00935
DDX23
PRKAG1
PRPH
ATF1
TMPRSS12
RP11-923I11.4
RP11-923I11.5
ACVRL1
ACVR1B
GRASP
OR7E47P
HOXC13
GTSF1
OR6C72P
ITGA7
GDF11
SARNP
RP11-762I7.5
ZC3H10
ANKRD52
RP11-977G19.10
RP11-74M13.4
MYO1A
STAC3
INHBC
INHBE
PIP4K2C
SLC26A10
B4GALNT1
TSFM
AVIL
RP11-58A17.3
RP11-362K2.2
RPS3P6
RPL14P1
AVPR1A
RP11-1022B3.1
RP11-439H13.2
GGTA2P
RP11-611O2.3
BEST3
TSPAN8
LGR5
RP11-293I14.2
RP11-2H8.2
RP11-274M17.3
CAPS2
GLIPR1L1
RP11-54A9.1
CSRP2
PAWR
RP11-362A1.1
RP11-193M21.1
C12orf29
GALNT4
MRPL2P1
RP11-1060G2.2
CBX3P5
RP11-1016B18.1
GOLGA2B
RP11-175P13.3
SPIC
STAB2
TDG
GLT8D2
C12orf75
SART3
SVOP
FAM222A
TCHP
GPN3
PPTC7
TRAFD1
RPL7AP60
RBM19
RP11-100F15.2
RP11-110L15.1
RP11-110L15.2
RP11-407P2.1
RPS2P5
RPS27P25
RPL11P5
UNC119B
RNF34
RP11-512M8.5
CCDC62
SBNO1
DDX55
BRI3BP
NLRP9P
PIWIL1
RP11-989F5.1
EP400NL
P2RX2
PGAM5
ZNF268
PSPC1P1
CASC4P1
MPHOSPH8
N6AMT2
HNRNPA1P30
RPS12P23
LINC00539
C1QTNF9B
RP11-307N16.6
MTMR6
GPR12
LNX2
PDX1
ATP5EP2
URAD
USPL1
IFIT1P1
SCAND3P1
ALG5
KBTBD7
MTRF1
TNFSF11
LINC00330
FAM194B
CPB2
ESD
LINC00444
SUCLA2
CDADC1
SETDB2
DLEU1
RPL18P10
RPL34P26
SERPINE3
TPTE2P2
LECT1
PCDH20
LINC00358
SCEL
LINC00446
RP11-545P6.2
LINC01040
MTND5P2
LINC00359
MBNL2
ZIC2
RPS26P47
COX5BP6
METTL21C
CCDC168
METTL21EP
MYO16
PARP1P1
AL589743.1
OR4N2
CCNB1IP1
PNP
METTL17
AL161668.5
RP11-998D10.7
AE000658.31
C14orf93
ZFHX2
RP11-468E2.9
EMC9
RNF31
TINF2
RABGGTA
RP11-412H8.2
RP11-320M16.1
KIAA0391
CLEC14A
RP11-305B6.1
PRPF39
DNAJC19P9
NEMF
TXNDC16
STYX
FERMT2
RPS3AP46
SOCS4
MAPK1IP1L
RP11-108M12.3
AP5M1
HMGB1P14
TOMM20L
HNRNPCP1
RP11-112J1.2
CCDC175
SRMP2
SNAPC1
PPP2R5E
CHURC1-FNTB
RP11-783L4.1
RP11-1012A1.4
HMGN1P3
SRSF5
SLC8A3
RP11-718G2.5
COX16
MED6
CTD-2540L5.6
MAP3K9
AC005280.1
ACOT6
ELMSAN1
RP5-1021I20.2
RP3-449M8.9
ISCA2
AREL1
RPS6KL1
EIF2B2
RP11-507E23.1
RP11-270M14.1
RP11-516J2.1
ANGEL1
RP11-7F17.5
ALKBH1
RP11-497E19.1
CTD-2007A10.1
RP11-804L24.2
CTD-2547L24.4
RP11-529H20.3
NDUFB1
RP11-371E8.4
BTBD7
GLRX5
RP11-61O1.1
RP11-436M15.3
WARS
DLK1
RP11-796G6.1
RP11-1017G21.5
CINP
LINC00637
C14orf144
PACS2
RP11-403B2.7
TUBGCP5
RP11-484P15.1
RPL5P1
LINC00929
NDNL2
RP11-382B18.4
ULK4P1
GREM1
FMN1
RP11-758N13.3
RP11-150L8.4
LARP4P
SRP14
DLL4
MGA
AC073657.1
ZNF106
CTD-2036P10.3
ADAL
ZSCAN29
HYPK
MFAP1
RP11-616K22.2
EIF3J
CTXN2
RP11-227D13.1
USP50
TRPM7
RP11-108K3.1
LEO1
BCL2L10
ARPP19
EEF1A1P22
RP11-643A5.2
RP11-48G14.1
BNIP2
C2CD4B
hsa-mir-7162
RP11-244F12.1
CA12
AC069368.3
PLEKHO2
SPG21
SNAPC5
ZWILCH
RP11-798K3.3
RP11-696L21.2
RP11-352D13.5
RP11-279F6.1
RP11-1006G14.2
RP11-247C2.2
CTD-2311M21.2
RP11-10O17.1
CYP1A2
SNUPN
SCAPER
ACSBG1
ADAMTS7
ST20
IL16
RP11-499F3.1
FAM154B
FSD2
BNC1
MRPL46
MRPS11
LINC00925
RHCG
KIF7
MESP2
AC091167.3
CTD-2643K12.3
CTD-2576F9.1
CHSY1
NPRL3
HBM
HBQ1
CCDC78
HAGHL
TPSG1
LA16c-385E7.1
TBL3
AC005606.14
TRAF7
ECI1
RNPS1
ATP6V0C
KCTD5
PRSS27
ZNF205
ZNF200
SEC14L5
RP11-279O17.3
TMEM114
MKL2
RP11-65J21.4
PARN
NOMO1
MPV17L
RPL17P40
CTA-481E9.3
RP11-1035H13.3
RP11-626G11.4
KNOP1
ERI2
LYRM1
DNAH3
PDZD9
CTD-2649C14.1
NPIPB5
RP11-368J21.3
EARS2
NDUFAB1
CTD-2313J23.1
RBBP6
ZKSCAN2
GSG1L
XPO6
SBK1
NPIPB6
LAT
RP11-231C14.6
PAGR1
RP11-347C12.2
ZNF771
ZNF768
ZNF747
AC002310.13
ZNF764
ZNF688
ZNF785
ZNF689
SRCAP
ZNF629
CTF1
FBXL19
PRSS36
TRIM72
COX6A2
RP11-23E10.3
RP11-598D12.2
RP11-488I20.8
ABCC12
ABCC11
HEATR3
BRD7
RP11-142G1.2
RP11-297L17.6
RP11-324D17.1
CES5A
BBS2
MT3
SLC12A3
CETP
RSPRY1
CCL22
ZNF319
USB1
MMP15
PRSS54
CNOT1
RP11-700H13.1
RP11-430C1.1
RP11-430C1.2
RP11-744D14.1
CDH5
RP11-403P17.5
Y_RNA
CMTM4
RP11-61A14.4
