PTPRJ
RTF1
RPSA
MRPL3
ECHDC2
YWHAQ
PACSIN2
ZNHIT6
NEK7
ATP5G2
KAT2A
ANKRD36B
RBM25
COL6A3
MIR17HG
C9orf3
CHD1
WDR4
C16orf62
AC007319.1
RRP1B
MTL5
CCDC88C
SERPINA1
NEDD9
ATG10
PPFIBP1
ANXA11
TTN
ABHD3
SLC12A9
DTNBP1
TERT
FBL
ZNF331
PTBP3
TIAM1
CD96
ZNF516
RP3-368A4.5
RPL24
C7orf50
RPL39
SPG11
BARD1
JMJD1C
CD97
RNF111
PDGFA
CACHD1
TASP1
EIF3L
ARGLU1
SCAF11
MST4
EHMT2
SDE2
MTA1
ALCAM
CTC-459F4.3
ETS2
RRP1
RHOF
AGPS
CLSTN1
CSRP1
B3GALNT2
L3MBTL3
AC009948.5
RALGPS2
REPS1
UBP1
STX11
LPGAT1
SNRNP70
RP11-165P7.1
GRAMD4
CDK5RAP3
CDC123
ARHGAP12
MATK
SBNO1
CHD6
BASP1
TMEM241
TMEM161B-AS1
C9orf89
SSBP4
RPL29
DGKE
TRIM16
GCNT1
AATF
SHQ1
ACAP1
UBA6
TPTE2P5
DEF6
SRSF5
ARHGAP30
CPXM1
RPS15
FAM168A
NPEPPS
TIPIN
NCK2
ZNF33B
PSIP1
MZT2A
TANC1
TRRAP
TGFBR1
PLXNB2
SLC35F2
FOS
LAIR1
GANAB
SEPT9
IVD
CASK
STXBP3
AHNAK
FOSB
OMA1
SMYD2
TPT1
TRIM5
CHCHD6
SNHG6
VPS36
SLC9A3R1
VSIG10
ZNF438
MFSD1
PHIP
ANKS1A
MBOAT7
PACRGL
RAVER2
HOXB3
TMEM87A
CEP85L
ERO1L
SELPLG
UXS1
ZMYND11
ZNF251
STK32C
WDR60
SKAP2
RRAS2
STAT6
KCNQ1
CCNJL
CCDC134
SNHG7
MAP7D3
HS6ST1
FOXRED2
LCORL
RNF216P1
HINT1
CKLF
SETD3
RHOBTB1
C5orf45
C1orf132
ZNF608
RELL1
DISP1
RP11-389O22.1
RP11-304L19.5
USP13
SGSM2
EARS2
EIF2AK2
CLIP1
ITM2C
REEP3
C15orf39
PAAF1
SOS2
PRDM2
SLC9B2
XRN2
RP11-325B23.2
C16orf13
SLX4IP
SCML2
ZNF90
FKBP1A
PM20D2
MB21D1
ZNF711
PRPF40A
RP5-1103G7.4
FBXL19
ARNTL2
RNF168
TMTC4
PTPRD
LRRC58
RP1-102H19.8
NUFIP1
CTD-2006C1.2
FAN1
RP4-717I23.3
QTRT1
AC091814.2
GTF2H3
FARSA
VARS
FOXN3
PPP5C
HNRNPDL
MEF2D
ST6GALNAC5
CNOT6L
SNX10
ZNF839
TAB2
VDR
ZMYM3
QSOX1
PCP2
NDST1
STX18-AS1
SNAPC4
HACE1
CTNNBIP1
TLE4
SWAP70
RGS19
SDCCAG3
SRGAP2B
STARD7
OSBPL9
CYTH1
PMS2P1
SPOPL
RBFA
UBTD2
RMI1
CTC-550B14.7
IL1B
C16orf52
DDX19A
PIK3R1
TOP1MT
REST
LY6E
ARSD
ZNF106
GPR173
IQCK
GRIK5
RPS13
TTTY10
AKAP11
CWC27
DUSP22
TBC1D32
FGF13
GBE1
MIR142
TUBGCP5
HADH
NSUN2
RP11-356I2.4
MAP3K8
ATL1
GPR107
ADAM17
NBEA
TMEM161A
TCTEX1D1
RP11-267N12.3
NFRKB
CEP350
LOXL2
LRIG1
DHX37
TMEM67
PNRC1
SLFN5
NCKIPSD
TCTN3
ADCY2
TRAF5
RP11-444A22.1
SCAMP1
RP11-359B12.2
RNF216-IT1
TEX9
SMARCC2
PAQR8
RBBP7
C10orf118
SIN3A
RBM47
CYP4F12
RHBDF2
DPPA4
CIRBP
BPTF
FAM210A
RP1-27O5.3
UTP14A
GPR135
KDELR1
CREB1
LRRC63
SCG5
KIAA1841
ERC2
NOL9
GCFC2
C1RL
SMG7
MAN1A2
SLC38A10
RPUSD4
ZNRD1-AS1
ANKRD50
ZC3H7A
ANKRD16
ACYP2
AP1AR
TMCO4
TRAPPC10
NAV1
PALB2
ARHGEF2
PIK3C2A
STAP1
HERC3
RP11-333E1.1
DNMBP
C19orf43
AGK
NIPSNAP1
TXLNG
CSNK1E
ACVR1B
GPATCH2
ADAM22
RUFY2
DDB2
CPA6
ZBED4
UBTF
CARD8
TRPC4AP
ZNF512
OSGEP
COX7C
COX10-AS1
USP53
ANKS6
TFAP4
DUSP10
SETD6
BCL7C
PIP4K2B
PPTC7
SMYD4
ELP2
CDC42
MUM1
SKP2
CCDC137
MAPKAP1
PSMA6
RP5-864K19.4
APOA2
DENND4B
INTU
L3HYPDH
C10orf68
BEND2
ST3GAL4
IL3RA
QDPR
RP11-163E9.2
RCAN3
CBLB
SUN2
ARHGEF7
TMEM135
HLA-DMA
DDX24
PTGR1
STX3
TNFSF10
ITGB2
RP11-4O1.2
ATPAF2
TSGA10
SLC44A4
SNAPC1
TYW3
GINS4
ANKS3
ITPK1
C14orf2
TNFRSF21
CTD-2336H13.2
CSDE1
ADAR
HMOX2
ZNF736
CCDC93
DDX19B
ASCC1
MS4A4E
CLCN7
EXT2
REL
MAP3K3
TNFSF4
CLPX
FGGY
NAB1
ZNF202
STIM2
CCDC141
LTBP4
MRPL45
RIOK1
RARS2
KIAA0247
CDAN1
CLEC2D
APEX1
RP11-319G6.1
NOC2L
ITGAM
PPP1CA
ATF7IP
MIR3916
RP4-785G19.5
CCDC102B
AES
HEATR5A
TSPO
ICA1L
TF
OPCML
MARCKS
RUSC2
ARHGAP9
EBNA1BP2
NFKBID
RP11-795F19.5
SPG7
PDE4DIP
PHKA1
SV2A
SSBP1
LENG8
RFX3
AHSA2
PIK3C2B
PLEC
SCAF8
PRPF19
BRIX1
GPC5
MOK
PLXND1
AP3S1
EVI2B
TMEM154
RHBDD3
MRM1
KIAA0825
TOMM7
CTSD
RAPGEF4
UBA52
GPATCH2L
SIGLEC10
APOC3
PMS2P5
BTG1
WIPF3
ABCD3
FOSL2
PKN3
FAM213A
KIAA0226
DPP8
HDAC10
CNKSR2
CCDC7
C12orf76
PSMB8
PDCD5
SNX6
KIAA0319L
OCIAD2
DPH6-AS1
RAVER1
NEK3
SYTL1
CNOT7
MRPS2
ARRDC1
ERCC1
PRRC1
POLR1C
PIK3CA
LYPLAL1
FAM227A
MTHFS
EPB41L3
AC093673.5
GLTSCR1
ZBTB25
COL5A1
RP11-123M6.2
TSNARE1
RECK
C5orf24
TTC14
DNAAF2
NSRP1
RP11-17A1.3
DARS2
MBTPS1
ZNF644
OSTF1
ADAM8
FAM175A
CD6
F11R
PCMTD2
KIF21B
RP11-192H23.4
NDUFA10
TTBK2
DPP9
MIER1
FAM86DP
PPIL3
HSD17B11
LZTS2
PEX1
LINC00342
XRRA1
SH3BP2
EGLN3
LMF1
RPUSD1
RP11-182I10.3
POM121C
GAPT
HSCB
SLC43A2
FAM105A
LINC00630
ARG1
DHX32
TELO2
DAB1
LRRC69
TUG1
ZNF589
FAM120B
RP11-711K1.8
ITPKB-IT1
MCM3AP-AS1
ZNF708
COPS4
SIMC1
LINC00476
SYPL1
ARMC10
RPSAP52
RP11-452L6.1
TDP1
RP11-467H10.2
TRMT13
CXXC5
CROCCP3
RHOQ
SAMD9
TTN-AS1
CLEC12A
EGR3
RNF122
PRDM15
RP11-3K16.2
AC011997.1
MAP3K11
SUCNR1
MARVELD1
CTSG
ITM2A
ABHD17B
ZNF738
ADAM9
EIF3K
AC015849.2
ZMYM1
C1QTNF3
INTS2
EWSR1
YPEL2
AC112721.2
RNF150
SP140L
MVB12A
PDCD6IP
PGM2
SLIRP
MARCH5
ITGAX
LINC00923
LEO1
RP11-351A11.1
ZNF512B
GBP4
C11orf54
ZFP30
SORCS1
IKBKAP
CCNG1
N4BP1
PCBP1-AS1
ALDH3B1
HSPA14
SMIM14
KLC1
HS3ST1
USPL1
ARHGAP31
SOCS2-AS1
UPB1
SEC16A
SOAT1
CIR1
FBXO17
GSDMD
MTSS1L
DPH5
NKG7
CEP95
UBE2Z
RP11-159G9.5
MTMR2
AP1S3
PDE7B
TPD52
RAB27A
LPHN3
PSMB10
C7orf26
TXLNA
KCNMB4
CLN3
ZBTB2
TMLHE
ADAMTS6
ZNF282
IMP4
MED15
GOLGA2B
TCFL5
TMEM106A
RP11-168O22.1
SCN4A
ZNF346
RAMP1
EPB41L5
RP11-3D4.2
KHDC1
PLA2G4C
CCDC101
RP11-867O8.5
CCDC180
CLGN
PPT1
IWS1
TM2D2
BTN3A1
CTD-2555O16.1
RNF43
WASF1
AC087294.2
CBX4
STX16
RP11-130F10.1
RASSF5
AC013460.1
LINC00598
RETN
TAP2
TAZ
RP1-93H18.1
PKNOX1
DOPEY2
CCRN4L
UBE2W
RAB3D
RP11-656D10.3
DUSP12
TMEM258
CCDC122
THAP4
ZNF787
WDR37
RP11-401P9.5
ALKBH3
MYL6B
RABGGTB
GNL1
SIN3B
DHODH
ZDHHC13
ALS2CL
IDS
KIF3B
ASTN2
RPS6KA1
CRAMP1L
CEP112
RP11-692D12.1
VPS53
UBXN4
GPSM1
CD300A
KB-1615E4.2
ABCA1
STIP1
RNF219
RP11-325F22.2
MRPS17
ZNF529
SAMD8
ZNF74
C8orf33
ZBTB24
SIKE1
DDAH2
RP11-983P16.2
SLAIN1
TSPAN3
ASB3
RP11-179A10.1
SMIM11
DUSP3
NANS
DIS3
GMIP
AADAT
C2orf15
FAM228B
SAMD9L
SMARCAL1
SEC24B-AS1
ABHD15
CCDC152
SPATA5L1
ARPP19
ZSWIM4
RP11-318M2.2
THAP9-AS1
NDUFS3
GFM2
DAB2IP
KCTD1
SDHAP3
SLC13A3
ELF4
CD52
TRAPPC6A
PSMB9
AGAP2
ARIH1
FGD5-AS1
SCGB2B2
MALSU1
RP11-367N14.2
HFM1
PHF21A
COX19
HEG1
ZNF41
MRS2
UBL3
LY6G6E
HIST1H4H
PRPF4
PIGT
PWAR6
IL10RB
ALDOB
MGRN1
ARID4A
SYTL2
HCG11
C3orf17
SDK1
APOO
RPS26
DPEP2
RIOK2
KIAA0125
SYT11
CD4
SCNN1D
RP11-287D1.3
ACTR1B
KLRG2
PATL1
CXorf23
INTS1
PDCD6
PPIL2
NETO2
EEF1G
LTBR
KIF27
SLC35G2
ZNF655
ZP3
TMED10
CD3EAP
RP11-346D6.6
DDIT3
CTDSP2
FGA
DIRC2
TSHZ3
FASTKD2
SLC30A7
RRAGB
ZNF737
CCNG2
ZNF76
BEND4
PSEN1
C19orf53
PPP1CC
VTN
LITAF
SPDL1
MRP63
TCHP
RP11-711M9.1
BTBD8
HCG17
NIPSNAP3B
MEAF6
APBB3
DNAJC18
HSBP1
PPP4R2
RP11-155G14.6
WDR54
ARL11
B3GNT5
TCTEX1D2
CCDC88B
SGK223
KIAA1671
SLC9A6
KCNMA1
LUC7L3
KATNAL2
ZNF500
WWC2
H2AFY2
GJA3
NFXL1
BTBD3
C15orf54
C1orf101
RYR2
DNAJC17
CASP10
ARHGAP24
RNMT
RAD52
MED23
NPPA
SLC25A32
XXbac-BPG32J3.20
SLAMF6
KIAA1919
PBXIP1
MBTPS2
STAB1
ANKRD46
MARCH6
RFX8
RP11-384K6.6
FAM49A
KIAA0141
RELB
DDX60L
ZNF197
EIF3F
BATF
RP11-355N15.1
ARL10
NOA1
IFT140
KRBOX4
FAM161A
AC018816.3
HTR1F
NOC4L
RANGRF
BTF3
ULK3
DIABLO
TMEM51
AD000090.2
SGCZ
ZNF235
CTSZ
NXN
RP11-588K22.2
LINC00954
MFF
FBXO4
ETS1
NKRF
DDX12P
GTPBP3
FBXL12
SNORA19
CTD-2189E23.1
AC026188.1
SLMO1
FAM196B
PIGK
ADAP1
SH3GL3
NSUN5
ZNF594
ZNF821
TYROBP
RP11-1D12.2
USP28
TRMT10C
SLC6A4
TTC9C
CAPG
ANK3
NRG1
MRPS31P4
ETV5
SELRC1
PSMG4
ZNF497
RP11-672A2.6
JUN
MRPS23
RING1
CTSH
ZNF180
ZNF660
KCNMB1
RP11-657O9.1
WDR47
CPNE5
FAM173B
ZNF746
STYXL1
IGSF8
CHRNA2
FBXW9
DUSP1
LMAN2L
POLR2B
VAV2
RAB34
ANAPC16
MED6
GCC2
MRPS12
CDH11
KANSL1L
CTC-264K15.6
VPS9D1-AS1
OXA1L
CGREF1
METTL6
GEMIN4
RP11-611L7.1
MFAP4
TMEM216
LINC01003
HSD17B7P2
CD247
CTD-2184D3.7
SUPT5H
ZDHHC16
PGS1
ECSIT
PYHIN1
MED17
DRAP1
RP11-869B15.1
ZFYVE19
PMAIP1
CA5B
C16orf70
WDR91
RP1-111C20.4
SP110
RP11-383H13.1
PTGR2
FRS2
KAT8
TLE3
DSCR3
COX6B1
BTBD10
PTPN9
UQCC2
ABHD10
COPE
PSME1
SIRT5
ZNF467
NRDE2
IFFO2
MFGE8
TMUB1
COX18
UXT
RP11-324I22.4
ZMYM5
HYAL2
AC114752.3
GPR137C
ZFX
RBM15B
AL592183.1
AC005062.2
LINC00642
TNFRSF11A
ALDH2
IL15
ATP6V1G1
AC018737.1
CTD-3203P2.2
HOXA5
DPYD-IT1
BRI3
PPM1K
ZRANB2-AS2
AC090044.1
LRCH3
SCN2A
Y_RNA
PICK1
TAF12
GCSH
RP11-500G22.2
RP11-665G4.1
B3GALTL
MSRB2
C5orf34
KIF26B
ACSL1
CTB-35F21.1
RP3-399L15.3
ZBTB10
XKR8
CCAR2
DUSP18
WDR17
CES2
ZNF695
TPTE2P6
C9orf72
ZFYVE20
CCDC19
ZNF876P
SDHD
USP42
RP11-525A16.4
AC005037.3
OPN3
CPNE7
NDUFAF1
TRAPPC3L
TSEN15
RPUSD2
LARGE
SYNJ2BP-COX16
CD79B
ZBTB5
TDRD7
CCNH
PDE8B
FUT4
RP11-712L6.5
TNFSF13B
TRAPPC8
IL4R
TRAF1
MRPL39
BPHL
C6orf62
NOXA1
PMS2CL
ZNF330
ZNF532
CTD-2353F22.1
TLDC1
PXDNL
C9orf147
TRHDE-AS1
AC015691.13
SNRPB2
NHSL2
C7orf61
GALT
KLF2
EMC8
ZNF625
COL4A1
DLG5
CTB-129O4.1
AC005943.4
BDNF-AS
PARP9
CD48
SF3B5
C11orf48
DNAJC3-AS1
PLEKHA1
PAQR7
CLSTN3
ARL16
CD72
COMMD6
AC074117.10
TMEM110
TMEM19
RP5-1007M22.2
RP11-395P17.3
C1orf123
RNFT2
UTP11L
RLIM
HOXA10
ERV3-1
ZFP62
HLA-F
AC017099.3
SGPL1
CCDC12
SMPDL3B
DDIT4
EDC4
UBE4A
HSD17B7
DUSP2
RP1-43E13.2
FSD1L
RP11-537H15.3
MILR1
RPP14
HPS5
HIRIP3
MTF1
FRRS1L
SDHB
PAIP2
DNAJA2
COLQ
RP11-425I13.3
NOL12
SMARCA1
EIF4A3
CHCHD7
MICA
CCDC167
RP11-175P13.3
MARK2
FMNL2
TREX1
SORBS2
SLC1A3
ZNF813
SMIM20
LACTB2
LAMTOR5
RP11-2E11.9
AC007228.11
ZNF682
ATXN7L3B
GORAB
HEMK1
ACAA2
MYT1L
HEBP2
GAA
ALDH4A1
PPP1R26-AS1
RNF166
RARA
PWWP2B
ZHX2
MIR24-2
TRDMT1
EXOSC3
MALT1
APBB2
RP4-728D4.2
RBMS3
GPM6A
AKR1C3
TTLL10
GTF2H2B
C10orf90
SEMA4A
RP11-212I21.4
TMEM218
MCOLN2
CTD-2001C12.1
TP53I11
CNOT11
ZNF345
RP11-473M20.9
CC2D1B
VPS18
ATF6B
LMCD1-AS1
RGP1
AC021188.4
KIAA1683
ALG1
TTC1
RP11-977G19.5
MYCBPAP
SNX18
RP5-1180C10.2
LINC00311
TTTY15
ZNF836
PALLD
APITD1
RP11-339B21.15
ZNF267
CACNA2D3
HADHB
ARRDC5
GIMAP2
COX11
TNNI1
ZNF771
SPATS2L
RP11-370K11.1
MIR29B1
HIF1AN
THSD7A
OAS3
RP11-588G21.2
RP11-385F5.4
TMEM185A
OPLAH
RP11-259N19.1
DCP1B
TSPYL2
LPHN2
STX5
WIBG
ICK
CTD-2034I4.1
AARS2
PMEPA1
RP11-370A5.1
CTA-407F11.6
METTL25
TMEM194B
THRB
KIF6
C15orf53
PCSK4
CIAPIN1
ADAM15
SYNM
SPIRE2
CCDC91
AZI1
HVCN1
AC007566.10
RGS1
PDF
CNOT8
RP11-14N7.2
ABCA2
DHX40
LINC00648
DYRK2
TRAF3IP2
LRGUK
AC005306.3
GSTM2
NDUFA8
RPL13P5
SCN9A
ARL6
POU5F1P6
NCS1
KRR1
MCOLN1
AC010761.8
ANKRD13A
CDC25B
UBE2Q2P2
SRP14-AS1
C10orf10
LRG1
PLAUR
VHL
RP11-286N22.8
ZNF101
ZNF155
CTC-467M3.1
BRMS1
TOR3A
RNASEH1
RP11-313F23.4
Z97053.1
CEACAM21
ACTA2
TRAPPC11
RP11-296A18.3
TCAP
AC092295.7
THBS4
SCN11A
ERBB4
IAH1
CPB2-AS1
EFEMP2
DPY30
HENMT1
CTD-2037K23.2
C11orf1
CD79A
SYNRG
RAB2A
ROMO1
CUEDC1
ZNF790
CACNB2
COLEC12
FTSJ3
AC005307.3
RP11-20E24.1
RNMTL1
NME6
RP11-717D12.1
GGT3P
RP13-188A5.1
ZNF77
AASDHPPT
MEX3C
FGFBP3
CYP4F3
DPH1
ENGASE
RP5-935K16.1
EIF1AD
PCDH17
TSC2
TBC1D16
RP3-400N23.6
ARCN1
KRCC1
CHD8
RNF175
SHPK
CRHR1-IT1
FAM154B
AKT3-IT1
BCL9
ZNF277
RP11-485G4.2
BRSK1
BRPF1
C19orf66
RTN4IP1
CASC3
COPRS
WDR48
HMGB1P24
AP5M1
ZNF665
TOMM40L
RP11-91P24.7
BCL3
EFCAB6
TMEM198B
RP11-353N4.6
TNFRSF10D
SPRYD7
ASNS
CD28
CTC-232P5.1
CPNE1
SFTPB
RN7SL118P
BTN2A1
GAS6-AS1
MGAT2
C2orf42
NPC2
VSIG2
ZNF579
ZNF480
FAM86C1
RP11-15H20.5
RCBTB2
ANAPC2
NAGA
SDCBP2-AS1
CCDC25
MYOZ3
KIAA1407
WDR55
ZNF239
RP11-317J19.1
CTA-357J21.1
TMEM217
HOXB2
RP11-558F24.4
GPC3
CD86
ZBTB48
U91328.21
RP11-946L16.1
FCF1
RP11-4F5.2
ARMCX5
RP1-184J9.2
TMEM25
AC007317.1
ENOX1
ZNF117
ATP6V0E2
UBXN1
LINC00565
CAND2
ZNF177
SERPINF1
RBL2
RP11-252K23.1
SPAG16
MT1H
LINC00667
RP11-195C7.1
RBM4B
PPM1M
ACSM1
THRAP3
TATDN3
CTC-786C10.1
PLEKHM1
AC104389.28
DPY19L1P2
CRYM-AS1
RP11-1033H12.1
PRCP
TEAD1
RASGRP1
PHF20L1
CTD-2319I12.4
ZNF263
TBX10
SPATA20
ADAMTS14
NEURL2
RP11-603J24.5
SLC25A24P1
BOLA1
VPS33A
AK9
C1orf162
FSTL3
RGPD8
RP11-96C23.9
7SK
ENKD1
SMURF2P1
HAVCR2
GIMAP8
RP11-390P2.4
DTX3
MARCH1
SEMA6A
METRNL
NOL7
RP11-553A21.3
CEP55
TXLNB
ALG2
ECM2
AC005009.1
ZDHHC24
MYPOP
DOPEY1
C1orf131
BMS1P10
CTD-2288O8.1
TNFRSF10B
LSM12
IL1RAPL1
DNM1P47
PFKM
GPR68
EPB41L4A-AS1
RN7SL835P
SRPX2
DALRD3
HMG20A
CARD6
RP11-439E19.8
FAM160B1
INTS8
PPP1R14C
CTHRC1
ANKRD13B
TXNDC11
KCNIP1
CALB2
PIGZ
FGFR1
RP1-266L20.4
RP11-798G7.5
CAB39L
CCDC65
RP11-62C7.2
HPS6
RP11-566J3.4
FRMD6
EFCAB14
KIAA0391
ZNF418
CDHR2
ACAN
IFI6
EXOC2
TBC1D10A
LINC00571
RP11-61O1.1
RPL13P12
ADARB2
AC007392.3
ENPP4
GPC2
CRLF2
CAPS
MS4A6A
PARD6B
AC068522.4
PTPRN2
RP11-115N4.1
GXYLT2
RP11-499F3.2
SNPH
CD274
CTB-181H17.1
TRAT1
RP11-103G8.2
CDKN2AIPNL
CCDC154
RALGPS1
KIAA0556
MAP1S
TRMT6
RP11-430B1.2
NCAM1
CROT
ARFGAP1
C5
TRMT61A
RP1-257A7.4
CKM
ZNF654
AC007204.2
SPTY2D1-AS1
APOL2
CISD3
RP11-192H23.8
SRP14
ABHD6
MED21
RP11-206L10.9
TMEM102
DDX18P1
YKT6
STOX2
BEND7
CIB2
VPS16
AF064858.8
GNB1L
KXD1
XXYLT1-AS2
SOX11
CNNM1
RP11-368I23.2
RP11-268J15.5
CXorf38
PIK3IP1
ZNF32
AC138655.4
TSPYL5
ZKSCAN3
ZNF503
SLC35C2
CCDC23
MMAA
AGPAT9
PEX2
RXRB
FRG1
ZNF624
AP000487.6
RP11-726G1.1
RP11-239H6.2
TRIM62
RP11-355F16.1
MUT
RP11-110G21.1
MPP3
CYB5D2
RWDD4
RP11-68I3.2
RP11-510H23.1
CEBPA
RP13-270P17.2
R3HCC1
CBX8
CTD-2313J17.1
ZSCAN16-AS1
CDK9
HMOX1
C16orf45
ARAP3
WDR5B
CCDC22
RP11-295D4.1
CTC-471J1.8
AFAP1L1
SH3D19
ZC3H12D
RP11-573E11.2
THSD1
MIR3654
KLF11
KIAA1598
RGS22
AC007690.1
RP11-480D4.2
CCDC53
HRC
ZDHHC1
LRRFIP1P1
CIC
DCLRE1CP1
KMT2D
ENTPD4
BIRC3
CTBS
CTD-2384B11.2
SPSB4
RP11-15B17.1
LINC00996
MYD88
ZHX1-C8ORF76
CBWD1
Y_RNA
CTC-457E21.9
SAMD12
ALDH5A1
RP11-761I4.3
RP11-849F2.5
NT5C3B
AP001597.1
AC131571.2
CD302
COX7B
DLGAP3
ZNF383
NCDN
RP11-750H9.7
CTD-2555K7.2
ALG9-IT1
GPR161
RP11-505P4.7
GPANK1
C1QC
NKAIN3
MS4A1
CTD-2132N18.3
RP11-566E18.3
RP11-431K24.1
DTX2
KIAA1614
IFI35
FMN1
DPYSL3
NDRG1
GPR65
CHMP4B
BAK1
AC040977.1
TTYH2
TRIM46
CCDC148
CTD-2616J11.14
L3MBTL4
CTD-2005H7.1
RP11-508N12.2
RP11-498P14.5
RP11-707P17.1
GSTO2
EML1
RP13-735L24.1
DLG3
MIR10A
MS4A2
HOXA-AS4
HECA
ZNF384
FAM162B
RP11-505C13.1
CASC10
SUGT1
RP11-119F7.5
STS
RRAGA
BLOC1S1
RP11-74K11.2
RP11-1149M10.1
SCO1
RP11-15E18.1
NCR1
SIGLEC5
DNM1P46
COL10A1
NCKAP5
RP11-466H18.1
ZNF286A
SEC31B
C6orf57
RABL2A
AC092835.2
CAPN10
PTRHD1
EMCN-IT2
RP11-649A18.5
GTF2H4
RP11-579D7.2
ZBTB22
RP5-916O11.2
GTSF1
SMC5-AS1
AC109135.1
CLEC7A
BTN2A2
ZNF511
CHST15
RP11-521B24.5
RP11-469M7.1
CCT6P1
RN7SL737P
NSRP1P1
GPRC5C
SKIDA1
TPPP3
RN7SL172P
RP11-53B2.6
EIF3EP1
ARMCX2
SECISBP2
AC008440.5
SF3B4
TEX41
PSTK
RNASE6
NF1P8
KB-1440D3.13
HLA-DRB5
RP11-184E9.1
RNU6-407P
BEND5
NTNG2
BCL10
RP11-145E5.5
RNU5F-1
RP11-417J8.3
PRKCZ
ALG9
ARL2BP
RP11-745L13.2
RP5-874C20.3
ZNF883
ZNF283
FAM86EP
NDUFA3
RP11-234K19.1
HLA-DOA
ZBTB21
P2RY6
TRIM40
AC092839.3
OAS1
MACROD2
SLC8B1
CSRP2
