"","x"
"8276","PLPP4"
"8277","PLPP5"
"8278","PLPP6"
"8279","PLPP7"
"8280","PLPPR2"
"8281","PLRG1"
"8282","PLS1"
"8283","PLS3"
"8284","PLSCR1"
"8285","PLSCR3"
"8286","PLSCR4"
"8287","PLTP"
"8288","PLXDC1"
"8289","PLXNA1"
"8290","PLXNA2"
"8291","PLXNA3"
"8292","PLXNB1"
"8293","PLXNB2"
"8294","PLXNB3"
"8295","PLXNC1"
"8296","PLXND1"
"8297","PM20D1"
"8298","PM20D2"
"8299","PMAIP1"
"8300","PMEL"
"8301","PMEPA1"
"8302","PMF1"
"8303","PMF1-BGLAP"
"8304","PMFBP1"
"8305","PML"
"8306","PMM1"
"8307","PMM2"
"8308","PMP2"
"8309","PMP22"
"8310","PMPCA"
"8311","PMPCB"
"8312","PMS1"
"8313","PMS2"
"8314","PMVK"
"8315","PNCK"
"8316","PNISR"
"8317","PNKD"
"8318","PNKP"
"8319","PNLIPRP1"
"8320","PNMA1"
"8321","PNMA2"
"8322","PNN"
"8323","PNO1"
"8324","PNP"
"8325","PNPLA2"
"8326","PNPLA3"
"8327","PNPLA4"
"8328","PNPLA6"
"8329","PNPLA7"
"8330","PNPLA8"
"8331","PNPO"
"8332","PNPT1"
"8333","PNRC1"
"8334","PNRC2"
"8335","POC1A"
"8336","POC1B"
"8337","POC1B-GALNT4"
"8338","POC5"
"8339","PODNL1"
"8340","PODXL"
"8341","PODXL2"
"8342","POFUT1"
"8343","POFUT2"
"8344","POGK"
"8345","POGLUT1"
"8346","POGLUT2"
"8347","POGLUT3"
"8348","POGZ"
"8349","POLA1"
"8350","POLA2"
"8351","POLB"
"8352","POLD1"
"8353","POLD2"
"8354","POLD3"
"8355","POLD4"
"8356","POLDIP2"
"8357","POLDIP3"
"8358","POLE"
"8359","POLE2"
"8360","POLE3"
"8361","POLE4"
"8362","POLG"
"8363","POLG2"
"8364","POLH"
"8365","POLI"
"8366","POLK"
"8367","POLL"
"8368","POLM"
"8369","POLN"
"8370","POLQ"
"8371","POLR1A"
"8372","POLR1B"
"8373","POLR1C"
"8374","POLR1D"
"8375","POLR1E"
"8376","POLR2B"
"8377","POLR2C"
"8378","POLR2D"
"8379","POLR2E"
"8380","POLR2F"
"8381","POLR2G"
"8382","POLR2H"
"8383","POLR2I"
"8384","POLR2J"
"8385","POLR2J2"
"8386","POLR2J3"
"8387","POLR2K"
"8388","POLR2L"
"8389","POLR2M"
"8390","POLR3A"
"8391","POLR3B"
"8392","POLR3C"
"8393","POLR3D"
"8394","POLR3F"
"8395","POLR3G"
"8396","POLR3GL"
"8397","POLR3H"
"8398","POLR3K"
"8399","POLRMT"
"8400","POM121"
"8401","POM121C"
"8402","POMC"
"8403","POMGNT1"
"8404","POMGNT2"
"8405","POMK"
"8406","POMP"
"8407","POMT1"
"8408","POMT2"
"8409","POMZP3"
"8410","PON2"
"8411","POP1"
"8412","POP4"
"8413","POP5"
"8414","POP7"
"8415","POPDC2"
"8416","POPDC3"
"8417","POR"
"8418","PORCN"
"8419","POSTN"
"8420","POT1"
"8421","POTEC"
"8422","POTEI"
"8423","POU2AF1"
"8424","POU2F1"
"8425","POU2F2"
"8426","POU3F1"
"8427","POU3F2"
"8428","POU4F1"
"8429","POU5F1"
"8430","POU6F1"
"8431","PPA1"
"8432","PPA2"
"8433","PPAN"
"8434","PPAN-P2RY11"
"8435","PPARA"
"8436","PPARD"
"8437","PPARG"
"8438","PPARGC1A"
"8439","PPARGC1B"
"8440","PPAT"
"8441","PPCDC"
"8442","PPCS"
"8443","PPDPF"
"8444","PPEF2"
"8445","PPFIA1"
"8446","PPFIA2"
"8447","PPFIA3"
"8448","PPFIA4"
"8449","PPFIBP1"
"8450","PPFIBP2"
"8451","PPHLN1"
"8452","PPIA"
"8453","PPIAL4C"
"8454","PPIAL4G"
"8455","PPIAL4H"
"8456","PPIB"
"8457","PPIC"
"8458","PPID"
"8459","PPIE"
"8460","PPIF"
"8461","PPIG"
"8462","PPIH"
"8463","PPIL1"
"8464","PPIL2"
"8465","PPIL3"
"8466","PPIL4"
"8467","PPIL6"
"8468","PPIP5K1"
"8469","PPIP5K2"
"8470","PPL"
"8471","PPM1A"
"8472","PPM1B"
"8473","PPM1D"
"8474","PPM1E"
"8475","PPM1F"
"8476","PPM1G"
"8477","PPM1H"
"8478","PPM1J"
"8479","PPM1K"
"8480","PPM1L"
"8481","PPM1M"
"8482","PPM1N"
"8483","PPME1"
"8484","PPOX"
"8485","PPP1CA"
"8486","PPP1CB"
"8487","PPP1CC"
"8488","PPP1R10"
"8489","PPP1R11"
"8490","PPP1R12A"
"8491","PPP1R12B"
"8492","PPP1R12C"
"8493","PPP1R13B"
"8494","PPP1R13L"
"8495","PPP1R14B"
"8496","PPP1R14C"
"8497","PPP1R15A"
"8498","PPP1R15B"
"8499","PPP1R16A"
"8500","PPP1R1C"
"8501","PPP1R2"
"8502","PPP1R21"
"8503","PPP1R26"
"8504","PPP1R35"
"8505","PPP1R37"
"8506","PPP1R3B"
"8507","PPP1R3D"
"8508","PPP1R3E"
"8509","PPP1R3F"
"8510","PPP1R42"
"8511","PPP1R7"
"8512","PPP1R8"
"8513","PPP1R9A"
"8514","PPP1R9B"
"8515","PPP2CA"
"8516","PPP2CB"
"8517","PPP2R1A"
"8518","PPP2R1B"
"8519","PPP2R2A"
"8520","PPP2R2B"
"8521","PPP2R2D"
"8522","PPP2R3A"
"8523","PPP2R3B"
"8524","PPP2R3C"
"8525","PPP2R5A"
"8526","PPP2R5B"
"8527","PPP2R5C"
"8528","PPP2R5D"
"8529","PPP2R5E"
"8530","PPP3CA"
"8531","PPP3CB"
"8532","PPP3CC"
"8533","PPP3R1"
"8534","PPP4C"
"8535","PPP4R1"
"8536","PPP4R2"
"8537","PPP4R3A"
"8538","PPP4R3B"
"8539","PPP4R4"
"8540","PPP5C"
"8541","PPP5D1"
"8542","PPP6C"
"8543","PPP6R1"
"8544","PPP6R2"
"8545","PPP6R3"
"8546","PPRC1"
"8547","PPT1"
"8548","PPT2"
"8549","PPTC7"
"8550","PPWD1"
"8551","PQBP1"
"8552","PQLC1"
"8553","PQLC2"
"8554","PQLC2L"
"8555","PQLC3"
"8556","PRAC2"
"8557","PRADC1"
"8558","PRAF2"
"8559","PRAG1"
"8560","PRC1"
"8561","PRCC"
"8562","PRCD"
"8563","PRCP"
"8564","PRDM1"
"8565","PRDM10"
"8566","PRDM11"
"8567","PRDM15"
"8568","PRDM16"
"8569","PRDM2"
"8570","PRDM4"
"8571","PRDM5"
"8572","PRDM7"
"8573","PRDM8"
"8574","PRDX1"
"8575","PRDX2"
"8576","PRDX3"
"8577","PRDX4"
"8578","PRDX5"
"8579","PRDX6"
"8580","PREB"
"8581","PRELID1"
"8582","PRELID2"
"8583","PRELID3A"
"8584","PRELID3B"
"8585","PRELP"
"8586","PREP"
"8587","PREPL"
"8588","PREX1"
"8589","PRH1"
"8590","PRICKLE1"
"8591","PRICKLE2"
"8592","PRICKLE3"
"8593","PRICKLE4"
"8594","PRIM1"
"8595","PRIM2"
"8596","PRIMPOL"
"8597","PRKAA1"
"8598","PRKAA2"
"8599","PRKAB1"
"8600","PRKAB2"
"8601","PRKACA"
"8602","PRKACB"
"8603","PRKAG1"
"8604","PRKAG2"
"8605","PRKAR1A"
"8606","PRKAR1B"
"8607","PRKAR2A"
"8608","PRKAR2B"
"8609","PRKCA"
"8610","PRKCD"
"8611","PRKCE"
"8612","PRKCH"
"8613","PRKCI"
"8614","PRKCSH"
"8615","PRKCZ"
"8616","PRKD1"
"8617","PRKD2"
"8618","PRKD3"
"8619","PRKDC"
"8620","PRKG1"
"8621","PRKN"
"8622","PRKRA"
"8623","PRKRIP1"
"8624","PRKX"
"8625","PRLR"
"8626","PRMT1"
"8627","PRMT2"
"8628","PRMT3"
"8629","PRMT5"
"8630","PRMT6"
"8631","PRMT7"
"8632","PRMT9"
"8633","PRNP"
"8634","PROB1"
"8635","PROCA1"
"8636","PROCR"
"8637","PRODH"
"8638","PROM1"
"8639","PRORP"
"8640","PROS1"
"8641","PROSER1"
"8642","PROSER2"
"8643","PROSER3"
"8644","PROX1"
"8645","PROZ"
"8646","PRPF18"
"8647","PRPF19"
"8648","PRPF3"
"8649","PRPF31"
"8650","PRPF38A"
"8651","PRPF38B"
"8652","PRPF39"
"8653","PRPF4"
"8654","PRPF40A"
"8655","PRPF40B"
"8656","PRPF4B"
"8657","PRPF6"
"8658","PRPF8"
"8659","PRPS1"
"8660","PRPS2"
"8661","PRPSAP1"
"8662","PRPSAP2"
"8663","PRR11"
"8664","PRR12"
"8665","PRR13"
"8666","PRR14"
"8667","PRR14L"
"8668","PRR16"
"8669","PRR19"
"8670","PRR22"
"8671","PRR26"
"8672","PRR3"
"8673","PRR5"
"8674","PRR5L"
"8675","PRR7"
"8676","PRRC1"
"8677","PRRC2A"
"8678","PRRC2B"
"8679","PRRC2C"
"8680","PRRG1"
"8681","PRRG2"
"8682","PRRG4"
"8683","PRRT1"
"8684","PRRT2"
"8685","PRRT3"
"8686","PRRX1"
"8687","PRSS12"
"8688","PRSS23"
"8689","PRSS27"
"8690","PRSS36"
"8691","PRSS53"
"8692","PRTG"
"8693","PRUNE1"
"8694","PRUNE2"
"8695","PRX"
"8696","PRXL2A"
"8697","PRXL2B"
"8698","PRXL2C"
"8699","PSAP"
"8700","PSAT1"
"8701","PSCA"
"8702","PSD"
"8703","PSD3"
"8704","PSD4"
"8705","PSEN1"
"8706","PSEN2"
"8707","PSENEN"
"8708","PSG1"
"8709","PSG11"
"8710","PSG2"
"8711","PSG4"
"8712","PSG5"
"8713","PSG7"
"8714","PSG9"
"8715","PSIP1"
"8716","PSKH1"
"8717","PSMA1"
"8718","PSMA2"
"8719","PSMA3"
"8720","PSMA4"
"8721","PSMA5"
"8722","PSMA6"
"8723","PSMA7"
"8724","PSMB1"
"8725","PSMB10"
"8726","PSMB2"
"8727","PSMB3"
"8728","PSMB4"
"8729","PSMB5"
"8730","PSMB6"
"8731","PSMB7"
"8732","PSMB8"
"8733","PSMB9"
"8734","PSMC1"
"8735","PSMC2"
"8736","PSMC3"
"8737","PSMC3IP"
"8738","PSMC4"
"8739","PSMC5"
"8740","PSMC6"
"8741","PSMD1"
"8742","PSMD10"
"8743","PSMD11"
"8744","PSMD12"
"8745","PSMD13"
"8746","PSMD14"
"8747","PSMD2"
"8748","PSMD3"
"8749","PSMD4"
"8750","PSMD5"
"8751","PSMD6"
"8752","PSMD7"
"8753","PSMD8"
"8754","PSMD9"
"8755","PSME1"
"8756","PSME2"
"8757","PSME3"
"8758","PSME4"
"8759","PSMF1"
"8760","PSMG1"
"8761","PSMG2"
"8762","PSMG3"
"8763","PSMG4"
"8764","PSORS1C1"
"8765","PSPC1"
"8766","PSPH"
"8767","PSPN"
"8768","PSRC1"
"8769","PSTK"
"8770","PSTPIP2"
"8771","PTAR1"
"8772","PTBP1"
"8773","PTBP2"
"8774","PTBP3"
"8775","PTCD1"
"8776","PTCD2"
"8777","PTCD3"
"8778","PTCH1"
"8779","PTDSS1"
"8780","PTDSS2"
"8781","PTEN"
"8782","PTER"
"8783","PTGDS"
"8784","PTGER1"
"8785","PTGER3"
"8786","PTGER4"
"8787","PTGES"
"8788","PTGES2"
"8789","PTGES3"
"8790","PTGES3L"
"8791","PTGES3L-AARSD1"
"8792","PTGFRN"
"8793","PTGIR"
"8794","PTGR1"
"8795","PTGR2"
"8796","PTGS2"
"8797","PTHLH"
"8798","PTK2"
"8799","PTK2B"
"8800","PTK6"
"8801","PTK7"
"8802","PTMA"
"8803","PTMS"
"8804","PTOV1"
"8805","PTP4A1"
"8806","PTP4A2"
"8807","PTP4A3"
"8808","PTPA"
"8809","PTPDC1"
"8810","PTPMT1"
"8811","PTPN1"
"8812","PTPN11"
"8813","PTPN12"
"8814","PTPN13"
"8815","PTPN14"
"8816","PTPN18"
"8817","PTPN2"
"8818","PTPN21"
"8819","PTPN22"
"8820","PTPN23"
"8821","PTPN3"
"8822","PTPN4"
"8823","PTPN7"
"8824","PTPN9"
"8825","PTPRA"
"8826","PTPRB"
"8827","PTPRCAP"
"8828","PTPRE"
"8829","PTPRF"
"8830","PTPRG"
"8831","PTPRH"
"8832","PTPRJ"
"8833","PTPRK"
"8834","PTPRM"
"8835","PTPRR"
"8836","PTPRS"
"8837","PTPRU"
"8838","PTPRZ1"
"8839","PTRH1"
"8840","PTRH2"
"8841","PTRHD1"
"8842","PTS"
"8843","PTTG1"
"8844","PTTG1IP"
"8845","PTX3"
"8846","PUDP"
"8847","PUF60"
"8848","PUM1"
"8849","PUM2"
"8850","PUM3"
"8851","PURA"
"8852","PURB"
"8853","PURG"
"8854","PUS1"
"8855","PUS10"
"8856","PUS3"
"8857","PUS7"
"8858","PUS7L"
"8859","PUSL1"
"8860","PVR"
"8861","PVRIG"
"8862","PWP1"
"8863","PWWP2A"
"8864","PWWP2B"
"8865","PWWP3A"
"8866","PXDC1"
"8867","PXK"
"8868","PXMP2"
"8869","PXMP4"
"8870","PXN"
"8871","PXYLP1"
"8872","PYCARD"
"8873","PYCR1"
"8874","PYCR2"
"8875","PYCR3"
"8876","PYGB"
"8877","PYGL"
"8878","PYGO1"
"8879","PYGO2"
"8880","PYHIN1"
"8881","PYM1"
"8882","PYROXD1"
"8883","PYROXD2"
"8884","PYURF"
"8885","QARS"
"8886","QDPR"
"8887","QKI"
"8888","QPCT"
"8889","QPCTL"
"8890","QRFP"
"8891","QRICH1"
"8892","QRICH2"
"8893","QRSL1"
"8894","QSER1"
"8895","QSOX1"
"8896","QSOX2"
"8897","QTRT1"
"8898","QTRT2"
"8899","R3HCC1L"
"8900","R3HDM1"
"8901","R3HDM2"
"8902","R3HDM4"
"8903","RAB10"
"8904","RAB11A"
"8905","RAB11B"
"8906","RAB11FIP1"
"8907","RAB11FIP2"
"8908","RAB11FIP3"
"8909","RAB11FIP4"
"8910","RAB11FIP5"
"8911","RAB12"
"8912","RAB13"
"8913","RAB14"
"8914","RAB15"
"8915","RAB17"
"8916","RAB18"
"8917","RAB1A"
"8918","RAB1B"
"8919","RAB20"
"8920","RAB21"
"8921","RAB22A"
"8922","RAB23"
"8923","RAB24"
"8924","RAB26"
"8925","RAB27A"
"8926","RAB27B"
"8927","RAB28"
"8928","RAB29"
"8929","RAB2A"
"8930","RAB2B"
"8931","RAB30"
"8932","RAB31"
"8933","RAB32"
"8934","RAB33B"
"8935","RAB34"
"8936","RAB35"
"8937","RAB38"
"8938","RAB3A"
"8939","RAB3B"
"8940","RAB3D"
"8941","RAB3GAP1"
"8942","RAB3GAP2"
"8943","RAB3IL1"
"8944","RAB3IP"
"8945","RAB40A"
"8946","RAB40B"
"8947","RAB40C"
"8948","RAB41"
"8949","RAB42"
"8950","RAB43"
"8951","RAB4A"
"8952","RAB4B"
"8953","RAB5A"
"8954","RAB5B"
"8955","RAB5C"
"8956","RAB5IF"
"8957","RAB6A"
"8958","RAB6B"
"8959","RAB7A"
"8960","RAB7B"
"8961","RAB8A"
"8962","RAB8B"
"8963","RAB9A"
"8964","RAB9B"
"8965","RABAC1"
"8966","RABEP1"
"8967","RABEP2"
"8968","RABEPK"
"8969","RABGAP1L"
"8970","RABGEF1"
"8971","RABGGTA"
"8972","RABGGTB"
"8973","RABIF"
"8974","RABL2A"
"8975","RABL3"
"8976","RABL6"
"8977","RAC1"
"8978","RAC2"
"8979","RAC3"
"8980","RACGAP1"
"8981","RACK1"
"8982","RAD1"
"8983","RAD17"
"8984","RAD18"
"8985","RAD21"
"8986","RAD23A"
"8987","RAD23B"
"8988","RAD50"
"8989","RAD51AP1"
"8990","RAD51B"
"8991","RAD51C"
"8992","RAD51D"
"8993","RAD52"
"8994","RAD54B"
"8995","RAD54L"
"8996","RAD54L2"
"8997","RAD9A"
"8998","RAD9B"
"8999","RADX"
"9000","RAE1"
"9001","RAET1E"
"9002","RAET1G"
"9003","RAF1"
"9004","RAG1"
"9005","RAI1"
"9006","RAI14"
"9007","RALA"
"9008","RALB"
"9009","RALBP1"
"9010","RALGAPA1"
"9011","RALGAPA2"
"9012","RALGAPB"
"9013","RALGDS"
"9014","RALGPS1"
"9015","RALGPS2"
"9016","RALY"
"9017","RAMAC"
"9018","RAMP1"
"9019","RAMP2"
"9020","RAN"
"9021","RANBP1"
"9022","RANBP10"
"9023","RANBP17"
"9024","RANBP2"
"9025","RANBP3"
"9026","RANBP6"
"9027","RANBP9"
"9028","RANGAP1"
"9029","RANGRF"
"9030","RAP1A"
"9031","RAP1B"
"9032","RAP1GAP"
"9033","RAP1GAP2"
"9034","RAP1GDS1"
"9035","RAP2A"
"9036","RAP2B"
"9037","RAP2C"
"9038","RAPGEF1"
"9039","RAPGEF2"
"9040","RAPGEF3"
"9041","RAPGEF4"
"9042","RAPGEF5"
"9043","RAPGEF6"
"9044","RAPGEFL1"
"9045","RAPH1"
"9046","RARA"
"9047","RARB"
"9048","RARG"
"9049","RARRES1"
"9050","RARS"
"9051","RARS2"
"9052","RASA1"
"9053","RASA2"
"9054","RASA3"
"9055","RASA4"
"9056","RASA4B"
"9057","RASAL2"
"9058","RASD1"
"9059","RASD2"
"9060","RASEF"
"9061","RASGEF1B"
"9062","RASGRF1"
"9063","RASGRP1"
"9064","RASGRP3"
"9065","RASIP1"
"9066","RASL10A"
"9067","RASL10B"
"9068","RASL11A"
"9069","RASSF1"
"9070","RASSF3"
"9071","RASSF4"
"9072","RASSF5"
"9073","RASSF6"
"9074","RASSF7"
"9075","RASSF8"
"9076","RAVER1"
"9077","RAVER2"
"9078","RB1"
"9079","RB1CC1"
"9080","RBAK"
"9081","RBBP4"
"9082","RBBP5"
"9083","RBBP6"
"9084","RBBP7"
"9085","RBBP8"
"9086","RBBP9"
"9087","RBCK1"
"9088","RBFA"
"9089","RBFOX2"
"9090","RBIS"
"9091","RBKS"
"9092","RBL1"
"9093","RBL2"
"9094","RBM10"
"9095","RBM12"
"9096","RBM12B"
"9097","RBM14"
"9098","RBM14-RBM4"
"9099","RBM15"
"9100","RBM15B"
"9101","RBM17"
"9102","RBM18"
"9103","RBM19"
"9104","RBM20"
"9105","RBM22"
"9106","RBM23"
"9107","RBM25"
"9108","RBM26"
"9109","RBM27"
"9110","RBM28"
"9111","RBM3"
"9112","RBM33"
"9113","RBM34"
"9114","RBM38"
"9115","RBM39"
"9116","RBM4"
"9117","RBM42"
"9118","RBM43"
"9119","RBM45"
"9120","RBM47"
"9121","RBM48"
"9122","RBM4B"
"9123","RBM5"
"9124","RBM6"
"9125","RBM7"
"9126","RBM8A"
"9127","RBMS1"
"9128","RBMS2"
"9129","RBMS3"
"9130","RBMX"
"9131","RBMX2"
"9132","RBMXL1"
"9133","RBP1"
"9134","RBP5"
"9135","RBP7"
"9136","RBPJ"
"9137","RBPMS"
"9138","RBSN"
"9139","RBX1"
"9140","RC3H1"
"9141","RC3H2"
"9142","RCAN1"
"9143","RCAN2"
"9144","RCAN3"
"9145","RCBTB1"
"9146","RCBTB2"
"9147","RCC1"
"9148","RCC1L"
"9149","RCC2"
"9150","RCCD1"
"9151","RCE1"
"9152","RCHY1"
"9153","RCL1"
"9154","RCN1"
"9155","RCN2"
"9156","RCN3"
"9157","RCOR1"
"9158","RCOR3"
"9159","RCSD1"
"9160","RDH10"
"9161","RDH11"
"9162","RDH13"
"9163","RDH14"
"9164","RDH16"
"9165","RDH5"
"9166","RDH8"
"9167","RDM1"
"9168","RDX"
"9169","REC8"
"9170","RECK"
"9171","RECQL"
"9172","RECQL4"
"9173","RECQL5"
"9174","REEP2"
"9175","REEP3"
"9176","REEP4"
"9177","REEP5"
"9178","REEP6"
"9179","REG3G"
"9180","REL"
"9181","RELA"
"9182","RELB"
"9183","RELCH"
"9184","RELL1"
"9185","RELL2"
"9186","RELN"
"9187","RELT"
"9188","REM1"
"9189","RENBP"
"9190","REP15"
"9191","REPIN1"
"9192","REPS1"
"9193","REPS2"
"9194","RER1"
"9195","RERE"
"9196","RERG"
"9197","RESF1"
"9198","REST"
"9199","RETREG1"
"9200","RETREG2"
"9201","RETREG3"
"9202","RETSAT"
"9203","REV1"
"9204","REV3L"
"9205","REX1BD"
"9206","REXO1"
"9207","REXO2"
"9208","REXO4"
"9209","REXO5"
"9210","RFC1"
"9211","RFC2"
"9212","RFC3"
"9213","RFC4"
"9214","RFC5"
"9215","RFESD"
"9216","RFFL"
"9217","RFK"
"9218","RFLNB"
"9219","RFNG"
"9220","RFT1"
"9221","RFTN1"
"9222","RFTN2"
"9223","RFWD3"
"9224","RFX1"
"9225","RFX2"
"9226","RFX3"
"9227","RFX4"
"9228","RFX5"
"9229","RFX7"
"9230","RFXANK"
"9231","RFXAP"
"9232","RGL1"
"9233","RGL2"
"9234","RGL3"
"9235","RGL4"
"9236","RGMB"
"9237","RGP1"
"9238","RGPD2"
"9239","RGPD5"
"9240","RGPD6"
"9241","RGPD8"
"9242","RGR"
"9243","RGS1"
"9244","RGS10"
"9245","RGS12"
"9246","RGS14"
"9247","RGS16"
"9248","RGS17"
"9249","RGS19"
"9250","RGS2"
"9251","RGS20"
"9252","RGS3"
"9253","RGS5"
"9254","RGS7"
"9255","RGS9"
"9256","RGS9BP"
"9257","RHAG"
"9258","RHBDD1"
"9259","RHBDD2"
"9260","RHBDD3"
"9261","RHBDF1"
"9262","RHBDF2"
"9263","RHBDL1"
"9264","RHBDL2"
"9265","RHBG"
"9266","RHCE"
"9267","RHD"
"9268","RHEB"
"9269","RHEBL1"
"9270","RHNO1"
"9271","RHOA"
"9272","RHOB"
"9273","RHOBTB1"
"9274","RHOBTB2"
"9275","RHOBTB3"
"9276","RHOC"
"9277","RHOF"
"9278","RHOG"
"9279","RHOH"
"9280","RHOJ"
"9281","RHOQ"
"9282","RHOT1"
"9283","RHOT2"
"9284","RHPN1"
"9285","RHPN2"
"9286","RIBC1"
"9287","RIBC2"
"9288","RIC1"
"9289","RIC8A"
"9290","RIC8B"
"9291","RICTOR"
"9292","RIDA"
"9293","RIF1"
"9294","RILP"
"9295","RILPL1"
"9296","RILPL2"
"9297","RIMKLB"
"9298","RIMS2"
"9299","RIN1"
"9300","RIN2"
"9301","RIN3"
"9302","RING1"
"9303","RINL"
"9304","RINT1"
"9305","RIOK1"
"9306","RIOK2"
"9307","RIOK3"
"9308","RIOX1"
"9309","RIOX2"
"9310","RIPK1"
"9311","RIPK2"
"9312","RIPK3"
"9313","RIPK4"
"9314","RIPOR1"
"9315","RIPOR2"
"9316","RIPOR3"
"9317","RIT1"
"9318","RITA1"
"9319","RLBP1"
"9320","RLF"
"9321","RLIM"
"9322","RMC1"
"9323","RMDN1"
"9324","RMDN2"
"9325","RMDN3"
"9326","RMI1"
"9327","RMI2"
"9328","RMND1"
"9329","RMND5A"
"9330","RMND5B"
"9331","RNASE10"
"9332","RNASE4"
"9333","RNASEH1"
"9334","RNASEH2A"
"9335","RNASEH2B"
"9336","RNASEH2C"
"9337","RNASEK"
"9338","RNASEL"
"9339","RNASET2"
"9340","RND1"
"9341","RND2"
"9342","RND3"
"9343","RNF10"
"9344","RNF103"
"9345","RNF103-CHMP3"
"9346","RNF11"
"9347","RNF111"
"9348","RNF113A"
"9349","RNF114"
"9350","RNF115"
"9351","RNF121"
"9352","RNF122"
"9353","RNF123"
"9354","RNF125"
"9355","RNF126"
"9356","RNF13"
"9357","RNF130"
"9358","RNF135"
"9359","RNF138"
"9360","RNF139"
"9361","RNF14"
"9362","RNF141"
"9363","RNF144A"
"9364","RNF144B"
"9365","RNF145"
"9366","RNF146"
"9367","RNF149"
"9368","RNF150"
"9369","RNF157"
"9370","RNF166"
"9371","RNF167"
"9372","RNF168"
"9373","RNF169"
"9374","RNF170"
"9375","RNF181"
"9376","RNF182"
"9377","RNF185"
"9378","RNF187"
"9379","RNF19A"
"9380","RNF19B"
"9381","RNF2"
"9382","RNF20"
"9383","RNF207"
"9384","RNF208"
"9385","RNF212"
"9386","RNF212B"
"9387","RNF213"
"9388","RNF214"
"9389","RNF215"
"9390","RNF216"
"9391","RNF217"
"9392","RNF219"
"9393","RNF220"
"9394","RNF224"
"9395","RNF227"
"9396","RNF24"
"9397","RNF25"
"9398","RNF26"
"9399","RNF31"
"9400","RNF32"
"9401","RNF34"
"9402","RNF38"
"9403","RNF39"
"9404","RNF4"
"9405","RNF40"
"9406","RNF41"
"9407","RNF43"
"9408","RNF44"
"9409","RNF5"
"9410","RNF6"
"9411","RNF7"
"9412","RNF8"
"9413","RNFT1"
"9414","RNFT2"
"9415","RNGTT"
"9416","RNH1"
"9417","RNLS"
"9418","RNMT"
"9419","RNPC3"
"9420","RNPEP"
"9421","RNPEPL1"
"9422","RNPS1"
"9423","RO60"
"9424","ROBO1"
"9425","ROBO2"
"9426","ROBO3"
"9427","ROBO4"
"9428","ROCK1"
"9429","ROCK2"
"9430","ROGDI"
"9431","ROM1"
"9432","ROMO1"
"9433","ROPN1"
"9434","ROPN1B"
"9435","ROPN1L"
"9436","ROR1"
"9437","RORA"
"9438","RP1L1"
"9439","RP2"
"9440","RP9"
"9441","RPA1"
"9442","RPA2"
"9443","RPA3"
"9444","RPAIN"
"9445","RPAP1"
"9446","RPAP2"
"9447","RPAP3"
"9448","RPE"
"9449","RPF1"
"9450","RPF2"
"9451","RPGR"
"9452","RPGRIP1"
"9453","RPGRIP1L"
"9454","RPH3A"
"9455","RPIA"
"9456","RPL10"
"9457","RPL10A"
"9458","RPL11"
"9459","RPL12"
"9460","RPL13"
"9461","RPL13A"
"9462","RPL14"
"9463","RPL15"
"9464","RPL17"
"9465","RPL17-C18orf32"
"9466","RPL18"
"9467","RPL18A"
"9468","RPL19"
"9469","RPL21"
"9470","RPL22"
"9471","RPL22L1"
"9472","RPL23"
"9473","RPL23A"
"9474","RPL24"
"9475","RPL26"
"9476","RPL26L1"
"9477","RPL27"
"9478","RPL27A"
"9479","RPL28"
"9480","RPL29"
"9481","RPL3"
"9482","RPL30"
"9483","RPL31"
"9484","RPL32"
"9485","RPL34"
"9486","RPL35"
"9487","RPL35A"
"9488","RPL36"
"9489","RPL36A"
"9490","RPL36A-HNRNPH2"
"9491","RPL36AL"
"9492","RPL37"
"9493","RPL37A"
"9494","RPL38"
"9495","RPL39"
"9496","RPL39L"
"9497","RPL4"
"9498","RPL41"
"9499","RPL5"
"9500","RPL6"
"9501","RPL7"
"9502","RPL7A"
"9503","RPL7L1"
"9504","RPL8"
"9505","RPL9"
"9506","RPLP0"
"9507","RPLP1"
"9508","RPLP2"
"9509","RPN1"
"9510","RPN2"
"9511","RPP14"
"9512","RPP25"
"9513","RPP25L"
"9514","RPP30"
"9515","RPP38"
"9516","RPP40"
"9517","RPRD1A"
"9518","RPRD1B"
"9519","RPRD2"
"9520","RPS10"
"9521","RPS10-NUDT3"
"9522","RPS11"
"9523","RPS12"
"9524","RPS13"
"9525","RPS14"
"9526","RPS15"
"9527","RPS15A"
"9528","RPS16"
"9529","RPS17"
"9530","RPS18"
"9531","RPS19"
"9532","RPS19BP1"
"9533","RPS2"
"9534","RPS20"
"9535","RPS21"
"9536","RPS23"
"9537","RPS24"
"9538","RPS25"
"9539","RPS27"
"9540","RPS27A"
"9541","RPS28"
"9542","RPS29"
"9543","RPS3"
"9544","RPS3A"
"9545","RPS4X"
"9546","RPS4Y1"
"9547","RPS5"
"9548","RPS6"
"9549","RPS6KA1"
"9550","RPS6KA2"
"9551","RPS6KA3"
"9552","RPS6KA4"
"9553","RPS6KA5"
"9554","RPS6KB1"
"9555","RPS6KB2"
"9556","RPS6KC1"
"9557","RPS6KL1"
"9558","RPS7"
"9559","RPS8"
"9560","RPS9"
"9561","RPSA"
"9562","RPTOR"
"9563","RPUSD1"
"9564","RPUSD2"
"9565","RPUSD3"
