"","x"
"6995","NAPEPLD"
"6996","NAPG"
"6997","NAPRT"
"6998","NAPSA"
"6999","NARF"
"7000","NARS"
"7001","NARS2"
"7002","NASP"
"7003","NAT1"
"7004","NAT10"
"7005","NAT14"
"7006","NAT16"
"7007","NAT8L"
"7008","NAT9"
"7009","NATD1"
"7010","NAV1"
"7011","NAV2"
"7012","NAV3"
"7013","NAXD"
"7014","NAXE"
"7015","NBAS"
"7016","NBDY"
"7017","NBEA"
"7018","NBEAL1"
"7019","NBEAL2"
"7020","NBN"
"7021","NBPF10"
"7022","NBPF11"
"7023","NBPF12"
"7024","NBPF15"
"7025","NBPF20"
"7026","NBPF26"
"7027","NBPF3"
"7028","NBR1"
"7029","NCALD"
"7030","NCAM1"
"7031","NCAM2"
"7032","NCAPD2"
"7033","NCAPD3"
"7034","NCAPG"
"7035","NCAPG2"
"7036","NCAPH"
"7037","NCAPH2"
"7038","NCBP1"
"7039","NCBP2"
"7040","NCBP2AS2"
"7041","NCBP3"
"7042","NCDN"
"7043","NCEH1"
"7044","NCF1"
"7045","NCK1"
"7046","NCK2"
"7047","NCKAP1"
"7048","NCKAP1L"
"7049","NCKAP5"
"7050","NCKAP5L"
"7051","NCKIPSD"
"7052","NCL"
"7053","NCLN"
"7054","NCOA1"
"7055","NCOA2"
"7056","NCOA3"
"7057","NCOA4"
"7058","NCOA5"
"7059","NCOA6"
"7060","NCOA7"
"7061","NCOR1"
"7062","NCOR2"
"7063","NCR3LG1"
"7064","NCS1"
"7065","NCSTN"
"7066","NDC1"
"7067","NDC80"
"7068","NDE1"
"7069","NDEL1"
"7070","NDFIP1"
"7071","NDFIP2"
"7072","NDN"
"7073","NDNF"
"7074","NDOR1"
"7075","NDRG1"
"7076","NDRG2"
"7077","NDRG3"
"7078","NDRG4"
"7079","NDST1"
"7080","NDST3"
"7081","NDUFA1"
"7082","NDUFA10"
"7083","NDUFA11"
"7084","NDUFA12"
"7085","NDUFA13"
"7086","NDUFA2"
"7087","NDUFA3"
"7088","NDUFA4"
"7089","NDUFA4L2"
"7090","NDUFA5"
"7091","NDUFA6"
"7092","NDUFA7"
"7093","NDUFA8"
"7094","NDUFA9"
"7095","NDUFAB1"
"7096","NDUFAF1"
"7097","NDUFAF2"
"7098","NDUFAF3"
"7099","NDUFAF4"
"7100","NDUFAF5"
"7101","NDUFAF6"
"7102","NDUFAF7"
"7103","NDUFAF8"
"7104","NDUFB1"
"7105","NDUFB10"
"7106","NDUFB11"
"7107","NDUFB2"
"7108","NDUFB3"
"7109","NDUFB4"
"7110","NDUFB5"
"7111","NDUFB6"
"7112","NDUFB7"
"7113","NDUFB8"
"7114","NDUFB9"
"7115","NDUFC1"
"7116","NDUFC2"
"7117","NDUFC2-KCTD14"
"7118","NDUFS1"
"7119","NDUFS2"
"7120","NDUFS3"
"7121","NDUFS4"
"7122","NDUFS5"
"7123","NDUFS6"
"7124","NDUFS7"
"7125","NDUFS8"
"7126","NDUFV1"
"7127","NDUFV2"
"7128","NDUFV3"
"7129","NEB"
"7130","NEBL"
"7131","NECAB1"
"7132","NECAB3"
"7133","NECAP1"
"7134","NECAP2"
"7135","NECTIN1"
"7136","NECTIN2"
"7137","NECTIN3"
"7138","NEDD1"
"7139","NEDD4"
"7140","NEDD4L"
"7141","NEDD8"
"7142","NEDD8-MDP1"
"7143","NEDD9"
"7144","NEGR1"
"7145","NEIL1"
"7146","NEIL2"
"7147","NEIL3"
"7148","NEK1"
"7149","NEK10"
"7150","NEK11"
"7151","NEK2"
"7152","NEK3"
"7153","NEK4"
"7154","NEK5"
"7155","NEK6"
"7156","NEK7"
"7157","NEK8"
"7158","NEK9"
"7159","NELFA"
"7160","NELFB"
"7161","NELFCD"
"7162","NELFE"
"7163","NELL2"
"7164","NEMF"
"7165","NEMP1"
"7166","NEMP2"
"7167","NENF"
"7168","NEO1"
"7169","NEPRO"
"7170","NES"
"7171","NET1"
"7172","NETO2"
"7173","NEU1"
"7174","NEU3"
"7175","NEURL1"
"7176","NEURL2"
"7177","NEURL3"
"7178","NEURL4"
"7179","NEUROD2"
"7180","NEXN"
"7181","NF1"
"7182","NF2"
"7183","NFAT5"
"7184","NFATC1"
"7185","NFATC2"
"7186","NFATC2IP"
"7187","NFATC3"
"7188","NFATC4"
"7189","NFE2"
"7190","NFE2L1"
"7191","NFE2L2"
"7192","NFE2L3"
"7193","NFE4"
"7194","NFIA"
"7195","NFIB"
"7196","NFIC"
"7197","NFIL3"
"7198","NFIX"
"7199","NFKB1"
"7200","NFKB2"
"7201","NFKBIA"
"7202","NFKBIB"
"7203","NFKBID"
"7204","NFKBIE"
"7205","NFKBIL1"
"7206","NFKBIZ"
"7207","NFRKB"
"7208","NFS1"
"7209","NFU1"
"7210","NFX1"
"7211","NFXL1"
"7212","NFYA"
"7213","NFYB"
"7214","NFYC"
"7215","NGDN"
"7216","NGEF"
"7217","NGFR"
"7218","NGLY1"
"7219","NGRN"
"7220","NHEJ1"
"7221","NHLRC1"
"7222","NHLRC2"
"7223","NHLRC3"
"7224","NHLRC4"
"7225","NHP2"
"7226","NHS"
"7227","NHSL1"
"7228","NIBAN1"
"7229","NIBAN2"
"7230","NIBAN3"
"7231","NICN1"
"7232","NID1"
"7233","NID2"
"7234","NIF3L1"
"7235","NIFK"
"7236","NIM1K"
"7237","NIN"
"7238","NINJ1"
"7239","NINJ2"
"7240","NINL"
"7241","NIP7"
"7242","NIPA1"
"7243","NIPA2"
"7244","NIPAL1"
"7245","NIPAL2"
"7246","NIPAL3"
"7247","NIPBL"
"7248","NIPSNAP1"
"7249","NIPSNAP2"
"7250","NIPSNAP3A"
"7251","NIPSNAP3B"
"7252","NISCH"
"7253","NIT1"
"7254","NIT2"
"7255","NKAIN4"
"7256","NKAP"
"7257","NKAPD1"
"7258","NKD2"
"7259","NKIRAS1"
"7260","NKIRAS2"
"7261","NKRF"
"7262","NKTR"
"7263","NKX2-2"
"7264","NKX3-1"
"7265","NKX3-2"
"7266","NLE1"
"7267","NLGN1"
"7268","NLGN2"
"7269","NLK"
"7270","NLN"
"7271","NLRC5"
"7272","NLRP1"
"7273","NLRP12"
"7274","NLRP2"
"7275","NLRX1"
"7276","NMB"
"7277","NMD3"
"7278","NME1"
"7279","NME1-NME2"
"7280","NME2"
"7281","NME3"
"7282","NME4"
"7283","NME5"
"7284","NME6"
"7285","NME7"
"7286","NME9"
"7287","NMI"
"7288","NMNAT1"
"7289","NMNAT3"
"7290","NMRAL1"
"7291","NMRK1"
"7292","NMT1"
"7293","NMT2"
"7294","NNAT"
"7295","NNMT"
"7296","NNT"
"7297","NOA1"
"7298","NOB1"
"7299","NOC2L"
"7300","NOC3L"
"7301","NOC4L"
"7302","NOCT"
"7303","NOD1"
"7304","NOL10"
"7305","NOL11"
"7306","NOL12"
"7307","NOL3"
"7308","NOL4L"
"7309","NOL6"
"7310","NOL7"
"7311","NOL8"
"7312","NOL9"
"7313","NOLC1"
"7314","NOM1"
"7315","NOMO1"
"7316","NOMO2"
"7317","NOMO3"
"7318","NONO"
"7319","NOP10"
"7320","NOP14"
"7321","NOP16"
"7322","NOP2"
"7323","NOP53"
"7324","NOP56"
"7325","NOP58"
"7326","NOP9"
"7327","NOS1AP"
"7328","NOS3"
"7329","NOSIP"
"7330","NOSTRIN"
"7331","NOTCH1"
"7332","NOTCH2"
"7333","NOTCH3"
"7334","NOTCH4"
"7335","NOVA1"
"7336","NOVA2"
"7337","NOX5"
"7338","NOXA1"
"7339","NOXRED1"
"7340","NPAS1"
"7341","NPAS2"
"7342","NPAS3"
"7343","NPAT"
"7344","NPC1"
"7345","NPC2"
"7346","NPDC1"
"7347","NPEPL1"
"7348","NPEPPS"
"7349","NPHP1"
"7350","NPHP3"
"7351","NPHP4"
"7352","NPIPA2"
"7353","NPIPA3"
"7354","NPIPA8"
"7355","NPIPB13"
"7356","NPIPB15"
"7357","NPIPB3"
"7358","NPIPB4"
"7359","NPIPB5"
"7360","NPIPB9"
"7361","NPL"
"7362","NPLOC4"
"7363","NPM1"
"7364","NPM3"
"7365","NPPA"
"7366","NPPB"
"7367","NPR2"
"7368","NPRL2"
"7369","NPRL3"
"7370","NPTN"
"7371","NPTXR"
"7372","NPW"
"7373","NQO1"
"7374","NQO2"
"7375","NR0B1"
"7376","NR1D1"
"7377","NR1D2"
"7378","NR1H2"
"7379","NR1H3"
"7380","NR1I3"
"7381","NR2C1"
"7382","NR2C2"
"7383","NR2C2AP"
"7384","NR2F1"
"7385","NR2F2"
"7386","NR2F6"
"7387","NR3C1"
"7388","NR3C2"
"7389","NR4A1"
"7390","NR4A2"
"7391","NR4A3"
"7392","NR5A2"
"7393","NR6A1"
"7394","NRAS"
"7395","NRBF2"
"7396","NRBP1"
"7397","NRBP2"
"7398","NRCAM"
"7399","NRDC"
"7400","NRDE2"
"7401","NREP"
"7402","NRF1"
"7403","NRG1"
"7404","NRG2"
"7405","NRG3"
"7406","NRG4"
"7407","NRGN"
"7408","NRIP1"
"7409","NRIP2"
"7410","NRIP3"
"7411","NRL"
"7412","NRM"
"7413","NRN1"
"7414","NRP1"
"7415","NRP2"
"7416","NRROS"
"7417","NRSN2"
"7418","NRTN"
"7419","NRXN3"
"7420","NSA2"
"7421","NSD1"
"7422","NSD2"
"7423","NSD3"
"7424","NSDHL"
"7425","NSF"
"7426","NSFL1C"
"7427","NSG1"
"7428","NSL1"
"7429","NSMAF"
"7430","NSMCE1"
"7431","NSMCE2"
"7432","NSMCE3"
"7433","NSMCE4A"
"7434","NSMF"
"7435","NSRP1"
"7436","NSUN2"
"7437","NSUN3"
"7438","NSUN4"
"7439","NSUN5"
"7440","NSUN6"
"7441","NT5C"
"7442","NT5C1B"
"7443","NT5C2"
"7444","NT5C3A"
"7445","NT5C3B"
"7446","NT5DC1"
"7447","NT5DC2"
"7448","NT5DC3"
"7449","NT5DC4"
"7450","NT5E"
"7451","NT5M"
"7452","NTAN1"
"7453","NTHL1"
"7454","NTM"
"7455","NTMT1"
"7456","NTN4"
"7457","NTNG1"
"7458","NTNG2"
"7459","NTPCR"
"7460","NTRK3"
"7461","NUAK1"
"7462","NUAK2"
"7463","NUB1"
"7464","NUBP1"
"7465","NUBP2"
"7466","NUBPL"
"7467","NUCB1"
"7468","NUCB2"
"7469","NUCKS1"
"7470","NUDC"
"7471","NUDCD1"
"7472","NUDCD2"
"7473","NUDCD3"
"7474","NUDT1"
"7475","NUDT12"
"7476","NUDT13"
"7477","NUDT14"
"7478","NUDT15"
"7479","NUDT16"
"7480","NUDT16L1"
"7481","NUDT17"
"7482","NUDT18"
"7483","NUDT19"
"7484","NUDT2"
"7485","NUDT21"
"7486","NUDT22"
"7487","NUDT3"
"7488","NUDT4B"
"7489","NUDT5"
"7490","NUDT6"
"7491","NUDT7"
"7492","NUDT8"
"7493","NUDT9"
"7494","NUF2"
"7495","NUFIP1"
"7496","NUFIP2"
"7497","NUMA1"
"7498","NUMB"
"7499","NUMBL"
"7500","NUP107"
"7501","NUP133"
"7502","NUP153"
"7503","NUP155"
"7504","NUP160"
"7505","NUP188"
"7506","NUP205"
"7507","NUP214"
"7508","NUP35"
"7509","NUP37"
"7510","NUP42"
"7511","NUP43"
"7512","NUP50"
"7513","NUP54"
"7514","NUP58"
"7515","NUP62"
"7516","NUP85"
"7517","NUP88"
"7518","NUP93"
"7519","NUP98"
"7520","NUPR1"
"7521","NUS1"
"7522","NUSAP1"
"7523","NUTF2"
"7524","NUTM2A"
"7525","NUTM2B"
"7526","NUTM2D"
"7527","NUTM2E"
"7528","NUTM2G"
"7529","NVL"
"7530","NXF1"
"7531","NXN"
"7532","NXNL2"
"7533","NXPE3"
"7534","NXPH4"
"7535","NXT1"
"7536","NXT2"
"7537","NYAP1"
"7538","OAF"
"7539","OARD1"
"7540","OAS1"
"7541","OAS2"
"7542","OAS3"
"7543","OASL"
"7544","OAT"
"7545","OAZ1"
"7546","OAZ2"
"7547","OAZ3"
"7548","OBSCN"
"7549","OBSL1"
"7550","OCA2"
"7551","OCEL1"
"7552","OCIAD1"
"7553","OCLM"
"7554","OCLN"
"7555","OCRL"
"7556","ODAPH"
"7557","ODC1"
"7558","ODF2"
"7559","ODF2L"
"7560","ODF3B"
"7561","ODF3L1"
"7562","ODR4"
"7563","OFD1"
"7564","OGA"
"7565","OGDH"
"7566","OGFOD1"
"7567","OGFOD2"
"7568","OGFOD3"
"7569","OGFR"
"7570","OGFRL1"
"7571","OGG1"
"7572","OGT"
"7573","OIP5"
"7574","OLA1"
"7575","OLAH"
"7576","OLFM2"
"7577","OLFML2A"
"7578","OLFML2B"
"7579","OLFML3"
"7580","OLR1"
"7581","OMA1"
"7582","OMG"
"7583","OMP"
"7584","ONECUT2"
"7585","OPA1"
"7586","OPA3"
"7587","OPHN1"
"7588","OPN1SW"
"7589","OPN3"
"7590","OPRD1"
"7591","OPRL1"
"7592","OPTN"
"7593","OR10A3"
"7594","OR10G3"
"7595","OR10H1"
"7596","OR10K1"
"7597","OR14J1"
"7598","OR1A1"
"7599","OR1I1"
"7600","OR2A1"
"7601","OR2A42"
"7602","OR2A5"
"7603","OR2AP1"
"7604","OR2AT4"
"7605","OR2B11"
"7606","OR2F1"
"7607","OR2G6"
"7608","OR2L2"
"7609","OR2M3"
"7610","OR2T12"
"7611","OR4D9"
"7612","OR4F17"
"7613","OR51B5"
"7614","OR52A1"
"7615","OR52K1"
"7616","OR56A4"
"7617","OR5AS1"
"7618","OR6C75"
"7619","OR6Y1"
"7620","OR7D2"
"7621","OR7G2"
"7622","ORAI1"
"7623","ORAI2"
"7624","ORAI3"
"7625","ORC1"
"7626","ORC2"
"7627","ORC3"
"7628","ORC4"
"7629","ORC5"
"7630","ORC6"
"7631","ORMDL1"
"7632","ORMDL2"
"7633","ORMDL3"
"7634","OS9"
"7635","OSBP"
"7636","OSBP2"
"7637","OSBPL10"
"7638","OSBPL11"
"7639","OSBPL1A"
"7640","OSBPL2"
"7641","OSBPL3"
"7642","OSBPL5"
"7643","OSBPL6"
"7644","OSBPL7"
"7645","OSBPL8"
"7646","OSBPL9"
"7647","OSCP1"
"7648","OSER1"
"7649","OSGEP"
"7650","OSGEPL1"
"7651","OSGIN1"
"7652","OSGIN2"
"7653","OSMR"
"7654","OSR2"
"7655","OST4"
"7656","OSTC"
"7657","OSTF1"
"7658","OSTM1"
"7659","OTOGL"
"7660","OTUB1"
"7661","OTUB2"
"7662","OTUD1"
"7663","OTUD3"
"7664","OTUD4"
"7665","OTUD5"
"7666","OTUD6B"
"7667","OTUD7B"
"7668","OTULIN"
"7669","OTX1"
"7670","OVCA2"
"7671","OVGP1"
"7672","OXA1L"
"7673","OXCT1"
"7674","OXCT2"
"7675","OXLD1"
"7676","OXNAD1"
"7677","OXR1"
"7678","OXSM"
"7679","OXSR1"
"7680","OXTR"
"7681","P2RX4"
"7682","P2RX5"
"7683","P2RX6"
"7684","P2RX7"
"7685","P2RY1"
"7686","P2RY11"
"7687","P2RY12"
"7688","P3H1"
"7689","P3H2"
"7690","P3H3"
"7691","P3H4"
"7692","P4HA1"
"7693","P4HA2"
"7694","P4HA3"
"7695","P4HB"
"7696","P4HTM"
"7697","PA2G4"
"7698","PAAF1"
"7699","PABPC1"
"7700","PABPC1L"
"7701","PABPC4"
"7702","PABPC5"
"7703","PABPN1"
"7704","PACRG"
"7705","PACRGL"
"7706","PACS1"
"7707","PACS2"
"7708","PACSIN2"
"7709","PACSIN3"
"7710","PAEP"
"7711","PAF1"
"7712","PAFAH1B1"
"7713","PAFAH1B2"
"7714","PAFAH1B3"
"7715","PAFAH2"
"7716","PAG1"
"7717","PAGR1"
"7718","PAICS"
"7719","PAIP1"
"7720","PAIP2"
"7721","PAIP2B"
"7722","PAK1"
"7723","PAK1IP1"
"7724","PAK2"
"7725","PAK4"
"7726","PALB2"
"7727","PALLD"
"7728","PALM"
"7729","PALM2"
"7730","PALM2-AKAP2"
"7731","PAM"
"7732","PAM16"
"7733","PAN2"
"7734","PAN3"
"7735","PANK1"
"7736","PANK2"
"7737","PANK3"
"7738","PANK4"
"7739","PANO1"
"7740","PANX1"
"7741","PANX2"
"7742","PAOX"
"7743","PAPLN"
"7744","PAPOLA"
"7745","PAPOLG"
"7746","PAPPA"
"7747","PAPSS1"
"7748","PAPSS2"
"7749","PAQR3"
"7750","PAQR4"
"7751","PAQR5"
"7752","PAQR6"
"7753","PAQR7"
"7754","PAQR8"
"7755","PARD3"
"7756","PARD3B"
"7757","PARD6A"
"7758","PARD6B"
"7759","PARD6G"
"7760","PARG"
"7761","PARK7"
"7762","PARL"
"7763","PARN"
"7764","PARP1"
"7765","PARP10"
"7766","PARP11"
"7767","PARP12"
"7768","PARP14"
"7769","PARP15"
"7770","PARP16"
"7771","PARP2"
"7772","PARP3"
"7773","PARP4"
"7774","PARP6"
"7775","PARP8"
"7776","PARP9"
"7777","PARPBP"
"7778","PARS2"
"7779","PARVA"
"7780","PARVB"
"7781","PASK"
"7782","PATE2"
"7783","PATJ"
"7784","PATL1"
"7785","PATL2"
"7786","PATZ1"
"7787","PAWR"
"7788","PAX3"
"7789","PAX6"
"7790","PAX8"
"7791","PAX9"
"7792","PAXBP1"
"7793","PAXIP1"
"7794","PAXX"
"7795","PBDC1"
"7796","PBK"
"7797","PBLD"
"7798","PBRM1"
"7799","PBX1"
"7800","PBX2"
"7801","PBX3"
"7802","PBX4"
"7803","PBXIP1"
"7804","PC"
"7805","PCBD1"
"7806","PCBD2"
"7807","PCBP1"
"7808","PCBP2"
"7809","PCBP4"
"7810","PCCA"
"7811","PCCB"
"7812","PCDH1"
"7813","PCDH10"
"7814","PCDH12"
"7815","PCDH17"
"7816","PCDH18"
"7817","PCDH7"
"7818","PCDH9"
"7819","PCDHA4"
"7820","PCDHB10"
"7821","PCDHB11"
"7822","PCDHB12"
"7823","PCDHB13"
"7824","PCDHB14"
"7825","PCDHB15"
"7826","PCDHB16"
"7827","PCDHB2"
"7828","PCDHB4"
"7829","PCDHB5"
"7830","PCDHB6"
"7831","PCDHB7"
"7832","PCDHB8"
"7833","PCDHB9"
"7834","PCDHGA11"
"7835","PCDHGA4"
"7836","PCDHGA5"
"7837","PCDHGA6"
"7838","PCDHGB1"
"7839","PCDHGB2"
"7840","PCDHGB3"
"7841","PCDHGB7"
"7842","PCDHGC3"
"7843","PCDHGC4"
"7844","PCED1A"
"7845","PCED1B"
"7846","PCF11"
"7847","PCGF1"
"7848","PCGF2"
"7849","PCGF3"
"7850","PCGF5"
"7851","PCGF6"
"7852","PCID2"
"7853","PCIF1"
"7854","PCK2"
"7855","PCLAF"
"7856","PCM1"
"7857","PCMT1"
"7858","PCMTD1"
"7859","PCMTD2"
"7860","PCNA"
"7861","PCNP"
"7862","PCNT"
"7863","PCNX1"
"7864","PCNX2"
"7865","PCNX3"
"7866","PCNX4"
"7867","PCOLCE"
"7868","PCOLCE2"
"7869","PCP2"
"7870","PCSK2"
"7871","PCSK4"
"7872","PCSK5"
"7873","PCSK6"
"7874","PCSK7"
"7875","PCTP"
"7876","PCYOX1"
"7877","PCYOX1L"
"7878","PCYT1A"
"7879","PCYT1B"
"7880","PCYT2"
"7881","PDAP1"
"7882","PDCD10"
"7883","PDCD11"
"7884","PDCD1LG2"
"7885","PDCD2"
"7886","PDCD2L"
"7887","PDCD4"
"7888","PDCD5"
"7889","PDCD6"
"7890","PDCD6IP"
"7891","PDCD7"
"7892","PDCL"
"7893","PDCL3"
"7894","PDE10A"
"7895","PDE12"
"7896","PDE1B"
"7897","PDE1C"
"7898","PDE2A"
"7899","PDE3B"
"7900","PDE4A"
"7901","PDE4B"
"7902","PDE4D"
"7903","PDE5A"
"7904","PDE6B"
"7905","PDE6D"
"7906","PDE6G"
"7907","PDE7A"
"7908","PDE7B"
"7909","PDE8A"
"7910","PDE9A"
"7911","PDF"
"7912","PDGFA"
"7913","PDGFB"
"7914","PDGFC"
"7915","PDGFD"
"7916","PDGFRA"
"7917","PDGFRB"
"7918","PDGFRL"
"7919","PDHA1"
"7920","PDHB"
"7921","PDHX"
"7922","PDIA3"
"7923","PDIA4"
"7924","PDIA5"
"7925","PDIA6"
"7926","PDIK1L"
"7927","PDK1"
"7928","PDK2"
"7929","PDK3"
"7930","PDK4"
"7931","PDLIM1"
"7932","PDLIM2"
"7933","PDLIM3"
"7934","PDLIM5"
"7935","PDLIM7"
"7936","PDP1"
"7937","PDP2"
"7938","PDPK1"
"7939","PDPR"
"7940","PDRG1"
"7941","PDS5A"
"7942","PDS5B"
"7943","PDSS1"
"7944","PDSS2"
"7945","PDXP"
"7946","PDZD11"
"7947","PDZD2"
"7948","PDZD4"
"7949","PDZD7"
"7950","PDZD8"
"7951","PDZK1"
"7952","PDZRN3"
"7953","PEA15"
"7954","PEAK1"
"7955","PEBP1"
"7956","PECAM1"
"7957","PECR"
"7958","PEF1"
"7959","PELI1"
"7960","PELI2"
"7961","PELI3"
"7962","PELO"
"7963","PELP1"
"7964","PEMT"
"7965","PEPD"
"7966","PER1"
"7967","PER2"
"7968","PER3"
"7969","PERM1"
"7970","PERP"
"7971","PES1"
"7972","PET100"
"7973","PET117"
"7974","PEX1"
"7975","PEX10"
"7976","PEX11A"
"7977","PEX11B"
"7978","PEX11G"
"7979","PEX12"
"7980","PEX13"
"7981","PEX14"
"7982","PEX19"
"7983","PEX2"
"7984","PEX26"
"7985","PEX3"
"7986","PEX5"
"7987","PEX5L"
"7988","PEX6"
"7989","PEX7"
"7990","PFAS"
"7991","PFDN1"
"7992","PFDN2"
"7993","PFDN4"
"7994","PFDN5"
"7995","PFDN6"
"7996","PFKFB2"
"7997","PFKFB3"
"7998","PFKFB4"
"7999","PFKL"
"8000","PFKM"
"8001","PFKP"
"8002","PFN1"
"8003","PFN2"
"8004","PFN4"
"8005","PGAM1"
"8006","PGAM5"
"8007","PGAP1"
"8008","PGAP2"
"8009","PGAP3"
"8010","PGBD1"
"8011","PGBD2"
"8012","PGBD4"
"8013","PGD"
"8014","PGF"
"8015","PGGHG"
"8016","PGGT1B"
"8017","PGK1"
"8018","PGLS"
"8019","PGM1"
"8020","PGM2"
"8021","PGM2L1"
"8022","PGM3"
"8023","PGM5"
"8024","PGP"
"8025","PGPEP1"
"8026","PGRMC1"
"8027","PGRMC2"
"8028","PGS1"
"8029","PHACTR1"
"8030","PHACTR2"
"8031","PHACTR3"
"8032","PHACTR4"
"8033","PHAX"
"8034","PHB"
"8035","PHB2"
"8036","PHC1"
"8037","PHC2"
"8038","PHC3"
"8039","PHETA1"
"8040","PHETA2"
"8041","PHF1"
"8042","PHF10"
"8043","PHF11"
"8044","PHF12"
"8045","PHF13"
"8046","PHF14"
"8047","PHF19"
"8048","PHF2"
"8049","PHF20"
"8050","PHF20L1"
"8051","PHF21A"
"8052","PHF23"
"8053","PHF24"
"8054","PHF3"
"8055","PHF5A"
"8056","PHF6"
"8057","PHF7"
"8058","PHF8"
"8059","PHGDH"
"8060","PHIP"
"8061","PHKA1"
"8062","PHKA2"
"8063","PHKB"
"8064","PHKG1"
"8065","PHKG2"
"8066","PHLDA1"
"8067","PHLDA2"
"8068","PHLDA3"
"8069","PHLDB1"
"8070","PHLDB2"
"8071","PHLDB3"
"8072","PHLPP1"
"8073","PHLPP2"
"8074","PHOSPHO2"
"8075","PHPT1"
"8076","PHRF1"
"8077","PHTF1"
"8078","PHTF2"
"8079","PHYH"
"8080","PHYHD1"
"8081","PHYHIP"
"8082","PHYKPL"
"8083","PI15"
"8084","PI4K2A"
"8085","PI4KA"
"8086","PI4KB"
"8087","PIAS1"
"8088","PIAS2"
"8089","PIAS3"
"8090","PIAS4"
"8091","PIBF1"
"8092","PICALM"
"8093","PICK1"
"8094","PID1"
"8095","PIDD1"
"8096","PIEZO1"
"8097","PIEZO2"
"8098","PIF1"
"8099","PIGA"
"8100","PIGB"
"8101","PIGBOS1"
"8102","PIGC"
"8103","PIGF"
"8104","PIGG"
"8105","PIGH"
"8106","PIGK"
"8107","PIGL"
"8108","PIGM"
"8109","PIGN"
"8110","PIGO"
"8111","PIGP"
"8112","PIGQ"
"8113","PIGS"
"8114","PIGT"
"8115","PIGU"
"8116","PIGV"
"8117","PIGW"
"8118","PIGX"
"8119","PIGY"
"8120","PIGZ"
"8121","PIH1D1"
"8122","PIH1D2"
"8123","PIK3C2A"
"8124","PIK3C2B"
"8125","PIK3C3"
"8126","PIK3CA"
"8127","PIK3CB"
"8128","PIK3CD"
"8129","PIK3IP1"
"8130","PIK3R1"
"8131","PIK3R2"
"8132","PIK3R3"
"8133","PIK3R4"
"8134","PIKFYVE"
"8135","PILRB"
"8136","PIM1"
"8137","PIM2"
"8138","PIM3"
"8139","PIMREG"
"8140","PIN1"
"8141","PIN4"
"8142","PINK1"
"8143","PINLYP"
"8144","PINX1"
"8145","PIP4K2A"
"8146","PIP4K2B"
"8147","PIP4K2C"
"8148","PIP4P1"
"8149","PIP4P2"
"8150","PIP5K1A"
"8151","PIP5K1C"
"8152","PIP5KL1"
"8153","PIPOX"
"8154","PIR"
"8155","PISD"
"8156","PITHD1"
"8157","PITPNA"
"8158","PITPNB"
"8159","PITPNC1"
"8160","PITPNM1"
"8161","PITPNM2"
"8162","PITRM1"
"8163","PITX2"
"8164","PIWIL4"
"8165","PJA1"
"8166","PJA2"
"8167","PJVK"
"8168","PKD1"
"8169","PKD1L1"
"8170","PKD2"
"8171","PKD2L2"
"8172","PKDCC"
"8173","PKIA"
"8174","PKIB"
"8175","PKIG"
"8176","PKM"
"8177","PKMYT1"
"8178","PKN1"
"8179","PKN2"
"8180","PKN3"
"8181","PKNOX1"
"8182","PKNOX2"
"8183","PKP3"
"8184","PKP4"
"8185","PLA1A"
"8186","PLA2G12A"
"8187","PLA2G15"
"8188","PLA2G4A"
"8189","PLA2G4B"
"8190","PLA2G4C"
"8191","PLA2G6"
"8192","PLAA"
"8193","PLAAT3"
"8194","PLAAT4"
"8195","PLAC1"
"8196","PLAC8"
"8197","PLAC8L1"
"8198","PLAC9"
"8199","PLAG1"
"8200","PLAGL1"
"8201","PLAGL2"
"8202","PLAT"
"8203","PLAUR"
"8204","PLB1"
"8205","PLBD1"
"8206","PLBD2"
"8207","PLCB1"
"8208","PLCB2"
"8209","PLCB3"
"8210","PLCB4"
"8211","PLCD1"
"8212","PLCD3"
"8213","PLCD4"
"8214","PLCE1"
"8215","PLCG1"
"8216","PLCG2"
"8217","PLCH1"
"8218","PLCL1"
"8219","PLCXD1"
"8220","PLCXD2"
"8221","PLD1"
"8222","PLD2"
"8223","PLD3"
"8224","PLD4"
"8225","PLD6"
"8226","PLEC"
"8227","PLEK2"
"8228","PLEKHA1"
"8229","PLEKHA2"
"8230","PLEKHA3"
"8231","PLEKHA4"
"8232","PLEKHA5"
"8233","PLEKHA7"
"8234","PLEKHA8"
"8235","PLEKHB1"
"8236","PLEKHB2"
"8237","PLEKHF1"
"8238","PLEKHF2"
"8239","PLEKHG1"
"8240","PLEKHG2"
"8241","PLEKHG3"
"8242","PLEKHG4"
"8243","PLEKHG5"
"8244","PLEKHH1"
"8245","PLEKHH2"
"8246","PLEKHH3"
"8247","PLEKHJ1"
"8248","PLEKHM1"
"8249","PLEKHM2"
"8250","PLEKHM3"
"8251","PLEKHN1"
"8252","PLEKHO1"
"8253","PLEKHO2"
"8254","PLEKHS1"
"8255","PLG"
"8256","PLGLB1"
"8257","PLGLB2"
"8258","PLGRKT"
"8259","PLIN2"
"8260","PLIN3"
"8261","PLIN5"
"8262","PLK1"
"8263","PLK2"
"8264","PLK3"
"8265","PLK4"
"8266","PLLP"
"8267","PLOD1"
"8268","PLOD2"
"8269","PLOD3"
"8270","PLP1"
"8271","PLP2"
"8272","PLPBP"
"8273","PLPP1"
"8274","PLPP2"
"8275","PLPP3"
