AP006222.2
FBXO36
CAB39
NPPC
DIS3L2
SPP2
AC097713.5
ARL4C
AGAP1
UBE2F
ESPNL
AC093802.1
THUMPD3
MTMR14
CRELD1
RP11-438J1.1
ATG7
FGD5P1
CAPN7
AC107622.1
ZCWPW2
CMTM8
AC104306.1
ZNF35
LARS2
SMARCC1
IP6K2
WDR6
NICN1
RBM6
LSMEM2
HYAL1
GRM2
RP11-229A12.2
RPP14
RP11-359I18.1
MAGI1
RP11-81N13.1
RYBP
RP11-654C22.2
FTH1P23
PDZRN3
RP11-314M24.1
RP11-359D24.1
TMEM30C
H3F3AP3
CD200R1L
DRD3
TMEM39A
POPDC2
GSK3B
GPR156
ISY1-RAB43
RP11-529F4.1
ASTE1
NUDT16
RYK
RP11-200A1.1
RPL39P5
ARMC8
MRAS
ESYT3
CEP70
NMNAT3
RP11-340E6.1
TFDP2
PLS1
CLRN1
P2RY13
RP11-64D22.2
RP11-294L13.1
MLF1
GFM1
RP11-71H9.2
TMEM212-AS1
ZMAT3
HTR3E
C3orf65
ADIPOQ
SST
AC022498.1
AC091633.2
RP11-141C7.4
SDHAP2
MUC4
SMCO1
DLG1
PCGF3
RNF212
MAEA
FAM53A
NELFA
RP11-503N18.3
RP11-747H12.5
FAM86KP
FAM86MP
RP11-1J7.1
RP11-168E17.1
RAB28
BOD1L1
RP11-669M16.2
LAP3
MED28
DCAF16
LCORL
SLIT2
RP11-552M14.1
LGI2
SMIM20
AC024132.1
RP11-734I18.1
RP11-213G21.1
KLHL5
RP11-360F5.3
KLB
UBE2K
RP11-395F4.1
RP11-324J13.2
GNPDA2
COX7B2
FRYL
PDGFRA
RP11-463H12.2
EXOC1
POLR2B
IGFBP7
RP11-707A18.1
TMPRSS11CP
TMPRSS11A
FTLP10
TMPRSS11E
RP11-1267H10.4
CSN1S2AP
ANKRD17
RP11-542G1.1
RP11-567N4.3
SNX5P1
CCNG2
C4orf22
THAP9
CDS1
RP11-397E7.2
HERC6
HERC3
RP11-363G15.2
RP11-766F14.2
AP001816.1
PPA2
DKK2
SGMS2
RP11-269F21.1
RP11-384K6.2
PDE5A
MFSD8
SCLT1
RP11-422J15.1
MGARP
ELMOD2
UCP1
SMAD1
RP11-503L19.1
RP11-24I21.1
RP11-73G16.2
TIGD4
RP11-364P22.2
RAPGEF2
FAM218A
RP11-340B18.1
SH3RF1
RP11-440I14.3
ADAM29
VEGFC
RP11-389E17.1
RP11-162G9.1
RP11-460H9.1
LINC00290
CDKN2AIP
KLKB1
AHRR
ADAMTS16
RP11-480D4.1
TAS2R1
FAM173B
MARCH11
RP11-454P21.1
RP11-774D14.1
RP11-823P9.3
RAI14
WDR70
ANXA2R
NIM1
ITGA2
LINC01033
IL31RA
CTC-236F12.4
SETD9
RP11-231G3.1
ERBB2IP
ZNF366
CTD-2376I4.2
FCHO2
GFM2
FAM169A
HMGB1P35
ALDH7A1P1
AP3B1
ZFYVE16
CTD-2248H3.1
ACOT12
LUCAT1
C5orf27
AC008850.3
RP11-455B3.1
AC010423.1
LINC01023
CTD-2587M2.1
CTD-2089O24.1
CTC-551A13.1
WDR36
APC
AQPEP
CTB-118N6.2
DTWD2
CTC-552D5.1
PRR16
SNX2
SNX24
PRDM6
C5orf63
CTC-228N24.2
CTC-228N24.3
SLC12A2
RAPGEF6
UBE2B
RP11-215P8.4
CTC-349C3.1
CXCL14
KDM3B
AC011385.1
PAIP2
CTD-3224K15.3
PCDHA1
PCDHA2
PCDHA5
PCDHA6
PCDHA7
PCDHA9
PCDHA10
PCDHA12
PCDHAC1
AC005754.8
PCDHB16
PCDHB14
PCDHB15
PCDHGA4
PCDHGB3
PCDHGA7
DIAPH1
HDAC3
AC005592.1
CTB-73N10.1
GRXCR2
STK32A
C5orf46
SPINK9
RPL29P14
SLC6A7
GALNT10
SGCD
THG1L
AC026407.1
GABRB2
GABRA6
FBLL1
EFCAB9
RPL26L1
RP11-267A15.1
FAM153C
RP11-889L3.4
AACSP1
ZFP2
ZNF454
GRM6
RP11-798K23.4
RP11-798K23.5
CTD-2593A12.4
RP11-145H9.3
RP11-69L16.5
TXNDC5
TMEM14B
SYCP2L
RPS4XP7
RANBP9
RP11-146I2.1
RP11-560J1.2
RP4-625H18.2
CDKAL1
SOX4
CMAHP
RP3-522P13.1
RP11-457M11.5
RP11-239L20.6
RP11-209A2.1
ZNF391
RP1-153G14.4
ZNF184
ZSCAN12P1
ZSCAN9
ZKSCAN3
ZSCAN23
OR5V1
HCG4P3
TRIM40
TRIM26
HCG17
TRIM39
FLOT1
HCG22
RPL3P2
LY6G6F
C6orf10
HLA-DQA1
HLA-DPA1
ANKS1A
TCP11
SCUBE3
RP3-329A5.8
ARMC12
CLPSL2
SLC26A8
DPRXP2
MAPK14
TBC1D22B
MOCS1
RP1-278E11.3
MRPS10
PRPH2
RP11-480N24.3
SUPT3H
SLC25A27
GLYATL3
PKHD1
RP1-214M20.2
RPS16P5
KLHL31
RP11-79N23.1
HCRTR2
RP11-143A22.1
RP11-542F9.1
NPM1P37
PAICSP3
FILIP1
RP11-296E7.1
BCKDHB
RP11-250B2.5
KIAA1009
TBX18
RP11-321N4.5
HTR1E
RP1-102H19.8
BACH2
MAP3K7
RP3-463P15.1
RP1-60O19.2
AL590489.1
RP1-111B22.3
RP11-569A2.2
LINC01013
VNN1
SLC18B1
LINC00326
SLC2A12
LINC01010
RP11-557H15.4
LINC00271
RP3-406A7.5
NDUFS5P1
PEX3
UTRN
RP11-277I20.2
RP3-466P17.1
GINM1
ULBP2
SYNE1
SCAF8
CLDN20
yR211F11.2
RPS6KA2
RP11-568A7.3
MLLT4
DACT2
WDR27
RP5-894D12.5
FAM120B
AC092610.12
USP42
DAGLB
GRID2IP
AC060834.3
SNX13
AC006481.1
IL6
STK31
HOXA9
HOXA10
AC004009.3
SCRN1
RP9P
BBS9
SEPT7P3
NME8
VPS41
AC005029.1
RP11-111K18.2
C7orf25
UBE2D4
AC004985.12
AC004951.5
YKT6
ZMIZ2
AC096582.8
VWC2
RP4-718N17.2
RP11-436F9.1
LANCL2
VOPP1
FKBP9L
PSPHP1
TNRC18P3
ZNF90P3
ZNF680
ZNF117
ERV3-1
RP11-460N20.4
RP11-460N20.5
TPST1
AC008267.1
GS1-124K5.7
RP11-166O4.6
RP11-123O1.1
AC005488.1
NCF1B
TRIM50
WBSCR27
WBSCR28
NCF1C
GTF2IP1
SRCRB4D
FAM185BP
HGF
KIAA1324L
RUNDC3B
ADAM22
KRIT1
PEX1
FAM133B
HEPACAM2
CCDC132
GNGT1
ASB4
ACN9
RPS3AP26
TMEM130
AP4M1
RP11-44M6.1
RP11-44M6.3
EPHB4
CLDN15
RABL5
MYL10
ORC5
RP11-325F22.2
PRKAR2B
HBP1
DOCK4
AC003080.4
AC018464.3
PPP1R3A
AC068610.5
RP11-458K10.1
TES
AC106873.4
RP5-1049N15.2
RP11-560I19.1
SPAM1
AC005276.1
GRM8
FAM71F1
KLHDC10
MKLN1
SLC35B4
CNOT4
TRIM24
KIAA1549
RP11-365F18.1
SSBP1
TAS2R5
TRPV5
ARHGEF35
ARHGEF34P
ARHGEF5
LRRC61
GIMAP7
GALNTL5
AC008060.8
AC073133.1
RNF32
LMBR1
RP11-585F1.10
RPL23AP53
SPAG11B
ENPP7P1
MFHAS1
RP11-62H7.2
TNKS
RP1L1
RPS3AP34
RP11-252C15.1
RP11-436P7.1
LZTS1-AS1
PIWIL2
GNRH1
RP11-395I14.2
SDAD1P1
SCARA5
INTS9
HMBOX1
HSPA8P11
GTF2E2
FUT10
UNC5D
RP11-473J6.1
LETM2
ADAM32
ADAM5
IDO2
CHRNA6
FNTA
RP11-546K22.1
RP11-1112C15.1
FAM110B
RP11-16E18.3
RP11-7F18.2
RP11-281N10.1
STAU2
CASC9
IL7
TPD52
SLC10A5
RALYL
RP11-219B4.5
CA3
CNGB3
AC117834.1
GEM
KB-1517D11.2
GRHL2
KB-1254G8.1
RSPO2
TMEM74
RP11-946L20.2
TAF2
RP11-398G24.2
NSMCE2
COL22A1
AGO2
ZFP41
TMEM249
AF186192.5
AF186192.6
ZNF7
XXyac-YRM2039.2
RP11-509J21.4
CDC37L1
MTND4P14
MLANA
RP11-75C9.2
RP11-536O18.2
FOCAD
DMRTA1
RP11-20A20.2
TUSC1
CAAP1
MOB3B
ZCCHC7
ZBTB5
RP11-405L18.4
RP11-613M10.9
SLC25A51
SHB
VN2R3P
RP11-111F5.5
BMS1P10
PGM5
FAM122A
KLF9
RP11-216F5.1
RP11-383M4.6
SPATA31C2
SPIN1
SECISBP2
RP11-406A20.4
RP11-367F23.1
RP11-305L7.1
PTPDC1
RP11-2B6.3
RP11-2B6.2
RP11-435O5.7
RP11-535M15.2
ZNF322P1
TMOD1
C9orf156
NR4A3
INVS
LPPR1
MRPL50
GRIN3A
ZNF462
RP11-430K21.2
SUSD1
PTBP3
KIAA1958
RP11-576C12.1
CDC26
ZNF618
RP11-523L1.2
FBXW2
TLK1P1
STRBP
NEK6
GPR144
SCAI
ZBTB43
RALGPS1
SH2D3C
SLC25A25
RP11-339B21.8
VTI1BP4
RP11-101E3.5
TSC1
GBGT1
DNLZ
EHMT1
TUBB8
PRR26
RP11-433J20.1
RP11-318E3.4
RP11-271F18.4
SFTA1P
PROSER2
UPF2
RP11-295P9.3
CDNF
FAM171A1
RP11-406H21.2
MRC1L1
TMEM236
C10orf112
LINC00614
C10orf126
MAP3K8
RP11-8L18.3
RP11-322I2.1
ZNF33A
RSU1P2
FAM21B
GLUD1P6
GLUD1P2
MAPK8
OGDHL
PARG
RP11-564C4.6
RSU1P3
RP11-57G10.1
AC022532.1
RP11-570G20.1
SYNPO2L
AGAP5
VCL
POLR3DP1
DUSP13
C10orf11
MAT1A
CTSLP1
MINPP1
RP11-57C13.4
RP11-380G5.3
EIF2S2P3
CYP2C19
CYP2C8
ALDH18A1
NPM1P25
OPALIN
ZFYVE27
SFRP5
RP11-441O15.3
CUTC
DNMBP
CHUK
SEC31B
NDUFB8
RP11-107I14.4
C10orf76
GBF1
CNNM2
PDCD11
RP11-313D6.3
VWA2
PNLIPRP1
KIAA1598
CTA-109P11.4
EMX2
RAB11FIP2
WDR11
IKZF5
CHST15
CTBP2
C10orf137
CYP2E1
TSPAN32
NUP98
TRIM5
CCKBR
HPX
GVINP1
RP11-560B16.5
RIC3
RP11-613F22.6
RP11-428C19.5
AC103801.1
RP11-945A11.1
RP11-405K6.1
PDHX
RP11-375D13.2
HSD17B12
RP11-472I20.1
RP11-45A12.2
PRDM11
RP11-702F3.1
RP11-347H15.5
RP11-872D17.8
RP11-691N7.6
RP11-142C4.5
AP001258.4
GIF
FADS3
AP003733.1
C11orf95
NAA40
KCNK4
PYGM
NAALADL1
SPDYC
PCNXL3
SLC29A2
CTD-3074O7.11
AP003385.2
RP11-757G1.6
CTD-2313N18.8
RNF121
IL18BP
CCDC58P5
RP11-147I3.1
NEU3
TPBGL
GDPD5
FTH1P16
RP11-718B12.2
RP11-482L11.1
CCDC83
HNRNPCP8
RAB38
MTNR1B
GPR83
JRKL-AS1
WTAPP1
AP000619.5
MMP13
DYNC2H1
RP11-37O16.3
RP11-886D15.1
RP11-94P11.4
RP11-680E19.1
CWF19L2
SDHD
TEX12
TMPRSS13
SCN4B
RP11-770J1.4
HINFP
CTD-2234N14.2
RP11-676M6.1
BARX2
NFRKB
PRDM10
AP003041.2
AP002856.5
C12orf5
FGF23
SCNN1A
ACRBP
RP11-157G21.2
APOBEC1
DPPA3
NECAP1
MFAP5
RIMKLB
PZP
RP11-75L1.2
RP11-75L1.1
KLRF1
CLEC2B
KLRC2
EIF2S3L
TAS2R31
TAS2R30
RP11-392P7.1
SLCO1B7
TCEB1P31
RP11-443N24.1
RP11-612B6.2
RP11-582E3.4
STK38L
RP11-709A23.1
CCDC91
RP11-946L16.1
FAR2
TMTC1
LINC00941
RP11-551L14.6
RP11-820K3.3
ALG10
RPAP3
HDAC7
RP11-370I10.2
LMBR1L
HIGD1C
SLC11A2
RP11-416A17.6
BIN2
MAP3K12
ITGA5
DCD
CNPY2
GLS2
RBMS2
RP11-767I20.1
FAM19A2
PPM1H
GRIP1
RP11-123O10.4
RP11-123O10.3
RP11-637A17.2
MYRFL
RP11-320P7.1
TBC1D15
RP11-711C17.1
AC073569.1
RASSF9
KITLG
RP11-13A1.3
CENPCP1
CCER1
AMDHD1
RP11-117N2.2
RP11-541G9.1
RP11-397H6.1
SCYL2
SYCP3
GNPTAB
NUP37
PMCH
NT5DC3
RP11-818F20.4
NUAK1
CMKLR1
SNORA40
SSH1
MYO1H
KCTD10
RP1-74B13.2
HSPA8P14
ADAM1A
HECTD4
RP11-148B3.2
RP11-497G19.1
VSIG10
RP11-357K6.3
SIRT4
AL021546.6
SPPL3
RHOF
RP11-87C12.2
PITPNM2
LINC00507
RP11-474D1.4
RIMBP2
RP11-117L5.4
RP11-662M24.2
RP11-662M24.1
ZNF26
ZNF140
AL512652.1
LATS2
SACS-AS1
AL137059.1
FLT3
RXFP2
LINC00423
LINC00457
HSPD1P9
LINC00437
STOML3
LINC00598
FOXO1
RLIMP1
LINC00284
LINC00390
SMIM2
RP11-478K15.6
LINC01071
TSC22D1
SLC25A30-AS1
NAP1L4P3
MED4
SNRPGP14
WDFY2
NEK3
THSD1
TDRD3
LINC00348
UCHL3
CLN5
RP11-452B18.2
TET1P1
LINC01047
UGGT2
RP11-383H17.4
UBAC2
PCCA
LINC00443
PROZ
RP11-146E13.4
RP11-597A11.1
CTD-2292M16.8
TMEM55B
TMEM253
TOX4
NGDN
RP11-468E2.6
LTB4R2
SNX6
KIAA0391
RP11-111A21.1
RP11-662J14.2
FSCB
RP11-454K7.1
RP11-369C8.1
LINC00871
RP11-2G1.1
AL627171.2
AL627171.1
ABHD12B
RP11-255G12.2
FRMD6-AS2
RP11-1033H12.1
RP11-452D12.1
RP11-589M4.3
CGRRF1
GCH1
PELI2
RP11-930O11.1
RP11-624J12.1
RP11-1085N6.4
NAA30
ZBTB1
PLEKHH1
ARG2
ZFYVE26
EXD2
SLC39A9
FAM161B
VRTN
DLST
TTLL5
RP11-98L12.2
GPATCH2L
C14orf166B
NOXRED1
ISM2
SPTLC2
CTD-2341M24.1
RP11-26L16.1
RP11-322L20.1
RP11-736P16.1
CAP2P1
AL133373.1
ASB2
RP11-1070N10.5
TCL1B
RP11-404P21.8
RP11-600F24.2
CTD-3051D23.4
TMEM121
RP11-173D3.1
NIPA2
PWRN4
SNURF
SNURF
RP11-701H24.3
PWAR6
RP11-1084I9.1
GOLGA8M
CTD-2022H16.1
ULK4P3
HERC2P10
AQR
RP11-720L8.1
RASGRP1
C15orf57
NDUFAF1
PLA2G4F
TGM7
TP53BP1
PPIP5K1
STRC
PIN4P1
BLOC1S6
RP11-325E5.1
FAM227B
RP11-56B16.2
RP11-548M13.1
MNS1
RP11-358M11.3
RNF111
RP11-798K3.4
AAGAB
NOX5
RP11-253M7.3
TLE3
RPL5P3
HCN4
ANP32BP1
RP11-28H5.2
TMC3
RP11-152F13.7
RP11-752G15.9
ADAMTSL3
UBE2Q2P1
RP11-553E24.2
ISG20
LINC00928
PLIN1
RP11-697E2.4
TTLL13
RP11-697E2.9
CTD-2643K12.2
RP11-461F11.1
TTC23
LRRC28
MEF2A
CERS3
PCSK6
TARSL2
CTD-2611K5.5
IL9RP3
RGS11
AXIN1
CAPN15
RHBDL1
RP11-715J22.4
PDPK2
CLDN6
THOC6
ZNF75A
NAA60
NAA60
CORO7
GLYR1
UBN1
RP11-418I22.2
RP11-958N24.1
PDXDC1
RRN3
ABCC1
PKD1P1
AC138969.4
NPIPA7
PKD1P5
DCUN1D3
ZP2
METTL9
DCTN5
TNRC6A
SCML2P2
LCMT1
IL21R
TPRKBP2
NPIPB11
RP11-231C14.4
CTF2P
RP11-196G11.1
BCKDK
ZNF267
HERC2P5
PHKB
RP11-523L20.2
SIAH1
ADCY7
C16orf97
SLC6A2
FAM192A
CCDC102A
GPR97
RP11-481J2.2
NDRG4
SETD6
SLC38A7
CDH8
RP11-368L12.1
AC012322.1
RP11-467L24.1
RP11-256I9.2
RRAD
B3GNT9
RANBP10
SMPD3
FLJ00418
RP11-424M24.5
ZNF19
ZNF821
RP11-252E2.2
RP11-293N14.1
OSGIN1
COTL1
GSE1
JPH3
FLJ00104
PRDM7
RP11-356C4.5
SLC43A2
CHRNE
KIAA0753
FBXO39
ALOXE3
RP11-849F2.8
CTB-41I6.2
MYH2
MAGOH2
SHISA6
MAP2K4
TVP23C
TBC1D26
NCOR1
AC002553.1
RP11-138I1.3
CCDC144A
TNFRSF13B
RASD1
MIEF2
RNFT1P3
AC087393.1
DHRS7B
RP11-1109M24.16
KSR1
NLK
TNFAIP1
FAM222B
PIPOX
SSH2
EFCAB5
SLC6A4
CTD-2349P21.6
CTD-2349P21.5
CTD-2349P21.1
NF1
OMG
RAB11FIP4
LRRC37B
RP11-227G15.9
SPACA3
RP11-215E13.1
CCT6B
RP11-1094M14.11
LYZL6
CCL3
RP11-19G24.1
SYNRG
RP11-115K3.2
FBXL20
AC087491.2
CTD-2132N18.3
GHDC
PTRF
PTGES3L-AARSD1
DHX8
PYY
LSM12
FMNL1
KANSL1
LRRC37A2
SKAP1
GNGT2
PHOSPHO1
RP11-893F2.15
RP11-94C24.6
RPL7P48
TOM1L1
MRPS23
RP11-159D12.2
RNF43
GDPD1
CLTC
VMP1
CTD-2319I12.5
USP32
RP11-453A12.1
SCN4A
MILR1
CEP95
AMZ2P1
BPTF
RP11-147L13.7
RP11-84E24.2
CTD-2532D12.4
KIAA0195
TSEN54
RP11-666A8.1
RP11-806H10.4
PGS1
CYTH1
C1QTNF1
RBFOX3
RP11-1055B8.2
ASPSCR1
RP13-516M14.4
CD7
C17orf62
AC144831.1
RP11-683L23.1
RP11-720L2.4
RP11-476K15.1
RP11-838N2.5
ZBTB14
RP11-760N9.1
RAB12
RP11-973H7.5
ANKRD20A5P
RP11-268I9.3
RP11-627G18.4
RPL23AP77
RP11-403A21.1
CTD-2515C13.2
ASXL3
KIAA1328
SYT4
SETBP1
SLC14A2
DYM
C18orf32
RPL17-C18orf32
SMAD4
TNFRSF11A
RP11-453M23.1
RP11-526H11.1
RP11-41O4.1
RP11-736G13.1
HNRNPA1P11
RP11-25L3.3
SMIM21
RP11-94B19.1
RP11-17M16.1
RP11-111H3.3
RP11-176N18.2
CTD-2382H12.2
RP11-567M16.3
ADNP2
ONECUT3
JSRP1
ZNF555
ZNF556
ZNF77
CELF5
SIRT6
AC005523.3
ARRDC5
KDM4B
AC104532.2
SLC25A23
CRB3
TNFSF9
C19orf45
FCER2
CTD-2550O8.7
ZNF266
OLFM2
RDH8
S1PR2
ICAM4
ZGLP1
ATG4D
C19orf38
EPOR
RGL3
HNRNPA1P10
ZNF491
ZNF69
ZNF763
ZNF433
CTD-2006C1.10
ZNF878
ZNF442
CTD-3105H18.4
CTD-3105H18.16
CTD-3105H18.18
CTD-2192J16.22
MAN2B1
CCDC130
ZSWIM4
NANOS3
CC2D1A
IL27RA
CTD-2189E23.1
CTD-2189E23.2
CTC-548K16.1
AKAP8
PGLYRP2
CTB-187L3.1
CALR3
CPAMD8
USHBP1
IFI30
MPV17L2
ZNF14
LINC00663
CTC-559E9.4
CTC-260E6.2
CTD-2542C24.8
RPL36AP51
CTD-2561J22.2
ZNF493
RP11-420K14.1
ZNF676
ZNF209P
ZNF728
ZNF675
RPSAP58
LINC00662
CTC-459F4.7
AC007795.1
AC011524.1
CTB-32O4.2
CTC-360P9.4
SLC7A10
LSM14A
WTIP
HCST
AF038458.3
AF038458.5
CTD-3162L10.1
ZNF573
SIPA1L3
CATSPERG
SAMD4B
CTC-471F3.6
RAB4B-EGLN2
CYP2F1P
CYP2A7P1
TMEM91
BCKDHA
AC006129.2
POU2F2
AC006486.9
PSG10P
ZNF230
ZNF224
ZNF180
PVRL2
AC006126.3
QPCTL
DMPK
AC006262.5
GLTSCR1
RASIP1
PRRG2
TSKS
SYT3
CTC-518B2.10
ZNF649
CTC-471J1.9
ZNF578
ZNF808
CTD-2620I22.7
NDUFV2P1
MIR519A2
CACNG7
CACNG6
VSTM1
NLRP2
PPP1R12C
CTD-2587H24.1
TNNT1
TMEM150B
NLRP4
CTD-2621I17.6
ZNF787
SMIM17
ZIM2
USP29
ZNF264
ZNF304
ZNF772
CTD-2583A14.11
C19orf18
ZNF606
AL136531.1
TGM6
C20orf194
ATRN
ADAM33
SIGLEC1
AP5S1
ADRA1D
GPCPD1
C20orf196
RP4-764O22.1
PAK7
RP11-416N4.1
SLX4IP
RP5-1069C8.2
SPTLC3
MACROD2
OTOR
BFSP1
ZNF133
DZANK1
GCNT1P1
SEC23B
RP1-122P22.2
RIN2
AL096677.1
NAPB
ENTPD6
HAUS6P2
COX4I2
BCL2L1
DUSP15
EFCAB8
SUN5
BPIFA3
BPIFB5P
BPIFB9P
ZNF341
GGT7
RP1-309K20.6
PHF20
CTNNBL1
ACTR5
CHD6
TOX2
OSER1-AS1
C20orf62
ADA
WFDC10B
ZNF335
ZNF663P
ZNF334
RP1-148H17.1
SPATA2
RNF114
ATP9A
RP5-1022J11.2
RP5-1010E17.1
PPP4R1L
APCDD1L
RP5-907D15.3
MGC4294
STX16-NPEPL1
CABLES2
NTSR1
KCNQ2
SRMS
RGS19
OPRL1
MYT1
ANKRD20A18P
RBM11
USP25
C21orf91-OT1
AP000469.2
AP000235.3
AP000233.4
LINC00158
LINC00314
AP000265.1
AP000688.29
TTC3
DSCR9
KCNJ6
DSCR8
AP001434.2
PRDM15
UBASH3A
PDXK
LRRC3
LINC00334
LINC00316
DIP2A
SLC9B1P4
KB-7G2.8
BCL2L13
RHEBP3
USP41
BCR
AP000343.2
AP000344.3
VPREB3
GSTT2B
GSTTP2
CABIN1
UPB1
PIWIL3
CTA-407F11.6
CRYBA4
ZNRF3
LIF
OSBP2
RP3-430N8.11
EIF4ENIF1
SLC5A4
RP1-90G24.6
Z73979.1
RP4-633O19__A.1
ELFN2
CTA-228A9.3
MAFF
TMEM184B
RP3-449O17.1
KCNJ4
RP1-199H16.6
DNAL4
APOBEC3A
APOBEC3F
TNRC6B
CCDC134
Z83851.4
CTA-989H11.1
POLDIP3
PACSIN2
AL022237.3
SULT4A1
PRR5-ARHGAP8
CTA-217C2.2
TBC1D22A
RP3-522J7.6
MOV10L1
AC002055.4
SHOX
CRLF2
AKAP17A
DHRSX
ARSE
HDHD1
RP11-692P14.1
KAL1
HCCS
TLR7
TRAPPC2
OFD1
CA5B
ZRSR2
CTPS2
RAI2
CDKL5
PPEF1
CXorf23
ACOT9
RP11-86A5.1
GS1-541M1.1
IL1RAPL1
CHDC2
OTC
BCOR
RP1-30G7.2
PHF16
CXXC1P1
SSX9
WAS
PIM2
KCND1
CCDC120
LL0XNC01-7P3.1
PAGE1
RP11-22B10.3
KDM5C
RP13-188A5.1
AWAT1
RPS23P8
INGX
DMRTC1B
NAP1L6
NAP1L2
CHIC1
UPRT
MAGEE1
RP11-217H19.1
RPS6KA6
APOOL
SATL1
RP13-130D24.1
RP3-347M6.2
TMEM35
ARMCX5
RP4-769N13.2
MTND2P2
RP11-522L3.5
LL0XNC01-73E8.1
NCBP2L
RP5-964N17.1
API5P1
UBE2A
RNF113A
EEF1A1P30
RPL3P12
TENM1
RP3-384D21.2
RP11-10B2.1
