PF4
FAM63B
FHL2
RP11-708B6.2
TSPAN2
KALP
CTIF
THUMPD2
LIPH
HEXIM1
RP11-556I14.1
DAG1
PIP5K1C
CREBRF
MEGT1
CTA-360L10.1
ANO2
PDIA5
SCFD2
DAD1
AGTR1
GIT1
AL138930.2
F11R
MADD
UBE2C
TPP2
CTNS
PRDX6
UNC13B
CCDC175
PLOD2
LINC00657
FAM69B
AC073610.5
CITED2
AL132709.8
HTR2A
AC026806.2
CDKN2D
KLF9
TWSG1
GRIP1
P2RY1
NHLRC2
INSIG1
LIMA1
CYP11B1
ATP2A2
RP11-475N22.4
PYCR2
GTF3C5
FADS1
RP11-145G20.1
PRICKLE2
ITFG1
GSTO1
RTN2
CERS2
CTD-2369P2.5
RP11-162D16.2
COMMD7
RPL17P22
AXIN1
C9orf89
CTC-529P8.1
GOLGA2
SLFN14
RP11-197M22.2
LINC00211
FAM110A
SMIM12
KCNQ4
DYNLL2
TMEM140
TUBA1C
SRF
SERPINE2
RP1-69D17.4
MYZAP
PDGFA
C19orf33
CLINT1
PIGN
FAM212A
WASF3
MSMO1
RAB11FIP3
AP003068.23
MYO3B
COPZ1
TOR4A
CCR4
APLF
GABBR1
PPHLN1
FAH
RPN1
TUBA8
XPNPEP1
CAPN1
CAMTA1
C3orf52
COQ2
KIAA1468
SLC20A2
ETFA
VDAC3
LEFTY1
EXOC3L4
ALDH1A2
GSTA1
RP11-70C1.3
CDS2
ZNF431
MGAT4B
PRKAA1
PLXNB3
USP22
VPS54
NGFRAP1
NDNL2
EIF4E
CTDSP2
TMEM9
PKP2
VPS9D1
NOS1AP
GP5
SLAIN2
TOM1L2
AMPD2
MBTD1
RP11-152L20.3
PNKD
CISH
NDUFA4
PHKA2
MOB3C
KLHL42
ING5
STAC
TEX264
PIGB
ZNF33A
PSMA6
AP000487.5
HOMER2
TDRP
PPP1R12A
TAX1BP3
YWHAH
TTLL3
ISCA1
FAM63A
MRFAP1
G6PC3
CCS
NUCB1
RAB33A
CD151
CTR9
FAT4
RP11-744N12.3
CTA-445C9.15
FLI1-AS1
C12orf76
CMTM2
HABP4
F11R
GSR
R3HDM4
ZNF185
LIPC
DENND6B
RP11-879F14.2
ATL1
AC137932.6
ATE1
MKRN1
RP11-422J8.1
B3GNT2
SV2A
TM2D2
TM7SF2
FGF2
STON1
AC084018.1
MOB4
AC091814.2
AC004053.1
ABHD11
SDC4
RP11-541P9.3
BDNF
PRUNE
ABHD4
ABI2
ACTR3B
TCEA2
STX1A
MEA1
INHA
RP11-13K12.1
TRIM13
TNFAIP8L1
ZNF175
CA3
GHDC
SERPINA5
CRKL
CLDN5
ADAT2
C1orf95
SLC35B4
PCP2
ERP44
AC093673.5
TMEM50A
CA13
TNNI3
NLRX1
TNFSF4
FDXR
TCEAL4
RAB11A
CCDC28B
LCA5
PEX3
COL6A4P2
AKT2
RP11-642D21.1
RP11-439E19.1
AQP10
STXBP5-AS1
AC112721.2
TADA3
TMEM97
DYNC1I1
ST6GAL2
PCYOX1L
GIPC3
ABHD16A
TBC1D20
TRPC1
DCLRE1A
UBL4A
NPHP3
NENF
HIST1H2BC
ICAM5
C7
CXCL5
RBP1
C12orf39
LRRC8D
BAMBI
BEND2
SLC35D3
PHLDB1
SQLE
CMPK1
AC008074.3
PSMD11
NEXN-AS1
RP5-977B1.11
MTSS1L
RP11-262A12.1
FNTB
OBSL1
RNU6-299P
CACNB3
UBXN6
CD27-AS1
LZIC
RSF1
NQO2
PGRMC1
GRM3
RNF8
KCTD20
ASRGL1
ASB8
ATN1
RP11-324C10.1
DDX52
WBP5
LYPLAL1
CTC-435M10.3
RP11-168O22.1
CLEC2L
GAS8
RP11-123M6.2
SERPINH1
KLHDC3
RP11-446J8.1
MEPCE
LURAP1L
ACP6
DEPDC4
SLC22A17
RP11-264B17.5
MEG9
HGD
MAGI2-IT1
ARMC3
EMD
PRSS50
C12orf52
RP11-465I4.3
CCDC176
FAM157C
MTFR1L
SRL
ENO2
LINC00598
CCNG1
DDX41
RP11-379F4.4
SLC27A4
GSTA4
ZCCHC2
HTATIP2
GRID1
AC147651.3
FAM166B
AP001189.4
NCKIPSD
L3MBTL1
TJP1
ANKMY1
PF4V1
UNC45A
MARVELD1
BEX4
AC007036.4
RP11-486O13.2
STRN4
RN7SL574P
SENP1
AL117190.3
RNF216-IT1
SERINC3
GPATCH2L
KLHL8
RP11-839G9.1
TMEM189
COPS4
AC019221.4
TOM1L1
NDUFAF3
SCN4A
MAP7D2
WRB
NIPSNAP3A
HIST1H4H
TMEFF2
CAPN11
NDUFC1
C1orf116
AKR1CL1
HMGCR
ITFG3
HEXIM2
RADIL
B9D2
VEGFC
RP11-142C4.5
TRIP11
CAV2
WBP2
CRELD1
DPCD
AC005009.2
CGRRF1
RP11-296K13.4
GATA6
RP1-34M23.5
AP003068.18
RP11-401P9.5
SLC10A3
SCYL2
ADRA2A
GDI1
AC013460.1
LINC00853
RP11-8L18.2
LEPRE1
C3orf27
MRPL18
RYR2
CDH10
DNAJC16
RP11-465I4.2
RP11-867O8.5
POLDIP2
C1orf198
PSMD6
LY6G6E
HYI
RP11-362A9.3
TRAPPC3L
MARCH4
CTD-2267D19.2
PSMD7
TRAPPC2
ACTA2
ZNF792
DNAJB11
FAM212B
MAVS
TMEM41A
PNMA1
HSD17B3
LEPREL4
GTF2A2
SALL2
CTC-264K15.6
STRN
RAB13
UBE2Q2P1
ZSCAN29
RP11-355N15.1
PCYT2
HEY2
CDC5L
ITGB1BP2
VKORC1
RP11-445N18.7
RP11-498E2.9
RP11-501J20.5
ISOC1
AC100830.3
PDZK1IP1
NECAB3
FGFR4
LRRC47
SETP11
C15orf54
RP11-76N22.2
NAPG
RP11-477H21.2
JAGN1
AC004069.2
SLC6A4
AZGP1
RP4-756G23.5
EMC7
CCDC13
MYEOV
RP11-331K21.1
MFF
AC002366.3
RP11-479O16.1
SLC39A4
AC010084.1
TUBAL3
TTC5
RP11-672A2.6
GJA5
TIMM22
TMEM185A
RP11-395G23.3
RP5-1085F17.3
CTD-2184D3.7
ZNF778
KIAA1919
ARMCX1
RP11-751H17.1
BCL2L2
XXbac-BPG32J3.20
LINC01003
MMP1
UTP14C
SNORA7
WNT11
SNX21
RN7SL452P
FKBP1B
SWI5
LZTS2
TOE1
RP11-212D19.4
CHRNA2
RP11-713M15.2
CLDN12
FAM26E
ARHGAP29
RRN3
RNASEL
CATSPER1
GPR135
OSGEP
ASAP3
MAD2L1BP
C15orf52
ARRDC4
RP11-115D19.1
FBXL3
SLC25A15
snoU13
DNAJB2
ZNF311
MYCBPAP
HECTD3
P4HTM
TMEM17
LINC00642
CCDC19
AC114752.3
CTD-2288O8.1
SLC24A2
HMGN1P3
AL162497.1
HEPH
TMEM115
FAM3A
RSPH1
RP5-965F6.2
AKR1C7P
RP11-175O19.4
GADD45G
PPP1R3B
ZG16B
RP11-506O24.2
RP11-77K12.8
PRKG1-AS1
FUNDC1
U52111.14
TCEAL1
COMMD5
MT1A
TARS
NNT
TMEM60
SNPH
TSPAN12
ATP13A4
AC009505.2
CD46
RNF34
CHRM2
BNIPL
TEX15
CATSPER2P1
RP11-346D6.4
RP11-430B1.2
AVPR1A
RP11-321F6.1
FKBP10
RP11-466P24.6
CEP104
CPN2
ACTN1-AS1
C15orf53
PRKCDBP
SRPX2
RP11-265O12.1
ACAD8
C17orf72
MRPL13
PYY2
FAM127C
TBX10
CTD-3092A11.1
EFS
SNORD113-2
CNTN4-AS1
ZGLP1
TM4SF18
SYNM
BFSP1
RP1-86C11.7
HRC
TMEM246
CXXC4
RP11-454C18.2
RP11-421E14.2
ACSM2A
RP11-779P15.2
SLC25A35
C8orf37
SPR
RCOR2
PABPN1
GLYATL1P1
MIR567
CCDC24
RP11-247L20.4
MEIS3P2
RP3-467L1.4
LINC00565
RP11-776H12.1
CTD-2184C24.2
AL022344.7
AGAP2-AS1
ZMPSTE24
SPHAR
SLC4A2
GSTO2
GRPEL2
KB-1732A1.1
ALG10
DNM3OS
TMSB4Y
RBM44
AC005235.1
RP11-642D21.2
SUGT1P
RP11-867G23.4
GLYATL1
RP5-1112D6.4
GPR89C
RP11-473D24.1
LGI4
VIL1
AC006126.3
PCDH15
RP11-439E19.8
RP4-798P15.3
RP11-325K19.1
TIMM8A
AC005009.1
HDDC3
RP11-56F10.3
TMPRSS6
RP11-218F4.1
MRAP2
EVI5L
BBS12
NBPF20
AKR1C5P
AC007036.5
RP11-328J2.1
CCNJ
AMH
DCTN2
RP11-888D10.3
VSIG2
CTD-2184D3.6
CELSR3
AQP2
RP11-134L10.1
RP4-593C16.3
RP11-317J10.2
C17orf66
BMS1P10
MT1L
AC015987.2
RN7SL835P
ZNF81
RP11-879F14.1
INTS6-AS1
RP11-62C7.2
RP11-489D6.2
CYP17A1-AS1
TMEM47
ZNF229
RP11-553A21.3
RP11-1081L13.4
CSH2
GCNT4
RP11-227G15.8
RP11-480G7.1
TLL1
RP11-541F9.1
DDX18P1
PHACTR3
RP11-874J12.4
AC092653.5
RP11-757F18.5
ITPKA
RAB40A
LY6G5C
IL17B
FAM98A
LL0XNC01-7P3.1
CTC-508F8.1
NSDHL
RP11-778J15.1
GCNT1P3
SOS1-IT1
LINC00087
RP3-523C21.2
RP11-505C13.1
UPK1A-AS1
FMO1
AC112721.1
RP11-579D7.2
RP1-125I3.2
C6orf136
FNDC4
ANKRD45
AC003002.6
RP1-69D17.3
RP11-320G24.1
CRIPT
SMPD4P1
SLC22A3
RP11-1012A1.4
UQCR11
RP11-466P24.2
HSPA12A
RP11-99A1.2
AC074212.5
