GRP
GANAB
INPPL1
DCAF7
ARHGAP11B
SP100
ATP6V0E2
NPY1R
WWTR1
NETO2
FAM129B
S1PR1
CNTN6
CUEDC1
FAU
TAPT1
UFL1
PRDX4
DENND1B
SDC1
NET1
CREB1
SPRED1
PPM1L
CKS2
FAM3B
EMILIN1
IQGAP1
TUBB4B
PTGFR
RNF145
NDRG1
DOCK11
FAM174B
KCNJ15
HIBCH
PXDN
CD63
REEP5
PTCHD1
RGMA
SOD1
PLXND1
CCNA2
ZDHHC5
IFT80
ATAD2
HSD17B12
ARAP2
PROM2
HSP90AA1
STX19
MXRA8
AC140481.1
CDK2AP2
S100A4
AC007091.1
CEP78
CGN
RIC8B
YIF1B
CD55
AC140481.7
TGIF1
ARHGAP11A
MAPK8
ARSG
SRSF2
NCL
ELN
SLC16A6
TAF7
BIRC5
COG6
ZNRF2P2
SRPR
PIP4K2C
TMEM161B
MLF1IP
ATRAID
TMEM154
AC026167.1
CEP63
PLEKHG5
TTC17
CTTNBP2
MYH11
ARHGEF19
SORBS3
RFTN1
NCAPG
BCAP29
ANKRD18A
TK1
LAMC1
C8orf47
FAM111B
WWC2
LRRIQ1
CKAP2
GTSE1
CRISPLD1
TCF21
ARHGAP29
BLCAP
SYTL2
ELOVL5
GXYLT2
TP53
EFNB2
NEK2
MAGT1
CACNA1E
RICTOR
UNC13C
PLEC
SLC35A5
CENPI
KIAA1109
CDH11
KCNIP3
PNPLA2
LASP1
TM7SF3
LRRN3
CYB5R3
ELF1
AKAP9
B3GALT2
RAB34
PAQR4
H2AFZ
PCDH18
PTPRB
EVA1A
CEP192
CAMKK2
SCGB3A1
FBLN1
BASP1
SLC44A3
AOX1
NCSTN
SUSD4
SLIT1
PARK7
RANBP3
AC096559.1
GPSM2
PRR16
FNIP1
IRF2BP1
CHL1
KTN1
LUM
IL1RAPL1
SRI
TANC1
SDPR
FKBP1A
DDHD1
CPVL
PSMA2
GBE1
PRKAR1A
KIF18A
FLRT3
GDAP1
CHD3
TMEM168
UBE3D
ARL1
ATP6AP2
PKD2L1
GOLGA8A
FHDC1
ZNF235
CKAP4
ATP11B
CRTAP
PAQR8
AOC3
HS3ST6
AHI1
RSPH6A
ANGPT2
C5
TMPRSS3
SON
RP11-384F7.1
CORO7
ITGA3
ANKRD30BL
MEF2A
RASL12
PLK1
UQCR10
SIX5
FMOD
RRAGA
CLNK
FILIP1
ZC3H14
RP1-78O14.1
SLC26A9
PSMG1
PIM3
CPNE3
NSUN7
CDK1
TMEM30B
LNPEP
OCIAD2
RP1-212P9.2
FIG4
SH2D4A
PADI2
RP11-578F21.12
MANEA
TMEM237
TMEM87A
GRIP1
COLEC12
HYI
CDC20B
TMEM14A
CD46
S100A16
CAV1
CALCB
ORC4
HAS2
MIS18BP1
DIRAS2
ATAD1
KIFC1
RSF1
C22orf29
E2F3
CPQ
DNAJC19
HMCN1
TSC22D1
ALDH9A1
SLIT3
SPRY2
TNFRSF11A
ZNF407
HMMR
TMEM35
PPA2
KREMEN1
LURAP1L
ATP6V1A
GRID2
SYT14
SCHIP1
FJX1
TMEM9
DUT
PCDHGA2
MBIP
RP11-176N18.2
ABHD12
EDNRA
CLVS1
RASSF3
DTX3L
RIMKLA
UBE2L6
SCRIB
PGM3
NCOA1
MEOX2
SLC39A10
PPP3R1
SUSD5
C1orf198
TUBA1C
ADARB1
LMF2
AL138815.1
ZBTB42
CALM2
CLDN4
MFSD6
ANLN
SELENBP1
CCDC154
RP11-466P24.7
SCNN1G
PDLIM3
PIGN
PAK1IP1
PSMD6
TBC1D32
RBM41
PIBF1
MCM10
GLI3
SLC41A2
USP20
SPAG17
ZDHHC15
GABARAPL2
FURIN
KDELC2
PMP22
SGOL1
TSPAN31
PON3
AK9
PHLPP1
TSPAN13
FAAH
GALK1
ERAP1
SKI
SERPING1
RNASE4
GAS6
MMS22L
LAMA2
DEGS1
NOTCH2
ACVR2A
LTBP4
PLOD2
ESPL1
TMEM50B
PTPLAD2
COL4A6
RNASET2
ZBTB38
METTL25
RDH11
ERP44
EPB41L3
LINC00998
EFCAB4B
NPTXR
CCDC148
APBA1
TGFB1I1
SEC61G
HEBP2
KIF23
MKX
PARP9
ARL6IP6
ACPL2
SP110
ARMCX2
LAMB2
C11orf80
RASSF9
RP11-1084J3.4
SMCO4
PITPNM2
LY75
APOE
SAAL1
GOLIM4
CSTF2T
NSG1
RPN2
POT1
ICMT
LAMA4
PSMD10
DLGAP2
SNRNP200
CENPP
JAK2
MTIF2
NRG4
AHSA2
PDPN
CD151
PCDH20
HNRNPH1
LRIG1
TXNDC9
ARL6IP5
CEP55
ASF1B
PCNA
GNAL
CMYA5
MSLN
TMEM18
HIVEP2
FAM43A
SLC35F5
CASC7
PIK3AP1
NDUFB5
ABLIM2
NOS1AP
EPB41L4B
ARHGDIG
CHSY3
TAS2R14
DERL1
DCAF5
LXN
RELA
KIF2C
GABRG1
LMAN1
TGM2
LRRC14
TROVE2
TCF19
GJA3
OPN3
PLA2G4F
VRK2
MDH1
F5
WNT2
TMPO
BUB1B
ADAM10
ARID5B
PYCR2
SCN7A
BRCA2
LYPD6B
PDCD6IP
CLPTM1L
STAU2
PTRF
MKRN3
TSPAN15
CPNE8
SYT6
CD58
CPT1A
CREG1
ZC3H13
RNF13
GGT3P
APH1B
SERPINF1
MMP2
DPH5
UTP3
TMEM106C
TAGLN
LIPA
RARB
ZDHHC13
VIMP
CDC20
SIX4
SEL1L
FBXL3
SEC22A
LYPD1
CYP11B1
QRSL1
GRIN2A
PCDH1
DAG1
SLC35F1
TMED10
EPC1
COL4A3BP
TRIM8
FAM196A
TAP1
SLC12A2
BNIP3L
ATOH8
CCP110
BMP4
SOAT2
ZMYND10
CLTC
HAX1
ADD1
MARCH6
AC007317.1
PGM1
C1orf210
MYO1C
DSG2
PIFO
CA5B
ACVR1
FKBP3
ELMOD2
KIF1A
USP10
COL5A1
NOTCH3
TMTC3
PSME1
HLA-E
TTC23
DHRS1
UPP2
RYK
TTPA
RAPH1
LIMD1
DTX3
C3
CCNB1
SIAE
PUS10
OSTC
FHOD1
FANCL
H2AFX
BICC1
SCPEP1
DEPDC1B
LRRC17
TRMT10A
AC069277.2
TMEM209
NOTUM
AHR
SYVN1
TATDN1
EXOSC5
TMEM98
PLCE1
ADAMTS12
NCAPD2
SLC7A11
NEXN
HNRNPL
DDX1
STAT6
ARPP21
LOXL2
SMAD3
LRRC58
TRIM55
TRAF6
C2orf43
PCDHB4
RP11-147G16.1
ARAF
RP11-123O10.3
SIGIRR
IMPAD1
GPR107
KDR
PDGFRB
ZNF678
AUP1
KIF14
RARG
PTAR1
LINC00342
PTPN9
ERCC8
IL7
GREB1
SORT1
GLO1
CACNB4
SYNCRIP
CYBRD1
KIF4A
BBS10
FAM166A
CD99L2
HIF1A-AS2
NDC80
TRAK2
C6orf48
POP5
MCL1
PON1
CLN5
B4GALT5
SECISBP2L
PEF1
ZNF281
FUT10
SERTAD2
OPRK1
PRUNE
HNRNPH2
NTRK3
ACOX2
CCBE1
NXPH1
STIP1
AC010642.1
C1GALT1C1
ADI1
RNASEH2B
CERS2
SEP15
DPYSL2
ATP7A
FAM69A
PALLD
TFPI
OSBPL6
CNTNAP3
SRBD1
MRPL20
LA16c-380H5.5
MAN2A2
ADAMTSL4
NUDT8
CTDSP2
CRLF1
COX6C
WDR7
MFSD10
SEMA4C
MFSD2A
ZNF169
SLC35B3
MTPAP
CD74
LAMP3
LAMC2
TMED7
RBM22
RRAGC
GGH
SMARCD3
FUT11
RDH14
TP53I3
CCDC19
CASC5
FAM65B
KIAA1211L
EMC1
RPP38
STOM
ZCWPW2
KIF20B
ESD
ZFPM2
RUSC1
POLQ
FZD5
TRAM1
RP2
ENPP5
RP4-765H13.1
RP11-553L6.5
AKAP2
TMEM14C
ALG5
C10orf113
EVA1C
ALDH6A1
POLR2G
LRRC46
LEMD3
MRPL36
MMP11
TRIM59
POLR3K
RAMP2
PER3
SLFN5
SLC2A10
VAMP7
HOXB3
GPR155
MICALL2
ALDH3A2
PSMC3
CLDN6
NBPF10
SLC4A11
THOC7
TRIM25
PSRC1
ADAM9
REST
OGFRL1
NKAIN4
CCDC144B
TMEM87B
DDX23
CDC37
C2CD2
LUZP2
PRR11
TM2D2
PIK3CA
CECR1
PKNOX2
IFIT1
DHRS7B
TIMP3
CDCA8
PCYOX1L
C8orf59
DCLRE1B
TMEM115
PNP
MOAP1
TSPAN4
ARHGAP23
FOXM1
NUDT7
TXLNG2P
PSMF1
PRSS22
VPS16
PIGC
SERPINI1
ANKRD32
PALMD
EIF3E
ZNF100
MESDC2
RP11-96H19.1
CYP4V2
GPX2
NSF
GLE1
HS6ST2
USP12
MPPE1
CYTH1
SLC22A3
BANF1
SARDH
CCDC112
VDAC1
RP11-1035H13.3
NTRK2
SLBP
FKBP1B
TMED2
CMAHP
TEKT1
MCF2L
GLCE
SRCAP
KLHL21
FYCO1
SLC30A7
LRRC28
TCEB3
NKD1
TRMT13
NFKBIA
TMEM106B
SAMD9
RP11-498C9.15
SPATA18
MRPL32
NID2
TAS1R3
FAM84A
EML3
PSMG4
MMGT1
TFCP2
ACTR1B
HACL1
ROCK2
AR
KIAA0930
AC009961.3
PPIG
ZFY
CDCA5
CTC-444N24.8
GINM1
FAM154B
SYNJ2
PIGM
MCM2
RP11-1134I14.2
DNAJC3
PIGU
SEPT2
SRD5A1
PROSC
ABCE1
UNC119B
ADD2
NHLRC2
KCTD18
ABTB1
ATP13A1
RP11-217H19.1
FAM53B
ANKAR
FPGT
DLST
GALR1
DDRGK1
RPL22
LGI3
RNF186
C16orf89
VAPB
NRBP2
THNSL1
CCDC129
RP11-179A16.1
C5orf56
LINC00886
AKAP1
ANP32A
KIFAP3
MGAT1
COPB2
RP11-458N5.1
FBXL5
MOXD1
CHD9
GLS2
ATIC
GRAMD4
ATXN10
KIAA1324L
PRR13
VAV1
TNKS2
PPP1R3B
CPAMD8
CKMT1B
SH3BP5
FAM204A
ASCC3
TMLHE
TOR1AIP1
CCDC53
VWA3A
MGAT4B
GSPT1
ZNF665
B3GNT2
EPOR
ZNF418
ZNF268
MARC2
GUSB
SYNGR2
COA1
FUBP1
C1R
CCL21
PIGT
PLXNB3
MAPKAP1
ADCY7
ADH5
RAP2A
IPO7
ATXN7L3B
PHF10
KLHL20
SLC39A7
TEX264
CDH7
MCM3
TRPC1
CDCA4
SEC61A1
SLC35C1
CTD-2510F5.6
ARMC10
EXT2
RAB5B
RIMKLB
AC027119.1
TMEM141
DTX4
CCNT2
CCDC127
KCNK5
KPNA5
CTNNBIP1
TMEM165
APOL6
TSR3
ITGA4
ISOC1
NUDT17
MTR
GABPA
SUCLG2
CISD2
SLC39A1
C12orf65
TNK2
ALDH3B1
ZNF219
LL22NC03-2H8.5
CYB561D2
ARL8A
PURG
EDNRB
UXS1
DDX42
GOLGB1
MYOF
SPRN
ALK
TMEM25
SLC16A3
CYR61
SFT2D3
VWF
SRSF10
RHBDL1
UTP14C
NXPH4
TPM2
MSRB3
NES
C6orf118
PPP1R35
NR2F6
SYT11
TMEM205
VWA9
NDFIP2
ZNF37BP
NOMO2
SPC24
LSR
CCNC
FAM89A
MANSC1
KIT
SLC9A3R2
SKP2
FZD2
TCEA1
CLDND1
FECH
VGLL3
CENPA
DLEU1
RP1-193H18.3
ZMAT3
CAPRIN1
PRDM6
SLC48A1
SPINT1
RAB27B
PEX3
FAM217B
TENC1
BCL3
LSM14B
CTD-2313P7.1
NOD1
SGMS2
HRASLS
SRGAP2
DDT
DISP2
ORMDL3
AC079354.1
NOL11
DLL4
RP11-120D5.1
MRPL50
OR7E14P
ZNF155
ZNF75D
ARCN1
PCBP1
KIAA1279
RTBDN
NAF1
C1orf43
APOLD1
RFX5
NUDCD1
HPS3
SIGMAR1
PCNXL4
RGS5
MTHFD1
CPED1
ANKRD50
RPA3
ANKLE2
IFIT3
NECAB1
MPZL1
DSCR3
ZNF626
MTX3
SGPL1
OGN
RAB14
RPL36A
PQLC3
HELZ2
CENPW
MGAT3
C7orf43
PHF17
OSTF1
LEPROTL1
IL17RD
CHST7
VEZF1
SLCO2A1
CKLF
FBXO38
SLC25A27
HSD17B4
ATP6V1B2
AQP1
SRSF1
AP001258.4
BLM
LMNB2
FUCA1
FAM96A
RP11-434H6.7
SP4
NOV
M6PR
PRKDC
TP63
ACSM3
CCDC149
INO80C
UBQLN2
SNRPN
MTBP
EVC
CCT2
RBM45
LSM3
DHRS4L2
PRKAB1
KLHL9
AP1S1
ERLIN1
NOL8
SLC27A3
NGRN
PHACTR3
CA2
ARFIP1
HINFP
RP11-513H8.1
BUB3
ECHDC3
RUNX2
RAB11B
C7orf26
ZDHHC16
APOOL
GTF3C1
RSPO2
RXRB
WBP2
TPRA1
BDH2
UCHL3
DNASE2
IPO5
DUSP26
VCPIP1
ZNF280D
GPAM
KIF15
ZNF614
ALDH1L2
RP11-554F20.1
DTX2P1
KDM5D
SAP18
AC123768.4
NBPF20
ABHD17C
MGAT2
TRPV6
HNRNPA2B1
MFSD1
TPP1
CEBPA
TMEM194B
CASD1
FAM101A
MOB2
LAPTM4A
ZKSCAN8
MT3
GALNT11
MRPL22
CCDC42B
ZNF790
C2CD2L
DTL
TRPV2
ARHGAP28
QSER1
BUB1
CD109
WDR36
MPRIP
FPGT-TNNI3K
NPPA
NMI
NOTCH2NL
CCDC47
C9orf24
ADAT2
B3GALNT1
UBAC1
SKA1
GHDC
CKAP5
RETSAT
CTGF
ELF4
PSEN2
TRIM68
CCNF
UBA1
TMEM68
GOLPH3L
DHRS13
ADSL
GLT8D1
IGF1
PYGO1
PLOD3
HIATL1
FANCG
ELOVL1
TMEM41A
PLAT
LRRC8C
ENO2
FAHD2B
NUP35
SLC12A7
ESRP2
LSM11
MTL5
RNF139-AS1
DNAJC10
MRPS22
FAM124A
WDR5B
PSMB8
JAGN1
HIPK1
TM2D3
TOR4A
CNR1
PLOD1
MCM6
EMP1
RP11-423H2.1
RP11-4F5.2
CTD-2260A17.2
P4HA2
TOMM40
RNF182
METTL3
AP2B1
TRABD2A
IFITM2
HSPA2
RP11-1M18.1
EDN1
POP7
ELF5
CCDC171
RNPEPL1
THBS1
NIPSNAP3A
RECQL
C2orf47
RRN3P1
GGCX
ZNF496
NELL1
POLR3B
LAMTOR5
PREX2
SUZ12
MIPEPP3
ATP10D
RP11-308D16.2
NDC1
LPCAT1
ARGLU1
BCL6
LGMN
URB2
TEF
HMGN3
TMEM69
WDR17
SPTSSA
TMEM147
POLK
TMC6
HEBP1
FAM115A
ZNF117
NPR2
SLC9B2
RPGRIP1L
RP11-383H13.1
TRAFD1
CSF3R
UCKL1
SLC12A4
AC004381.6
KIAA0355
CTA-14H9.5
SF3A3
KCNK1
CNOT8
LYSMD2
DGCR2
HNMT
PJA1
KIF22
GPRC5A
LANCL1
GAL3ST4
STARD4
FAM20A
EPT1
AAR2
RIF1
ZNF266
ZC3HC1
DMXL1
CFL2
