FAM132A
RP11-480I12.4
RP11-480I12.5
KLHL12
CHIT1
RP11-6B6.3
RAB7L1
SLC41A1
AVPR1B
FCAMR
CD34
RCOR3
RP11-354K1.1
LPGAT1
SPATA17
RP11-152L7.2
LYPLAL1
RP11-95P13.1
C1orf115
RP11-295M18.2
RP11-400N13.3
RP11-400N13.1
FAM177B
RP11-452F19.3
DISP1
MIXL1
RP11-211A18.1
ABCB10
PGBD5
AGT
RBM34
RP11-467I20.3
RP11-1293J14.1
COLEC11
hsa-mir-7515
LINC00299
AC011747.3
C2orf50
AC099344.2
AC010145.4
VSNL1
WDR35
LAPTM4A
HS1BP3
RP11-130L8.2
C2orf43
APOB
AC068490.2
AC016768.1
AC013267.1
POMC
ASXL2
DRC1
AGBL5
KHK
CGREF1
AC110084.1
RBKS
FAM179A
LCLAT1
RP11-1057B6.1
AL133245.2
AC073218.2
AC012593.1
VIT
RMDN2
MORN2
AC025750.5
OXER1
HAAO
THADA
SLC3A1
SRBD1
AC016722.1
AC016722.2
AC073283.4
AC106869.2
BCYRN1
KCNK12
AC009234.1
AC007682.1
ZNF863P
RP11-477N3.1
C2orf73
CCDC104
RP11-481J13.1
AC007131.1
PUS10
AC108039.1
RP11-270B14.1
AC092155.1
DBIL5P2
MDH1
AC012368.1
LINC00309
C1D
PROKR1
GKN2
ANXA4
AC092431.3
CLEC4F
VAX2
ANKRD53
MCEE
PAIP2B
NOTO
NAT8
STAMBP
MGC10955
RTKN
TTC31
LRRTM4
REG1A
CTNNA2
LRRTM1
AC022210.2
TMEM150A
FABP1
THNSL2
LMAN2L
VWA3B
CNGA3
C2ORF15
LIPT1
MRPL30
LYG2
NMS
AC108051.1
AC013727.1
AC012360.1
AC006227.1
SULT1C2
EDAR
MALL
RP11-1223D19.1
LIMS3L
RGPD6
NT5DC4
SLC35F5
AC012363.8
RALB
BIN1
PROC
MYO7B
RP11-395A13.2
AC018804.7
RP11-109E12.1
C2orf27A
NCKAP5
ACMSD
RAB3GAP1
SPOPL
AC062021.1
KYNU
ZEB2
AC009951.1
AC062032.1
AC007364.1
AC016682.1
TNFAIP6
NEB
RP11-1152H14.1
CCDC148
DPP4
AC009495.3
TTC21B
SCN1A
XIRP2
LRP2
CCDC173
RP11-394I13.3
WIPF1
AGPS
PDE11A
ZNF385B
DNAJC10
RP11-438L19.1
RPL21P32
RPL23AP35
TFPI
SLC40A1
C2orf88
HIBCH
NABP1
PCGEM1
DNAH7
HSPD1
HSPE1
TYW5
C2orf47
AOX2P
RP11-13J8.1
AC007272.3
ALS2CR12
STRADB
ALS2
RP11-686O6.1
WDR12
MDH1B
FASTKD2
AC008269.2
CPO
AC007879.6
FZD5
PLEKHM3
PIKFYVE
PTH2R
KANSL1L
ACADL
RP11-105N14.2
SPAG16
PECR
TNS1
C2orf62
VIL1
CYP27A1
RP11-459I19.1
IHH
RP11-33O4.1
NHEJ1
SLC23A3
ZFAND2B
GLB1L
SERPINE2
DAW1
C2orf72
AC017104.2
PRSS56
EIF4E2
EFHD1
NGEF
ATG16L1
AC064874.1
RPL3P5
AC016757.3
AC092619.1
MTERFD2
PDCD1
CHL1
AC026188.1
SUMF1
AC018816.3
AC069277.2
GRM7-AS3
AC018832.1
LMCD1
LINC00312
OGG1
TSEN2
C3orf83
TPRXL
RP11-536I6.2
COL6A4P1
METTL6
BTD
PLCL2
EFHB
ZNF385D-AS2
UBE2E2
THRB
RP11-317L10.1
AC098973.2
ZNF860
TRIM71
RP11-10C24.1
NBPF21P
AC011816.1
GOLGA4
C3orf35
ACAA1
SLC22A13
SLC22A14
XYLB
SCN10A
TTC21A
CX3CR1
RP11-241K18.2
TOPAZ1
CLEC3B
SLC6A20
CCR5
PRSS50
PRSS46
KIF9
SLC26A6
SLC25A20
RP11-694I15.7
AMT
BSN
MST1
CAMKV
CTD-2330K9.3
ABHD14B
ACY1
GLYCTK
DNAH1
PHF7
SMIM4
ITIH1
ITIH3
ITIH4
MUSTN1
TMEM110
RP11-894J14.5
ABHD6
ACOX2
CTD-2185K10.1
FHIT
RP11-85I21.1
LMOD3
RP11-803B1.8
RP11-6B4.1
CBX5P1
PROS1
LINC00879
RP11-598F17.2
EPHA6
TBC1D23
NIT2
RP11-114I8.4
LNP1
TFG
ABI3BP
NFKBIZ
LINC00882
RP11-561O4.1
RP11-446H18.5
LINC00636
IFT57
HHLA2
DZIP3
RP11-59E19.1
RP11-702L6.4
RP11-457K10.1
PLCXD2
PHLDB2
ABHD10
SLC9C1
RP11-231E6.1
RP11-572M11.3
WDR52
GRAMD1C
VPS26AP1
KIAA1407
RP11-553L6.5
ZBTB20
RP11-384F7.1
IGSF11
MAATS1
HGD
EAF2
SLC15A2
PDIA5
ZNF148
SNX4
ALDH1L1
KLF15
CCDC37
ZXDC
UROC1
CHST13
ABTB1
EEFSEC
C3orf27
RP11-723O4.9
KIAA1257
EFCAB12
RP11-77P16.4
NEK11
ACAD11
ACKR4
TF
PIK3CB
RP11-553K23.2
SLC25A36
ZBTB38
RP11-343B5.1
RPL6P9
RP11-91G21.1
PLSCR4
RPL21P71
ZIC4
RP11-501O2.1
RP11-501O2.3
TM4SF4
FAM194A
MED12L
P2RY12
IGSF10
RP11-454C18.1
AADAC
MBNL1
RP11-217E22.5
RP11-451G4.2
METTL15P1
LEKR1
RSRC1
IQCJ-SCHIP1
SCHIP1
CTD-2049J23.3
RP11-3P17.4
SLITRK3
BCHE
ZBBX
SERPINI1
RP11-637O11.2
MYNN
SEC62
SLC2A2
PLD1
TMEM212
TNFSF10
RP11-408H1.3
LINC00578
RP11-416O18.1
RP11-416O18.2
RP11-139K4.1
CYP2AB1P
HTR3C
VWA5B2
THPO
CHRD
VPS8
EHHADH
MAP3K13
RP11-443P15.2
AHSG
MASP1
LPP
GMNC
RP11-513G11.4
SLC51A
RP11-447L10.1
CEP19
RP11-2H3.6
SLC26A1
CRIPAK
RP11-503N18.1
WI2-89927D4.1
OTOP1
RP11-326I19.3
C4orf6
PPP2R2C
TBC1D14
SLC2A9
RP11-22A3.2
LINC00504
CPEB2-AS1
CC2D2A
FBXL5
BST1
ZEB2P1
LDB2
RP11-576E20.1
QDPR
RP11-10G12.1
RP11-412P11.1
SEPSECS
PI4K2B
RP11-206P5.1
TBC1D19
RP11-79E3.1
KIAA1239
RP11-83C7.1
TLR1
WDR19
NSUN7
RP11-324J13.1
RP11-362I1.1
COMMD8
CHIC2
RP11-273B19.1
RP11-4O3.1
RP11-622J8.1
RP11-25H12.1
RP11-584P21.2
TMPRSS11GP
RP11-646E20.6
UGT2A3
UGT2B7
RP13-644M16.5
UGT2B4
RP11-401E5.2
UGT2A1
SULT1E1
ENAM
IGJ
RUFY3
GC
ALB
AFP
AFM
RP11-622A1.2
CXCL1
CXCL2
CXCL13
HMGB1P44
RP11-792D21.2
LINC00989
PCAT4
FGF5
RASGEF1B
RP11-689K5.3
SCD5
SEC31A
PLAC8
RP11-767N15.1
NKX6-1
WDFY3
HSD17B13
HSD17B11
SPARCL1
SPP1
HERC5
GRID2
RP11-168E14.1
RP11-810D13.1
ADH6
C4orf17
MTTP
PPP3CA
MANBA
SLC9B1
BDH2
TBCK
ZNF969P
RP11-380D23.2
PITX2
RPL7AP30
ANK2
CAMK2D
ARSJ
MTRNR2L13
PRSS12
FABP2
RP11-33B1.1
TNIP3
NUDT6
INTU
HSPA4L
RP11-50D9.1
LARP1B
RP11-314N14.1
LINC00613
RP11-138I17.1
CCRN4L
NDUFC1
RP11-586L23.1
GYPE
GYPB
C4orf51
ZNF827
RP11-203B7.1
MAB21L2
SH3D19
RP11-731D1.1
PRSS48
RP11-731D1.4
RP11-18H21.3
FGB
FGA
NPY2R
RP11-6C14.1
FSTL5
TRIM60
RP11-219C20.3
TMEM192
TLL1
RP11-205M3.3
SPATA4
AGA
ENPP6
KIAA1430
C4orf47
SORBS2
RP11-696F12.1
LINC01060
ZDHHC11
SLC6A19
SLC6A18
CLPTM1L
SLC6A3
CTD-2194D22.2
RP11-121L11.2
RP11-445O3.2
LINC01020
MTRR
FASTKD3
SEMA5A
CTD-2201E9.1
ROPN1L
RP11-215G15.5
CCT6P2
EEF1A1P13
HSPD1P1
PRDM9
CDH9
CTD-3007L5.1
CTD-2134P3.1
CDH6
PDZD2
ADAMTS12
SLC45A2
AMACR
C1QTNF3
RP11-1023L17.2
TTC23L
RPL21P54
AGXT2
PRLR
SPEF2
UGT3A1
UGT3A2
LMBRD2
CTD-2116N24.1
C9
DAB2
C7
C6
C5orf51
RP11-159F24.2
EEF1A1P19
RP11-53O19.2
MRPS30
RP11-269M20.3
ITGA1
PELO
CTD-2207L17.2
PPAP2A
IL6ST
CTD-2227I18.1
ANKRD55
RPL17P22
RP11-155L15.1
AC022431.2
MAP3K1
NDUFAF2
C5orf64
RNF180
CTD-2033C11.1
RP11-287J9.1
RP11-83M16.5
CTC-537E7.3
MRPS36
RP11-497H16.7
CTC-347C20.1
TMEM174
ARHGEF28
HEXB
ANKRD31
COL4A3BP
ANKDD1B
F2RL1
CRHBP
CTD-2073O6.1
ARSB
DMGDH
BHMT2
BHMT
THBS4
MSH3
ATP6AP1L
VCAN
AC008394.1
CCNH
CTC-498M16.4
LYSMD3
RP11-348J24.2
KIAA0825
FAM81B
LIX1
SLCO4C1
AC008948.1
SLCO6A1
LINC00491
RP11-6N13.1
CTD-2374C24.1
CTC-278L1.1
RP11-252I13.1
TMEM232
AC010468.1
ZRSR1
CTC-339F2.2
SEMA6A
CTD-3179P9.1
CTD-2281M20.1
DMXL1
ZNF474
RP11-395P13.1
RP11-395P13.5
RP11-395P13.6
RP11-756H20.1
CTC-394G3.1
RP11-114J13.1
CTXN3
CTC-228N24.1
HINT1
FNIP1
P4HA2
SLC22A4
SLC22A5
AC005355.2
PHF15
CATSPER3
RP11-119J18.1
SLC25A48
VTRNA2-1
AC009014.3
TRPC7
NPY6R
NME5
RP11-166J22.1
HSPA9
SLC23A1
SPATA24
UBE2D2
PCDHB2
PCDHB8
PCDHGB8P
ARHGAP26
NR3C1
PLAC8L1
RP11-449H3.2
ADRB2
MIR145
ARSI
ZNF300P1
GPX3
SLC36A3
SLC36A2
CTB-23I7.1
ATOX1
CTD-2311A18.1
CTB-95D12.1
TIMD4
HAVCR1
HAVCR2
ITK
RP11-32D16.1
RP11-175K6.1
AC011343.1
ADRA1B
TTC1
RP11-34P1.2
RP11-167P20.1
SLIT3
CREBRF
CTB-43E15.2
CTB-43E15.3
RP11-826N14.4
CDHR2
UNC5A
FGFR4
RGS14
SLC34A1
F12
GRK6
ZNF354B
RP11-281O15.8
C5orf45
CTC-563A5.4
TRIM41
CTC-338M12.9
GMDS-AS1
NQO2
RP1-90J20.12
BPHL
TUBB2BP1
RP3-406P24.1
ECI2
RP11-428J1.5
RP3-429O6.1
RREB1
BLOC1S5
RP11-203H2.1
RP11-456H18.2
SIRT5
MCUR1
RP3-500L14.2
MRPL35P1
RP3-448I9.1
DTNBP1
TPMT
DCDC2
KAAG1
ALDH5A1
ACOT13
SLC17A4
SLC17A1
SLC17A3
SLC17A2
U91328.19
HIST1H4E
HIST1H3PS1
HIST1H2BN
AL022393.7
RPL13P
ZNF311
HLA-F
TRIM10
XXbac-BPG27H4.8
ATP6V1G2-DDX39B
APOM
GPANK1
CSNK2B
MSH5
NEU1
CFB
STK19
TNXB
RNF5
HLA-DOB
MLN
RP11-527B17.2
MKRNP2
CLPS
PNPLA1
RP1-153P14.8
KCNK5
KIF6
LINC00951
LRFN2
OARD1
APOBEC2
GUCA1B
CUL7
KLC4
CUL9
DNPH1
SLC22A7
LRRC73
RP1-166H4.2
OPN5
RP11-397G17.1
EFHC1
MLIP
TINAG
BMP5
XXbac-BPGBPG55C20.3
KHDRBS2
LGSN
PHF3
EYS
BAI3
COL19A1
RP11-134K13.2
SMAP1
EIF3EP1
CD109
RP11-250B2.3
UBE3D
RWDD2A
RP4-676J13.2
RP1-90L14.1
NT5E
GJB7
RP11-459O1.2
AL079342.1
RP1-72A23.3
PM20D2
CASC6
ATF1P1
EPHA7
KLHL32
RP11-67P15.1
PNISR
MCHR2
NPM1P10
RP1-60O19.1
SCML4
OSTM1-AS1
ARMC2
CCDC162P
PPIL6
AK9
METTL24
DDO
RPF2
SLC16A10
RP1-249H1.4
RSPH4A
RP11-210H10__A.1
RP11-138M12.1
NCOA7
RNF146
RP3-403A15.1
ARHGAP18
SAMD3
TMEM200A
ENPP3
ENPP1
STX7
ALDH8A1
TNFAIP3
AIG1
ZC2HC1B
RP1-83M4.2
ADGB
SAMD5
RP11-307P5.1
RP11-631F7.2
RPS18P9
BTF3P10
PPP1R14C
IYD
RP11-613F7.1
RMND1
HSPA8P15
C6orf211
CCDC170
AL590867.1
OPRM1
RP3-472M2.2
RP11-518I13.1
RP11-230C9.4
TMEM242
RP11-193H22.2
GTF2H5
SYTL3
RSPH3
FNDC1
SOD2
HNRNPH1P1
RP1-249F5.3
IGF2R
RP11-288H12.3
SLC22A1
SLC22A2
SLC22A3
AL591069.1
PACRG
AL078585.1
RP1-230L10.1
C6orf118
RP11-503C24.4
RP11-90P13.1
FAM20C
WI2-2373I1.2
LFNG
IQCE
TTYH3
RSPH10B
PMS2
AC004895.4
ZNF316
C1GALT1
AC005281.1
ARL4A
AC011288.2
DGKB
ISPD
TMEM196
RPL21P75
AC099342.1
ABCB5
AC005682.8
KIAA0087
HIBADH
JAZF1
CREB5
INMT
AQP1
GHRHR
CCDC129
NPSR1
AOAH
SFRP4
POU6F2
AC004987.9
C7orf10
AC006023.8
AC005022.1
PSMA2
PSMA2
MRPL32
HECW1
COA1
BLVRA
DDX56
CCM2
C7orf65
C7orf57
DDC
COBL
GS1-278J22.2
RP11-196D18.1
RP11-479O9.2
GS1-124K5.2
GTF2IRD1P1
RP11-458F8.4
PMS2P4
RP11-166O4.5
POM121
STAG3L3
RP11-313P13.3
POM121B
MLXIPL
STAG3L2
NCF1
PMS2P2
TRIM73
SRRM3
AC004980.9
GNAT3
PCLO
AC003984.1
ABCB1
ZNF804B
RP5-1121E10.2
C7orf63
AC002064.5
CDK14
FZD1
RP11-115N4.1
SLC25A13
BRI3
ZNF789
CYP3A7
GJC3
AZGP1
AZGP1P1
ZSCAN21
PMS2P1
AC005086.4
PRKRIP1
RP11-163E9.2
AC093668.2
RASA4B
RASA4
RP11-577H5.1
NAPEPLD
PMPCB
CTA-276O3.4
LHFPL3
RP11-325F22.5
CDHR3
AC005487.2
TFEC
CAV2
AC006159.3
MET
AC002543.2
ST7
WNT2
CFTR
ANKRD7
TSPAN12
RP11-3L10.3
AASS
RPS26P31
RP11-61D3.1
SLC13A1
IQUB
ASB15
RP5-921G16.2
EEF1GP1
RP11-3B12.3
RP11-274B21.9
ATP6V1F
UBE2H
SSMEM1
AC016831.6
AC007790.4
LRGUK
AGBL3
C7orf49
TMEM140
AC078842.4
DGKI
CLEC2L
RP4-813F11.4
MGAM
RP11-1220K2.2
FAM115A
RP4-669B10.3
AC009403.2
VIPR2
RP11-439C15.5
RP11-281H11.1
ZNF705G
FAM86B3P
RP11-115J16.2
MSRA
RP11-981G7.2
PRSS55
GATA4
CTSB
ALG1L12P
KIAA1456
RP11-77B22.2
FGL1
NAT1
NAT2
RP11-1080G15.1
ATP6V1B2
RP11-108E14.1
XPO7
NPM2
SLC39A14
PEBP4
TNFRSF10B
LOXL2
NKX3-1
ADAM28
EBF2
ADRA1A
STMN4
CHRNA2
EPHX2
GULOP
NUGGC
FAM183CP
MBOAT4
RP11-51J9.6
RBPMS
RP11-11N9.4
RP1-84O15.2
RP11-962G15.1
KCNU1
RP11-527N22.2
RP11-150O12.1
RP11-150O12.5
RP11-150O12.3
RP11-863K10.7
ADAM18
PLAT
SMIM19
RP11-503E24.3
RP11-598P20.5
RP11-1134I14.2
CEBPD
EFCAB1
ST18
RP11-114M5.1
RP11-379I19.1
RP11-27P7.1
GGH
MTFR1
TRIM55
RP11-346I3.4
ADHFE1
C8orf46
VCPIP1
C8orf44-SGK3
SGK3
PPP1R42
RP11-409C19.2
CSPP1
CPA6
RP11-382J12.1
LACTB2
TRPA1
RP11-434I12.5
RP11-463D19.1
RP11-697M17.2
HNF4G
PRKRIRP7
RP11-653B10.1
RP11-731N10.1
RP11-509P12.1
CA2
SLC7A13
RP11-642C5.1
TRIQK
RP11-90D11.1
CPQ
C8orf47
HRSP12
POP1
OSR2
RP11-44N12.2
RP11-410L14.1
VPS13B
KB-1980E6.2
KB-1980E6.3
RPL5P24
RP11-1C8.5
DPYS
OXR1
EMC2
SLC30A8
ENPP2
RP11-973F15.1
RP11-557C18.4
ANXA13
RP11-37N22.1
MTSS1
RP11-1082L8.4
RP11-103H7.1
RP11-103H7.2
PCAT2
CCAT1
POU5F1B
RP11-26E5.1
ADCY8
LRRC6
RP11-513H8.1
ZFAT
RP11-238K6.1
PTP4A3
ZFP41
ZC3H3
MAPK15
OPLAH
TMEM249
SLC39A4
PPP1R16A
GPT
COMMD5
C9orf66
DOCK8
RP11-509J21.3
SLC1A1
JAK2
RP11-574F11.3
KIAA1432
C9orf92
BNC2
RP11-132E11.2
LRRC19
TEK
RP11-271O3.1
ACO1
DDX58
APTX
AQP7
DNAI1
DNAJB5
FAM166B
CD72
SIT1
CCDC107
CA9
GBA2
GRHPR
ALDH1B1
RP11-111G23.1
RP11-292B8.1
CNTNAP3B
RP11-318K12.2
CBWD6
TMEM252
RP11-274B18.4
PTAR1
C9orf135
MAMDC2
TRPM3
C9orf57
PCSK5
VPS13A
RP11-336N8.3
PSAT1
RP11-375O18.2
RP11-403N16.2
RP11-394O9.1
IDNK
C9orf64
RP11-213G2.2
C9orf153
CTSL3P
RPS10P3
NXNL2
C9orf47
AUH
NFIL3
SUSD3
NINJ1
RP11-490F3.1
RP11-180I4.2
RP11-569G13.2
HSD17B3
SLC35D2
HABP4
CTSV
RP11-520B13.4
RP11-498P14.5
CCDC180
RP11-23J9.7
ZNF189
ALDOB
TMEM246
RP11-240E2.2
MUSK
UGCG
PRPF4
WDR31
AMBP
KIF12
STOM
MORN5
MRRF
RP11-423C15.3
C9orf117
RP11-339B21.15
TBC1D13
CRAT
NTMT1
ASS1
ABL1
FIBCD1
PPAPDC3
C9orf171
AK8
GFI1B
CEL
RP11-244N20.7
SURF4
SOCS5P2
SNAPC4
ENTPD2
UAP1L1
SLC34A3
TUBB4B
EXD3
ENTPD8
DIP2C
ADARB2
RP11-446F3.2
AKR1C3
RP11-499O7.4
AKR1CL1
TUBAL3
ASB13
ITIH2
RP1-251M9.2
BEND7
PRPF18
RP11-461K13.1
RSU1
CUBN
MRC1
ARL5B-AS1
PLXDC2
SPAG6
ARMC3
C10orf115
C10orf67
OTUD1
ENKUR
RP11-80K21.3
APBB1IP
PDSS1
LINC00202-1
ANKRD26
RP11-85G18.6
ARMC4P1
ARMC4
RP11-478H13.3
LYZL1
LYZL2
RP11-462L8.2
ATP8A2P1
TACC1P1
ZNF33BP1
ZNF248
RP11-508N22.13
AL022345.7
AL022344.4
ZNF487
RP11-517P14.7
RASSF4
CUBNP3
OR13A1
BMS1P1
FAM35BP
FAM35DP
BMS1P5
FAM25C
BMS1P7
WDFY4
VSTM4
ASAH2B
A1CF
CISD1
BICC1
SLC16A9
C10orf40
RHOBTB1
LINC00845
TMEM26
RP11-491H19.1
ARID5B
NRBF2
RP11-179K3.2
RP11-222A11.1
RP11-153K11.3
PBLD
SUPV3L1
HKDC1
NODAL
PLA2G12B
P4HA1
EIF4A2P2
TTC18
TMEM254
RP11-219F10.1
FAM35A
LINC00864
IFIT1B
IFIT1
PANK1
ANKRD1
RBP4
RP11-248J23.6
RP11-248J23.5
RP11-452K12.3
HOGA1
PYROXD2
CNNM1
ABCC2
CWF19L1
SEMA4G
SFXN3
MGEA5
C10orf32
C10orf32-ASMT
WDR96
SORCS3
RP11-215N21.1
RP11-655H13.2
XPNPEP1
RP11-549L6.2
RBM20
ENO4
PDZD8
RP11-328K15.1
FAM204A
SFXN4
RP11-179H18.5
RP11-159H3.1
CLRN3
AL450307.1
BNIP3
TTC40
KNDC1
TUBGCP2
SPRN
BET1L
SIRT3
NLRP6
C11orf35
CDHR5
DEAF1
EPS8L2
INS
SLC22A18AS
HBG1
HBG2
HBE1
TRIM6
TRIM6-TRIM34
TIMM10B
DNHD1
ILK
TPP1
ZNF214
NLRP10
RP11-179A10.1
TEAD1
CTC-497E21.3
RP11-222N13.1
PLEKHA7
USH1C
RP11-113D6.6
LDHAL6A
CSRP3
RP11-945A11.2
LUZP2
CTD-2507G9.1
ANO3
SLC5A12
BBOX1
RP11-115J23.1
RP11-466I1.1
RP5-1027O15.1
CTD-3138F19.1
DCDC1
TRIM44
LRRC4C
RP11-63C8.1
HNRNPKP3
RP11-613D13.8
ACCS
ALX4
TSPAN18
CRY2
GYLTL1B
ACP2
MTCH2
FOLH1
RP11-707M1.1
RP11-347H15.1
SERPING1
BTBD18
OR9Q1
RP11-659P15.1
GLYAT
AP000445.1
GLYATL1P2
GLYATL1
GLYATL1P1
GLYATL1P3
STX3
FABP5P7
MS4A1
DAGLA
MYRF
ASRGL1
RCC2P6
TAF6L
SLC22A6
SLC22A8
SLC22A24
HRASLS2
PLA2G16
SLC22A11
SLC22A12
NRXN2
EHD1
ATG2A
C11orf85
BATF2
RP11-399J13.3
SNX15
LTBP3
MAP3K11
CD248
PELI3
BBS1
ZDHHC24
CTD-3074O7.12
ACY3
RP11-119D9.1
RP11-626H12.3
KRTAP5-10
ENPP7P8
LRTOMT
LAMTOR1
P2RY6
PAAF1
RP11-707G14.7
DNAJB13
CHRDL2
SLCO2B1
LRRC32
AQP11
RP11-258O13.1
CTD-2555I5.1
RP11-686G23.2
PICALM
CTSC
GRM5
NOX4
RP11-643G5.6
TAF1D
C11orf54
MTMR2
MAML2
ARHGAP42
KIAA1377
BIRC2
MMP27
GRIA4
KBTBD3
AASDHPPT
RP11-677I18.4
ACAT1
PIH1D2
SDHD
C11orf34
TTC12
HTR3A
APOA4
APOC3
APOA1
AP000936.5
CEP164
DSCAML1
RP11-770J1.5
TTC36
TREH
SLC37A4
PDZD3
CCDC153
OAF
RPL34P23
SIAE
SPA17
HEPN1
AP000708.1
FOXRED1
ZBTB44
RP11-121M22.1
ADAMTS15
AP005135.2
IQSEC3
RP11-598F7.6
SLC6A13
CACNA2D4
DCP1B
RP11-885B4.2
RP11-500M8.7
CD27
RP4-761J14.10
LRRC23
C1S
RBP5
CLSTN3
CD163L1
NANOGP1
RP11-113C12.4
RP11-90D4.3
CLEC6A
AICDA
KLRG1
A2M
CLEC2D
CLEC1B
CLEC7A
GABARAPL1
KLRD1
RP13-81N3.2
RP11-144O23.8
ART4
RERG
DERA
RP11-871F6.3
PLCZ1
PLEKHA5
EEF1A1P4
ST8SIA1
RP11-359J14.2
RP11-114G22.1
RP11-153K16.2
CASC1
TM7SF3
RP11-1060J15.5
H3F3C
RP11-428G5.2
PKP2
SYT10
KIF21A
AC079630.2
LRRK2
RP11-609L23.1
RP11-210N13.1
TMEM117
VDR
CCDC65
C1QL4
DNAJC22
AQP6
GPD1
AC140061.8
DIP2B
RP11-923I11.7
SOAT2
PFDN5
RP11-834C11.11
PPP1R1A
PHC1P1
RP11-644F5.15
METTL7B
SLC39A5
RP11-153M3.1
SDR9C7
LRP1
DDIT3
RP11-620J15.3
LRIG3
RP11-272B17.1
RPS11P6
C12orf56
RP11-766N7.4
WIF1
RP11-230G5.2
RPSAP52
GS1-410F4.4
RP11-324P9.1
RAB3IP
AC025263.3
MRS2P2
OSBPL8
RP1-34H18.1
RP1-97G4.1
RP11-754N21.1
RP11-171L9.1
RP1-78O14.1
RP11-359M6.2
RP11-530C5.1
PPP1R12A
RP11-244J10.1
OTOGL
TSPAN19
LRRIQ1
CEP290
EPYC
CRADD
PLXNC1
CCDC41
RP11-778J16.2
FGD6
NTN4
RP11-536G4.1
C12orf55
DEPDC4
SLC17A8
NR1H4
RP11-350G24.2
SLC5A8
RP11-511H9.3
DRAM1
PAH
RP11-642P15.1
HSP90B1
KIAA1033
RFX4
CORO1C
DAO
RP11-423G4.7
USP30
C12orf76
TCTN1
HVCN1
RP1-46F2.2
FAM109A
RP3-473L9.4
ATXN2
PCNPP1
ACAD10
RP11-162P23.2
ALDH2
RP3-462E2.3
RPS2P41
RPH3A
CCDC42B
SDSL
RP11-103B5.2
RP11-357K6.2
RP1-166H1.2
POP5
ACADS
HNF1A
HPD
LRRC43
B3GNT4
RP11-486O12.2
TCTN2
RP11-338K17.8
SCARB1
RP11-572C21.1
