PRTN3
SPI1
ZNF814
ATP2B1
TP53
PAN3
SAMD4A
TTC7A
KIAA1432
BTF3L4
KIAA1217
PIK3R5
RAB1A
RNF213
RTN2
TMEM206
DAP
FAM63A
ULK1
ST3GAL1
ZFR
LIPA
MVB12B
ZCCHC14
CORO1B
HDAC8
GMEB1
NHLRC3
YPEL1
PARVG
ATP1B1
SAMHD1
CCPG1
COPG2
UBA7
MTM1
KCNE3
SLC8A1
SLFN11
RP3-475N16.1
RP11-744N12.3
CTC-228N24.3
GDF11
RP11-357C3.3
ZC3H14
SASH3
KIAA1549
PLD4
NLRC3
SSR4
ZNF439
ZNF217
CDK13
XAF1
NHSL1
FKBP14
ARL6IP5
TMED8
ATG16L2
ICAM3
ZNF518A
WSB1
MARS
PRUNE
DOCK9
CTSS
RASAL3
DENR
SSR2
TTLL7
CXCR4
TES
TBCD
P4HA1
PDE4B
CXorf21
SERINC1
DNAJC3
SYNGAP1
ARID3A
VAMP8
DDX50
SP100
PPP1R16B
RNF14
CARHSP1
BDNF
TOM1L2
PTPN2
PGPEP1
APPL2
HK2
KIF9-AS1
YPEL3
AKAP9
ARHGEF1
FLNB
TMEM182
ADAMTS10
MMS19
ARAP1
ARHGEF18
SUV420H2
SCRN1
DHRS9
MOB1A
TPK1
NCALD
RP11-285F7.2
ADRBK1
ERAP2
COG6
MAP3K14
SLC6A6
ZSWIM6
FANK1
NCK1
GABPB1
TRIOBP
CHSY3
SRSF11
ARHGAP17
AQP10
LDLR
PTPRM
STK25
SLC35E1
JUP
RP11-1055B8.7
DGKZ
STON1
WWP2
CORO7
PHF12
SQSTM1
PP13439
EFNB2
METTL13
PTDSS1
RBM10
ZNF638
PEG3
ABCB11
C20orf196
KB-1507C5.4
PLEKHF2
CD33
C11orf83
ACKR2
PIAS1
SEC23A
TNNI3
CREG1
KIF16B
PNISR
USP45
INTS6
MEX3A
PAFAH1B1
CSNK1D
CTA-217C2.1
FZD3
JRKL-AS1
PTCHD3P1
TXNL4A
CD68
HDAC3
COQ4
PALM
DSTN
ST6GAL2
SCD
CCSER2
FAF2
GOPC
HHAT
DNAJC5
CASP2
DONSON
UQCRC1
FBLN2
PYGB
PER2
USP40
DHTKD1
TBCK
ACTR3C
TUBA1A
PRIMPOL
P2RX4
TRNT1
TGIF1
HIST1H2BD
MDK
DDX26B
FAM73A
RP11-14I17.2
CARD11
WDR52
TSC1
IFT43
SDK2
EMD
MTA3
SNX30
BCAM
CECR5
SAR1A
ABCD4
HIST2H2AC
ZSWIM5
ZNF571-AS1
OAZ2
AKT1
ABI2
PMPCA
CRIM1
GS1-124K5.2
VPS35
SNX27
CDCA7L
CD27-AS1
MZB1
PARP14
PHF16
SLC38A7
UST
TMTC2
ZFHX3
SLC12A2
LRSAM1
COLGALT2
ZNF430
GGTA1P
SPAG9
ZNF440
SLC39A9
ACLY
KIAA0040
TMEM140
SYMPK
DENND1C
ZMAT3
MORF4L2
MTMR1
GPR114
KMT2E
LPHN1
HDGFRP3
IMPDH1
ATP5G3
IL2RG
RCN3
AAED1
HSPB11
SLC1A4
ZNF592
CLTA
ZNF706
SOCS3
HOXB4
ALKBH8
IL6R
STMN3
SMO
ARHGAP27
ZFP14
ALDH1A2
COL4A5
PET112
ZNF793
PYURF
PSD4
LRRC1
RNASET2
MAN2C1
DNASE1
TMEM160
PXDN
ANXA6
LGALS9
MINOS1
PDCD7
KLHL20
SH3TC1
C16orf54
GSTO1
TRIM38
MAF
NOP10
SRSF9
AC073283.4
SMYD5
DMTF1
RP3-477O4.14
HSPA8
IRF1
HEATR6
RPL23AP2
ZNF169
PRPF38B
EMC1
NAMPT
EIF2AK3
COX6C
C6orf163
TAX1BP3
MTPAP
LURAP1L
TECR
UBE2Q2P1
SH2B1
NPTN
GS1-57L11.1
DGUOK-AS1
BIRC2
MOB3A
CAPS2
PGM1
ZFYVE16
IRF2BP2
NDUFV3
SLC10A4
ZNF320
ATF2
CAMK2D
CYTH4
GPR108
FOXO4
RP11-839G9.1
SMAD5
ZNF574
CTC-297N7.5
BCOR
UPK3B
CTC-329D1.2
MGAT4A
ARFIP1
PROCA1
ACOT9
RNLS
RSF1
RFX1
CTD-2228K2.7
GSS
ZNF506
LCMT1
MYSM1
C1orf116
RP11-640M9.2
TMEM72
IDI1
KRAS
CSF2RA
DOCK4
CTDNEP1
ZNF423
SS18
KIAA1147
RP11-384F7.2
RP11-486O13.2
ATPAF1
RP11-22P4.1
PCYT1B
C19orf77
AC005363.9
SPSB1
RP11-387D10.2
PHF11
KIAA1033
RNF13
GNG5
SERPINF2
VPS9D1
RP11-2J18.1
PNPLA2
PPP1CB
IQCH-AS1
SHMT2
DPAGT1
NAA38
CHIC1
TMIGD2
FGB
EFHC1
RNF217
ANGEL1
PRUNE2
COX5B
PARG
DAPK2
LINC00243
STAMBPL1
CLCC1
SLC2A5
SEC13
SDF4
ANGPT2
GLO1
MPI
WASF2
APPBP2
COASY
C8orf44
ZNF559
HYI
MRPL16
C1orf228
POLRMT
MKNK1
CCDC69
PDE10A
PRDX5
NDUFB11
IRF8
LIPC
DDX3X
C1RL-AS1
EDEM2
CHUK
FAM171B
ZBTB46
ENPP7P6
PALD1
ADRA2A
SH3GLB1
LAMB2
TXNDC15
HPSE2
HCK
SLC39A6
SMIM13
AC004540.5
RP11-111M22.2
UPF3B
ATG2A
MROH1
HYLS1
RP11-142C4.5
CTD-2023M8.1
MFSD8
ASPSCR1
SLC35A1
KAT6A
APOL6
STPG2
COPA
HNRNPUL2
TMEM127
SLC2A4
RN7SL56P
ELP6
UCA1
ZC3H11A
TK2
FAM110B
PNKP
GCAT
AEBP1
MARVELD2
ABCA3
RASSF8
PCGF3
PJA2
EXOC1
ARL3
RBP1
ESR1
PPP6C
RP11-121A14.3
GRAMD1B
TRPM2
KB-1460A1.1
RIN2
NECAB3
MUTYH
PPWD1
CAMLG
SNX17
RFT1
TMC5
PARP12
CENPB
SLC12A7
C19orf60
MIB1
GBAP1
PPP2R3B
SLC2A10
UBE2D1
ZNF407
LRRC61
BUD13
MAPK1
ZNF280C
ZC3H13
ZNF354B
HSPA13
FAM169A
LINC00998
POR
NDUFB7
RP11-307E17.8
ETNK1
COQ10B
ZNF600
DVL2
SCGB3A2
ARL5B
INADL
MPG
SNCAIP
LRRC28
SPG20OS
FAM43A
RNF208
AC004967.7
NFE2L3
LSG1
JTB
MMP28
SPATA17
RP11-751H17.1
GDAP1
AC027763.2
GRAMD3
TCEAL8
DDT
GALNT4
CTD-2260A17.2
BET1
ICT1
GOLGA3
RP1-1J6.2
G6PD
CPNE3
C19orf82
C4orf33
DNAJC19
AC007401.2
LINC00680
KLHL2
RP4-655J12.4
CLUHP3
LEF1-AS1
GDF15
CBX2
CLPTM1
MRVI1-AS1
KARS
C7orf49
FAM96B
AP4M1
ENKUR
UFL1
RP11-477H21.2
TBX3
NDOR1
SKP1
VPS37C
RP11-219B17.1
LY86
LAGE3
ACSF2
BAIAP2-AS1
SIRPB2
DDX58
DNAH1
JMY
PAIP1
EID1
ZDHHC5
PSMG3
C18orf54
ACVR2B
FGF12
SLC25A28
RP11-362A9.3
TST
SLC4A5
RNU6-890P
SPTBN2
ROBO3
ARG2
EFNB1
ZNF561
IPO9-AS1
RAB33A
EMP2
CD3E
ARL2
ZNF257
TEX15
OS9
CYBB
GTF2H5
PROSER1
SMIM8
DAGLB
UFD1L
GPS2
FAM76B
AC010084.1
EME1
LSMEM1
MED1
METTL14
RP11-97O12.7
PSTPIP1
RP9
CLDND1
CYLD
UBE2V1
PROSER2-AS1
RASGEF1B
FBXO10
FAM127A
APC
ZNF691
PHGDH
NDUFAB1
KCTD9P1
PUF60
TBP
LEMD2
C16orf87
COMMD3
RP11-454L9.2
ATG16L1
CHN1
MITD1
NEK8
RP11-624C23.1
RP11-996F15.2
ENO1-IT1
PHC1
NABP2
PSMG1
TRIM16L
EIF4EBP2
PPP1R2
GUSBP11
PLXNA1
SH3BGRL
DRAM2
RP11-792D21.2
MRPS26
ACOX1
MNDA
NAAA
KIF5B
ZNF672
CSRNP3
ANKRD20A5P
SETD5-AS1
DGCR2
EML6
TMA7
LRCH4
RP11-944L7.5
TRIM71
THAP7
PTGDR
SART3
ZNF45
ATP13A4
KLHL17
RP11-310E22.5
MRPL38
HTRA3
CADM1
AC021593.1
ZDHHC18
NARF-IT1
SRSF12
C21orf91
ME1
S100A9
TP63
LTBP3
POMT1
STK38L
MPHOSPH8
FAM83H
YBEY
TM2D1
FAM115A
SF3B1
DACT1
CARS
AKNAD1
NRXN1
MORF4L1
IFT27
NFU1
LZTFL1
NLRP3
SLC6A16
CTD-2336O2.1
WASH3P
FAM227B
HOXB-AS3
TAF8
RP11-24F11.2
RP11-246A10.1
CTU1
PTN
CTD-2031P19.5
ZNF280B
ZC2HC1B
TMEFF2
PCLO
RSPH3
TSPAN31
GPATCH11
WAC-AS1
MMP16
UQCRB
SERPING1
PPP1R7
CSGALNACT2
AL512428.1
RADIL
GADD45G
GPR124
ILVBL
CYP3A7
SNX21
ATP6V1D
MOSPD3
WIPF2
AC007283.5
GNRHR
ERMARD
DR1
SPESP1
KIAA0226L
RP11-429B14.1
SLC35B1
ACAD8
DDX20
AC018462.2
TCEAL1
SASH1
ABCA6
SOCS6
TRABD2A
RP11-42I10.1
RP11-282K24.3
ESR2
TMEM167A
LARP7
MS4A7
PI4KB
CLTB
GDAP2
RP11-134G8.7
GPR160
GID4
COL6A2
GRN
NEGR1
DCTN3
KIAA1107
RP11-366L5.1
SENP7
ABCA5
DPM3
CCDC59
IL17RE
HLX
AC007131.2
CTD-3214H19.6
CTD-2012K14.6
FAM3A
PPAPDC3
TUSC2
THYN1
LINC01059
NBPF13P
ZC3H15
B3GNT1
RP11-432J24.5
CHCHD1
CRYL1
AC093323.3
CLN8
RP13-512J5.1
TTC18
GSTA4
ZNF20
CCDC11
LGR5
AMHR2
ELMOD3
CTC-241F20.3
RELA
CSTF2
CCDC162P
TOMM34
RP11-154H23.3
SUGT1P3
MORN4
HCN2
FARP1
ZNF354C
COL15A1
FASTK
SLIT2
RP11-138I1.4
FBRS
COA4
CALCOCO2
MAOB
TP53INP1
MMGT1
REEP4
ETFB
RP5-1112D6.8
BMS1P5
ARMCX3
CDKN1B
SLC39A14
GBP2
GLA
MLK7-AS1
SLC35E2
RP11-760H22.2
EMC9
LSM10
RNF41
MGAT1
RP11-631N16.2
AL357673.1
DMGDH
ADAMTS13
PBDC1
DISC1-IT1
PILRA
SCD5
RIC8A
FBXW4
C8orf76
RP11-505K9.4
AC003991.3
RP11-611E13.2
ERICH1-AS1
RASSF7
NAT6
ZNF286B
KIAA1377
TRIM11
GALNT3
LIN7A
NICN1
NEK10
RP11-545I5.3
FBXO38
ALKBH4
TSG101
DPF1
DAPK1-IT1
FUK
GHITM
USE1
ANPEP
TNIP1
ATG12
INPP1
RASA2-IT1
ZNF81
ADAMTS1
RP11-434D11.4
ZNHIT1
CNIH3
S100A8
CDC42-IT1
LSM14B
hsa-mir-6080
KCNH8
TRIM9
GFI1
RNF7
MCMDC2
LPAR2
AC004538.3
HOXA3
RP11-95D17.1
RP4-537K23.4
HCG25
RP1-249H1.4
DLEU7
YIPF1
ENTPD3-AS1
AC073316.1
HSPA8P15
ARHGAP28
RN7SL280P
FAM222A
TRAPPC13
ACAA1
VSTM1
DENND5B-AS1
TFB2M
ZSCAN23
RP1-244F24.1
LINC00472
DCLK1
CTD-2184C24.2
ZNF264
ST3GAL6-AS1
EPHB1
CTB-193M12.3
C12orf5
RTCA
LINC01019
GCOM1
RP11-196G18.22
SNX2
RP11-473O4.4
RP11-108K14.4
LA16c-306A4.2
BRWD1-IT1
GCHFR
EIF3J-AS1
KIAA1462
LINC00987
BTN3A3
CPT2
C2orf27A
CTB-57H20.1
UBXN7
NYNRIN
ZNF781
RAB20
C1orf213
PPIL6
FAM102A
UNC5C
AC006277.2
COX20
RBAK
PDE6G
PARP10
PSMD6-AS2
XKR5
FBXO32
USP33
RP11-310J24.3
C12orf66
TRO
ZNF154
SLC1A2
FGG
SLCO2B1
GLI4
MMP14
VPS72
UFSP2
TMEM128
AC084117.3
KLC4
CCDC94
TFIP11
CRIP1
HELZ2
AC010642.1
CCDC157
MEI4
AC011841.1
COL11A1
TECPR2
TSPAN6
AC005264.2
C5orf22
RP11-529K1.2
GLOD5
MIR143HG
MEI1
SORBS3
TMEM115
CTB-25B13.13
C19orf38
SLC16A4
TMEM180
AC013394.2
MIR202
RP11-514P8.6
PQLC3
ZNF629
RP11-118B18.1
RP11-98I9.4
RP4-814D15.2
CTD-2651B20.1
ZNF763
TIMM8A
HSF2BP
TRIAP1
CTD-2292M16.8
CCL28
ZFAND6
BLCAP
MYRFL
CAMSAP2
ITIH4
ZNF580
MED22
C7orf43
BLNK
SLC26A1
RP11-529K1.4
RP11-480G7.1
FADD
CDH18
SCARNA17
KCNQ3
CPA1
UQCR10
FN1
SLC9A3R2
RP11-248J23.7
CETN2
SETD7
RP11-197K3.1
CTC-490E21.12
RNU6ATAC27P
LRRC57
ZNF2
SPOCK1
TAPBPL
CDK18
PSMD4
LINC00511
ZNF879
NLGN4X
NYAP1
C12orf73
ARL17A
RP11-420A6.2
RP11-55K13.1
AB015752.3
VPS39
MFSD5
RP11-54A4.2
LYSMD3
C14orf178
LINC00085
Y_RNA
CASP1
CLDN4
RP11-151N17.1
RP11-212P7.2
RP11-711K1.7
ATP10D
SPATA1
CCDC85C
ENDOV
ATP8B1
TOR1AIP2
STMN2
PYGO2
NTM
LSM11
RP5-837J1.2
ZNF552
P2RX5-TAX1BP3
C14orf28
CCDC149
MAP2
SPDYA
SEPT1
ZNF689
KLHL15
CRYZ
FAM200B
LAMA5
FAT3
KCNJ8
C8orf34
THAP11
INSIG2
RP11-510J16.5
CAPN14
SPAG5-AS1
RABGGTA
ZNF684
KDM4A
HCN1
RP11-165F24.5
HOXA4
C9orf84
VPS4B
AGBL3
TOX4
SAYSD1
PCDHGA11
LPXN
RP11-234A1.1
MSANTD4
DAPK3
TDRKH
RP11-1220K2.2
RP11-386M24.4
GOT1
RP11-457M11.5
MIR186
RABIF
NXF1
AQP11
ADIRF-AS1
BIVM-ERCC5
AC074367.1
RFTN2
FAM160B2
CEBPD
RAB30-AS1
TUSC3
ENPP7P1
DNAJB9
RP11-815I9.4
AC068499.10
ZNF780A
IFIT5
KCNMB2
CTD-2124B8.2
SELK
CD5L
RPL21P123
PRKG2
RP11-108K3.1
TNIP2
PCDH7
