IGHG4
CTB-109A12.1
RP11-356J5.12
KCNH7
MORC2
ADRM1
SSR3
RP11-494M8.4
ADH6
RCHY1
CDK5RAP1
ZRSR2
HDLBP
PRRG3
VAT1
DDX39A
POLD3
GSTM4
PPP1R35
EIF2S2
TSHZ2
RAB3GAP1
LINC00969
PCDHGA11
SND1
ZNF444
C6orf1
MRPS6
CTC-329D1.2
ODF3B
NTNG1
HDAC10
C12orf4
KIF26A
RP11-305L7.3
RP11-53I6.2
SLC25A11
ZBTB41
FAS
PDP1
IGLC3
AC108004.3
RP11-61L23.2
MEI1
NDUFB6
PPP2CA
FN1
CRELD2
FREM2
FAM219A
WASH2P
NDUFB4
ABCA5
AEN
SAR1B
RP11-351M8.2
HNRNPA3
EIF4B
RP9P
FABP3
MAP3K9
ASCC3
WDFY3-AS2
ZZEF1
TUFM
PTP4A1
XRCC6BP1
PWWP2A
CAPS2
GPAA1
MTRNR2L12
HIST1H1B
GNAS-AS1
MAPK13
SLC50A1
MCFD2
ABCB9
FEZ1
IRF3
SLC17A9
REC8
RP11-373N22.3
KANK1
RBM15
IDE
SLC39A1
ENTPD6
POSTN
VCPKMT
BLZF1
CTD-2034I4.1
YDJC
AHSA1
UNC79
LINC00338
KANK3
RIPK3
MRPS31
HSPA13
B4GALT2
MEGF8
FBXO16
MCCC2
ZC3H11A
VPS53
C7orf31
C15orf57
CADPS2
EPRS
RFC2
APBA3
TMEM45A
GPR108
RPS10P7
SLC22A9
PFKFB1
ERGIC2
UBE2G1
TSC1
AC003991.3
TSGA10
SDHA
NOVA2
DCPS
ACOXL
SSNA1
NCSTN
RP11-23J9.5
RNF181
FKBP14
RP11-545I5.3
SERTAD3
AVPI1
ZNF281
PDIK1L
TTLL1
CYP2R1
ACADVL
GANAB
CYB5R1
PLK1S1
PDCD2
COL4A3
RGAG4
PDCD7
PDK2
SLC35B1
ESR2
FSTL1
MTPAP
NBPF15
PYCR1
PHF23
NDUFA3
RP11-557H15.3
FZD3
PHF5A
AKAP17A
TEX9
NRG4
THOP1
TPTE2
RP11-290F5.1
ECM2
CCDC71L
RP11-51J9.5
RP11-649A16.1
TMEM39A
PET112
STX10
TMEM59
UFL1
RP11-558F24.4
CLPTM1L
FAN1
RP11-295P9.3
FAM96A
SDR39U1
HIST1H2BN
B3GALNT2
NDUFAF5
RAB22A
CTD-2047H16.2
TMF1
CCDC115
MED21
PLA2G2D
CT49
ZNF236
STAG3
EIF2S1
ASUN
STXBP1
BTAF1
TRDN
DUS1L
CAV1
TMED2
LAIR2
TICAM2
FAM120A
FBXW2
KIAA0125
CTD-2369P2.2
CTD-3184A7.4
XRRA1
ZNF587B
AC007317.1
TMEM38A
ZNF398
UFM1
COPS5
OPLAH
LMAN1
CD2BP2
HNF4A
WNT10A
MOCS2
CYP4V2
MRPL10
RAB24
HERC2P3
DPP6
MIR31HG
PRKCI
PPCS
OSBPL7
COA3
AC027612.6
RP11-112J3.16
FAM86DP
FAM227B
PFAS
ARFGEF2
WFS1
LSM1
C3orf17
AARS
MBD1
ZNF75D
DPP7
RP11-484O2.1
RETSAT
HSPA4L
RP11-65J21.3
TUSC3
GS1-179L18.1
C1orf61
EFHC1
SLFN11
TMED4
YIPF5
SPRYD3
NOL3
AVIL
CBX7
MTERF
NTRK3
ATG4B
SLC33A1
AVEN
PSMC3IP
AC002066.1
LINC00571
EIF2D
SMYD4
RAB4A
RP11-420N3.2
CPLX2
ABLIM2
NR2F1
SDAD1
CECR7
PRMT5
RP11-61A14.3
HEXDC
SDC1
IGBP1
SIDT2
TUG1
LMAN2
RP11-385D13.3
LPPR1
ERLEC1
PLN
HBP1
RP11-174G6.5
KDELR2
XRCC4
CAMTA2
CTD-2521M24.9
INSIG2
POU3F2
RP11-1084E5.1
NEFL
RP11-97O12.7
AP1S1
ALG9
MIB2
PPT2-EGFL8
RP11-380I10.4
RP11-714G18.1
AC092964.1
PAPOLA
C5orf28
SPCS2
ZNF337
L1CAM
XPC
SEC11C
MAGEH1
RP11-1035H13.3
RNU6-672P
GSPT2
YIPF1
COG6
FAM19A5
RP11-234B24.6
CSTF2T
LRRC59
CTD-3099C6.9
MSANTD2
PEX6
LGR5
PCDHGA2
RP11-196G18.22
TMEM167B
LMF2
SLC22A5
NDUFS8
KIF21A
RP1-8B1.4
LMTK3
CNR1
LAMA5
USP39
RP11-570L15.1
VIMP
MON2
NT5C3B
RRP36
ACRC
TMEM180
CDC73
C1D
CDC37L1
MARK1
NPRL2
THEM6
THAP5
KB-1460A1.1
CXCL14
SPIN3
VAMP1
EID2
POMGNT1
RP11-894J14.5
NUDT22
RBM26
LINC00467
RP11-1023P17.2
NLGN2
TAF6
IRF2
PSMC2
PDXDC1
RTDR1
FBXO36
RP11-87F15.2
ANKRD20A11P
GATSL3
RP1-102H19.8
ZC3H7A
ACTR1A
CHFR
PGM3
HAMP
MPC1
PAIP2B
ACBD3
C6orf163
SLC35C1
ZRANB2-AS2
ZSCAN23
HTRA3
FER1L4
RAB30-AS1
RP11-689B22.2
CTA-134P22.2
AC093323.3
LINC01019
TXNDC15
METTL23
NFRKB
C14orf119
CHPF
QPCTL
DUSP11
AL353898.2
LINC00116
LRP2BP
ZNF37A
CTBP1-AS2
SHC1
EPB41L4A-AS1
MIA3
HSD17B6
UBA5
HIST1H3D
COMMD3
JSRP1
RP11-618P17.4
RP11-498C9.15
MMADHC
SYT15
COX7B
RP11-783K16.14
B4GALT4
RPS6KB2
CTXN1
RNF139-AS1
CBS
OSBP
PEX2
ZNF529
CIDECP
SELK
NOL6
C5orf45
RNF6
C12orf43
KCNK12
MCAT
PHYH
KLHL21
C19orf25
CHN1
PRPF31
FCF1
AACS
RP11-69L16.4
C12orf55
KIAA0754
RNF208
ADAMTS1
PSMD3
NDUFA6-AS1
FAM195A
KCNA2
GBA2
TMEM230
RP11-385J1.2
RP11-658F2.8
CTD-2303H24.2
TSNAX-DISC1
RP11-40F8.2
ZCCHC17
ZCCHC4
GPS1
YTHDF1
SLC1A4
RP11-454L9.2
HCFC2
C3orf35
KCNN3
RP11-739L10.1
TMEM214
SRPR
DGAT1
LRWD1
MMP24
PREB
NEFM
UAP1
RAPGEF3
FRG1B
HMGN4
MYPOP
OGFOD1
YIPF3
CARS
C2orf61
RAP2C-AS1
AC092162.1
LACTB2
C4orf36
CCDC28A
B4GALT3
CTC-444N24.11
CNOT11
AC005062.2
RBFOX3
RNU7-45P
RAI14
JAKMIP1
KLHDC7B
RP11-517I3.1
RP11-440L14.1
EFCAB4A
GS1-433O24.1
ZNF253
RP11-434H14.1
F10
RP11-1277A3.1
CCNC
RP11-95D17.1
FANCE
ZNF621
FH
CCDC85C
C6orf226
RPL17-C18orf32
ANAPC2
GRAMD1C
SLC41A3
ZC3H12A
AC074338.4
IRX3
SEC61A1
ARMCX3
RP11-91P24.7
UQCC2
ZNF184
KHK
AC010980.2
RP11-390D11.1
RNU4-62P
DDX19B
GUSBP11
TAB1
USP30-AS1
SDF4
MANEA
SEC24A
RP4-794H19.4
ZNF622
RP11-573D15.2
C6orf52
ANKRD30B
SPAG4
SHPK
AGA
PRPS1
PLLP
SEC23IP
C1GALT1C1
CINP
RP11-618G20.1
MED6
NGDN
STYX
COQ4
MIPEPP3
SEC22B
CDKN2AIP
TVP23B
DEXI
BTF3L4
THY1
COPG1
GPRC5B
RNF103
AZI2
TFAP2E
RP1-29C18.8
TNFRSF17
ENDOG
ARMC7
AC004076.9
STK16
PRDM15
RP1-154K9.2
VPS9D1-AS1
OR7A19P
SEZ6L2
RP11-449P15.2
GPN2
MAPK1IP1L
FANCF
ELP2
ACBD4
MRPL35
RAB3B
ZNF219
ZNF449
GNAL
BOC
BLOC1S4
CTD-2175A23.1
DNAJB9
CTSF
RARS2
OMG
PIN4
ALDH1L2
RP13-766D20.2
CRABP2
ZNF12
PMM2
IGFBP1
ADM2
AGBL3
TTC9C
OGN
CTD-3214H19.6
ZNF513
SH3BP5-AS1
ZNF420
PUS7L
NIPAL1
AGAP5
SERINC2
GLUD1P3
UCHL3
ANKDD1B
AC006042.8
RPS23P6
ZNF540
CNPY2
RGS17P1
AC018730.1
MMGT1
ASNS
RP11-567O18.1
SNX4
AF131215.5
RP11-1M18.1
ZNF549
CSH1
PIP5KL1
IRF2BP1
ALG12
RP11-24J19.1
NPM1P25
SNX12
TBCC
RP11-500C11.3
NUDT7
ASPN
CAMK2B
CTC-498J12.3
NUGGC
ZDHHC6
ITCH-IT1
TMEM14A
KBTBD8
ZFHX4
FTSJ1
SRP54
ZFX
MED9
PCSK9
AC009313.1
UFSP2
GPR180
CNNM1
CHRNE
C2orf27A
DLD
CTD-2034I4.2
RP11-530N7.3
ZNF397
KLHDC2
ZFP37
PCOLCE
ATG12
EMC8
CNKSR1
NAT6
EFNB3
SPIRE2
GOLT1B
PWAR6
ABHD14B
EDN1
ALKBH4
C16orf96
SRPRB
RP1-90L6.3
EIF2B1
CYB5D2
AC120194.1
LOXL1
IGHV3-15
USP35
ZSCAN2
MGAT2
CTD-3131K8.2
CTD-2085J24.4
HELQ
PTPDC1
RP11-983P16.4
AC009133.12
RP11-727A23.10
GALNT13
RP11-32P22.1
PSKH1
ANKZF1
ASGR1
AC091969.1
TEAD3
ZNF687
SLC25A46
RP1-78O14.1
NKAIN1
CTD-3193O13.9
ZNF780A
CAPN7
EMC2
VMAC
MUS81
SEMA4C
FBXL18
EMC9
RP4-635E18.7
SCYL1
VPS39
RNU6-638P
LRRTM2
RPL5P9
MRPL44
RP11-635N19.1
CTD-2540L5.5
NDUFB1
ZBED5-AS1
GNL2
ATXN1L
AC010149.4
CDH20
GRHL2
KIAA1191
RP11-307P5.1
GPR75
CTD-2587M2.1
RP6-109B7.3
FPGT-TNNI3K
FAM160B2
SRP68
AC093627.9
RP11-82O19.1
ZNF839
FIZ1
MFAP3
AC068286.1
MKKS
ZNF322
RP11-70P17.1
CCDC117
ANO7P1
SLC25A4
WDYHV1
TLL2
RP11-16E12.2
TECRL
CTD-3193K9.3
ZNF776
DLAT
MARC2
TEX261
RP3-323P13.2
C1R
RP11-1055B8.4
PIAS4
PLRG1
IGKV4-1
BYSL
ADAT1
C3orf20
AC005614.5
RP11-443B20.1
FDX1L
RP11-718O11.1
RP5-1092A3.4
CREB3L4
RP11-574K11.28
PNPLA4
AC009495.4
ANKRD49
CIAPIN1
PLEKHA3
AC092620.3
GRIP2
NANOS3
EXOC8
SCN8A
RP11-326I11.4
RP11-420A6.2
TLE6
EBF2
snoU13
CSPG4
SEC13
GPC1
SNORA19
ZNF577
C6orf203
DIO2
ADM
CD99L2
AC093616.4
PPAP2C
RP11-290D2.6
AL133245.2
NME2P1
IGHG2
CTB-12A17.3
SMPDL3B
STARD5
LINC01032
ALG2
CDK20
SPAG5-AS1
DDR2
AC026202.3
TTC34
RNU6-890P
AC005682.8
DPH2
AC009404.2
KLRAP1
ZNF436
TMEM70
EXO5
TTC4
THAP2
NOTUM
C2orf69
GALNT9
ASLP1
LRTOMT
RSBN1L-AS1
CHPF2
RP11-84A1.1
RP11-151A6.4
RP4-816N1.6
CERKL
ABHD14A
RP5-827C21.2
POU6F1
E2F6
RP11-429J17.2
LINC00922
UBFD1
MYOZ3
AD000090.2
SLC13A3
C5orf54
TMEM133
GCSH
KCTD11
ZNF264
RP11-511H9.3
AC106753.1
PNPLA1
C10orf32-ASMT
USP27X
RP5-1132H15.1
METRN
FBXO48
PHKG2
ZKSCAN2
UGT8
AC005306.3
TUBG2
YIPF2
CTD-2152M20.2
WIF1
CTD-2541M15.4
GMPPB
MIS12
SH3BGR
RN7SL246P
EPN2-AS1
VGLL3
CSRP3
CREB3
DERL2
COG3
RP4-714D9.2
RP11-30J20.1
LHX2
FAM71F2
RP11-574K11.29
ZXDA
RP11-531A24.5
ZNF841
RP11-699L21.1
LRRFIP1P1
EEF1A1P30
PTPN5
CNDP1
METTL1
AC104134.2
KCNS3
AL357673.1
PINK1
ZNF565
GTF2A1
RN7SL37P
EMC4
CTD-3006G17.2
GRIK3
RP11-69H7.3
MARS2
BAIAP2L2
RP11-611D20.2
RP11-196G18.24
FBXL8
MTX2
ZNF517
PDXDC2P
ENKD1
MTHFSD
RP11-458F8.1
TTC12
CXorf36
PGAP3
TMEM200B
C5orf51
MYH6
CERS6-AS1
RP11-325K4.3
ANKRD16
RP11-761I4.3
AC104699.1
HID1
SAYSD1
ADAMTS15
TRAPPC2P1
C1orf27
CTC-209L16.1
CTC-448D22.1
WNT10B
RP11-296A18.3
FICD
RP11-195C7.1
F3
ZNF605
HIGD1C
RP13-314C10.5
RIC3
FGD1
RP1-67K17.3
RP3-327A19.5
TMEM199
DNHD1
RN7SL364P
NRSN2
GET4
C19orf44
MED19
KLF15
AKR1D1
JPH3
TRMT10A
HNRNPA1L2
RP11-53O19.3
RP11-603J24.17
PFDN1
IL33
CCDC78
AF011889.2
ACTA1
RP11-490K7.4
RP11-359K18.4
MEI4
SNORD109A
RP11-22P6.3
CTB-43E15.3
AC091133.1
SLC16A12
RP4-773N10.4
ADARB2-AS1
RP11-888D10.4
FAM156A
GCG
TBX4
ECE2
AP000240.9
WDR64
ZNF615
RP11-141M1.3
RP11-145M4.3
RERGL
RP11-121M22.1
VPS16
RNU6-268P
LSR
