NDST3
JDP2
KANK1
PPP1R12B
C1orf162
TMC6
SLC46A1
ZFYVE16
CXADR
UBASH3B
CAPRIN2
DCLRE1B
SEMA4A
FLNA
GPR126
TMEM37
CTC-326K19.6
HNMT
CAMK1D
KREMEN1
STAT2
GYPA
COL23A1
FGG
KIAA2022
CFD
SBF2
HEMGN
FABP1
ALDOB
AC090044.1
SNED1
GPR65
TNRC6C-AS1
AC096559.1
ZBED3-AS1
CD68
FGD2
ZNF503-AS1
SPTB
AP000304.12
CNTLN
BCAM
KIAA1147
SLC2A1
GPC3
CTD-2207O23.3
DPH6-AS1
MCC
RBP4
ANK1
IFIT3
CFLAR
STAT6
CYP3A7
EPSTI1
FIG4
NDFIP2
SLC12A7
DSCAM-IT1
ACVRL1
CALCR
RNF144B
WNK2
PDCD1LG2
DPEP2
SPTA1
ARRB1
GSTK1
TMCC2
KLF12
TNS3
C1orf54
VAV1
SPIRE1
DPF3
SMPDL3A
TXK
CPS1
C14orf159
PIK3CD
NID1
IL18
ST3GAL5
RGS6
MT1E
MFHAS1
PTPRB
SLFN5
PRDX2
TKT
INF2
BLVRA
CLIP4
CUEDC1
COL4A2
GBP2
MMP19
ARMC2
MIR4435-1HG
SLC4A1
LY6E
CEACAM19
SMAD1
PARP9
TCF4
RP11-89K10.1
AGAP1
ZNF438
FAM65B
WWC2
TOX2
HLA-F
MGLL
CTB-133G6.1
CARD14
PLD3
RP11-85K15.2
NBPF1
PLA2G15
AGT
TNFRSF21
ITIH1
NACC2
IREB2
FCGRT
CECR1
TRNP1
AP000487.5
SMAD6
EPB41L4A
CAT
FGD6
FAXDC2
ATP11C
PCCA
ATG16L2
FTX
SSH2
RAB32
HMBS
KLF1
CTD-2341M24.1
CRYL1
ETNK1
SLC36A1
JAK2
OSBPL11
PPFIBP2
EPN1
CXorf48
HS3ST3A1
TFPI
SLC25A21
RELN
C2CD5
RP11-290F20.3
N4BP2L1
ARHGEF2
PKP4
PDE7B
ATRNL1
GULP1
PHLPP2
DLC1
TMEM140
GYPB
BBS5
MX1
NLRC5
ZNF503
RREB1
AGBL4-IT1
LRRC63
CBL
KIAA0922
G0S2
ID3
DMTN
SCARB2
MDGA2
ARNTL
LATS2
MFSD1
HELZ2
STOM
CTC-1337H24.1
MBTD1
SIN3B
RCN3
TPK1
SEMA4B
OMA1
MIR144
CIRH1A
STIM1
PLCB2
CLEC4GP1
STARD8
FARP2
SLC46A3
COBLL1
STARD3
NOTCH2NL
AKAP9
MBNL3
LIMD2
TMEM63C
NLN
KAZN
DAAM2
AHSA2
CUX1
ATF7
SERPINA5
USP45
SPATA7
HNRNPKP3
TBC1D30
ZNF133
GCLM
PKD1L3
SIGLEC7
ADAM15
CHRD
RNA18S5
KCNJ10
ABLIM3
SLFN12L
WNK1
MYZAP
HMGCS1
NOTCH2
RP4-545C24.1
DENND4B
LINC00977
TMEM56
AHCYL2
CLEC2B
PRDX1
NFAM1
SLC7A7
RP1-60N8.1
AP2A1
DGKG
HCLS1
GVINP1
DAPK2
DPY19L3
CHID1
PIAS2
TRAP1
EFR3A
GNG12
ADAMTSL4
ARHGAP27
UNC13B
DCAF12
MEG3
FAM43A
BAP1
GC
TRIM58
IL15RA
SLC6A6
KIAA1841
DMWD
RP5-894A10.2
CCDC91
JAK1
UNC5B
SCN1B
LHCGR
LGALS9
LGALS8
SULT1A2
CTC-436P18.3
UACA
TANGO2
FAM117B
FKBP8
MINK1
HDGF
RABGAP1
OR2A1-AS1
FAM65C
PGM2L1
SLC39A8
PLXNA1
IFI44
ITGA1
COMT
PRKAR2B
PPP3CC
RP11-139K1.2
MYO1D
ARAP1
IFIT1
PARD3
TRIM47
VAMP5
TXNDC16
ULK2
EEF1DP3
HTT
SAMD9L
KATNAL2
LBR
GRK5
EIF3D
DAPK1-IT1
OR2W3
FGR
VPS37C
AC093415.2
SHMT1
USP32
NDST2
LY96
RBP7
PNPLA3
CEACAM1
ETV5
NFE2
RP11-406H4.1
SLC8B1
RP11-217O12.1
ADD3
SCD
FCRL1
RP11-458D21.5
PGBD5
COL4A1
CCDC141
BCL2
APOM
RP11-38L15.3
TAP1
ECE1
ATP13A2
COL6A2
SOS2
CORO2A
RARA
VWCE
RP11-503C24.4
TPD52
BACE1
MAPK6
GALC
ST7
RP11-78B10.2
SERPINB6
TMUB2
ZZEF1
RAB39A
PUM2
TSHZ2
ZCCHC2
ZMYND8
RP11-155G15.2
RP1-35C21.2
MT1F
TCN2
PVR
GTDC1
REPS1
TXN
PTRF
KEL
ADRBK1
NAGK
RNF169
TMCC1
SORBS3
BTNL8
LINC00639
MAP3K14
RP11-162P23.2
ABL1
SDPR
RP11-157G21.2
C5orf56
CLEC12A
ZNF75D
SIGLEC16
EPOR
PPARGC1B
FEZ1
SOX6
RCL1
ANKRD30BL
RP11-412B14.1
WDFY2
ANK3
IGFBP7
SNX10
LRP5L
ARHGAP31
ACSF2
RP11-634B7.4
HAL
CASP10
SLC25A39
MAST4
PATL2
SDHAP3
IQSEC3
PCAT1
DMPK
RP3-368A4.5
HSD17B13
AKAP10
ICAM2
SYTL4
HCK
CNKSR3
EPB42
RAVER2
XPO7
PSMB9
KLHL22
TGM2
IFIH1
GDAP1
SYTL2
SERGEF
ST7-OT4
SNX5
RHAG
CD58
GPC5
RP11-285E9.6
MYO7B
ALDH2
MMD
CD72
ST6GALNAC2
IGFBP3
FABP3
SEZ6L
NR3C2
LGR4
ANKRD13D
AC016683.6
A1CF
TNIK
CYP4A11
ASS1
CTA-407F11.6
RSAD2
TNFSF10
FAM117A
PRAP1
KNG1
FHDC1
RP3-522D1.1
MLTK
TSPAN5
HPN
SERPINF2
MYL4
SSBP4
ARG1
CD4
SYNPO
MMP15
FAM210B
BTN3A2
HORMAD1
SGCG
CMPK2
FAM91A1
GPR107
CTNND1
SLC9A3R2
RBMS2
DZIP1L
PRNP
CERS6
N4BP2L2
ALDH3B1
FKBP15
TCF3
PDE4DIP
SPAST
LINC00152
GPBAR1
ANKMY2
PDK3
ZNF618
CENPE
F2
MGME1
MYO18B
C1orf132
OSBP2
ALMS1P
CCNY
AL139819.1
OAS2
SLC16A6
RASGRP2
CDS1
TBC1D2
IFT74
RP11-212I21.2
MT1X
PAH
SLC19A1
CEP164
C9orf91
ITLN1
HOTAIRM1
VAV2
FAM46C
MCTP2
DPY19L1P1
ABRACL
CRADD
CALCOCO2
IFI35
ZBTB7C
TXNRD3
PIM1
EIF2B3
MEG8
ADCY2
PNISR
RP1-35C21.1
ASGR2
SP110
ACADVL
FAM169A
PTCHD3P1
DOCK2
GAA
ELF4
TFR2
OPTN
THRB
TLX1
FAM178B
MYO7A
SMAP1
SSFA2
PPP2R3A
CFH
PFKFB4
SPP2
GPBP1L1
ACP2
CHST7
TTPAL
RPS6KC1
GATA1
PBX3
SEPT10
SPG11
CTA-217C2.1
PANK2
SLC35F2
PDSS2
C17orf99
RAD18
IL1RAPL2
RHCE
ZKSCAN4
ENPP4
LTBP1
GPR137C
LYRM4
TRIM10
EPC1
CADPS2
AP000476.1
TRPC4AP
IRF2
VRK2
MAPK14
SEC24D
OR2L13
RHD
EIF2AK2
PF4
CHIC2
CMTM7
PRR5
SMO
CNEP1R1
ARHGEF1
BGN
XPO6
PAPD4
CTD-2307P3.1
UROD
ESPN
SIGLEC9
SFT2D2
ARSB
SETDB2
NT5DC1
NUCB1
ADCY7
AFAP1L1
EPN2
CALD1
CD80
KDM1B
YEATS2
NFE2L3
GIT2
IRF7
STEAP3
IL10RB
CNOT10
FAXC
TCEA3
HMGCS2
FBLN5
MROH7
PPAP2C
AF146191.4
PTPRCAP
NPDC1
AC018816.3
MST1
LAMA2
TASP1
GYPE
SHISA5
TMEM229B
CNPY4
RBPMS
NDUFV2
SQRDL
GANC
KNDC1
PPP1R14A
GPX3
RANBP17
APPBP2
HDX
GCKR
AMPD2
RP11-57H12.2
LTB
C9orf3
GMPR
GFOD1
TNFRSF14
CR1L
REXO2
HBE1
ANAPC7
TRIM25
CTNNA1
PARP12
MRO
NT5C2
NSD1
OGFR
DCHS1
LEPR
DAGLA
CYB5A
TRIM22
CTTN
ANPEP
STRN
TAOK3
SLC45A3
PPM1D
GALNS
TSC22D4
ARHGAP30
NCK1
RPS10P7
RP11-421E14.2
GSE1
IQCK
SERPIND1
FABP5
RNF135
PGD
LARP1
PIR
CD151
TUBB1
FGD3
CYP2S1
CD33
RP11-214N1.1
RP11-114N19.3
ID1
PLCXD1
RP11-1E3.1
AC027612.6
SKP2
ZBTB4
NOD1
NBR1
GNAI3
DFNB31
MAN2A2
LINC00342
CCDC66
YPEL4
C7orf43
SLC48A1
CBR1
VIPR1-AS1
IFNAR1
TBX19
KIF16B
NT5C3A
SETX
CD46P1
STON1
N4BP1
HPX
VIPAS39
VEGFA
RNF224
UBR2
CHD1L
SPIDR
ANO6
PPFIA1
ISYNA1
KAT2B
ARRDC2
PLEKHH1
ADH1A
ITGA7
EIF2AK1
RNF144A
CSNK1A1
PHYH
CAMK2G
RP5-1164C1.2
COQ2
GSTO1
CRYBG3
HS6ST3
BPGM
CPOX
ADCK3
NUDT7
PPME1
ACOT13
DDAH2
ZDHHC7
COL5A2
ANGPTL3
ARPC1A
SPOP
NKG7
SLC14A1
TFCP2L1
GOLPH3L
PHF16
CCNL2
JKAMP
NSUN3
AC007364.1
AC009120.4
GYG2P1
TRAK2
PITPNM2
OSBPL5
SLC38A3
ADD2
CLN8
VCPIP1
COA1
HERC6
LASP1
ENGASE
TBC1D9B
NEU3
SMIM1
E2F2
AC133680.1
CTC-820M8.1
LAMC1
APOL1
CTC-340A15.2
SNX1
ZXDC
PDLIM7
C12orf56
CXXC5
PPM1N
APLNR
DHDH
FRMD3
DECR1
KCNN4
DDI2
GCFC2
MAEA
JPH1
PCSK6
FGFR1OP2
RP11-77I22.2
F5
SERPINC1
GRHL1
MADD
PDE1B
DOCK9
SERPINH1
HNRNPC
F2R
AOX1
RP11-1080G15.2
WDR70
RP11-453F18__B.1
ACAA1
CDCP1
PHF12
RP11-94P11.4
RP11-472M19.2
VAPA
CCNF
NLRC4
TTN-AS1
USP40
ELF5
RP11-108K14.4
CXCL13
AC104809.3
HAGH
SPC24
USP8
UBE2L6
VRK1
COL12A1
ITIH3
DDX60
KDR
BHMT
RP9P
AC113189.5
NARF
LINC00698
IRF9
TAX1BP1
SERPINA6
RP11-514O12.4
TAOK1
CMBL
FAM214B
WDR13
PLOD3
SLC22A25
KIAA1671
VANGL1
RP11-93I21.3
LFNG
F8
ISPD
ARHGAP1
DENND6A
RP11-157I4.4
USP18
ABHD3
GAS8
MPP5
RNF114
COL18A1
TBX18
SORBS1
HRG
CASP4
MARCH2
TMEM91
SHC1
PLEKHM1
CUL4A
C21orf58
SYNJ1
VPS13A
HHIPL1
C6orf195
DZIP3
FANCA
RP11-63P12.6
COL27A1
PCGF3
RP11-598F7.3
C22orf29
FTCD
MYO5B
SIDT2
RP11-483P21.2
KITLG
PLSCR4
UBE3C
NMNAT3
FAR1
ZSWIM8
NSUN6
TRIM9
G6PC
TSPAN15
AMN
TMEM38A
BTN3A3
GLRX5
FXYD2
ART4
PITHD1
USP13
FLCN
SLCO1B3
MYRF
TCF19
TXNRD2
HABP2
TRIM5
RP11-630C16.2
RP11-10O17.3
COL2A1
CFI
HABP4
RP11-576N17.5
TROAP
FBXO16
ERCC3
C3orf67
MRPL20
RAB8B
SLC22A9
ATP10D
RAP1B
APH1B
EFCAB4A
FBXL20
ACOX1
RP11-136K14.1
TRIM6
RPP14
POU2F1
DEF6
RIMKLB
TECPR1
DUSP9
RP11-40C6.2
HTATIP2
PLA2G12A
TEAD3
HEBP1
RP11-418J17.1
LINC00470
MTMR1
TRAM2
POLDIP2
EMBP1
PIGZ
CD300A
GALNT8
RUVBL1
KLB
ADH6
LRRC28
CLK4
RP11-35G9.3
NR1H4
PHKA2
TBX1
RP11-390D11.1
MPPE1
ZNF562
AC015688.3
ACAD10
TM2D1
GFI1B
RP11-267N12.3
ZNF490
HELZ
ERCC6L2
CDC42BPA
CYB561
C18orf25
AZGP1
PNN
RP11-147I3.1
CDC25B
CSNK1A1P1
SLC22A1
ENTPD5
RP11-65J3.1
KLHL41
ATG12
TRAPPC3L
FAM151B
RP11-382A18.2
GPRC5C
KLHL2
PCID2
ZHX3
RP11-433J20.1
CHST13
KCNQ1OT1
RTN3
SERPINI1
POLD2
SEC62
NCKAP1L
CLDN1
BAIAP2
HESX1
HRSP12
RP11-300J18.2
ANKLE1
ASGR1
RNU6-942P
THEM4
MYC
SLC2A2
TAGLN
BRCA2
RP11-766N7.3
TAF1B
CTD-2374C24.1
SLC22A18
CDCA7L
MYLK4
FBXL3
RP11-750H9.5
FAM149B1
PXDN
PGAP1
ACSS2
MOV10
RFESD
SLC30A10
ATP8A1
UNC13A
AC067945.3
LINC01004
MPDU1
AC009892.10
NXF3
LL22NC03-2H8.5
RP11-81H14.2
KLHL32
STC2
STARD7
AP3S1
ZC3H12D
ENOX2
C2orf61
MRAS
AKAP7
SNRNP200
CALML4
TACC2
FST
PROX1
FECH
SPIRE2
SDHA
CCDC148
TFDP1
RAD51AP1
CTD-3184A7.4
CTD-2303H24.2
LINC00923
IGKC
PHOSPHO1
RHOT2
UNC93B1
SERPINA4
SIK2
CMAS
HMCN1
THNSL2
GPR4
FCAR
ADRA1D
POLM
CASP7
KIF1C
CTD-3006G17.2
SERPINA3
RP11-631N16.2
GDI2
SMAD4
DCUN1D4
CTD-2370N5.3
AATF
AMY2B
ZNF251
RHPN1
AL590714.1
CHST12
F10
OVOL2
CTD-2267D19.2
AC015691.13
GCOM1
ADCY4
CUL5
BAMBI
ZNF564
FAM111A
GSR
SLC2A6
SEC14L4
RNF31
CROCCP2
CEACAM22P
LINC00578
RBM38
TIMMDC1
TBATA
MAN2C1
AC007131.2
PSMC2
CYP4F3
PLEKHA7
RSU1
PDLIM2
NF2
TCAIM
C3orf35
MSN
RCHY1
FXYD1
C7orf41
PCYT1A
USP7
CDC42EP1
TSPAN9
PPBP
SUGP2
AGXT
GNG11
SETDB1
LILRA1
RP11-403P17.5
ZNF577
BLZF1
UBL4A
UVSSA
HERC2P2
PKIG
TSTA3
ZNF586
NBEAL1
PTPRF
NQO2
IDH2
C1orf63
RP11-380M21.4
MT1L
PLG
KRT18
SLC39A5
IL10RB-AS1
FANCL
PYROXD2
TM4SF4
SMCHD1
CLYBL
RNF128
PIK3CB
INPP1
VSNL1
NMI
LARS
LIPC
WSCD1
PTH1R
HCG17
SLFN11
C11orf73
MS4A14
RP11-631M6.2
SERPINA11
USP25
IKBKB
NUS1
ANKRD30B
AC083843.1
DCAF8
G3BP1
TINAGL1
PACSIN3
B3GNT8
ACBD5
AC017076.5
FRY
SMLR1
ELN
TSPO2
KIAA0040
CASP8
SLC24A3
SLC38A5
ZNF81
C8A
DSCR3
CRYBG3
LZTR1
MCM5
LINC00854
UFL1-AS1
CXXC1
NCOA2
ARHGAP29
SIRT5
S100A16
EDNRA
GHR
DPF2
LRP5
C19orf47
CHTF18
BTF3L4
PFKL
PIGQ
DNAJC6
ADORA1
ADGB
SLC33A1
FXYD6
ABHD10
MAP4
PCSK9
GMPPA
PDGFRA
ALAD
ELAVL1
MRPL48
CFHR1
LARP1B
ZNF236
PHLDB2
ESRRA
RNASEH2B
PWP2
ADD1
HLCS
CASP8AP2
TADA2B
LSS
EXOC3
RFWD2
SUN1
MT1M
RPRD1A
PDCD6IP
REEP6
SENP8
TRAPPC6B
MRPL41
C21orf67
ZBED6
AMDHD1
GJB1
MICALL1
BBS2
RP11-554D14.7
NUCB1-AS1
KLHL7
RP11-475O6.1
C12orf45
ZNF433
RAB6A
MSRB1
PDE6D
PARP4
LYG1
CSAD
RP1-68D18.2
IL1R1
RP11-582J16.4
SAP30BP
AC009237.8
RP11-166B2.3
TMEM57
GGA1
RNPC3
DLGAP5
MICAL3
RPF1
GLTP
MAN2B2
TMCO4
RP1-60O19.1
GDPD5
AKR1C3
GUCY1B3
HBQ1
RP11-118B18.1
ATP8B1
ACRC
RP11-304L19.5
UNC45A
ARAF
TPRKB
LECT2
AKAP12
TMEM203
RPS12P26
AC011997.1
DPYS
TUBA3FP
CCDC24
MICALL2
TMPRSS6
MID1
TRIP4
TSPAN13
IL32
AQP1
ARL14EP
KAZALD1
ERBB3
PI4KB
RP11-1094M14.11
OGT
PCGF5
PNMAL2
GNG12-AS1
NTPCR
PIGM
CLPTM1L
SRP54
LATS1
TCAM1P
CTD-2611O12.6
TEX41
NAA60
ITPA
RP1-10C16.1
CTC-484P3.1
RP11-70O5.2
TXLNB
VPS36
ALDH4A1
CCDC80
TTC32
RERG
SMIM14
RP11-686D22.4
LMTK2
TP53TG1
SLC43A1
CDK5RAP3
TAB3
SUPT5H
P2RY1
KIAA0232
CSRP2BP
PITPNM3
CCDC68
NSMCE4A
NMNAT1
ISLR
AC125232.1
TBCEL
RP1-20N2.6
LENG8
CFB
FANK1
GLRX
SRPX2
AGTR1
AP1G2
RP11-94L15.2
RP11-38P22.2
TMEM164
ZNF397
RP11-182I10.3
DTX3L
TSPAN32
TMEM182
MRPL55
VPS16
RP13-52K8.1
SLC13A5
ZCCHC24
HFM1
ECM1
MORN1
ABCB10
OCRL
COQ3
ZBTB26
CD99L2
PXN
B3GNT7
IL33
RPTOR
COL6A1
ECT2L
ZNF823
CPB2
PNPLA7
AC091492.2
GSS
ARVCF
ATP6V1H
HMGB3P9
SIGLEC17P
SPATA20
RP11-45M22.4
RP11-326I11.3
HIRA
PTCH2
AGMO
FMO5
SOX18
TBC1D10A
NPIPA1
MTTP
MRPS31
RMDN2
ZC3H14
RP11-337C18.10
UXS1
ABCC2
ZNF274
EOGT
LRRC37BP1
PRKY
EXD2
WDR45
C15orf57
TMEM5
FAM84B
NLRX1
RNF168
LPCAT3
ARHGAP39
FAM118B
RP11-317J19.1
HARBI1
ABCD3
TMPRSS4
R3HDM4
LETMD1
TTLL3
HGD
LINC00476
RP11-266K22.2
C2CD3
CTD-2350C19.1
TRNAU1AP
C5
RP11-429P3.5
DNHD1
IGSF6
HSCB
PSMD7
ACSM2A
ABHD16A
NDUFS1
CLEC16A
PRKCDBP
XK
C11orf65
MLLT3
ENPP1
MCAM
C1orf123
CCDC149
BSDC1
ORMDL1
EXOC8
C8B
CTD-2349P21.11
AP006222.2
IGHM
CMTM4
NEK2
AAAS
AL132709.5
AP001610.5
OTUD7B
ACADSB
PPP1R21
NOP14
AC018890.6
CTD-3025N20.3
PHYKPL
PREB
USP50
KIF6
SP3
CCDC77
LINC00862
CTC-499B15.6
BHMT2
ELMO3
EFNA1
MYCT1
RP11-356I2.1
SIGLEC20P
RP11-6B4.1
EPHX2
GPC6
PYGM
ZKSCAN5
C14orf93
RN7SL288P
CLMN
FAM151A
SCCPDH
RP11-384K6.2
NR2C2AP
RP11-14N7.2
ZNF417
RHOD
SH3BGR
RP11-727A23.5
MOGS
ACAP3
HIBADH
CENPT
TSPAN6
C19orf12
ABCB11
ACTR3B
SNX21
RP1-125I3.2
SMG9
ZNF101
FLYWCH1
FAM193B
CREBRF
FAM136A
