AL645608.1
USP13
PEX5L
MCF2L2
RP11-14I2.2
KLHL24
RP11-433C9.2
RP11-329B9.3
C3orf70
IGF2BP2
ST6GAL1
RP11-513G11.2
LINC00887
TMEM44
TCTEX1D2
TM4SF19
AC092933.3
LRCH3
CPLX1
MXD4
RNF4
FAM193A
MSANTD1
RGS12
JAKMIP1
RP11-74M11.2
C1QTNF7
RP11-115L11.1
FAM184B
RBPJ
RP11-333E13.2
RP11-632F7.1
PHOX2B
SHISA3
YIPF7
RP11-1281K21.1
RP11-177J6.1
KIAA1211
SRP72
REST
SHROOM3
CCNI
ANTXR2
SMARCAD1
UNC5C
RPL5P12
DDIT4L
CXXC4
SEC24B
RP11-119H12.4
NDST4
NDST3
RP11-21I10.2
BBS7
FGF2
ANKRD50
RP11-400D2.2
PCDH18
RP13-884E18.2
PPP1R14BP3
H3F3AP6
MAML3
CLGN
AC097658.1
SMARCA5
GUSBP5
FREM3
RP11-673E1.1
KIAA0922
RNF175
DCHS2
PDGFC
C4orf45
SPOCK3
HAND2
RP11-148L24.1
PRIMPOL
PDLIM3
RP11-818C3.1
AF146191.4
SLC12A7
UBE2QL1
SRD5A1
CTD-2199O4.6
MARCH6
DAP
FAM105B
ANKH
FBXL7
GUSBP1
ZFR
RP11-1084J3.4
RP11-1023L17.1
NIPBL
CTD-2124B8.2
GDNF
GDNF-AS1
CTD-2194L12.3
EGFLAM
CCDC152
CTD-2201E18.5
ZNF131
FGF10
EMB
KIF2A
RP11-307L14.1
RP11-83M16.6
RP11-434D9.2
TNPO1
ENC1
CTD-2235C13.3
LHFPL2
CTC-493L21.2
RP11-72L22.1
RP11-133F8.2
CTC-529L17.1
NR2F1
ANKRD32
CHD1
CTD-2007H13.3
RP11-93O17.1
CTD-2151A2.1
RP11-475J5.5
ST8SIA4
CTC-332L22.1
NREP
CBX3P3
TRIM36
CCDC112
CDO1
ARL14EPL
COMMD10
FAM170A
SNCAIP
MEGF10
KDELC1P1
CHSY3
PDLIM4
IRF1
KIF3A
SKP1
PPP2CA
CDKL3
CAMLG
BRD8
REEP2
LRRTM2
SIL1
CTB-46B19.1
DNAJC18
CTB-35F21.1
PSD2
PCDHB4
PCDHB6
PCDHB17
PCDHB7
PCDHB9
PCDHB10
PCDHB11
PCDHB12
PCDHB13
PCDHB19P
TAF7
PCDHGA2
PCDHGB2
PCDHGB4
PCDHGA8
PCDHGA10
PCDHGA11
RBM27
SPINK13
CTB-13H5.1
DCTN4
ANXA6
FAXDC2
C5orf54
CTD-2313P7.1
RP11-117L6.1
UBTD2
NKX2-5
FAM153B
ARL10
NSD1
MXD3
PFN3
PRR7
DBN1
RP11-1277A3.2
FAM153A
COL23A1
ZNF354C
ADAMTS2
LTC4S
RNF130
GFPT2
C6orf195
WRNIP1
RP1-140K8.5
PRPF4B
RP11-530A18.1
PPP1R3G
LYRM4
FARS2
NRN1
RP3-448I9.2
RBM24
FAM8A1
CASC15
CASC14
RP11-524C21.2
BTN1A1
HIST1H2AI
HIST1H4J
RP1-265C24.8
ZKSCAN4
TRIM27
XXbac-BPG308J9.3
GABBR1
ATAT1
PPP1R18
MUC21
ABHD16A
XXbac-BPG32J3.20
MEGT1
C6orf48
DXO
HLA-DRB5
HLA-DQB1
COL11A2
RING1
PHF1
IP6K3
BRPF3
USP49
RP5-973N23.4
TAF8
PPP2R5D
PTK7
TJAP1
RSPH9
TFAP2D
KIAA1586
RIMS1
ELOVL4
SNAP91
RP11-51G5.1
MRAP2
RP11-207F8.1
CGA
ORC3
AKIRIN2
CNR1
RP11-11D8.3
ANKRD6
SOBP
SEC63
CEP57L1
CDK19
REV3L
LAMA4
RP1-142L7.9
RP1-142L7.8
TSPYL4
DSE
RP1-93H18.7
KPNA5
FAM162B
CEP85L
FAM184A
HSF2
SMPDL3A
TRDN
RNF217
CENPW
PRELID1P1
RSPO3
ECHDC1
RPL5P18
C6orf58
RP11-325O24.2
EEF1DP5
ARG1
TXLNB
NMBR
STXBP5
RP11-361F15.2
PLEKHG1
RP11-136K14.3
RGS17
TIAM2
ARID1B
RP11-2J18.1
WTAP
PRR18
SMOC2
RP1-137D17.1
RP5-894D12.4
AC187652.1
UNCX
AC073094.4
BRAT1
RADIL
PAPOLB
WIPI2
C7orf26
ETV1
HDAC9
STEAP1B
AC073072.7
KLHL7
NPY
HOXA2
HOXA3
HOXA4
HOXA5
HOXA6
RP1-170O19.21
HOXA11
RP1-170O19.14
KBTBD2
RP11-89N17.1
RP11-89N17.4
BMPER
AMPH
YAE1D1
RALA
GLI3
NACAD
ADCY1
ZNF713
NCOR1P3
GS1-124K5.12
AUTS2
CALN1
CLIP2
GTF2IRD1
GTF2I
WBSCR16
GTF2IRD2B
AC138783.12
GATSL2
POM121C
AC074183.4
DMTF1
LRRD1
ANKIB1
AC003092.1
CASD1
DYNC1I1
RP11-682N22.1
TAC1
ASNS
TECPR1
NPTX2
TRRAP
CPSF4
GATS
PPP1R35
GIGYF1
PLOD3
CUX1
LRRC17
ARMC10
CTB-54D4.1
LRRN3
RP5-1006K12.1
CPED1
POT1
RP11-3B12.2
RP11-274B21.3
RP11-274B21.10
CCDC136
SMO
RP11-448A19.1
ERHP1
TMEM178B
TAS2R6
PRSS37
CNTNAP2
DUTP3
CUL1
ZNF746
ZBED6CL
RARRES2
AGAP3
GBX1
SMARCD3
ETF1P2
FABP5P3
DPP6
CNPY1
RBM33
AC073133.2
DLGAP2
FAM66B
CTD-3023L14.1
MTMR9
NEIL2
RP11-351I21.11
RPS3AP35
LONRF1
RP11-369K16.1
DLC1
RP11-468H14.1
LZTS1
CCAR2
EGR3
RP11-213G6.2
KCTD9
DCTN6
PPP2CB
TEX15
PURG
ZNF703
GPR124
BRF2
ASH2L
DDHD2
ADAM3A
CTD-2024D23.1
ZMAT4
KAT6A
AP3M2
POLB
SNAI2
RB1CC1
RP11-400K9.1
PENK
CA8
NKAIN3
PTTG3P
PREX2
RP11-403D15.1
EYA1
RP11-1102P16.1
RP11-656G20.1
KCNB2
RP11-531A24.3
RP11-730G20.2
ZC2HC1A
RPL3P9
STMN2
KIAA1429
TP53INP1
C8orf37
RPS23P1
RGS22
RIMS2
RP11-395G23.3
COL14A1
RP11-3G20.2
RP11-255B23.1
SLA
WISP1
CASC7
GPR20
BAI1
RP11-273G15.2
LY6H
RHPN1
TIGD5
CPSF1
DMRT3
RFX3
AL365202.1
RANBP6
UHRF2
MPDZ
TTC39B
SNAPC3
ELAVL2
RP11-555J4.3
SUGT1P
PTENP1
RP11-384P7.7
ENHO
CNTFR
NPR2
CLTA
RNF38
FBXO10
RP11-613M10.8
DCAF10
ANKRD20A3
RPL24P8
RORB
NTRK2
AGTPBP1
RP11-213G2.5
NAA35
GOLM1
RP11-276H19.1
RP11-276H19.2
CDC20P1
RP11-350E12.4
S1PR3
ROR2
RP11-100G15.7
RP11-100G15.10
NOL8
PHF2
PTCH1
ERCC6L2
LINC00092
CDC14B
HIATL2
TSTD2
GABBR2
TGFBR1
RP11-86L19.2
NIPSNAP3B
FAM206A
FRRS1L
LPAR1
BRINP1
PSMD5
PHF19
TRAF1
C5
CNTRL
HMGB1P37
DAB2IP
RC3H2
RP11-355O1.7
MVB12B
ANGPTL2
STXBP1
ST6GALNAC4
CIZ1
PRRX2
TOR1B
PRRC2B
POMT1
RAPGEF1
MED27
SETX
TTF1
OBP2B
DBH
PPP1R26
OBP2A
CAMSAP1
NPDC1
NSMF
CACNA1B
LINC00703
UCN3
ANKRD16
SEC61A2
CAMK1D
CCDC3
C10orf111
ITGA8
FAM188A
UBE2V2P1
RP11-51E20.1
MLLT10
HNRNPRP1
DNAJC1
COMMD3
BMI1
PIP4K2A
MSRB2
WAC
SVIL
RP11-192P3.4
ZEB1
PARD3
RP11-8L18.2
CUL2
CCNY
NAMPTL
RP11-508N22.12
RP11-508N22.9
ZNF37BP
EIF3LP2
CSGALNACT2
LINC00840
ZNF22
TIMM23B
RP11-109G10.2
RP11-71J2.1
PCDH15
CCDC6
ZNF365
EGR2
JMJD1C
SIRT1
RUFY2
TET1
RP11-119F7.3
STOX1
KIAA1279
PALD1
UNC5B
RP11-344N10.5
KAT6B
DLG5
ZMIZ1
ZCCHC24
RP11-773D16.1
RP11-182L21.6
MBL1P
SFTPD
RP11-479O17.10
FAM213A
RP11-137H2.6
WAPAL
LDB3
CFL1P1
RP11-94M14.3
BTAF1
TCTN3
ARHGAP19-SLIT1
SLIT1
ARHGAP19
RRP12
AL355490.1
PI4K2A
MARVELD1
LOXL4
FAM178A
PDZD7
KCNIP2
LDB1
ELOVL3
PSD
SH3PXD2A
ITPRIP
MXI1
GFRA1
PNLIPRP3
CACUL1
BAG3
INPP5F
ATE1
CUZD1
PSTK
RP11-282I1.1
FAM53B
METTL10
FOXI2
CTAGE7P
VENTX
IRF7
C11orf89
INS-IGF2
RPL26P30
TSSC4
TRPM5
ART5
OR51E1
OR51N1P
APBB1
TRIM3
DCHS1
STK33
ST5
ABCC8
OTOG
KCNC1
SLC17A6
RP11-266A24.1
RP11-406D1.2
KIF18A
DEPDC7
TCP11L1
LMO2
CTD-2572N17.1
EXT2
MAPK8IP1
PHF21A
DGKZ
C1QTNF4
FNBP4
NUP160
RP11-692M12.4
SLC43A1
UBE2L6
YPEL4
CLP1
AP000442.4
TCN1
VWCE
DDB1
TMEM138
TMEM216
UBXN1
LRRN4CL
GNG3
RCOR2
STIP1
GPHA2
AP003068.6
VPS51
DPF2
AP000769.1
FAM89B
GAL3ST3
NPAS4
CTSF
CCS
RBM4B
PPP6R3
PHOX2A
FAM168A
C2CD3
RNF169
CLNS1A
AAMDC
CTD-2337I7.1
TMEM135
RP11-648O15.1
CBX3P7
NAALAD2
FAT3
SLC36A4
CCDC67
MED17
CNTN5
PPP2R1B
DIXDC1
DRD2
TMPRSS5
USP28
ZBTB16
NNMT
AP000797.4
PAFAH1B2
SIDT2
KMT2A
DDX6
ABCG4
TMEM136
GRIK4
CLMP
AP000783.1
LINC01059
ACRV1
RP11-680F20.10
HYLS1
FLI1
RP11-890B15.2
JAM3
B4GALNT3
WNK1
WNT5B
ADIPOR2
LRTM2
CBX3P4
PRMT8
AC005831.1
NTF3
ANO2
PTMS
LAG3
ATN1
SLC2A14
CLEC4A
HNRNPA1P34
NKG2-E
PRR4
APOLD1
EMP1
C12orf36
ATF7IP
WBP11
PDE3A
ITPR2
MANSC4
RP11-551L14.1
RP11-771K4.1
DENND5B
RP11-820K3.2
RP11-313F23.4
GXYLT1
YAF2
PPHLN1
RP11-352M15.1
LINC00938
ARID2
COL2A1
CACNB3
RP11-302B13.5
FKBP11
AC073610.5
TUBA1A
FAIM2
ASIC1
CERS5
SCN8A
HOXC11
HOXC10
RP11-834C11.12
HOXC6
HOXC9
HOXC8
HOXC4
AC012531.25
HOXC5
RP11-834C11.3
NFE2
IKZF4
SMARCC2
KIF5A
DTX3
LEMD3
IRAK3
RAB21
KCNC2
BBS10
RP11-613M5.1
YWHAQP7
SYT1
RP11-263K4.3
RP11-18J9.3
RP11-13A1.1
DCN
CDK17
ANKS1B
UHRF1BP1L
NFYB
EID3
APPL2
BTBD11
CUX2
PLBD2
RP11-438N16.1
RP11-1028N23.3
RP11-497G19.2
HRK
FBXW8
MSI1
TRIAP1
RPL31P52
CAMKK2
RP11-512M8.3
C12orf65
RILPL1
DNAH10
CCDC92
ZNF664
FAM101A
RP5-944M2.2
LINC00943
GLT1D1
TMEM132D
RP11-337L12.1
RP11-174M13.2
EP400
MRPS31P2
ZMYM5
SACS
LINC00327
TNFRSF19
CDK8
WASF3
RPS3AP44
KATNAL1
B3GALTL
ANKRD26P4
RP11-141M1.3
MAB21L1
DCLK1
SMAD9
SUPT20H
POSTN
TRPC4
LINC00366
NHLRC3
LHFP
CALM2P3
ENOX1
RP11-168P13.1
SERP2
GPALPP1
RCN1P2
ZC3H13
RP11-279N8.1
RCBTB2
FNDC3A
KPNA3
CKAP2
HNRNPA1L2
MRPS31P4
PIBF1
KLF12
FBXL3
SLAIN1
HSP90AB6P
SLC15A1
DOCK9
TMTC4
NALCN
RP11-29B2.5
CARS2
ARHGEF7
TUBGCP3
ADPRHL1
GRK1
POTEG
RNASE10
SALL2
REM2
RBM23
PSMB5
CDH24
ACIN1
EFS
CMTM5
MYH6
JPH4
RP11-468E2.4
REC8
TM9SF1
TSSK4
LTB4R
ADCY4
NFATC4
NYNRIN
G2E3
RP11-187E13.2
SPTSSA
MBIP
SLC25A21
MIPOL1
FBXO33
CTD-2298J14.2
RP11-214N1.1
RP11-305B6.3
RP11-99L13.1
RHOQP1
DNAAF2
SOS2
MAP4K5
ATL1
GNG2
PSMC6
DDHD1
EXOC5
KIAA0586
DACT1
C14orf39
RP11-1042B17.2
SIX1
SIX4
MNAT1
CTD-2555O16.1
SPTB
FNTB
KIAA0247
SMOC1
RPL7AP6
AL357153.1
CTD-2540L5.5
PNMA1
PGF
TGFB3
TMEM63C
ZDHHC22
TMED8
C14orf178
ZC3H14
RPL21P11
RPS6KA5
ATXN3
CHGA
IFI27
C14orf132
PAPOLA
EVL
LINC00523
RP11-566J3.4
AL117190.3
PPP2R5C
DYNC1H1
MARK3
BRF1
TEX22
RP11-509A17.3
HERC2P3
NBEAP1
UBE3A
AC026150.5
RP11-261B23.2
KLF13
RP13-395E19.4
SCG5
TMCO5B
AVEN
CHRM5
KATNBL1
C15orf41
CSNK1A1P1
MEIS2
CHST14
FAM92A1P1
RTF1
SPTBN5
CAPN3
STARD9
CDAN1
UBR1
CTDSPL2
FBN1
SHC4
EID1
GABPB1
AP4E1
SCG3
TMOD2
GNB5
RAB27A
PYGO1
PRTG
RFX7
RP11-5N19.3
TCF12
OAZ2
PIF1
MTFMT
KBTBD13
UBAP1L
PDCD7
PARP16
IGDCC3
IGDCC4
RP11-342M21.2
PIAS1
RP11-138H8.7
CELF6
ARIH1
NPM1P42
NEO1
CYP11A1
SIN3A
PTPN9
CSPG4
CIB2
CHRNA3
MORF4L1
KIAA1199
CTD-2240J17.1
CTD-2034I4.1
CTD-2034I4.2
MEX3B
RPL9P8
AP3B2
AC103965.1
ZSCAN2
SEC11A
ALPK3
AKAP13
MFGE8
NGRN
CRTC3
ST8SIA2
RP11-386M24.4
RGMA
NR2F2
RP11-522B15.3
AC087477.1
RP11-522B15.4
RP11-522B15.5
RP11-522B15.1
SPATA8
RP11-315L6.1
CTD-2147F2.1
CTD-2147F2.2
RP11-461F11.3
RP11-183E24.2
CTD-2054N24.2
RP11-89K11.1
DNM1P47
LUC7L
RP1-196A12.1
WFIKKN1
AC009041.2
UNKL
C16orf91
CCDC154
TELO2
CRAMP1L
MAPK8IP3
SPSB3
NPW
CASKIN1
BRICD5
DNASE1L2
AC141586.5
FLYWCH1
CREBBP
RP11-95P2.3
UBALD1
NUDT16L1
C16orf72
TEKT5
TVP23A
ZC3H7A
NPIPA1
NPIPP1
NPIPA5
RP11-1021N1.1
C16orf45
NDE1
COQ7
CTD-2196E14.9
CTD-2196E14.4
PRKCB
ARHGAP17
RP11-266L9.5
EEF1A1P38
NPIPB7
SULT1A2
SULT1A1
ATP2A1
RP11-426C22.5
SNX29P2
C16orf54
DOC2A
C16orf92
CORO1A
TBC1D10B
RNF40
SETD1A
STX1B
PRSS53
AC002519.6
RP11-1166P10.6
HERC2P4
RP11-189E14.5
ZNF423
RP11-327F22.5
SALL1
UNGP1
RP11-7O14.1
ARL2BP
C16orf80
CDH11
LINC00922
CKLF-CMTM1
CMTM2
DYNC1LI2
CBFB
C16orf70
KIAA0895L
LCAT
NFATC3
RPS12P27
SLC7A6
ZFP90
ST3GAL2
CTD-2009A10.1
GLG1
ZFP1
CHST6
RP11-2C15.1
CNTNAP4
VAT1L
USP10
LINC00311
RP11-680G10.1
LINC00917
C16orf95
RP11-178L8.4
FBXO31
ZNF469
CBFA2T3
RP11-46C24.3
CDH15
RP11-46C24.5
AC137932.1
CPNE7
SPATA33
TUBB3
PITPNA
PRPF8
SRR
CTD-3195I5.5
C17orf85
PLD2
RPAIN
NLRP1
AIPL1
SLC2A4
AC026954.6
TMEM256-PLSCR3
NLGN2
SOX15
RPL29P2
LSMD1
MYH1
ZNF286A
UBB
SMCR2
MYO15A
ALKBH5
RP1-178F10.3
CCDC144B
ZNF286B
GRAP
MFAP4
ULK2
AKAP10
CCDC144NL
USP22
RP11-822E23.6
SLC46A1
RAB34
TAOK1
ANKRD13B
CORO6
CPD
SUZ12P
CTD-2349P21.9
RP11-640N20.1
RHBDL3
TMEM98
PIP4K2B
CACNB1
RP11-690G19.3
STARD3
KRT35
HAP1
LEPREL4
FKBP10
CNP
ZNF385C
STAT3
RAMP2-AS1
MEOX1
MPP3
HDAC5
GPATCH8
FZD2
ADAM11
CTC-296K1.3
CTC-296K1.4
RPS26P8
MAPT
RP11-6N17.2
SP2
RP11-357H14.17
CTD-2377D24.8
RP11-1079K10.3
NGFR
KAT7
COL1A1
XYLT2
CACNA1G
LUC7L3
MMD
TMEM100
PCTP
NOG
MSI2
VEZF1
BZRAP1
HSF5
PPM1E
RP11-579O24.1
RP5-1073F15.1
AC002994.1
MAP3K3
DDX42
AXIN2
CTD-2535L24.2
CEP112
CACNG4
CACNG1
PRKAR1A
ABCA10
ABCA5
MAP2K6
AC003051.1
SDK2
RP11-101O21.1
KIF19
TMEM104
USH1G
UNK
UBE2O
MXRA7
RP11-13K12.5
TIMP2
DDC8
CBX2
ENDOV
RP11-1055B8.7
OGFOD3
HEXDC
NARF
IL9RP4
ROCK1P1
RP11-720L2.3
COLEC12
YES1
DLGAP1
RP11-172F10.1
LINC00667
TMEM200C
PTPRM
RP11-128P17.2
RP11-128P17.4
LDLRAD4
ROCK1
GREB1L
RP11-268I9.4
CABLES1
ANKRD29
CABYR
RP11-958F21.1
ZNF521
SS18
RNF138
KLHL14
AC012123.1
RP11-57G22.1
MAPRE2
RNF165
ST8SIA5
SMAD2
ME2
MEX3C
RP11-25O3.1
DCC
ZNF532
RPS3AP49
CDH7
SOCS6
NETO1
ZNF407
ZADH2
TSHZ1
RP11-173L6.1
ZNF516
LINC00908
LINC00683
RP11-795F19.5
SHC2
LPPR3
AZU1
MUM1
EFNA2
AC027307.3
APC2
MEX3D
TMPRSS9
FZR1
HMG20B
GIPC3
ZFR2
ATCAY
SHD
HDGFRP2
AC011498.1
SEMA6B
PTPRS
HSD11B1L
FBN3
ADAMTS10
ZNF699
ZNF559
ELAVL3
ZNF653
ZNF788
ZNF136
STX10
DCAF15
LPHN1
ZNF333
AC004257.3
ANO8
TMEM221
SLC27A1
KCNN1
AC002985.3
HOMER3
SUGP1
MAU2
AC022153.1
AC005758.1
VSTM2B
C19orf12
CEP89
KCTD15
ZNF302
CTC-523E23.4
SCN1B
HAMP
SBSN
ZFP82
ZNF829
ZNF781
YIF1B
DLL3
SELV
EID2B
AC093063.3
DYRK1B
CCDC97
ATP1A3
TMEM145
CEACAM8
AC004603.4
AC005392.13
XRCC1
ZNF155
ZNF112
AC069278.4
CEACAM22P
CLASRP
MARK4
RTN2
SIX5
DMWD
CCDC8
PNMAL1
PNMAL2
DACT3
FKRP
C5AR1
MEIS3
CARD8
CYTH2
PLEKHA4
CGB1
HRC
TEAD2
DKKL1
MED25
KLK8
LIM2
ZNF534
CTD-2102P23.1
MYADM
PRKCG
CACNG8
TSEN34
CTD-3093M3.1
LILRB1
BRSK1
COX6B2
CTD-2105E13.13
UBE2S
SHISA7
ZNF628
SBK2
ZNF579
FIZ1
ZSCAN5A
ZNF71
PEG3
AC004076.7
AC003682.16
ZNF154
CTD-3138B18.4
AC010642.1
SOX12
SRXN1
TMC2
EBF4
PTPRA
CHGB
SEL1L2
REM1
MYLK2
PDRG1
XKR7
CCM2L
TM9SF4
TSPY26P
C20orf203
BAK1P1
SNTA1
CBFA2T2
C20orf173
CPNE1
DLGAP4
TGIF2-C20orf24
RPS3AP3
NNAT
RP4-640H8.2
TOP1
PLCG1
EMILIN3
RPL12P11
L3MBTL1
RIMS4
TNNC2
CDH22
KCNB1
PTPN1
ADNP
DPM1
NFATC2
RP4-715N11.2
CBLN4
SYCP2
GATA5
DIDO1
HAR1B
RTEL1
TCEA2
C21orf91
RNGTTP1
LINC00159
SON
DONSON
ITSN1
DYRK1A
PKNOX1
HSF2BP
C21orf2
C21orf90
COL6A2
SPATC1L
CECR2
CLTCL1
ARVCF
KRT18P5
PI4KA
CRKL
TUBA3FP
AC002472.1
PPIL2
YPEL1
AP000345.1
SMARCB1
SPECC1L
TMEM211
SRRD
CTA-992D9.7
MN1
TTC28
C22orf31
KREMEN1
SEC14L4
SEC14L6
SELM
FBXO7
RASD2
RBFOX2
LGALS1
GALR3
CSNK1E
NPTXR
RPL3
MCHR1
SLC25A17
EP300
SHISA8
CTA-250D10.23
SEPT3
WBP2NL
ARFGAP3
TTLL1
SCUBE1
MPPED1
PARVB
LDOC1L
CERK
RP11-191L9.4
BRD1
MAPK12
LMF2
RP11-706O15.3
TBL1X
SCML2
GPR64
PTCHD1
PCYT1B
NDP
GAPDHP65
RP1-71L16.9
RBM10
CXorf24
TBC1D25
OTUD5
PRAF2
RP11-104D21.3
NUDT11
FAM156A
GPR173
FGD1
SPIN4
ZC4H2
HEPH
PJA1
LINC00269
CITED1
PHKA1
SLC16A2
ZDHHC15
CYSLTR1
TBX22
HDX
ZNF711
KLHL4
PABPC5
DRP2
TCP11X2
GPRASP2
BHLHB9
MTND1P32
NXF3
RAB40A
RAB9B
ZCCHC18
RP6-24A23.6
GUCY2F
KCNE1L
RGAG1
PAK3
EEF1GP5
SEPT6
BCORL1
ZNF280C
MBNL3
FAM122C
DDX26B
FHL1
MAP7D3
RP11-1114A5.4
AFF2
GABRQ
GDI1
PLXNA3
LAGE3
G6PD
ZFY
AC010084.1
MED14P1
TTTY15
USP9Y
NLGN4Y
RP11-424G14.1
KDM5D
TTTY10
ANKRD36P1
AC109135.1
