CX3CR1
VTI1A
AHDC1
ARHGAP11B
RB1
WDR7
SLC29A3
ABI2
DCAF6
RNF217
ZMYND11
LMO7
CDC14A
KCNQ1
DNAJC18
CCDC88A
TLR6
AL627309.1
NEUROD2
ARHGAP35
ZNF507
AC008697.1
SRGAP2C
FOXK1
ITPRIPL2
ADRB2
ATRX
PIK3C2B
RUNX1T1
FAM114A1
LYPLA1
COL6A4P2
VDAC1
RCBTB2
TRIO
MYT1L
DPYSL3
TIAM2
ATXN10
SHPRH
ARL5C
MND1
USP24
AC004980.7
SEMA7A
HECTD2
PIAS1
CAMSAP1
ITPRIP
GNAO1
SLC39A10
FBXO11
KANSL1L
RHOBTB2
VPS13D
TNRC6B
SEL1L
BARD1
RP11-711K1.8
CASC4
MKI67
RP11-834C11.4
UNC5D
TLR4
ROCK2
BRAF
CBR4
RP11-156P1.3
STK32B
ELF2
CCDC14
PELI2
MAP2K6
DDX17
PDE7A
KIAA2026
FAM216A
MMS22L
AFAP1
CAPZA2
PHF21A
AK9
USP15
POLK
PTPN13
LIN52
CC2D2B
ANKIB1
CDKN2A
ITGA5
ERBB2IP
RP11-166D19.1
IQCB1
UBR1
RP11-494M8.4
RP11-535M15.1
TMOD2
AF165138.7
DIAPH3
RP11-33B1.1
LINC00958
PRPSAP1
AC009784.3
PIEZO1
KRCC1
LRRC37A6P
TDRD7
CCDC50
FLI1
CYSLTR1
RCSD1
CLSTN1
INTS6
XRCC5
MGAT4C
METTL21A
C3orf58
SCAMP2
S100PBP
DMTF1
EFTUD1
TNKS
NSG2
RP11-248J23.6
QSER1
RP11-281P23.1
CDK8
HP1BP3
CTC-471F3.4
SYNRG
CCDC132
CASD1
SLC29A1
POLB
SCAF11
UBE2E1
WASF2
GPN3
FAM63B
TLR3
OSBPL9
RP4-717I23.3
ATP2A3
FANCI
FTO
RP11-20I20.2
RSF1
PPAPDC3
CECR6
GGT7
PDS5B
GRIN2A
RAP1GAP2
APAF1
SETD5
TRAPPC8
NEUROD6
KCTD19
STK17A
RUSC2
RP11-168O16.1
PPP1R2P4
MBNL2
LRP1B
UCHL1
NVL
RBM41
KIF2A
KIAA1033
RP11-159G9.5
KIAA2018
ELOVL6
CASC5
ADARB2
AC002398.5
SMAD7
PI4K2B
KMT2A
CERS4
SCFD1
EFCAB11
APC
RSRC1
PBRM1
PRTFDC1
NRF1
AGK
ZRANB1
TUBB3
PCED1B-AS1
SAMD8
SLC10A7
MYO18A
MAN1C1
AC004158.2
MTMR3
MAGED1
KLHL18
KIAA0319L
RP11-403N16.3
HELLS
REEP3
GRIK5
EVL
PIBF1
GNAI1
AMPD3
ZMAT1
ACSL3
DRAXIN
ARID2
ASPM
MSRA
ASCC3
KLHL1
VGLL4
MOB1B
KPNA5
MRPS28
CEP63
RP11-398K22.12
ZDHHC21
MARK3
USP47
STRADA
AF127936.5
LCORL
ITGB3BP
RP11-392P7.6
CBFB
ACVR1
POC1B
CDKN2B-AS1
RPRD2
CDC27
COG5
NUTM2A-AS1
PIWIL4
AC006978.6
S100Z
GLTSCR1L
METTL15
AMOTL1
NUDT14
RP11-120D5.1
CCDC144CP
COPG2
CNOT4
CIT
DLEC1
ZNF197
C9orf84
DNAJB14
SUV420H1
ITFG1
NDRG3
TMEM161B-AS1
NOVA2
SLC38A2
RP11-343N15.1
L3MBTL4
ASXL2
ACPP
DCAF10
MLLT11
ZNF362
PIGN
C10orf137
UBR3
CCDC136
PACS2
MAP2K5
RP11-115H15.2
ZDHHC20
DOCK4-AS1
LHX1
MRVI1
AC083884.8
NCOA5
FBXW4
MIA3
VTA1
LINGO2
RP11-552D4.1
AC072062.1
AP005530.2
CTD-2116N17.1
ANAPC10
YWHAH
RBL1
SGK3
TMEM169
LMBRD2
RP11-848P1.9
PIP5K1A
LDB1
ERCC8
FAT3
LRRC4
NHLRC2
ZFP82
TFEB
NPAT
BACH1
DLG1
CENPK
RP11-762E8.1
ACKR2
LRP6
RFX3
NLK
PRRC2B
KIF18B
ABCG2
DPH6
MGA
KIR3DX1
SLC37A1
ERMAP
ZDHHC3
SNX22
SENP6
TAF15
ZNF638
EPC2
PIGX
C12orf76
RP11-420G6.4
HSD17B11
ORC5
ZMYM6
SCAI
ZFR
SMARCA2
RP5-1198O20.4
VPS54
SH2D3C
PIGK
PIK3C3
ECHDC1
SNAPC3
RP3-368A4.6
LUZP2
RP11-488L18.10
FAM19A1
UBA3
CHEK1
TMEM243
SON
ANKAR
METTL25
ORC2
RP11-262H14.1
ATF7IP
LINC00189
UBE3D
GP9
USP46
ALDH7A1
IPO9
POT1
C10orf68
PGM3
SHCBP1
RP11-212I21.4
MRPS27
CDK13
TRIM36
MRPL1
STAM
RNF24
TRAPPC12
RP11-486O13.4
RP11-112J3.16
TNKS2
FOXG1
ATAD2
GPATCH8
RP11-349A22.5
TRIP12
RP4-749H3.2
IL16
KIF5A
AC017035.2
AC069277.2
TMEM30A
KLHL8
BLM
C4orf21
RAD51D
NKAIN2
DMC1
MIB1
NDC80
RP11-440L14.1
BPTF
EZH2
HSPB11
KPNA3
ZNF519
RP11-875O11.1
SMARCAD1
CUL1
KIF14
GPR75-ASB3
COL9A2
MIR31HG
TTC28-AS1
ZNF439
CCDC7
DAP3
RP11-403N16.5
ZNF385D-AS1
AC092295.7
PFKP
FBXL17
TPP2
TMEM168
CITED4
TMEM108
C1GALT1
MBTPS2
TIA1
BCAP29
KRIT1
CREBL2
RP11-23J9.5
RGS7
C7orf49
RP11-234B24.6
TMEM255B
CEP70
ZFP30
MEST
TM9SF2
KIF20B
PHYHIPL
NUDCD1
SLC36A4
LPPR1
SKINTL
TMX1
TOP2B
ULK4
RN7SL297P
WDR37
CMSS1
KLHL20
ZNF155
SLC30A1
SYNGR1
SOX9
B3GAT1
GNAZ
EDNRB-AS1
FRYL
IKBIP
RP11-617D20.1
ZNF720
MED14
UBE2K
VWA1
GSN-AS1
VKORC1L1
GS1-179L18.1
EYA3
RPS26P21
ANKMY1
FANCD2
RP1-30E17.2
PIGL
GSTM2
MTMR2
MTMR8
PRR14L
SUFU
HMMR
BOD1L1
KPNA1
WHAMMP2
ARL6IP6
ABHD8
NUF2
FAM24B
TMEM245
RP11-536K7.3
ADAMTSL2
ZNF721
INSIG2
snoU13
SEC11C
SACM1L
PTAR1
CYP27C1
ACYP1
RP11-403I13.9
AP001172.2
MSH3
CROCCP3
KIF11
SYNGR2
ANLN
CCDC6
CLCN3
RP11-344B2.3
FHOD1
ADIPOR2
NR2C2
CPE
PARPBP
KIAA0319
AIDA
RAB3GAP1
RPP38
C11orf30
CMTR2
TBCA
FAM228B
FAM126A
GS1-57L11.1
RP11-509J21.1
GOLGA8M
EHBP1
GFM2
CTD-2020K17.1
RP11-692D12.1
AC024084.1
PRIM2
TOR1AIP1
TRIM44
GXYLT1
LY75
CTAGE5
NAA40
TMEM165
ZNF37A
PDS5A
FAM120B
BUB1B
NUSAP1
GAPVD1
MAPK8IP2
DNA2
POGZ
TFDP2
PSD
AC003090.1
RP11-493L12.3
MCPH1
TTBK1
CCDC18
PDE1A
DEGS1
AC007276.5
UPF3A
ESCO2
ATAT1
CTB-89H12.4
TRMT1L
PIK3CA
AMMECR1
ADAM20P1
RP11-323I15.5
MMRN2
ARFGEF1
ENO2
KIAA1429
VPS45
COPS5
FAM60A
FBXO28
CEP192
ATP9B
VEZT
C4orf27
PLAG1
FGFR1OP
TEX9
STIL
BTRC
CAPRIN1
YPEL1
MFF
RP11-67A1.2
SYCP2
FAM133B
A2M-AS1
NFIX
MSANTD2
ATE1
HIATL2
LINC00649
CORO1A
RP11-118B22.4
RP11-143K11.5
FUT10
POLQ
RP11-290H9.4
NCAPG
RNF41
INHBA-AS1
GS1-124K5.12
TFEC
CTC-510F12.4
ITCH
RP1-167A14.2
RP11-2E11.9
IST1
SP4
RP11-381K20.2
XRCC4
RMST
PRPSAP2
KDELR2
LRRK2
NPTN
PTPLAD1
PTCH1
BUB1
UTP6
ILDR2
FLJ27365
FBXW8
HCG18
RP13-104F24.1
REV1
TRIM4
RP11-227G15.9
TEFM
SH3GL1
TYW5
AP3M2
DERL3
ITIH5
UBE4A
SEC63
GTPBP10
RTKN
AP001065.2
CRK
TPX2
SIRPB2
IPO11
STXBP3
RAD21
ZBED5
EIF3F
APCDD1
BTBD1
ZNF462
RNGTT
ST8SIA3
SKA2
ADNP
CYB5R4
CSRNP3
ZNF592
WFS1
MAPK8IP1
EXOG
CXXC4
HSPA13
HERC3
PSMD14
ACVR2A
WHSC1
ARID1A
RP11-83A24.1
ZRANB2-AS2
PARN
USP33
RP11-834C11.5
ZNF90
CAAP1
WASL
APOLD1
DHX9
PLEKHM3
G2E3
CKAP2L
GPATCH2
LRP10
MELK
POLA1
TMEM209
CLOCK
SYNJ2BP
RP11-996F15.2
ZNF431
UCK2
SRD5A1
HSD17B7P2
RP11-241I20.1
NUDCD3
CKAP4
CALCB
RNF111
ZUFSP
TRAPPC13
GTF2IRD2B
SEZ6
SEPN1
VPS29
RAC3
FAM160B1
DTX3
RAD54B
MTF2
CTC-265F19.1
RP11-91P24.7
TERF2IP
ZDHHC6
DPP4
RAB5B
C20orf197
MTBP
C11orf54
BRCA1
TBPL1
ARHGAP33
CROCC
NAV2-IT1
TOPBP1
CDC25C
PHC3
RP4-613B23.1
SFMBT1
LINC00472
NFXL1
TMEM69
RP11-342M1.3
RAD9B
FUCA2
RP11-798M19.3
ADARB1
RP11-85M11.2
ATAD5
GPALPP1
POLR3C
CDCA2
URB2
TUG1
FAIM2
RP11-568K15.1
RP11-434C1.1
RGS3
PPP1R12A
IQGAP3
TUBB8
LEPREL1-AS1
GOPC
CHM
BORA
NEDD4
RFXAP
PPM1K
ZNF407
AC007690.1
AQR
FEZF2
TMEM110
FLOT2
USP32P3
YAF2
FAM185A
LRRC40
QRSL1
NUPL2
HLTF
ACAA2
LCLAT1
RP11-297D21.4
ORC4
CDK18
SASH3
NEGR1
KCNB2
GTF2A1
AL592183.1
NCAPG2
CTC-559E9.6
CTB-118N6.3
UHRF2
ZNF730
PTPN5
PEX3
AC009961.3
SUZ12
ZNF711
RCOR3
ST3GAL3
RP11-495P10.2
TBC1D7
SERTAD2
KIF15
UBA2
SGOL2
STX18-AS1
MOV10L1
MIR186
ATL1
C14orf23
TRIM67
NPSR1
KIAA1107
ST6GAL2
BBX
NFATC3
FRA10AC1
ZNF652
SMC5
RP11-165F24.3
FAM45A
E2F3-IT1
SMEK2
ATAD1
SEC24B
ULK4P1
ZNF253
RP11-146F11.5
UBN2
TUBD1
PRIM1
GRAMD1A
RNF115
OCIAD1
RP11-981G7.6
RAB33B
SMC2
NCAPD3
CTD-3193O13.9
NPR2
GINS1
IRAK4
GPR37
PNMA2
SLC27A4
SUPT16H
RP11-500G22.2
ALKBH1
SMARCC2
SHPK
PCDHGA2
GPSM2
RAB6B
RAP1GDS1
NRD1
MORC3
PALM2
CCT6P3
TUBGCP3
RNF216
TTC37
LINC00173
NUP62CL
POFUT1
AC011043.1
RTCB
KIRREL
ZNF678
WDHD1
CTNNBL1
FANCC
RP11-487I5.4
PRPF40B
ASTE1
RP11-688I9.4
MAP2K4
CDK5R2
NSF
TMEM132B
LINC00892
CAPS2
LSM14A
RN7SL801P
SRPK1
CABIN1
RP11-336A10.2
CALB2
FKBP14
CTD-2291D10.4
RP11-658F2.8
KIAA0355
ZNF318
KRBOX4
RP11-484O2.1
ZDHHC13
CTD-2554C21.2
CCBL2
TPGS2
NPTXR
RBL2
RP11-533E19.3
RP11-807H7.1
RP11-346D6.4
TIMM10B
RP11-410L14.2
HDAC1
ANKRD16
GALNT4
PAIP1
LTN1
CUTC
RFT1
VGF
MARCH7
KLHDC1
TMEM128
NDUFAF6
STPG1
RP11-308D16.4
PHTF1
GPR161
RP11-1114A5.4
UBXN7
SPC25
C8orf44-SGK3
LUC7L3
TRIM27
TTC3-AS1
CBWD5
TRIM52-AS1
ARMC8
THEM6
SEMA3C
HDAC5
CGRRF1
SLC22A17
WDR76
RP11-632K20.7
POLE2
API5
THOC1
PSEN1
GFPT1
MSH5
KCNH8
DCAF17
GKAP1
RP11-46O21.2
MAP1A
ATPAF1
TMEM35
GOLGA1
PCDHB10
CCT6P1
SLC30A6
ECT2
ZNF718
KNTC1
CCNB2
ANKS3
KNSTRN
DEPDC1B
MRPS9
PCMTD1
EMILIN1
SSBP1
GDF11
LMTK3
ACP6
PMS1
DCK
RP1-117O3.2
SIMC1
ARGLU1
RP11-1129I3.1
MTMR10
NCAPH
PGM2
CSNK1G3
MBTPS1
RAB11FIP2
NUDT5
ZNF83
SLC9A5
MKNK1-AS1
TYW1B
RAPGEF3
ZNF800
RP11-308D16.2
DROSHA
CENPI
LRFN2
GUSBP9
NRM
MFI2-AS1
AUH
CTCF
ASB7
RAB7L1
ZNF398
SCLY
PRMT3
KIAA2013
ZNF826P
C8orf44
RP11-745L13.2
SCG5
BRWD1
RP11-299J3.8
DHRS4
RP1-257A7.4
KLHL14
LTC4S
MAP1LC3B2
SWT1
ZNF782
RP5-894A10.6
RP11-35J10.5
DCP2
PSMD1
