PPBP
MAP2K6
MLLT6
NFIC
POU2F1
ORC2
ATIC
ACACB
SYT1
CCDC112
GRK4
ZMIZ1
PPA1
FGD3
KIAA0391
TMEM173
HNRNPU
TMEM44
TIA1
NR2C1
EPHB4
LRRC2
CDK4
PUS1
SPATA13
HPS4
NGLY1
SFXN1
RP11-308D16.4
SET
SNRNP200
FAM208B
KIAA0907
MBTD1
DMC1
TYW1
SSR1
HBP1
HIVEP3
U2AF1
ZNF704
CTA-109P11.4
INO80
SAMD3
N4BP2
SUPT20H
GCN1L1
JAM3
LPIN1
CUTA
ARSB
HDAC4
TTC39C
DNMT3B
DYTN
FAM129A
MYO3B
AXIN1
ATAD3A
RPSAP58
RP11-217H19.1
CD99P1
PITPNB
VMP1
TTC17
PEAR1
DBN1
HNRNPU-AS1
ANKAR
FAM46A
CAB39
SPRED2
APH1B
PPRC1
ISPD
CEP70
MRRF
KLHDC1
TSPAN2
BACH2
MLH1
PPAT
NPAS3
EPDR1
DPY19L4
LETMD1
FAM101B
KIAA1109
DDX55
RAD17
NDUFV1
SFPQ
ZFAND4
TCOF1
POLG2
EML4
DST
SFXN2
PPP1R21
LNPEP
TRANK1
SAP130
RP11-35G9.3
MROH7
DMXL1
SMARCAD1
ARAP2
CFH
OR2L13
SYNE1
LARP4
RNF115
DICER1
PTPN22
FTCDNL1
ZNF280D
PTEN
TMEM50B
ADCK3
NREP
CDKN3
FES
ATRN
DLG2
SRRM1
MBD2
SPIRE1
NEDD1
EXPH5
LY75
IGLL1
LHFPL2
CADPS
TSR1
QPRT
RRP7A
HIP1
AC131097.3
SLC19A1
ANKRD10
ORC4
ORC3
MRI1
MECR
CD38
GALNT14
FUBP1
SACS
POGZ
EMID1
USP54
POFUT1
CCDC125
ALOX5
GALNT11
CTA-292E10.6
SYNJ2BP
KCNK5
MFSD10
HIF1A
LMNB2
USO1
RP11-622K12.1
KDM6B
MKL1
GLCCI1
PPIH
MBNL2
CPSF1
HLA-DRB1
RUNX3
AGO4
MASTL
BICC1
GALM
PCM1
ACAD9
RHEB
SRFBP1
ZNF236
LIAS
RP3-449O17.1
STAT4
STRN
AC007092.1
ELOVL5
SPPL2B
EFTUD1
TP53BP1
ATL2
KPNA5
TRAPPC12
EIF4A2
RUVBL1
STK32B
SNHG17
NHP2L1
RBM41
VPS41
TOP2B
EZR
SLC35A3
TXNDC12
EXOSC8
SCAMP3
RAD50
ANKHD1
NAA16
LAMTOR1
NMT2
DFFA
CIITA
MYO16
PIKFYVE
AUP1
CYP4A22-AS1
STARD9
SETX
SOGA1
BRD3
ELK3
RP11-960L18.1
RPAP2
MBOAT1
ALDH1A1
ANKRD13D
DDX11
ZNF185
WAC
EXTL3
RP11-678G14.3
DHX30
DSN1
RMDN1
AOX2P
ZBED3-AS1
KHDRBS3
ODF2L
MIR181A2HG
CMBL
CBX3
VAPA
PCBP3
PEX3
C4orf32
RIPK2
STRADA
NCF4
SNX32
HAUS6
RABEP2
HSPA4
CENPC
MBNL1
CYSLTR1
RBM19
UBE2I
RBM26
STAC
GOLGA8B
PIK3CG
BTN3A2
KIAA1324L
IDE
PIK3AP1
EFR3A
L3MBTL1
CTB-133G6.1
PARN
TMX3
FSCN1
CMC1
ALG13
KIF13B
SF3B3
PNKD
C2CD2
PHTF1
POLH
ADCY3
RALGAPA1
TERF2IP
MYO1G
STXBP4
ACP6
WDR59
ST18
MCM9
ARIH2
NUDCD1
AC004791.2
HUWE1
RRBP1
GLMN
NSUN3
MTCH2
SORD
DIP2A
CDS2
HIBADH
TDRD3
CENPA
ADSS
KIF1B
AMPD2
WBSCR22
THOP1
FGD5
ZNF573
CASP6
DEAF1
TNFRSF1A
SETDB2
DTWD2
PRTG
LIPE-AS1
PLK1
FMNL3
IDUA
C12orf45
CLC
RP11-281P23.2
AC007246.3
ATAD1
VWCE
SLC4A8
DMXL2
SOCS7
PLVAP
TATDN1
CAND1
SCN3A
RP11-72M17.1
ZNRF3-IT1
ZNF700
SRSF6
ADPGK
APOB
GNB4
MCCC1
TIMP2
EDARADD
TMBIM4
CCNT2
RP11-10K16.1
BMS1
PAM16
ZNF195
DNAJC10
WDR45
PAK1IP1
USP9Y
MAP3K1
SLC25A12
PEBP1
TMEM231
ALS2
ZKSCAN1
ZC4H2
KDM1B
N4BP2L2
ZNF767
ARHGEF11
HCG18
ANAPC1
SCARB2
SLC16A7
SLC17A9
ADA
NONO
OSTC
NELFA
NLRX1
ZNF91
SLC22A15
DRG1
NUP62CL
ENPP7P8
BCS1L
AOX3P
SYTL3
MEF2A
TOMM70A
DIP2C
METTL2A
EPC2
UNC13A
RPL18A
TRAPPC1
MRPS21
RAPGEF5
RP11-572M11.4
DNAJC13
SPG21
LTV1
ANXA4
RP11-386G11.10
SNHG15
USP2-AS1
RP11-379K17.4
EP400NL
UGDH-AS1
WDR78
DCTN1
C11orf31
NOM1
CERK
MLKL
RAB2B
GLIPR1
CTD-2007H13.3
TARSL2
MACC1
SMARCB1
CASP8
PDXDC1
NHP2
GTF2IRD1
SNHG9
RTKN2
LANCL2
GTPBP6
EDC3
ANAPC4
CTD-2017D11.1
TRIM65
MS4A3
PCED1A
IRAK1BP1
WDR90
NNT-AS1
TNFAIP3
ZNF765
GGCT
C10orf137
NME8
SUCLA2
MTA2
ZNF44
SMG9
TEK
LINC00338
RPGRIP1L
GTF2H1
TCAIM
PON2
RP11-1D12.1
ATG13
FAM172A
SMG5
IFT88
CDK10
POGLUT1
RNF44
SNURF
CEP41
ZNF780B
C9orf16
RP11-324C10.1
ATF1
SLC45A3
HEATR3
MCUR1
ZDHHC2
SUPV3L1
RP11-126L15.4
H6PD
RBM14
EPX
WDFY1
DOK1
KLRG1
SLC25A40
MARCKSL1
SLC39A10
SPTAN1
HLA-DPB1
KLHDC10
ALG6
BBS9
MYCN
GM2A
WDR49
VILL
ITGB8
RNF144B
POGK
VARS2
PLEKHM2
CCDC109B
GALNT12
ZNF667
C19orf10
IKBKE
CREB3L2
SH3PXD2B
NUP50
HSPBAP1
MEPCE
BRPF3
CRCP
MEGF8
LXN
EEF1DP3
SLC27A1
ELP3
IFNAR1
AP4E1
RAD54L2
U2AF2
DISC1FP1
GIT2
TCEA2
TNFRSF10A
CMTM8
SCAP
HELB
FAM83F
MTOR
IFT172
CLASP1
LSM4
CEP63
C17orf67
AC012487.2
VASH1
TTC8
SPATA6
DIXDC1
GYS1
HMBOX1
ARRB2
RYR1
DDX51
RRP9
MDC1
SNRPD3
MNS1
PRG2
HIST1H2BC
ALOX12P2
RCHY1
ATXN3
EXOC5
C5orf17
EPSTI1
ABCA13
NUDT21
GUSBP2
ZNF692
PRDM4
AGPAT6
DECR1
DIRC3
RP11-296O14.3
KLHL3
ZNF107
RIMS1
ZNF724P
CDK5RAP1
PAFAH1B3
GCNT2
PYCARD
MAP4K1
TMEM63C
MAP2K4
LIF
IPMK
GAN
NSF
TBC1D19
RANBP2
MZT2B
UPF2
RP11-112J3.16
SLC25A5
TNK2
CACNB3
LRRC37B
GNA12
IL5RA
SMAP1
CKB
GNAS-AS1
SERPINI2
MN1
MAP3K7
LINC00977
MYEF2
TMEM62
UBXN2A
CLHC1
PPM1B
FBXO36
SULT1C4
DSE
ZNF334
MT1G
NCOA2
C5orf56
ASB9
RECQL
NAA40
ZBTB44
TCP11L1
ITCH
MRPS6
PABPC1L
EEPD1
GATS
MAGI1-IT1
SPTLC1
TRMT44
AC079610.1
TIMM50
BRAT1
TSHZ1
ARHGEF9
TRIM14
TMEM201
RP11-704M14.1
GNPNAT1
ABCB1
CHML
RANBP1
HEXDC
CARF
EXOSC2
THOC3
PEX10
LEKR1
TAF5
SLC7A6
TRIM22
ZDHHC6
SLC25A24
GADD45GIP1
TRIM23
METTL12
RP11-703M24.5
ZNF626
ZNF143
MTHFD2
CA5BP1
PXN-AS1
CPSF4
RBM23
POLR1D
ANKRD23
NME1-NME2
AUH
ATRX
AIMP1
TFG
LRIG2
OARD1
YDJC
CYB5B
SIGIRR
ZSCAN5A
CYTIP
CTC-444N24.11
RINT1
LONRF1
FLYWCH1
ZNF598
SF3A2
ZBED3
TRUB2
CCDC30
OBFC1
CD99L2
C12orf57
MCF2L2
TBC1D10C
DENND6B
SRGAP3
HMGN2
FAM188A
URM1
ZNF253
DCBLD2
MSL1
LINC00662
SPATA7
TSPAN4
HSF5
ZDHHC8
MAP7D2
RRAS
FXR1
AC008753.6
SEC24A
UBXN11
FAM124B
ACAD11
POLR2H
ZMIZ2
OTUD4
TPD52L2
GOT2
RP11-727A23.5
RP11-176H8.1
LATS1
DCUN1D2
SEPHS1
GMEB2
PHF15
RAC2
MIPOL1
CABLES2
MON2
MCM3AP
AC016683.6
ZNF362
PCNXL2
RP11-242D8.1
OBSL1
DIEXF
ENSA
CTC-321K16.1
CYB561
PPP2CB
NBR2
CACNA1C
DDC8
BACH1
GK
MCTS1
ZNF420
OTUD6B
OGFOD1
GSK3B
CTD-2207O23.3
CCND1
ALDH7A1
CARD9
ARMCX4
GYG2
PWRN1
Y_RNA
DYNC2LI1
TRPM4
LMBR1L
MTND1P23
PANK1
RBM39
CBX6
RP11-16O9.2
KPNA6
GNPAT
RP11-499P20.2
CACUL1
POLM
TSEN54
WDR6
SLC36A4
S1PR4
NDUFS1
HSD17B3
PRDM16
WBP4
NTPCR
PPP3CB
RBMS2
RP5-1044H5.1
LMLN
TJP1
RP11-550I24.2
GPR137B
HOXA9
AC096558.1
PSMA4
HIGD2A
CNBP
TTF1
CYB5A
TNFAIP8L1
MERTK
CYB5R4
HMGN5
AASDH
RP11-102M11.1
RP5-886K2.3
GXYLT1
TMEM260
HIST1H2AM
CNOT2
GTPBP10
EPM2A
RP11-146F11.5
C1orf27
DPH2
FAM129C
CUBN
NBPF1
MDH1
DDX11-AS1
RP11-1277A3.2
PDCD2
TBC1D8
RHOT2
BZRAP1
PDXDC2P
KB-431C1.4
RCBTB1
SLC9A8
THEMIS2
PAOX
TBL1XR1
GNA14
MAP3K7CL
AC007390.5
MAP9
CDK17
DSG2
CNNM4
RP11-374A22.1
TAGAP
OSGIN2
TCEB1
HIST1H3D
ZNF397
RP11-302B13.5
ZHX1
THBS3
PIWIL2
P2RY11
SP2
ZNF782
TMEM147
PPP1R13B
FBXL2
TRIM26
TNKS
SLC17A5
EDF1
CDKL5
EMG1
AC009120.3
RBM5
AEN
CEP164
PTPDC1
SYNJ2
RPH3AL
NSMCE4A
RP11-696N14.1
PTRF
RPL32P3
RP11-99H20.1
NEFH
IFRD2
GTF2E2
TARS2
LINC00473
HSDL1
TOR1AIP1
GAD1
FKBP7
RP11-243J16.7
LINC00539
RP11-530C5.1
MIR146A
PMP22
TMEM184B
MRPL34
SH3BP4
TMEM246
FAAH2
RRN3
TDRD9
PSME2
AKAP12
MAPKBP1
DCTPP1
RANBP9
MAP7D1
LAMP2
CBX1
RP5-1074L1.4
RP11-1252I4.2
NOL6
ARL8B
BCAP31
ARL17B
BAG4
ZNF135
C11orf84
MTRF1
AKR1CL1
ACOT7
CSAD
DUSP5
GPD1L
CTD-3184A7.4
ICOSLG
STUB1
CHMP3
ZBED1
RP1-101K10.6
RNU7-135P
TSTD2
NTRK1
P2RX7
SWI5
DCTN5
AC021860.1
AC097500.2
TERF2
GNE
CRHBP
BANP
MAK16
SCRN2
TRMT10B
MRAP
HIST1H2BN
FBXL7
NSUN7
FLT1
C8orf44-SGK3
RRAGD
ATOX1
MANEA
METTL9
DLG4
IQCG
RP11-452F19.3
CTC-340D7.1
RP5-1024G6.8
IQSEC3
GCA
SRSF8
IFT57
MEF2BNB-MEF2B
ERCC2
FAM26E
UNC93B1
MRPL21
WRNIP1
ZNF792
KIAA0430
AF127577.11
RCOR3
TBC1D10B
AR
SLC8A1-AS1
CORO2A
IRF5
LINC00937
MED26
ARMC4
CTTNBP2
KIF9
FBXL13
C9orf91
TNKS2
RP11-113I22.1
TRUB1
BRD2
NTMT1
TMEM232
TWISTNB
EXOSC7
RSL24D1
HDX
RMDN2
TCEB3
AACS
ZSCAN29
TP73-AS1
PLGRKT
LRRK1
IMPA2
GPRIN3
PXN
IER3IP1
PLEKHM3
LDLRAD2
RALBP1
TIRAP
GGT7
RP11-498C9.15
LMO7
FANCG
HGF
CREB5
IMP3
PCYT1A
ARMC9
METTL1
IMPACT
TMED7
EFHD2
GSKIP
AC072062.1
PNPLA7
ELAVL2
ZNF630
VEZT
ITIH2
PSMC3
SETMAR
RGS14
RP11-22B23.1
VPS28
GRAP
ZC3HAV1L
CDYL2
RP11-451B8.1
PEX13
RP11-212P7.3
ENTPD5
TMSB15B
BBC3
RBBP5
KLF10
OGN
DYNC2H1
C16orf74
FAHD2A
RP3-368A4.6
BHLHE40-AS1
BTBD1
CTAGE5
DFNB59
TIMMDC1
SCRIB
OSBP
NFYB
EXD2
C1orf198
C5orf30
FAM212B
CDK14
SCO2
CD83
IVNS1ABP
FAM149B1
AC083843.1
SVOPL
PDK2
EFCAB7
PMS2P3
RTCB
CTD-2026D20.2
CNR2
WHAMMP3
NDUFAF4
NELL1
RP11-163N6.2
TMEM126B
NAA60
TCEANC
FER1L6-AS1
C6orf165
C5orf58
RP11-480I12.5
VTA1
COL9A2
PGAP1
POLR2I
HAX1
AC003665.1
APOH
PPP2R2D
PYROXD2
KATNB1
RRM2B
ZNF93
RP11-618P17.4
CPAMD8
NEK11
USP4
EBAG9
PPIP5K1
CTC-508F8.1
RP11-369K17.1
SGK494
RBP4
MVP
XXbac-BPG13B8.10
SSU72
HAAO
RSBN1L-AS1
TCEANC2
ZC2HC1A
STK35
CYB561A3
NAGK
ALG1L2
THUMPD1
TDG
NFYA
COPB1
HSPA12B
ISG20L2
SPAG7
DDX60
SCRN3
FAM72A
STAG3L4
RP5-894A10.2
RP13-941N14.1
ANKRD39
BRICD5
GLRB
BRD4
CTC-518P12.6
MESDC1
TECPR1
RP11-678G14.2
CELF6
UHRF1BP1L
C19orf59
SNUPN
LINC00888
FAM207A
MIR155HG
ELN
AC141586.5
C22orf46
MTERF
PHC2
ALDH6A1
GS1-24F4.2
FLG-AS1
KCTD12
VPS37A
KLHL12
ACTR5
ASB8
CCDC28B
POLR3D
E2F6
RP4-816N1.6
SETD4
METTL21B
TCTN2
AKAP2
CCDC104
BPNT1
CLK1
COL14A1
FBXL18
HLA-DQA1
MIA3
COG2
LA16c-321D4.2
FAM53A
ST20-MTHFS
PPID
SAPCD2
REC8
DOCK3
SIRPA
RIMS3
PIK3R3
DCPS
ZNF487
CDKL3
ARHGEF17
ZNF688
FOXJ2
ARPC5L
RP11-739L10.1
TTC4
RP11-228B15.4
RP11-458N5.1
SOCS5
ZNF335
HS6ST3
IDNK
LYSMD2
ITLN1
DCLK2
AP1S1
GALNTL6
TXNDC17
CTC-510F12.4
CTD-3105H18.16
CATSPER3
OXER1
C12orf29
RN7SL724P
RAPGEF3
CTD-2206N4.4
HRH2
PPP1R26
PAXIP1-AS2
RNU7-41P
RP11-1415C14.4
TMEM60
SNORD96B
ZNF862
PELO
DIAPH2-AS1
AC012668.2
UBE2L6
DCHS1
CTD-2231H16.1
PLEKHA4
SNTB2
RP11-337C18.8
ZMYM6
TTC3P1
MED10
RP11-731C17.2
TRGC1
AMBP
RP11-486G15.2
JPH1
SCN7A
CTD-2339L15.3
FBXL6
CCDC62
PRORSD1P
RP11-1191J2.5
LRRC37BP1
ZNF577
HS3ST3A1
RP11-308N19.1
PDE1C
RP11-69L16.4
Y_RNA
QRICH2
RBMXL1
CCNC
COQ9
OXTR
PRPF18
CTD-2587H24.5
ZNF462
RP11-452H21.1
PARP11
RP11-118B22.4
POMT2
ACTR1A
SP140
OXLD1
WHAMM
TMOD2
ZNF816
MX2
RP11-752G15.9
GNAI3
SCNM1
RP11-382A20.7
C7orf31
RNU7-57P
AP2A2
MON1B
CKS1B
SHF
RAB44
SNX4
GNLY
ADI1
RP11-56F10.3
CCDC9
PRR13
SH3BP5-AS1
RC3H2
NLGN2
NEURL1B
DHRS4L2
CTC-523E23.11
EEF1A2
MTERFD2
PDE2A
GUCY1A2
ACOX3
C18orf8
RP11-380M21.4
GATAD2B
NRG4
RBM8A
RP11-1114A5.4
KCNJ3
RAB5C
NKIRAS1
LAMA4
IQCJ-SCHIP1
RP11-473M20.14
ZNF259
NEDD8
SIGLEC17P
RP11-328D5.1
PRADC1
ZFAND1
TPP1
EPHB6
RPGR
RNU6-1219P
NR4A2
STX10
RNPC3
ASB13
RP11-181E10.3
Y_RNA
RP11-1143G9.4
CTD-2267D19.2
C6orf1
C16orf80
SYCP2
RP11-337C18.10
RP11-416N2.4
POLR2C
RP11-250B2.3
NOTCH3
RP13-476E20.1
AC009403.2
RP13-395E19.3
GTF2IRD2
PRRG3
RP11-360L9.4
CDCP1
MMACHC
ARHGEF40
C3orf67
GPR132
AAMDC
C9orf37
CBWD2
RP11-120M18.2
SGTB
RTKN
IGHM
ZNF232
ENTPD1
DDA1
BRAP
AC008964.1
ACBD3
DCX
AP000295.9
C1orf233
NARFL
RPP38
C1QTNF6
ZNF442
RP11-174G6.5
RP11-122K13.7
PDE9A
DSCAM
RNF103
RNF20
SNORA7
HNRNPA1L2
TPTE2P1
PRDX3
RBM12
ZDBF2
CTC-806A22.1
RP11-87C12.5
RP11-106M3.3
P2RY13
SZRD1
RP11-360F5.1
CLEC2B
CSNK2B
SLC25A14
RP11-20I20.2
MED31
HIST1H2BH
OR2A1-AS1
SCAF1
PEX5
DOLPP1
AP3M1
ANKS1B
RP11-909B2.1
GPR87
Y_RNA
SMIM15
TARBP2
NRIP2
ZNF354A
BTBD19
FAM111B
RP11-527F13.1
FGFR2
KRBA1
FAM159A
ANKZF1
MAP2K7
RFX5
NPC1
SLC22A10
GTF3C3
RN7SL449P
MYEOV2
THAP6
WBP2NL
ANXA5
MEF2BNB
RP11-434H14.1
NKD1
DAK
BCAR3
GGPS1
FUCA2
KHNYN
AC010150.1
PLEKHG4
LCK
ZNF205
CERCAM
IL9RP3
RP5-991C6.4
NPR2
RP11-617D20.1
PRSS12
AC006978.6
SHOC2
PCSK5
AC016722.4
PGBD1
SHANK1
LINC00854
CHURC1
ZNF333
PPP4R1L
MCRS1
ATP6V1E1
RP11-803B1.8
TMED1
RP11-305O6.3
ATP1A1OS
TMX2-CTNND1
ZNF578
RP3-325F22.3
AC147651.4
ZGPAT
RBM45
CTB-102L5.4
ABCD1
RP11-30J20.1
PSMC4
RP11-473M20.7
PFN2
ELAVL4
RP11-162P23.2
SPON2
GMFB
ATF7
MYL3
ZNF649
PHF1
PSMD5-AS1
RP1-292B18.4
RN7SL109P
ZNF358
N6AMT1
LINC00887
RP11-376M2.2
SLC25A23
RN7SL308P
RP11-731N10.1
NDUFA11
MPV17L2
C12orf79
CTD-2047H16.4
AC079779.4
NPIPA5
TRIP12
C11orf24
RP11-136K14.1
RP11-359K18.4
ZNF23
OSCAR
MIPEPP3
CTC-436P18.1
CTB-129P6.11
MRPL9
CCZ1B
RP11-521L9.2
LETM2
RNF180
NUPR1
RP11-597D13.9
ADAMTS7
CTGF
ACTR8
FAM53C
SLC9B1
AC125232.1
SUPT7L
CTD-2006C1.12
AC107218.3
RP11-314P15.2
CTB-175E5.7
RRS1
VRK3
CETP
NID2
RP11-3N2.13
MT1A
ABCF3
RP11-417L19.4
snoU13
MIR3687
PKNOX2
NAP1L4P1
RP11-723O4.6
DLGAP1
DUSP14
NDUFA6-AS1
ZNF865
IFNG-AS1
ERVK13-1
RP11-867G23.8
ZG16B
RP11-722E23.2
A2M-AS1
RP11-566K19.6
USP51
BNIPL
HMGN4
PPP1R1C
ACOXL
MTND4P12
TNFAIP8L2
THUMPD3
CNEP1R1
RP13-15E13.1
RP5-1092A3.4
RP11-383J24.6
TBK1
ADCK2
PRRT3
MBL1P
COA6
CTBP1-AS2
TMEM53
RP11-347C12.2
AC092338.5
IFIH1
MRPL46
SLC2A6
ALMS1-IT1
FSIP1
LINC00263
AC006126.3
ACTR6
CTD-2006H14.2
RPL21P135
FCHSD1
NUDT14
RBM43
LPAR3
RPF1
RP11-57H14.4
FAM171A2
EIF2B4
LRRC56
CHODL
LINC01006
PANK4
RNU6-1057P
ZFHX2
PAGR1
AC068286.1
DLGAP1-AS1
SYS1
RP1-12G14.7
SEC14L6
ZNF845
RP11-262H14.1
RP11-1379J22.5
EPHA7
RP11-571M6.7
RP11-119B16.2
C16orf72
EDEM3
AC005616.1
A2MP1
ZNF34
APOBEC3D
RP11-513G19.1
AE000661.37
DUSP11
TMEM98
SMC1B
GPAM
RP5-855D21.2
RN7SL233P
LRRC37A3
C5AR1
REEP1
GRHPR
TBX6
AC007272.3
CLDN10
ISPD-AS1
KRBOX1
SLC31A2
RP11-82O19.1
Y_RNA
COL6A5
C6orf3
RN7SL76P
NTAN1
CLCN6
DIP2A-IT1
RP11-618G20.1
TTC23
RP11-415J8.5
RP11-163E9.1
RP11-578F21.12
RP11-618I10.1
CHORDC1
ULK4P1
ZNF502
PKIB
RP11-517H2.6
MIS12
GPN1
CDH5
BOD1
OMD
TOM1
METTL22
KCNS3
KDM8
DUSP9
CTD-2196E14.4
RP13-20L14.6
AC002985.3
PGF
CTA-204B4.2
RP1-85F18.6
ARNTL
TBC1D25
LINC00672
CTC-487M23.8
SLC25A4
SLC25A45
MTHFSD
SLC25A53
CDKN2AIP
ZFP57
AMY2B
TMEM183A
ZNF219
GSPT2
ZSCAN31
AP4S1
CDPF1
NELL2
NIPSNAP3A
WNK2
CCDC174
CTD-3018O17.3
APLNR
PTPN14
DNTTIP1
ACTN2
CRY2
FOXP1-IT1
PSENEN
PLA2R1
ZNF709
MED12
PFDN2
PCDHGA2
LA16c-380H5.2
CTD-2066L21.3
RP11-248J23.5
RNU6-1016P
VANGL2
SLC7A8
RP11-13A1.3
RP13-20L14.1
APBA3
LAMC3
SIRT4
SRA1
CD3G
FLRT2
LEAP2
ARL5B-AS1
SNORA73
AC108488.3
RAB39A
SMAD7
ZNF843
MRPS18C
DFNB31
SHANK2
RP11-248J23.6
RP11-379F4.4
BEND6
FAM66C
TRIM67
GDPD4
ATP6AP1L
LINC00847
RP11-32B11.2
FUOM
LGALS4
MRPL36
CHRNB4
SLC25A20
