RP11-34P13.7
RIOK2
RP11-475J5.9
RP11-475J5.8
MTATP6P2
CTD-2001C12.1
LINC00492
NUDT12
CTC-254B4.1
CTD-2128F4.1
CTC-428G20.3
AC010296.1
LYRM7
CDC42SE2
CTC-432M15.3
ACSL6
AC034228.7
CTC-276P9.2
GS1-39E22.1
SPOCK1
MZB1
HARS2
PCDHGA6
HMGXB3
AC091969.1
GRIA1
SAP30L
CTC-209L16.1
CTB-11I22.2
AC008703.1
RP11-34P1.1
FAM196B
CTC-308K20.4
CTB-43E15.1
C5orf47
CTC-281M20.1
NOP16
RAB24
DOK3
RP11-281O15.7
RUFY1
BTNL9
RP1-182O16.1
RP11-556O15.1
RP11-354I10.1
GCNT2
PHACTR1
AL441883.1
STMND1
MRS2
FAM65B
RP11-367G6.3
HIST1H3A
HIST1H3E
GUSBP2
HIST1H3I
SCAND3
MOG
HCG4B
TRIM26BP
MUC22
VWA7
SKIV2L
PPT2
EGFL8
PFDN6
BAK1
LINC01016
RNF8
ADCY10P1
TREML3P
TFEB
MED20
GLTSCR1L
RPL24P4
RP3-337H4.6
RCAN2
GPR111
PTCHD4
MUT
C6orf141
CYP2AC1P
RP11-524K22.1
TFAP2B
MIR133BHG
RAB23
RP11-406O16.1
RPL37P15
RP3-331H24.5
LINC00472
KCNQ5
KHDC1L
PRSS35
RP11-33E24.3
RARS2
RRAGD
RP11-63K6.4
RP11-524K14.1
FUT9
RP3-418C23.2
BDH2P1
FAXC
GRIK2
RTN4IP1
RPL3P7
LACE1
ZBTB24
RP1-93H18.1
MAN1A1
RP1-172I22.1
HDDC2
RP1-293L8.2
HEY2
RP11-527F13.1
MED23
RP11-12A2.3
RP3-332B22.1
RP11-439L18.1
RP1-28C20.1
EPM2A
SHPRH
LATS1
IPCEF1
ZDHHC14
SERAC1
TAGAP
AGPAT4
QKI
MPC1
RP5-894D12.3
PDGFA
AC147651.3
PRKAR1B
ELFN1
RP11-1275H24.2
ZNF815P
GLCCI1
AC006042.8
RPL36AP26
SOSTDC1
LRRC72
CDCA7L
SNX10
HOXA1
HOXA7
C7orf41
AC027269.2
TCP1P1
URGCP-MRPS24
POLR2J4
GCK
AC092657.2
SUN3
AC010971.1
ROBO2P1
GS1-179L18.1
VSTM2A
GBAS
ZNF479
RP11-3N2.13
RP11-468B6.1
ZNF679
RP11-321E8.5
RP11-561N12.1
INTS4L2
SKP1P1
RP11-458F8.2
RP5-859M6.1
RP5-942I16.1
SPDYE7P
RP11-483G21.3
VPS37D
RP5-1186P10.2
PMS2P5
STAG3L1
AC006014.1
HIP1
STYXL1
RSBN1L
GNAI1
AC003988.1
TMEM243
DPY19L2P4
GTPBP10
CLDN12
CTB-111F10.1
ARPC1A
ZKSCAN5
ZNF655
GS1-259H13.10
PILRA
ORAI2
RP4-778K6.1
GPR22
SLC26A3
LAMB1
ASZ1
NDUFA5
RP11-309L24.9
TSPAN33
TMEM209
CPA2
CPA5
EXOC4
RP11-38M8.1
WDR91
STRA8
SLC13A4
AKR1D1
AC013429.4
ATP6V0A4
RP4-701O16.5
DENND2A
WEE2
TAS2R4
OR9N1P
CLEC5A
ZNF786
GIMAP8
ASIC3
ASB10
NUB1
SEPT7P6
AC133633.2
AC133633.1
RP11-378A12.1
RP11-134O21.1
ANGPT2
DEFB1
DEFA5
SGK223
RP11-375N15.1
SLC35G5
RP11-303G3.6
FGF20
CTD-2547L16.3
INTS10
LPL
RP11-24P4.1
GFRA2
TNFRSF10C
ADAM7
NEFM
TRIM35
DUSP26
RP11-317N12.1
RP11-734J24.1
RP11-150O12.4
SLC20A2
THAP1
POMK
RPL29P19
PXDNL
RP11-546K22.3
SOX17
TMEM68
TOX
RP11-163N6.2
YTHDF3-AS1
RP11-1D12.2
RP11-346I3.2
C8orf44
MCMDC2
AC120194.1
STAU2-AS1
RP11-48D4.2
MRPS28
RP11-1149M10.2
IMPA1
RP11-354A14.1
RP11-120I21.2
RP11-120I21.3
OSGIN2
RUNX1T1
RP11-328L11.1
GDF6
UQCRB
KB-1448A5.1
KB-1930G5.4
KB-1507C5.4
EIF3E
RP11-790J24.1
RP11-946L20.4
COLEC10
DEPTOR
RP11-760H22.2
TMEM65
FAM84B
RP11-351C8.1
PCAT1
RP11-255B23.4
RP11-382A18.2
KCNQ3
ST13P6
RP11-157E21.1
AC083843.1
RP11-452N4.1
RP11-661A12.14
CTD-3232M19.2
RP11-32F11.2
RP11-509J21.1
AK3
RP11-307I14.2
RCL1
RLN1
RP11-106A1.2
RP11-390F4.10
RP11-75C9.1
RP11-18A15.1
RP11-462B18.2
TCEA1P4
C9orf24
RP11-195F19.5
RP11-156G14.6
YBX1P10
GNE
CNTNAP3
ZNF658
RP11-146D12.2
RP11-262H14.4
ANKRD20A4
RP11-79D8.2
DAPK1
SEMA4D
RP11-476B13.2
RP11-435O5.2
XPA
RP11-554F20.1
RNF20
TAL2
TMEM38B
RP11-196I18.3
TXNDC8
RP11-202G18.1
C9orf147
RP11-408O19.3
C9orf43
RPL10P3
RP11-281A20.2
RP11-27I1.4
ZBTB6
ZBTB26
TTC16
RP11-65J3.3
C9orf96
RP11-473E2.2
RP11-473E2.4
COL5A1
LCN15
NCLP1
RP11-229P13.2
FAM157B
RP11-69C17.4
PRKCQ
PRKCQ-AS1
RP11-554I8.1
RP11-799O21.2
LINC00709
UCMA
MTND2P16
RP11-165A20.3
LINC00264
RP11-241I20.1
RPS24P13
RP11-342D11.3
SLC9B1P3
TMEM72
RP11-285G1.9
ARHGAP22
C10orf71
ERCC6
DKK1
RP11-346D6.6
PHYHIPL
RP11-131N11.4
SLC25A16
RP11-524O24.2
TMEM14D
RP11-259F16.3
CALM2P2
ANAPC16
FAM149B1
MRPS16
RP11-574K11.29
DUSP8P5
CHCHD1
PLAU
KCNMA1
RPS12P18
PLAC9
NRG3
GHITM
RPS3AP5
PAPSS2
LIPJ
LIPA
IFIT3
SLC16A12
RP11-80H5.9
RP11-80H5.7
SORBS1
CC2D2B
MMS19
MORN4
GOT1
NKX2-3
POLL
SUFU
RP11-127L20.3
RP11-56I23.1
SORCS1
RP11-163F15.1
RP11-566F5.1
RP11-451M19.2
RP11-309P22.1
TECTB
GUCY2GP
ABLIM1
RP11-501J20.3
NANOS1
PRDX3
C10orf88
RP11-383C5.4
FAM196A
RPL5P28
MUC5AC
AC051649.16
CHRNA10
RP11-379P15.1
TRIM66
MTRNR2L8
CTD-2003C8.2
LINC00958
PTH
RP11-98J9.2
RP11-231N3.1
CTD-3236F5.1
NUCB2
TPH1
TSG101
TMEM86A
FIBIN
LGR4
LIN7C
LINC00678
IMMP1L
COMMD9
RP11-159D8.1
SYT13
RP11-430H10.1
RP11-430H10.4
C11orf94
ZNF408
RTN4RL2
TMX2
LPXN
MRPL16
RPLP0P2
RP11-467L20.10
RP11-810P12.1
SCGB1A1
EEF1G
OTUB1
DNAJC4
RP11-869B15.1
TIGD3
AP000769.8
SNX32
NDUFV1
NDUFS8
ALG1L9P
FOLR3
RP11-672A2.3
C11orf73
RP11-736K20.6
TYR
RP11-201M22.1
SRSF8
SESN3
RP11-338H14.1
RP11-788M5.3
TRPC6
RP11-748H22.1
MMP20
RP11-563P16.1
PDGFD
AP001925.1
C11orf65
RP11-25I9.2
C11orf88
RPL37AP8
ANKK1
ZW10
FXYD2
TMPRSS4
ATP5L
PHLDB1
USP2
TBRG1
ESAM
MSANTD2
PATE2
FAM118B
CTD-2234N14.1
KCNJ1
KCNJ5
TP53AIP1
LINC00167
NTM
OPCML
RAD52
CACNA1C
AC007618.3
ITFG2
TULP3
AKAP3
NDUFA9
RP11-234B24.6
RP3-454B23.1
ING4
NANOGNB
CLEC4D
CLEC4E
RP11-133L14.2
OLR1
TAS2R19
PRB1
PRB2
RP11-434C1.3
LRP6
GUCY2C
C12orf60
SLC15A5
RP11-473N11.2
RP11-606D9.1
RP11-424C20.2
LDHB
RP11-153K16.1
LYRM5
RP11-709A23.2
FGD4
SLC2A13
RP11-474P2.4
PFKM
C12orf68
PRPF40B
BCDIN3D
FAM186A
IGFBP6
ZNF740
SP7
RP11-793H13.10
HOXC4
RP11-834C11.7
RP11-834C11.6
RP11-834C11.4
RP11-603J24.9
RP11-571M6.1
RP11-571M6.18
SLC16A7
RP11-254B13.4
CPM
LYZ
CTD-2021H9.1
CTD-2021H9.3
THAP2
TRHDE
RP11-20E24.1
RP11-613M5.2
PPFIA2
METTL25
RP11-248E9.5
C12orf50
TMTC3
RP11-1109F11.3
RP11-1109F11.5
LUM
C12orf79
BTG1
RP11-202G11.2
NUDT4
PGAM1P5
HAL
ASCL1
RP11-552I14.1
RP11-626I20.3
C12orf73
SLC41A2
RP11-185N2.1
MTERFD3
SELPLG
IFT81
SDS
TBX5
C12orf49
NOS1
RPL17P37
RP11-768F21.1
PRKAB1
CCDC64
CABP1
AC079602.1
RP11-87C12.5
VPS33A
RP11-450K4.1
SNRNP35
RP11-214K3.24
RP5-944M2.3
RP13-653N12.1
RP13-507P19.2
RP11-417L19.2
ZNF605
ZNF891
CENPIP1
AL354808.1
IL17D
XPO4
FGF9
RP11-363G2.4
CDX2
MRPS31
CYCSP34
LINC01050
ENOX1-AS1
SPERT
LRCH1
HTR2A
AL136218.1
GUCY1B2
ALG11
UTP14C
MRPS31P5
TPTE2P3
OLFM4
LINC00558
PCDH17
LINC00383
LINC00393
TBC1D4
LINC00380
LINC00379
ABCC4
DZIP1
HMGN1P24
GPR183
ZIC5
FAM155A
COL4A1
COL4A2
MCF2L
LINC00452
UPF3A
CTD-2311B13.7
CHD8
TGM1
NOVA1
PRKD1
CTD-2251F13.1
RP11-176H8.1
RPL7AP3
TRAPPC6B
HNRNPUP1
KLHL28
ATP5S
CDKL1
SAV1
NIN
RP11-218E20.3
PTGDR
PTGER2
GNPNAT1
RP11-454L9.2
RPL13AP3
TMEM260
TIMM9
DAAM1
RTN1
RBM8B
WDR89
RPL21P7
PIGH
DCAF5
PLEKHD1
RP6-65G23.1
ZFYVE1
COQ6
PROX2
MLH3
ESRRB
ADCK1
RP11-666E17.1
EIF3LP1
RP11-406A9.2
RP11-300J18.3
SLC24A4
TMEM251
UNC79
FAM181A
SERPINA5
ATG2B
GSKIP
RP11-433J8.1
BCL11B
WDR20
CKB
AL049840.1
PPP1R13B
CTD-2134A5.4
ELMO2P1
NIPA1
WHAMMP3
MKRN3
GABRB3
GABRA5
HERC2P9
WHAMMP2
RP11-16E12.2
GOLGA8K
PGBD4
RP11-463I20.2
RP11-597G23.1
RP11-275I4.2
CHAC1
EPB42
TGM5
RP11-627D16.1
SEMA6D
CTD-2270N23.1
RP11-198M11.2
RP11-208K4.1
CTD-2007H18.1
MYEF2
SLC12A1
DTWD1
USP8
CYP19A1
UNC13C
ZNF280D
ALDH1A2
LIPC
RP11-82L7.4
RP11-69G7.1
RP11-321G12.1
FAM96A
PAQR5
RP11-138H8.2
THSD4
MYO9A
RP11-390D11.2
SENP8
GRAMD2
CTD-2562G15.2
IREB2
RP11-160C18.2
RPL18P11
MTHFS
LINC00927
RP11-210M15.2
ARNT2
ABHD17C
CSPG4P9
AC105339.1
ZNF592
RP11-648K4.2
ACAN
MRPL15P1
IDH2
CTD-2315E11.1
AC112693.2
RP11-739G5.1
ASB7
TSR3
EME2
IGFALS
MLST8
AC009065.1
ZNF213
CASP16
ZNF174
DNASE1
DNAJA3
C16orf89
METTL22
HNRNPCP4
COX6CP1
SNX29
RPS23P6
U95743.1
CTD-2135D7.5
MYH11
NOMO2
GP2
UMOD
CRYM
AC092338.5
CTD-2540M10.1
HS3ST4
RP11-142A12.1
RP11-673P17.4
NPIPB9
CTB-134H23.3
RP11-231C14.3
SEPHS2
DNAJA2
AC140542.2
CNEP1R1
CTD-2034I21.1
RP11-152O14.1
CHD9
IRX3
CRNDE
IRX5
CTD-3032H12.2
IRX6
CES1P2
MT4
COQ9
RP11-354I13.2
RP11-370P15.2
RP11-351A20.1
RP11-403P17.3
RP11-61A14.3
CES3
FHOD1
CTD-2012K14.6
PSKH1
RP11-343C2.7
CTD-2033A16.2
ZNF23
CTRB1
TMEM170A
CTD-2336H13.2
VN2R10P
CDYL2
RP11-303E16.7
BCMO1
RP11-960L18.1
FAM92B
RP11-118F19.1
RP4-536B24.4
CA5A
PABPN1L
ACSF3
ZNF778
SPG7
ZNF276
CENPBD1
GAS8
RP11-235E17.5
RYKP1
RP11-141J13.3
VMO1
SCIMP
WSCD1
RP11-530N7.2
ATP1B2
AC135178.1
USP43
DHRS7C
LINC00670
COX10
SMCR8
SLC5A10
SNORD3A
CTB-187M2.3
RP11-78O7.2
AC087499.10
RPL21P120
RP1-66C13.4
RP11-218F4.1
PROCA1
NEK8
NSRP1
RP11-848P1.9
RP11-271K11.5
C17orf75
TLK2P1
RP11-686D22.3
MLLT6
RPS20P35
PLXDC1
RND2
RP11-209M4.1
RP11-1072C15.2
RP11-798G7.8
RP11-433M22.2
HOXB5
HOXB6
TTLL6
ABI3
COX11
STXBP4
CTC-462L7.1
TUBD1
HEATR6
CTD-2319I12.2
TACO1
TEX2
SMURF2
PITPNC1
AC145343.2
LRRC37A16P
RP11-147L13.8
RP1-193H18.2
CTD-2582D11.1
OTOP2
KCTD2
RP11-13K12.2
RP11-353N14.2
CBX4
RP11-353N14.5
TBC1D16
ARL16
GCGR
CCDC57
RP11-497H17.1
RP11-672L10.6
METTL4
RP11-838N2.3
RP11-835E18.5
CTD-3096M3.2
RP11-945C19.1
RP11-865B13.1
LAMA1
RP11-76K13.2
THEMIS3P
MPPE1
ANKRD30B
RBBP8
RP11-25I11.1
DSG3
CCDC178
ZNF397
INO80C
FHOD3
RP11-95O2.1
RP11-687D19.1
PSTPIP2
ATP5A1
LIPG
ELAC1
RP11-267C16.1
RP11-397A16.1
RP11-456O19.3
NARS
HMGN1P30
FAM60CP
SERPINB12
AC007948.1
RP11-674P19.2
RP11-465I4.3
LINC01029
PRSS57
ABCA7
AC006130.4
AC005262.4
APBA3
EEF2
AC007292.1
SAFB2
TUBB4A
ZNF557
NDUFA7
FDX1L
YIPF2
ZNF627
ZNF441
ZNF844
CTD-3105H18.14
ZNF709
CTD-2192J16.20
C19orf53
RFX1
CTC-548K16.2
ITGB1P1
EPS15L1
MRPL34
CTD-3131K8.1
MEF2BNB
NCAN
TSSK6
ZNF253
RP11-678G14.3
RP11-420K14.6
CTC-451A6.4
CTC-360P9.1
TDRD12
WDR88
KIAA0355
GPI
FFAR2
COX7A1
ZNF146
RPL31P61
HKR1
CTD-2528L19.4
AC016582.2
RASGRP4
EIF3K
SYCN
ADCK4
HNRNPA1P52
ARHGEF1
CIC
MEGF8
CEACAMP5
RPS10P28
PSG1
PSG2
ZNF221
APOC1P1
AC006126.4
CKM
OPA3
GPR4
AC006132.1
IGFL4
IGFL2
CTD-2571L23.8
BSPH1
FUT1
CPT1C
SIGLEC11
KLK1
HAS1
ZNF432
ZNF137P
ZNF468
CTD-2620I22.3
ZNF677
VN1R2
NDUFA3
ZNF581
EPN1
AC010525.6
NLRP5
ZNF667
ZNF470
ZNF547
TRAPPC2P1
AC004076.9
VN1R1
VN1R107P
AC003005.2
ZNF134
CTD-2583A14.10
ZNF587B
ZNF417
CTD-2368P22.1
ZNF544
CTD-2619J13.19
RSPO4
TGM3
ZNF343
UBE2V1P1
MAVS
RP11-416N4.4
RP11-102J14.1
RP4-568F9.6
RPL41P1
ACSS1
DEFB119
UQCC1
GHRH
RP11-101E14.3
PABPC1L
SYS1-DBNDD2
NEURL2
RP5-890O15.3
RP11-290F20.1
SALL4
ZFP64
RP4-723E3.1
PHACTR3
TPTE
ERLEC1P1
AF127936.3
AP000473.6
AP000998.2
AL109763.2
AP000475.2
AP000705.7
AP000459.4
AP000235.2
AP000221.1
LTN1
BACH1-IT2
AF096876.1
C21orf62
DNAJC28
ATP5O
MRPS6
LINC00310
AP000318.2
KCNE2
CLDN14
PSMD4P1
AP000696.2
SIM2
AP000704.5
RIPPLY3
AP001432.14
LINC00114
TFF2
PDE9A
NDUFV3
ERVH48-1
COL6A1
XKR3
CECR7
GGT3P
DGCR6
PRODH
DGCR9
MRPL40
XXbac-B444P24.14
SMPD4P1
TOP3B
PRAMENP
LL22NC03-N27C7.1
AP000354.2
SGSM1
CRYBB3
CTA-246H3.11
CRYBB2P1
ASPHD2
CTA-445C9.15
TPST2
HMGB1P10
CTA-211A9.5
RP1-40G4P.1
GAL3ST1
TCN2
Z95114.4
CYTH4
FAM227A
TOMM22
CTA-223H9.9
C22orf46
TCF20
MCAT
KIAA1644
PHF21B
CELSR1
TUBGCP6
PPP6R2
SYCE3
CPT1B
CTA-384D8.33
ARHGAP6
AC002366.3
EGFL6
CA5BP1
NHS
MBTPS2
SMS
PHEX
RP11-702C7.2
RP11-268G12.3
DCAF8L2
RP11-545D19.1
TMEM47
HMGB1P16
RPS15AP40
RP4-646N3.1
RP11-265P11.2
CASK
GPR34
RP1-154K9.2
EFHC2
RP5-1158E12.3
ZNF674-AS1
UBA1
AC115617.2
CLCN5
BMP15
RP11-348F1.2
MAGED1
SPIN2B
FAAH2
RP11-3D23.1
CBX1P1
HNRNPDP1
AMER1
RP3-323B6.1
MSN
RP6-159A1.2
RP6-201G10.2
OTUD6A
SOCS5P4
ACRC
HDAC8
DMRTC1
DDX3YP1
RPL21P134
MAGEE2
LPAR4
HMGN5
TERF1P4
RPSAP15
TNMD
CSTF2
NANOGNBP3
NXF4
NRK
RIPPLY1
ATG4A
AMMECR1
GNG5P2
DCX
LRCH2
KLHL13
RP1-107N3.1
SALL4P2
SLC25A14
FRMD7
HS6ST2
USP26
GPC4
CCDC160
RP11-308B5.2
SMIM10
FAM127C
FGF13
CDR1
LDOC1
MAGEC3
SLITRK4
CXorf40A
DUSP9
F8
TTTY11
USP9YP4
TTTY14
CD24P4
AC010086.1
AC011841.2
