CACNA1A
CEACAM1
DIRAS3
DLG5
GNB5
PDE10A
TRA2A
MBOAT4
MIDN
NOVA2
BCAR3
FAM172A
FMN2
ATAD2B
TTLL6
NCK2
WSB1
C11orf49
MIA3
FAM171A1
TECPR1
RAB3GAP2
KMT2C
PUM2
PAWR
ZNF609
PER2
PLAC8
RLF
ZMAT4
SPON2
MEGF11
SH3D19
INADL
SLC35D1
MSRA
DHRSX
RFX4
RAB27A
SQSTM1
PITPNC1
MAST4
TMEM164
NEK7
C12orf79
NSMCE2
CTA-481E9.3
MBNL2
MARK3
CHD4
MET
LRCH3
DHCR24
CCSER2
AMBRA1
CTD-2336H13.2
RAB7A
PPARGC1A
TCF25
GPR137C
ADK
FAM53C
TBC1D5
C1QTNF6
RBPMS
AC011043.1
MOB3B
FAM168A
CCDC88C
PVR
TEX2
XKR6
RABGAP1
VAPA
CAPN2
ANKS1A
TRAPPC9
KRT8
TMEM56
DDX39B
FAF1
UBXN4
LCOR
TPD52L1
MEGF9
XIAP
FAM19A2
RBMS1
TBL1XR1
ARHGAP12
ATP8A1
QDPR
WDFY3
MCOLN3
CTA-481E9.4
LCORL
ARID2
RFC1
PAN3
HDAC2
MKLN1
CAMK2G
TMCC1
PHF21A
DENND4A
ST18
CDK19
TMEM91
TCEAL3
BRWD1
BRE
MTUS1
HSD17B14
KIAA0922
SLC25A12
RP11-1220K2.2
TJP2
TBC1D8
FBXW7
ARHGEF10L
SV2A
EXOC4
NSA2
PFKP
SMURF1
ACACB
SMG6
BCAS3
STAT3
ELF3
MYO6
ANK1
EDF1
HLCS
IGF2BP3
HADHA
ERCC1
PLEKHA2
RBPJ
STK3
DGKG
EPS8
EVI5
ARHGAP21
CAMK2N2
AL592183.1
ANKRD17
SPRED2
ZNF254
WSCD1
SGMS1
PIK3C2A
ARHGAP6
MXD1
RNF38
AC068533.7
TIAM2
COL4A3
NT5DC3
DLL1
GALNT18
ARNTL2
ZC3HAV1
TIMP2
ARG2
AC004980.7
MED15
SOS1
TVP23C
VSIG2
ARID4B
RC3H1
SETD2
SNX4
MAP1B
RAF1
FSTL4
SLC7A1
UBE2E1
MGEA5
SNX9
RBM5
SDCCAG8
TMBIM1
KCNC3
RBM38
SYDE2
MTA3
NARS2
LPIN2
CRY1
COLQ
RP11-139K4.1
RP11-90K6.1
FBXW11
OPA3
BEND7
PHYKPL
FTO
UBAP1
ZNF124
AK4
MAMDC2
AZGP1
KAT6B
METTL16
CDC42SE2
ANKRD28
YAP1
TEX41
OTUD7B
KCNQ1
VAV2
REPS1
DDN
LRIG3
XRCC5
CPNE2
ARHGEF7
TMEM59
OSBPL9
RAB33B
SUZ12P
LRRC16A
TRIM24
CACHD1
FOXA2
HOOK2
AL163953.3
AGPAT5
PTPN21
TESK2
TMEM38B
PPFIA1
ABHD3
SPRY4
CCDC141
RPS6KC1
ENOSF1
KSR2
FRY
A4GALT
REPS2
NKAIN3
SUFU
KIAA1324
GRAMD2
RFX7
BPTF
EML6
SH3RF3
FNBP4
TIPARP
KCNB1
ZNFX1
PWRN1
TMEM260
BAIAP2L1
ZNF667
PTF1A
RNLS
PNMAL2
DHRS3
EPB41L2
FBXO18
NPAS2
DCUN1D3
DUSP4
TPR
P4HA1
R3HDM1
C1orf21
NLN
DNAJC12
CRYL1
AC007092.1
DUSP22
FKBP9
L3MBTL1
USP25
ZMYM2
MEMO1
RASGRF2
DENND4C
EEF1DP3
PITX1
PTPRJ
PTPRA
PPP1R3E
SLC31A1
KIAA0556
MGRN1
CEP350
PDS5B
METTL7A
GTF2I
LINC00842
KDM4B
ZNF791
G2E3
LRP5
DCDC2
TNR
RFX1
BAZ2B
BCKDHB
BTG3
WNT2B
CTPS2
C9orf3
TNRC18
SIK2
GTF2F1
TGFBR1
SYAP1
RALY
PNPLA7
ZNF385A
CDH6
MARVELD3
MAST1
EHD1
AF064858.6
KCNK13
USP32
ZBTB2
RP11-531A24.3
GPATCH8
DENND5A
DEPDC1
RPA3-AS1
NEMF
CD2AP
GFOD2
ZNF544
SKAP1
HDAC8
ZDHHC21
CEP85L
FKRP
PPP1R12A
FAM131B
DDX19B
NDRG3
ABI1
HERC4
RP13-188A5.1
PARVA
CELF6
TOP1
IRAK3
ETNK1
ZFP64
XPR1
GLYR1
DGCR6L
CDK17
DYM
TBCK
DNAJB4
KLK10
CLASP2
ZNF653
TMEM220
ARFGEF2
ZBTB47
KLF12
FAM178A
SHISA6
SFMBT1
BRD7
ZNF44
SH3RF2
GREM2
FER
PRC1
SLC38A2
EXTL3
CYTH3
VPS37D
PMM1
SATB1
KLHL24
MRAS
MRPS18B
MYCBP2
FAM169A
PARP4
TM9SF2
NR2F2
ENPP7P4
MRE11A
GIPC2
MAP3K4
ARHGEF11
RP11-81N13.1
SOX13
MPP7
ACTR3B
PPM1H
CTCF
NT5C3A
DNMT3A
CTDNEP1
SPPL3
RP11-343J3.5
TMEM74B
RGL3
SYNE4
CABIN1
GPR157
PARK2
GPC2
UROS
FUT9
PFKFB4
CSGALNACT1
UST
MAP2K3
ZCCHC7
PLA2G16
ANKRD26
PACRG
RASSF5
SQRDL
DLGAP3
RNF4
MAP4K3
GATAD2B
ANKRD27
LINC00473
CLEC16A
SPIDR
SOGA2
C5orf54
PICALM
GPD2
AC003005.4
CDYL
ZNF292
EDA
MAPRE2
SLCO1A2
TXNDC16
NPC1
PPARG
ATP13A3
GALNT10
HSPA4L
UNC13A
FNDC3A
KDM3B
PIK3C2G
REEP1
FARP2
CYFIP1
WDR74
DNM3
SRPK2
PRKX
TSSC4
KDM2B
CDH12
AGO4
AHCTF1
ARID1A
WHSC1
ACSL4
SRCIN1
PLEKHA7
SPATS2
TULP4
FASTK
ZNF827
APC
CA3
C16orf46
NBEAL1
MFSD8
LRP10
CDC7
HCFC1
FRMD5
HIAT1
FFAR2
DBT
PLCB4
UGGT2
ZHX2
ERBB2IP
LAMA5
PREP
MAOA
RP11-461O7.1
WDR45B
CAPRIN2
EYA3
PTPN12
TUBB2A
PPFIBP2
STK33
SLC38A9
ARMC9
B3GNT5
CLOCK
EIF2B3
FOXRED1
PPP2CB
ASXL1
NFAT5
ARIH2
NDUFB8
ATXN2
LINGO1
PLCH1
PACS1
EFCAB2
TAF15
DNAJC1
PLXNA4
SYT9
SPOCK2
C12orf23
RP11-396B14.2
ENOX1
TRIB2
MAPKBP1
CADM4
CENPK
DGKI
HNRNPLL
EGR3
FRMD4A
EFCAB14
AP3S1
DPY19L1P1
PIAS1
ZCCHC11
BSPRY
EHMT1
NACA
LMBRD2
HECA
CCNB2
CLDN10
C7orf50
USP24
CBLB
G3BP1
ASPHD1
SLC8A3
RALGPS2
DRAP1
WAC
TMA16
SPECC1L
SLC6A17
PKNOX1
CSNK2A1
LINC00883
SLC44A4
B4GALNT3
NLGN4Y
TBC1D12
LINC00472
STAT1
LEPREL4
TUBGCP3
BRWD3
AP000769.1
FAM120B
PTPN3
TET2
RPL13AP25
LINC00954
L2HGDH
FUNDC1
HS2ST1
AL139819.1
H2AFY2
AC005884.1
MICU1
WDR4
IFNAR1
WASF1
LYPD6
SREBF2
PTPLAD1
PLK3
PID1
CDC14A
KIDINS220
UACA
KBTBD2
CTD-2116N17.1
IHH
CTD-2228K2.5
INTS2
MPZL3
NUMB
NDUFAF6
AF131215.5
CCDC167
GBF1
LIMK2
PPAP2C
TTYH2
PRR18
USP49
NR4A3
LHFPL4
SIRPA
RHPN1
MED14
BCAS1
IL17RA
TDRD3
BRINP1
RP11-33B1.1
RUNDC1
PRKCDBP
CYP46A1
SRSF4
MCCC1
IKZF2
RP11-864N7.2
IQCH-AS1
TBC1D2B
UNC13D
GAS8
TMEM261
HTR4
SGSM1
YBX3
RP11-599B13.6
XRCC4
PKIA
NDUFB1
DAPK3
RECQL5
MLLT10
AC102948.2
INPP5B
DNM2
DCAF16
TAB2
FBXW5
SOX21-AS1
TRAPPC6A
OSBPL5
KIAA0907
MOB1A
C19orf45
GNL3
YWHAQ
SRGAP3
AGPAT3
PGM2
KLF13
CAMKMT
KCNH5
C6orf106
SHISA2
SPG7
ZNF566
STIM2
SREK1
AIM2
ATF6
RP11-36C20.1
COQ10B
AP3M2
BTBD3
AGFG1
RGCC
MYADM
MAD2L2
ZFAND2B
POLDIP3
MZF1
PTPN1
ELF2
PRTG
UBE2G1
ABCD3
RHOT1
LAMA3
GSN
COX7A2L
PLSCR4
EFCAB13
UNC93B1
ARL4C
PRKRIP1
FBXO7
LRRC20
SLC19A2
ANKRD13C
GPR179
C4orf29
DYRK1A
TYMS
PDSS2
VPS36
ADPGK
WNK1
NRSN2
FASTKD3
PCMTD1
WDR48
PTPN2
XRCC2
CAV2
TCERG1
UBA2
TRIM38
NDUFA12
PDXK
CRISPLD2
RHEB
VPS29
RP11-379B18.6
C15orf38
RREB1
FAM83E
LINC00106
RASSF2
MTHFR
SNX21
FBXO11
RP11-515E23.1
ZNF644
TRAF3IP2
ZFAND6
CCDC68
WBP11
HIST2H2BE
BCR
NRIP3
USPL1
RP11-166B2.1
TP53BP1
ABHD15
PTGER3
TMEM243
TSC2
TRIOBP
TP53BP2
SYNJ1
CCDC85B
GPR75-ASB3
TRIM27
ZNF148
CPEB2
LPCAT3
STRN3
GSTO2
TCF20
SIM2
MAD1L1
C20orf96
RBM14-RBM4
CHM
CLIC1
HIST1H2BC
NPTN
OFCC1
RP11-254I22.1
UNC5C
PRRG1
RTDR1
RP11-141M1.3
PDZD8
ASCC1
SMIM12
AC005682.8
BACH1
CTC-326K19.6
BMP6
BCAS4
ZNF277
IFNGR1
LINC00882
C14orf2
RP11-51J9.5
MALT1
ZBTB46
HOMER1
RPS6KA5
IFIH1
N4BP2L1
LRRC69
NID1
MRTO4
FBXL19
CPEB4
MRPL38
IMPDH1
CASKIN1
AK3
PNKP
SPR
ANAPC5
RIOK3
NSFL1C
C6orf1
CRADD
COL21A1
CCDC28A
ARID3B
OCLN
RAB3GAP1
CEP57
IMPA1P
CDKN3
STIM1
PTS
CPD
AP3B1
FOLH1
CCNG2
FKBP15
METTL18
CAPN5
ANO10
PPP1R13B
OAT
SLTM
RBM34
JHDM1D
KLF6
CCDC66
SMC5
TBC1D17
DHX32
SEC14L6
PRR26
AGO1
SNX13
RP11-11N9.4
ZNF24
RP1-41C23.1
TIMELESS
USP15
SPOCK1
FAM83G
PTPN14
CDR2
SNAPC3
PPP2R2A
EIF2A
ZSCAN5A
RP11-1114A5.4
RPRD1B
ZZEF1
PKHD1
TTLL11
RUNX1
SLC35G2
NBR1
RP11-575F12.1
PLIN2
ZDHHC18
PMS2CL
NTMT1
JPH4
EFS
RFC3
DGKQ
CUL2
WFS1
NR0B1
HSF2BP
S100A13
TATDN3
KB-1047C11.2
XPO4
RAI14
THADA
CAPN13
SUPT16H
CWC22
TM6SF1
CCDC132
FAM188A
FAM167A
LPIN1
ABHD8
PAPD4
ABCG1
COMMD1
TTC14
ANKRD20A5P
PRPF6
DPM1
CALN1
CAPN15
UQCRC1
ZNF74
PIM2
RP11-1277A3.2
C5orf45
ATPAF2
CSNK1G3
GALNT1
RBFOX2
CSNK1G1
STRBP
PCM1
RP11-210M15.2
CYP2W1
MYL12A
STRN
H3F3A
CDCA7L
KAT6A
TJP1
SUV420H1
ROCK1
NMRK1
LRRC37A
DCXR
OLFML2B
NAA60
ZFC3H1
TACSTD2
EWSR1
IL17RB
PPP1R37
ZCCHC8
NAA16
GCC2
BCORL1
RBM3
KIAA1841
ZNF625
NT5C1B
MSI1
EPHX2
GS1-124K5.3
STXBP5
FAM35A
UBR2
C7orf10
TIA1
RAB21
ANAPC16
RAD54B
OLA1
CRELD1
PANX2
MIR4458HG
RP11-67M9.1
WDR70
NPM1
TLK1
SAPCD2
HIVEP1
NRL
TMEM144
TAX1BP1
PCGF3
UBALD2
C12orf45
CYCS
ITSN2
RNGTT
EPG5
STAG3L5P
NFE2L2
SCN8A
SCN3B
FAM98C
PPAN
TSPY26P
NUP62CL
ADAMTS17
C2orf72
TRMT2A
ZFR
DGKZ
RP11-281P23.2
MRPL28
BAZ2A
LMBR1
GON4L
ADAMTS10
TDP2
ETF1
TEX22
BZW2
ZNHIT2
MAP3K1
EEF2K
RPRD1A
CTA-445C9.15
FOXN2
FBXW2
TLDC1
GRAP2
NSFP1
GPR114
RNF138
RND3
ZNF738
CSRNP1
MST4
DGKE
IL17RE
CNOT2
PFKFB1
CHPT1
CDS2
ANKRD36
MITF
DESI2
ORC2
CHCHD2
MAP3K10
AC007401.2
CEP164
P2RX4
TNKS
PPP2R5A
PSMD4
ZNF208
RP11-98L4.1
BROX
ZNF33B
RNFT1
C19orf55
LCLAT1
SFPQ
RP11-287D1.3
DDX26B
GRAMD3
PTPDC1
SEC61A2
GMEB2
PCYT2
GALNT3
ACYP2
AVPI1
MED17
IER5L
PLEKHA1
C19orf81
PRIM2
TERF1
ZNF131
ISPD
DNAJC11
KMT2E
SIKE1
RPS27P25
RP11-138A9.1
IFI35
SPNS1
WTAP
JAKMIP1
HDGFRP3
DIMT1
AC084018.1
NPRL3
GXYLT1
KPNA4
MYRF
ANKHD1
PIP4K2A
HLTF
MNAT1
USP42
MAL2
XDH
MSL3P1
TRIM3
PAPOLG
KCNQ3
TOB1
CCDC41
ETFB
CAPS
GJB1
TP53INP2
RP11-452F19.3
ALS2CR11
BIN1
CHML
TSPAN8
FIP1L1
CROCCP2
KCTD3
CD24P4
IGSF9B
NDUFAF7
NOC4L
ZBTB6
GTF2IRD2
SCAPER
RP11-576N17.5
ZNF426
TBC1D15
SEC23IP
HN1L
RBM8A
ACOX1
COPS8
PSEN1
BDP1
CCDC64
CTD-2192J16.20
FAM228B
ZNF438
BTRC
MSMO1
DLAT
TBC1D1
ABCA1
MYZAP
ODF2L
ACAP2
ENPP3
OFD1
ANP32B
IRF3
CBLN1
CD99P1
LMNA
CLDN12
RP11-522B15.3
SAP130
PRKD3
CBX3
MATK
TRIM46
DOCK7
RP11-147I3.1
PIP5K1A
MAP2K6
WDR76
SMEK1
MDN1
C21orf88
OTUD5
ITFG2
LARP1B
RP11-531F16.3
ZNF513
PCNXL2
SMAD1
CREBRF
CDC27
B4GALT6
MARCH10
COLCA2
AP000295.9
NBAS
GOLPH3
CLUL1
DYX1C1
FAM193A
RNF213
PHKB
USP53
RP11-382A18.2
RP11-56A10.1
RP11-403P17.5
C10orf32
ZNF800
C20orf194
CEPT1
DCUN1D4
ZFHX2
ZFP36
LINC00470
HEATR5A
IL13RA2
PXDNL
SIK1
TAF1A
ARHGAP18
RP11-1021N1.1
TNRC6C
ELK3
PRKAA1
RPL32P3
RNPC3
SNURF
CENPH
CNTLN
ADAM17
GCKR
SLC39A4
RP11-18H7.1
SLC38A6
AC016586.1
ZBTB21
MRPL41
GRTP1
R3HCC1L
AC073283.4
CHMP2B
KDM4C
RSL1D1
AKAP8
RNF111
DDX58
ZNF710
METTL15
EPC2
MEP1A
MANBA
LYNX1
TMEM158
MAP1LC3B
IKZF5
FAM83H-AS1
RP11-310E22.5
MINK1
CA10
ASAP3
UBE2Q2
AKAP10
ARMC8
SNX2
CWF19L2
HMGCR
ISG20L2
SPA17
JRKL
ACSS1
PPP6R3
PYROXD2
PTCD3
DNHD1
CCDC122
HMGN2P5
KIAA1239
E2F5
TUBD1
RASA1
TMEM177
RNF141
C14orf164
NGDN
CHAF1B
TNPO2
PHLDA3
CCDC125
CLIP1
LMCD1
MAP3K13
CXorf23
RBL2
SLCO2B1
IL15
KDSR
HSPA1L
RPL21P40
SH2B2
VBP1
MTFP1
TRIM44
CLCC1
RNF216P1
NUDT5
PPP1R12C
WDPCP
RP11-514P8.6
HERC1
LRRC7
TEX10
SLC22A5
FAHD2A
ROBO3
GFOD1
ITGA8
SLC27A2
CTD-2384A14.1
DHX57
RBBP5
ATXN3
APTX
HMBOX1
PKD1L1
ZADH2
RP11-568K15.1
URB1
PTPRR
TTC23L
ZNF584
LINC00923
DCTN5
CTD-3074O7.12
RBFOX3
PKD1P6
SF3A1
PHKA1
KCNMB4
PRSS23
WRAP73
ABHD4
MUT
EIF3D
MTMR10
TASP1
RAB18
GK5
MOGS
FAM49A
MORF4L1P1
TMEM38A
IFT172
SNX24
DDX60
CUL5
RP11-113K21.4
UBR1
TRIM33
ZNF841
PLAC1
AEBP2
GOLGA7B
CNTD1
SLC26A6
LINC00870
ARHGAP19-SLIT1
KCTD14
RBM4B
PRDM15
AC092594.1
BTBD1
AKIP1
ZNF502
KCNC1
RP11-296K13.4
DNAL1
KCNN2
USP34
ZMYND8
NUBP1
GPM6B
KAT2A
ARFGAP1
CNTD2
PAN2
BLOC1S3
BRD1
RP11-641D5.1
AC069368.3
ZDHHC17
NCOA2
GNPTAB
AC004158.2
NEK6
SPATA5
CCDC30
RACGAP1
NIT2
SCGB2B2
GNA12
DIS3
ZNF581
SNX29P2
SENP5
ANAPC13
ZNF233
NOL3
ZNF793
PCCB
BDH1
NIPAL3
NMT2
CREBL2
HNRNPU
MRPL16
KMT2A
RHBDD1
TBC1D25
VWA8
ABR
MON2
MTRNR2L3
SEPT11
ULK4
EP400
TRUB1
RP11-61A14.3
AC083799.1
IQCB1
CTH
EXOSC2
OXSR1
UBTD1
NSUN3
ATP8B4
VPS18
CHRNB4
C9orf78
KIF5A
GPRC5C
TTC40
UPK3B
MSANTD2
FAM78B
TSPAN17
ZNF700
PECR
CDK18
THAP9
C17orf85
RANBP9
ZRANB2
HIST1H1A
TTC39C
OGFOD1
SLC25A37
LCA5L
C7orf63
SNX10
MLST8
PLD6
DERA
HHLA3
ESRP1
C11orf84
MTHFSD
MTND4P12
VMAC
RC3H2
GNL3L
TIGD2
ATRX
ZFP14
ZNF713
CLASP1
SMARCD2
SCAMP4
PAFAH1B2
CYB5D2
ZNF204P
MGME1
SLC1A4
PCGF6
ACVR2B
RSPH10B
DYNLT1
FDPS
MOK
AC007390.5
HAUS4
FABP6
CARD10
ZNF223
FRA10AC1
C7orf60
ZNF10
ASH2L
POC1B-GALNT4
CBWD2
MIPEP
SAFB
FDFT1
ARHGAP33
BRAP
MBLAC2
