WASH7P
RP11-320M2.1
PQLC3
ROCK2
RP11-120J4.1
AC130710.1
AC142119.1
TP53I3
PFN4
FAM228A
OTOF
CIB4
AC015977.5
KCNK3
PREB
UCN
SPAST
AC007401.2
FEZ2
HEATR5B
QPCT
LINC00211
HNRNPLL
GALM
ARHGEF33
THUMPD2
EML4
AC016735.1
PREPL
PRKCE
AC006509.7
PPP1R21
AC087073.1
AC092839.1
EML6
CCDC85A
VRK2
RP11-493E12.1
USP34
AC016734.1
UGP2
LGALSL
RP11-568N6.1
RAB1A
RP11-474G23.1
FBXO48
AAK1
AC007040.11
CYP26B1
EMX1
SLC4A5
C2orf81
GCFC2
AC010105.1
TGOLN2
ELMOD3
SH2D6
CHMP3
CD8B
OR7E102P
NEURL3
KANSL3
FER1L5
CNNM4
ANKRD23
FAM178B
AC159540.1
TMEM131
TXNDC9
REV1
AC104782.3
IL1RL2
AC108868.6
RANBP2
RGPD5
RPL23AP7
RABL2A
AC010982.1
MARCO
C2orf76
TMEM185B
AC018866.1
HS6ST1
AC079586.1
MED15P9
AC092620.3
LRP1B
TEX41
ACVR2A
LYPD6B
LYPD6
FMNL2
AC009961.3
CD302
TANK
AHCTF1P1
COBLL1
SCN2A
AC009495.4
PHOSPHO2
MYO3B
DCAF17
CYBRD1
DYNC1I2
AC106900.6
SCRN3
KIAA1715
RP11-324L17.1
AC017048.4
AC092162.1
RBM45
PDE1A
FRZB
RP11-410E4.1
CALCRL
OSGEPL1
ORMDL1
STAT1
AC067945.3
MYO1B
AC104600.1
GTF3C3
ANKRD44
AC005235.1
SPATS2L
ICA1L
CARF
NBEAL1
RAPH1
GPR1
ZDBF2
AC019185.2
MEAF6P1
RPE
MYL1
RP11-105N14.3
RPL5P8
PNKD
ANKZF1
TUBA4A
TUBA4B
DNAJB2
PTPRN
OBSL1
INHA
AC067956.1
RP11-384O8.1
AC010980.2
SGPP2
MOGAT1
AC016712.2
WDFY1
FAM124B
RHBDD1
AC009410.1
SP110
HMGB1P3
SAG
AC097713.3
IQCA1
AC113618.1
HDAC4
AC124861.1
AC104809.3
AC090044.2
TRNT1
SRGAP3
ARPC4-TTLL3
TTLL3
CIDEC
IL17RE
PRRT3
AC022007.5
CIDECP
TATDN2
SLC6A11
HDAC11
RP11-434D12.1
CCDC174
DPH3
RAD23BP1
RARB
NEK10
EOMES
CCR4
FBXL2
CLASP2
RP11-129K12.1
MOBP
ZBTB47
RP4-555D20.2
TMEM42
ZDHHC3
RPL12P44
EXOSC7
LTF
RP11-708J19.2
MAP4
VPS26BP1
RP11-1029M24.1
PFKFB4
CELSR3
RP13-131K19.7
P4HTM
C3orf84
TCTA
RBM5
TMEM115
HEMK1
CISH
TEX264
ALAS1
RP11-80H18.4
SNTN
AC136289.1
ATXN7
SUCLG2
FOXP1
RP11-354H21.1
RP11-520D19.2
CYP51P1
LINC00971
RP11-331K15.1
EPHA3
PROSP
ARL6
CRYBG3
WWP1P1
FAM172BP
LINC00635
RP11-861A13.4
RP11-702L6.1
QTRTD1
RP11-197K3.1
PTMAP8
C3orf30
PLA1A
COX17
LRRC58
RABL3
GTF2E1
PARP9
OSBPL11
C3orf22
RP11-59J16.1
GATA2
RPN1
EFCC1
RP13-685P2.7
RP11-93K22.13
A4GNT
NME9
FAIM
ATP1B3
RP11-485G4.2
GK5
ST13P15
PLSCR2
RP11-63E16.1
RP11-167H9.5
RP11-656A15.1
RP11-639F1.2
KCNAB1
PA2G4P4
VEPH1
C3orf55
IFT80
RP11-747D18.1
HMGN1P8
EGFEM1P
RP11-368I23.2
ACTRT3
LRRC31
RP11-379K17.9
PHC3
PRKCI
TNIK
PP13439
NLGN1
UBE2V1P2
LINC00501
RP11-706D8.3
RP11-255C15.3
MFN1
RP11-778D9.13
FAM131A
CRYGS
RP11-430L16.1
UTS2B
RP11-699L21.2
LINC00969
MUC20
RP11-480A16.1
PCYT1A
PAK2
AC128709.4
FAM157A
RP11-572O17.1
POLN
RP11-317B7.2
ZFYVE28
SH3BP2
RP11-357G3.2
LINC00955
FAM86EP
ZBTB49
AFAP1
SH3TC1
CPZ
RP11-281P23.2
RP11-3J1.1
ANAPC4
RP11-722M1.1
C4orf19
SLC30A9
GRXCR1
RP11-663P9.2
GABRA2
GABRB1
RP11-100N21.1
RP11-121C2.2
NFXL1
CWH43
LRRC66
RP11-177B4.2
RP11-577G20.1
STAP1
GNRHR
TMPRSS11D
TMPRSS11F
SULT1D1P
C4orf40
MOB1B
SLC4A4
NPFFR2
ADAMTS3
RP11-352E8.2
EPGN
CDKL2
NAAA
ART3
CXCL10
ANXA3
RP11-452C8.1
PRKG2
LINC00575
HPSE
HELQ
MAPK10
PTPN13
C4orf36
PPM1K
CCSER1
TMSB4XP8
RP11-763F8.1
BMPR1B
RAP1GDS1
ADH1A
RP11-499E18.1
RP11-328K4.1
RP11-703G6.1
TET2
EEF1A1P9
NPNT
PAPSS1
AC004051.2
LRIT3
AP1AR
ALPK1
CEP170P1
METTL14
SYNPO2
MYOZ2
RP11-455G16.1
USP53
RP11-33B1.2
KIAA1109
RP11-93I21.3
RP11-810P8.1
C4orf29
RP11-184M15.2
PHF17
RP11-789C2.1
LINC00616
GAB1
RP11-58H15.1
GYPA
RP13-539F13.3
RTN3P1
SLC10A7
TMEM184C
NR3C2
FBXW7
MIR4453
FHDC1
RXFP1
FNIP2
NPY1R
NPY5R
RP11-294O2.2
KLHL2
DDX60
RPL9P16
NEK1
RP11-789C1.2
GLRA3
RP11-433O3.1
RP11-188P17.2
RWDD4
STOX2
RP11-701P16.5
FAM149A
CYP4V2
RP11-756P10.2
DUX4L8
SDHA
AC026740.1
RP11-43F13.1
LINC01019
CTD-2324F15.2
MIR4458HG
RP11-143A12.3
RP11-447B18.1
MYO10
CTD-2139B15.5
CTD-2139B15.4
RP11-321E2.3
CTD-2066L21.3
CAPSL
CTD-2194L12.2
GHR
KATNBL1P4
CTD-2081C10.7
ARL15
GZMAP1
CCNO
SLC38A9
PDE4D
CTC-436P18.3
AC016561.1
RGS7BP
FAM159B
ADAMTS6
TRAPPC13
RP11-404L6.2
RAD17
RP11-1415C14.4
NAIP
GTF2H2
RP11-195E2.1
RP11-1280N14.3
BDP1
CTC-419K13.1
CTD-2503O16.4
GCNT4
SV2C
PDE8B
JMY
CTC-451P13.1
HOMER1
CKMT2
ZCCHC9
CTD-2161E19.1
CTD-2316B1.2
LINC00461
CTC-458G6.2
MCTP1
CTC-484P3.1
RFESD
HSPD1P11
CTD-2260A17.2
PAM
FER
CTC-329H14.1
MAN2A1
SLC25A46
EPB41L4A
YTHDC2
CTD-2287O16.3
RP11-249M12.2
LINC00992
RP11-574H6.1
CTC-441N14.4
HMGB1P29
RP11-508M8.1
C5orf56
AFF4
CTD-2410N18.3
AC005355.1
C5orf24
CTNNA1
IGIP
PCDHA4
AC005618.6
PCDHGB6
PCDH12
ARHGEF37
PDE6A
TIGD6
CSF1R
FAT2
CTB-113P19.5
CTB-12O2.1
AC091962.3
CYFIP2
ADAM19
SOX30
RP11-542A14.1
EBF1
PWWP2A
WWC1
KLF3P1
CTC-308K20.2
STC2
UIMC1
RP11-889L3.1
RMND5B
GMCL1P1
CTC-241N9.1
TBC1D9B
RASGEF1C
DUSP22
LINC01011
RP1-40E16.9
PSMG4
FAM217A
C6orf201
CDYL
LY86
RP1-80N2.3
GCM2
TBC1D7
RP1-257A7.5
NHLRC1
RP3-471C18.1
RP3-322L4.2
RP1-209A6.1
RP11-191A15.2
HIST1H3D
HIST1H2BG
BTN2A1
LINC00240
ZNF204P
RSL24D1P1
ZSCAN16
TOB2P1
XXbac-BCX196D17.5
HCG4P5
HLA-L
ABCF1
C6orf136
HCG20
PSORS1C1
HCG27
MICA
NCR3
PPT2-EGFL8
HLA-DOA
SLC39A7
ZBTB9
NUDT3
RPS10-NUDT3
C6orf106
RP3-375P9.2
PPARD
C6orf222
KCTD20
PI16
FGD2
MDGA1
ZFAND3
BTBD9
RP11-552E20.1
RP11-480N24.4
ABCC10
POLH
GPR116
RP11-385F7.1
CD2AP
CRISP2
PAQR8
GCM1
RP1-27K12.2
LRRC1
FAM83B
COL21A1
GUSBP4
PTP4A1
LMBRD1
RP11-134K13.4
RP11-554D15.1
RP11-554D15.3
SENP6
DBIP1
LCA5
RP11-177G23.2
ME1
C6ORF165
SPACA1
RP3-399J4.2
FHL5
FBXL4
BVES
POPDC3
ATG5
AIM1
RP3-418A9.3
KIAA1919
RP5-1112D6.7
TRAF3IP2
TUBE1
RPSAP43
FRK
RP3-486I3.4
ROS1
GOPC
DCBLD1
TBC1D32
PKIB
NKAIN2
TPD52L1
YWHAZP4
RP1-6P5.2
RP11-69I8.2
EYA4
RP11-557H15.3
AHI1
PDE7B
MAP7
PEX7
IFNGR1
REPS1
VTA1
RP11-439L18.2
VDAC1P8
PLAGL1
KATNBL1P6
SUMO4
ZC3H12D
RP1-12G14.5
KATNA1
RP11-350J20.4
RAET1E
MTHFD1L
ESR1
MYCT1
SNX9
RP3-403L10.2
RP3-393E18.1
PARK2
RP11-157L10.1
LINC00473
Z98049.1
AL133458.1
UNC93A
AC093627.10
AC147651.1
ADAP1
CYP2W1
C7orf50
GPR146
GPER1
MICALL2
MAD1L1
AC004840.8
SLC29A4
FBXL18
OCM
FAM220A
RP5-1159O4.1
MIOS
RP5-1007H16.1
RPA3-AS1
NDUFA4
VWDE
SCIN
AC011891.5
RPL6P21
ANKMY2
RP11-486P11.1
ITGB8
AC002480.2
AC005082.1
MALSU1
FCF1P1
AC004540.5
CPVL
CHN2
ZNRF2
AC006978.6
NOD1
AC005154.7
RP4-777O23.2
ADCYAP1R1
PDE1C
HERPUD2
AC072061.2
URGCP
NPC1L1
OGDH
ZPBP
RP4-791C19.1
EGFR
MRPS17
NUPR1L
AC068533.7
LINC00174
GS1-124K5.6
KCTD7
RP11-458F8.1
TYW1
RP4-736H5.1
RP5-945F2.3
RP11-3P22.2
NSUN5P2
FKBP6
WBSCR22
STX1A
GTF2IRD2
NSUN5P1
PMS2P3
CCL26
CCL24
POMZP3
AC005522.7
DTX2P1
AC007000.12
TMEM60
PHTF2
RP11-142A5.1
MTERF
AKAP9
GATAD1
BET1
PPP1R9A
PON3
PDK4
AC004967.7
PTCD1
ATP5J2-PTCD1
AC073063.10
ZSCAN25
STAG3L5P
ZCWPW1
C7orf61
FBXO24
ACTL6B
TRIP6
UFSP1
ACHE
MUC17
MOGAT3
ZNHIT1
POLR2J2
RPL19P12
EIF4BP6
KMT2E
ATXN7L1
CTB-30L5.1
COG5
BCAP29
NRCAM
AC003088.1
AC003989.3
LSMEM1
TMEM168
C7orf60
GPR85
FAM3C
PTPRZ1
RP11-560I19.2
CADPS2
RP11-212P7.2
RP11-274B21.1
OPN1SW
RP11-309L24.4
ZC3HAV1L
JHDM1D
TMEM139
C7orf33
ZNF425
ZNF212
RP4-800G7.3
ZNF767
ZNF862
ACTR3C
TMEM176B
TMEM176A
AOC1
NOS3
ATG9B
TMUB1
PRKAG2
KMT2C
LINC01003
PAXIP1-AS2
BLACE
RP4-814D15.2
ESYT2
WDR60
TDRP
CLN8
RP11-124B13.1
DEFA6
DEFB109P1B
ALG1L13P
RP11-981G7.6
SOX7
AF131215.6
AF131215.5
SLC7A2
PCM1
SLC18A1
RP11-421P23.2
DMTN
FAM160B2
AC051642.1
STC1
CLU
SCARA3
ELP3
RP11-486M23.2
MTND1P6
RP1-84O15.1
AC012215.1
BAG4
WHSC1L1
RP11-350N15.5
RP11-675F6.4
PLEKHA2
TM2D2
ADAM9
RP11-930P14.2
RNF170
HOOK3
HGSNAT
POTEA
ASNSP1
RP11-1134I14.8
SNTG1
PCMTD1
OPRK1
RP11-53M11.3
TGS1
LYN
SDR16C5
RP11-648L3.2
RP11-705O24.1
CTD-3025N20.2
RP11-453N18.1
ARFGEF1
RP11-744J10.3
XKR9
RP11-383H13.1
MSC
SBSPON
RDH10
LY96
GDAP1
RP11-758M4.1
ZFHX4
RP11-38H17.1
RP11-594N15.2
PKIA
ZNF704
CKS1BP7
RP11-1149M10.1
RMDN1
MMP16
CALB1
LINC00534
OTUD6B
LRRC69
SLC26A7
FSBP
AC023632.1
KB-1458E12.1
SPAG1
KB-173C10.2
UBR5
LRP12
RP11-127H5.1
ANGPT1
PKHD1L1
RP11-238I10.1
TRPS1
AARD
RPS10P16
SAMD12
MAL2
RP11-4K16.2
NOV
KB-1471A8.1
RP11-369K17.1
RP11-785H20.1
ZHX1-C8ORF76
FAM91A1
FER1L6
KIAA0196
RP11-103H7.3
GSDMC
KB-1568E2.1
EFR3A
RP11-1057B8.2
RP11-431D12.1
RP11-30J20.1
TRAPPC9
PTK2
DENND3
SLC45A4
ARC
ZNF696
MROH6
ZNF251
ZNF34
CBWD1
DMRT1
DMRT2
RP11-62E14.2
RP11-509J21.2
GLIS3
PPAPDC2
KIAA2026
RP11-390F4.6
KDM4C
NFIB
RP11-408A13.4
ZDHHC21
FREM1
RP11-399D6.2
C9orf72
GVQW1
NFX1
AQP3
PRSS3
GALT
CCL19
FAM214B
UNC13B
ATP8B5P
TESK1
SPAG8
HMGB3P24
PAX5
RP11-3J10.7
RP11-204M4.2
RP11-262H14.3
RP11-236F9.2
RP11-391M20.1
PGM5P1
RP11-87H9.2
PGM5P2
RP11-87H9.3
RP11-15J10.1
SMC5
ZFAND5
RP11-151D14.1
RPSAP9
GNAQ
RP11-158D2.2
CDK20
RP11-555F9.2
DIRAS2
SYK
RP11-305L7.7
RP11-118F2.2
C9orf89
RP11-533K9.3
ZNF510
KRT18P13
HEMGN
STX17
NANOGP5
BAAT
NIPSNAP3A
IKBKAP
TMEM245
AKAP2
ZNF483
GNG10
C9orf84
INIP
ZNF883
RNF183
BSPRY
RP11-442A13.1
RP11-295D22.1
TTLL11
PTGS1
NR6A1
RABEPK
MAPKAP1
ZBTB34
FAM102A
PTGES2
SWI5
AL359091.2
TRUB2
CERCAM
GLE1
PHYHD1
RP11-167N5.5
IER5L
C9orf50
ASB6
GPR107
NTNG2
REXO4
VAV2
RP11-216L13.17
KIAA1984
MAMDC4
LCN12
RNF208
NOXA1
DPH7
LARP4B
WDR37
RP11-118K6.3
RP11-195B3.1
AKR1E2
AKR1C1
RP11-445P17.3
PFKFB3
RP11-563J2.2
DKFZP667F0711
RP5-1031D4.2
KIN
RP11-379F12.4
RP11-379F12.3
GATA3
RP11-543F8.2
FAM107B
OLAH
RPP38
ST8SIA6
PTPLA
STAM
KIAA1217
GPR158
LRRC37A6P
RP11-748L13.2
ZNF438
C10orf68
RP11-476F14.1
CREM
GJD4
RP11-351D16.3
RASGEF1A
FXYD4
ZNF32
RP11-175I17.2
GPRIN2
AGAP9
CTGLF12P
CHAT
RP11-324H6.5
SGMS1
UBE2D1
FAM133CP
ANK3
C10orf107
REEP3
HERC4
MYPN
CHST3
MICU1
MCU
OIT3
RPL17P50
NUDT13
MSS51
DUPD1
RP11-399K21.11
RP11-399K21.13
POLR3A
RPS12P2
CDHR1
RGR
RP11-57C13.6
PTEN
RP11-80H5.6
RP11-478K7.2
RP11-94M14.2
PCGF5
TNKS2
EIF4A1P8
PIPSL
RP11-310E22.5
BLNK
DNTT
TLL2
EXOSC1
CRTAC1
HPSE2
EBAG9P1
KAZALD1
RP11-324L3.1
BTRC
DPCD
FBXW4
CALHM2
NEURL
RP11-127O4.3
RP11-298H24.1
RP11-451M19.3
SHOC2
RP11-139K1.2
CASP7
AFAP1L2
RP11-106M7.1
CCDC172
RP11-215A21.2
SEC23IP
PPAPDC1A
FGFR2
RP11-383C5.3
UROS
DHX32
FANK1
MGMT
LINC00959
LRRC27
CALY
PAOX
RP11-108K14.8
LINC01001
ATHL1
SIGIRR
RASSF7
TMEM80
PNPLA2
AP2A2
MOB2
KCNQ1
FAM86GP
RP11-23F23.2
C11orf40
AC087380.14
CNGA4
PRKCDBP
ZNF215
SYT9
CYB5R2
C11orf16
RP11-16F15.1
RP11-16F15.2
AMPD3
LYVE1
GALNT18
RP11-140L24.3
PSMA1
PDE3B
RP11-396O20.1
RP11-396O20.2
SOX6
GTF2H1
UEVLD
IGSF22
CTD-2140G10.1
METTL15
RP11-460B17.3
CTD-3012A18.1
MPPED2
PAX6
ABTB2
ELF5
APIP
LINC00610
PRR5L
RAG1
RAG2
C11orf74
RP11-277K23.1
RP11-64I17.1
RP11-148I19.1
TTC17
ACCSL
CD82
TP53I11
CTD-2210P24.1
CREB3L1
AMBRA1
C11orf49
RP11-390K5.1
RP11-574M7.1
AP000479.1
MS4A14
LINC00301
MS4A8
CYB561A3
LRRC10B
RP11-855O10.2
SCGB2A1
AHNAK
ROM1
RP11-831H9.11
C11orf48
CHRM1
SLC22A25
RARRES3
RTN3
FERMT3
NUDT22
AP001462.6
MAP4K2
TM7SF2
MALAT1
MUS81
C11orf68
RAB1B
RP11-867G23.3
RP11-867G23.8
SPTBN2
C11orf80
RCE1
GSTP1
DOC2GP
RP5-903G2.2
CHKA
CPT1A
SHANK2
RP11-167J8.3
ZNF705E
RP11-849H4.2
CLPB
RAB6A
KCNE3
UVRAG
MYO7A
GDPD4
INTS4
KCTD14
KCTD21
RP11-452H21.4
ARL6IP1P3
RP11-876F14.1
RP11-113K21.4
ANKRD42
HNRNPCP6
CTD-2005H7.1
CTD-2005H7.2
OR7E13P
AP000654.4
FZD4
RP11-164N3.2
FOLH1B
RP11-680H20.2
ANGPTL5
MMP7
RP11-693N9.2
AP001024.2
RP11-801G16.2
ZC3H12C
FDX1
C11orf53
COLCA2
SIK2
ALG9
ALG9
TIMM8B
MRPS36P4
AP000936.1
CD3G
UBE4A
IFT46
DPAGT1
NLRX1
TBCEL
CRTAM
SCN3B
PANX3
SNX19
VPS26B
THYN1
NINJ2
ERC1
RPS4XP14
AC005841.1
RP11-253E3.1
TSPAN9
HIN1L
RP11-320N7.2
RP11-1038A11.1
VAMP1
ZNF384
PTPN6
C1RL
ZNF705A
RP11-266K4.1
LINC00937
CLECL1
TAS2R14
TAS2R43
TAS2R18
RP11-267J23.4
CREBL2
RP11-180M15.3
GRIN2B
RPL30P11
PIK3C2G
SLCO1C1
RP11-125O5.2
IAPP
GYS2
RP11-625L16.1
MED21
OVCH1-AS1
RP11-551L14.4
METTL20
RP11-428G5.5
RP11-847H18.3
ALG10B
CPNE8
RP11-554L12.1
ABCD2
MUC19
RP11-630C16.2
PRICKLE1
RP11-25I15.2
RP11-25I15.3
RP11-96H19.1
RAPGEF3
AC004466.1
TMEM106C
DKFZP779L1853
AC024257.1
ADCY6
SPATS2
KCNH3
FAM186B
RP11-70F11.8
AQP2
AQP5
AC140061.12
LARP4
LETMD1
TFCP2
POU6F1
GALNT6
KRT82
CSAD
ITGB7
TARBP2
NCKAP1L
PDE1B
RDH5
DNAJC14
PTGES3
R3HDM2
ARHGAP9
METTL21B
RP11-620J15.2
USP15
MON2
DPY19L2
GNS
TBC1D30
RP11-766N7.3
RP11-118B13.1
RP11-254B13.3
RP11-637A17.1
SLC35E3
AC124890.1
RP11-956E11.1
CNOT2
KCNMB4
PTPRB
RP11-314D7.2
RP11-290L1.5
RP1-81P11.1
NAV3
LIN7A
RP11-121G22.3
TMTC2
RP11-788H18.1
ALX1
NTS
POC1B
RP11-511B23.1
NR2C1
VEZT
METAP2
USP44
RP11-510I5.4
ACTR6
CHPT1
RP11-511H9.4
CCDC53
LINC00485
ALDH1L2
POLR3B
RP11-554D14.6
ACACB
UBE3B
TRPV4
GIT2
ANKRD13A
RP3-462E2.5
TMEM116
OAS2
RASAL1
TBX3
RP4-601P9.2
SUDS3
SRRM4
TMEM233
COQ5
P2RX7
TMEM120B
PSMD9
HIP1R
ABCB9
RILPL2
NCOR2
SLC15A4
STX2
ZNF10
SMPD4P2
ANKRD26P3
TPTE2
PSPC1
ZMYM2
MICU2
RPS7P10
SGCG
LINC00566
ATP12A
RP11-271M24.2
USP12
PAN3
SLC46A3
PTPN2P2
EEF1DP3
N4BP2L2
STARD13
CCNA1
RFXAP
LINC00571
COG6
AKAP11
SLC25A30
SIAH3
PPP1R2P4
PSME2P2
KCNRG
INTS6
LINC01075
LINC00448
EDNRB
LINC01068
MIR4500HG
LINC00559
LINC01049
DCT
GPR18
HMGB3P4
FGF14-AS2
LIG4
TNFSF13B
CARKD
LINC00368
TEX29
ATP11A
RP11-120K24.3
CUL4A
OR11K2P
OSGEP
RNASE11
RP11-219E7.4
RP11-84C10.3
SLC39A2
CTD-2555K7.1
DHRS4-AS1
NRL
DCAF11
PSME2
NOP9
BNIP3P1
RP11-829H16.2
HECTD1
AKAP6
PSMA6
RALGAPA1
BRMS1L
RP11-317N8.3
PTCSC3
RP11-545M17.2
AL139099.1
KLHDC1
RP11-58E21.4
C14orf183
VCPKMT
TBPL2
RP11-132J14.3
RP11-1085N6.3
RP11-1085N6.5
RPL3P3
ACTR10
ARID4A
RP11-47I22.2
HIF1A-AS1
HIF1A
HIF1A-AS2
KCNH5
CTD-2302E22.5
HSPA2
PPP1R36
RDH12
RAD51B
RP11-204K16.1
SYNJ2BP
RP6-114E22.1
RGS6
DCAF4
RP5-1021I20.4
ACYP1
ZC2HC1C
TMED10
IFT43
NGB
SAMD15
VIPAS39
DIO2
RP11-688D15.1
TRIP11
ITPK1
C14orf142
IFI27L1
IFI27L2
PPP4R4
SERPINA4
DICER1
CLMN
RP11-1070N10.4
AK7
C14orf64
HHIPL1
SLC25A29
RP11-638I2.6
WDR25
MEG3
MEG8
AL132709.5
AL132709.8
RP11-909M7.3
CDC42BPB
KIF26A
RP11-260M19.2
LINC00638
C14orf79
RP11-44N21.1
BTBD6
CRIP2
CRIP1
RP11-492D6.3
RP11-580I1.1
RP11-580I1.2
PWRN3
PWRN1
NPAP1
SNRPN
ULK4P2
FAN1
MTMR10
NUTM1
GOLGA8A
CTD-2125J1.1
ANP32AP1
RP11-325N19.3
BMF
PLCB2
DNAJC17
PPP1R14D
VPS39
LRRC57
LCMT2
CATSPER2
FRMD5
CASC4
EIF3J-AS1
SPG11
TRIM69
C15orf43
SLC30A4
RP11-430B1.2
MYO5A
PIGB
CCPG1
C15orf65
DYX1C1
RP11-925D8.6
RP11-30K9.6
RP11-299H22.5
FBXL22
CSNK1G1
VWA9
SLC24A1
SMAD6
SMAD3
MAP2K5
HNRNPA1P5
SPESP1
AC011648.1
RPL29P30
PARP6
CELF6
RP11-106M3.1
BBS4
ADPGK
PSTPIP1
PEAK1
HMG20A
IDH3A
HYKK
ST20-MTHFS
CSPG4P8
RP11-182J1.14
RP11-326A19.4
AP3S2
C15orf38
ZNF774
IQGAP1
FES
UNC45A
SV2B
RP11-661P17.1
SLCO3A1
CHD2
LINC00923
PGPEP1L
LINS
RP11-66B24.2
RHBDF1
C16orf11
PIGQ
NHLRC4
RHOT2
METRN
MSLN
MSLNL
RPUSD1
PRR25
BAIAP3
RPL3L
E4F1
ABCA3
TBC1D24
RP11-20I23.1
AMDHD2
PRSS30P
LINC00514
CLDN9
MMP25
TIGD7
AC006111.1
SRL
GLIS2
HMOX2
ZNF500
PPL
FAM86A
RP11-10K17.6
SOCS1
SNN
ERCC4
FOPNL
XYLT1
IQCK
GPRC5B
RP11-143N13.1
IGSF6
OTOA
RRN3P1
NPIPB4
C16orf52
EEF2K
SCNN1G
COG7
AC004125.3
CACNG3
CTD-3203P2.2
KIAA0556
RP11-1348G14.4
RRN3P2
RP11-345J4.8
SPN
PAGR1
TBX6
RP11-347C12.1
PHKG2
RP11-196G11.2
ZNF646
ITGAM
YBX3P1
RP11-293B20.2
CCNYL3
ANKRD26P1
ITFG1
RP11-142G1.3
TOX3
LPCAT2
RP11-212I21.4
MT1L
PLLP
DOK4
CCDC135
KIFC3
CTD-2600O9.1
RP11-354I13.1
CKLF
CCDC79
CDH16
CES4A
EXOC3L1
LRRC29
HSD11B2
AC009061.1
ENKD1
C16orf86
KARSP3
PLA2G15
TANGO6
