MLN
GFRA1
CSNK1E
PTBP2
NUMBL
HUNK
TET1
RP11-14N7.2
SIPA1L1
TMEM65
LIN7A
GAS2L3
NTN4
PLCXD2
CEACAM19
CTBP2
MAPKAPK2
KDM6B
MYH14
LGALS4
PDXDC1
STXBP4
BRD3
INSR
NEFM
GRM8
NIPSNAP1
TMEM200A
FNBP1L
ETFDH
MAPK4
RABGEF1
ELOVL2
PCNT
ASL
BAALC
ADIPOR2
GRB2
DSEL
SPECC1
PHLDB3
NR6A1
CERS1
RP11-162G9.1
MARCKS
TNRC6B
ABCB10
MICU2
FAM110B
PRDX1
SLC25A13
C1orf228
SEPT9
TBC1D2
TPST2
TCF3
MARCH4
PCBP4
AL365202.1
PUM1
TMED8
MYO15B
CYP27A1
ZNF385D
KIF19
S100A10
KCTD7
NEUROD2
MKL1
SLC22A23
PEAK1
CCNY
RCOR2
MICAL2
LUZP1
C6orf141
PGPEP1
DDIT3
SH3PXD2A
PDE8A
RP11-469M7.1
BAZ1A
AFF4
NRARP
IL1RAP
MAML2
RNF24
WHAMM
INVS
NAPA
TEAD2
MBTD1
MID1IP1
SUSD1
PDE2A
SULF2
FAM214A
C7
CLEC4G
NF1
ARHGAP42
FAM60A
TGIF2
CCNJL
CEP44
ULK1
MGLL
RAB3D
FARP1
PDE7A
PACSIN2
HOOK3
HSD11B2
RBM33
AKAP8L
PRKAR2A
NINL
FUT8
THEM6
YPEL1
TRIB1
DLGAP4
NEAT1
CDX2
OCA2
PHACTR4
DAPK2
DDX6
PTCH1
CCDC91
PPP1CB
RPS6KA2
DSC2
VCL
DNAH14
IER2
BMPR2
BCL7A
STMN1
C11orf31
WIPF1
RAB1A
AC002472.1
HID1
MFGE8
CD44
TRNP1
MYO1E
YWHAZ
ST8SIA5
ZC3H12C
MYOM1
AEBP1
TP53INP1
RHPN2
SLC16A2
RP11-662M24.2
GABRA2
AFF2
MLLT4
SH2D3C
ASIC4
MLXIP
TPM4
CCDC40
CCDC64B
EPHB2
HSPA12A
UBE2K
HIST1H1C
CTD-2017D11.1
AHCYL2
UBE4B
IGFBP3
KIF26B
NYAP2
SLC20A2
AMPD3
KLHDC4
RAB11FIP3
GLG1
PLA2G6
EFHD2
GRK5
KLF11
ACAA1
REL
HIST1H2BD
LINC00486
CDHR2
VEZT
AHCYL1
ITGA6
LGALS2
PAG1
CYP4F3
ZSWIM5
MYOM3
FAM83F
B3GALT1
HDHD1
SPSB1
PAFAH1B1
LDLRAD4
EIF4B
KPNA3
CPA2
EPN2
HNRNPA1
ARFGEF1
MACF1
CCDC162P
FNIP2
UBAP2
PRSS3
COL9A2
MMD2
PLEKHH1
CELA3A
ST7
HOPX
NIPAL2
PPAP2A
LUC7L
ATCAY
C15orf41
PELI1
MROH7
SEMA4G
FBXO32
AATK
TMEM97
COX19
R3HDM4
PGM2L1
FAM222B
ABCA10
CITED4
LRRN1
ATP1B3
NR0B2
RAB37
AKAP13
C11orf87
SERPINB6
WDR59
SARNP
TICAM1
POF1B
SGK223
MUC13
CDR2L
HAP1
KANK1
N4BP2L2
UBE2O
ANO3
FAM163A
CREBBP
RFWD2
STAU1
CHD2
YPEL2
MYT1
ARHGAP26
AAK1
KIF18B
SYMPK
C14orf93
LIMA1
SLC39A5
TMSB15B
ABCB1
ITGB5
LNX1
GBAS
ARHGAP9
LHFPL2
AC027612.6
AMBP
IL4R
FAM117B
RGS4
CFL1
MICAL1
DDIT4
IL22RA1
ORAI1
LYN
PITPNB
CBR4
NFATC2IP
SUMF1
CNOT10
POLR2A
SYNPO
RAPGEF1
LIMS1
CHST11
SFRP5
CLRN3
SRSF11
VASP
CAST
RNF114
PNMT
GYG2
SMARCA4
PDE3B
ZNRF1
MYO9B
HEATR3
MICAL3
PAK1
STXBP6
SUPT3H
FBXO42
CRCP
NDST3
KANK2
ADAT1
KIF13A
BCAT1
FERMT2
PPFIBP1
RNF217
RTF1
HPCAL1
RHOH
GATS
SOCS1
UBXN11
MAP4K4
VPS8
TBX3
SAT2
SND1
DPH6
DCAKD
RP11-30L8.1
PLEKHG6
WNK4
BMPR1A
HIST1H2BJ
SPG20OS
LUC7L3
SCT
C10orf95
RGS12
PDXDC2P
CPSF6
NBEAL2
BMPR1B
NKTR
CLCN3
CAMTA1
MAP4
CBL
CASK
TMEM86B
SRM
MTMR9LP
GLYATL2
ZNF702P
PGM5
FBXL17
BID
AFMID
DIRC2
TTC29
SIRT2
CMTM7
CTD-2651B20.1
CTRB1
GPATCH2
RP11-788H18.1
WDR89
APOH
MFNG
LGALS3
ERF
FOXA3
MOB3A
RP11-296A16.1
MYCL
RP11-630C16.2
AP1S3
NSMAF
KLHL15
PHC2
AFAP1
PROS1
FCHO2
PCBD2
DYNC1H1
DMBT1
KLC2
RBM6
CORO1C
ZFAT
R3HDM2
PMEPA1
RASA4CP
SMG7
SNAP25
ATP11C
CUL3
HMGCS2
TRHDE
PI4K2B
UBR5
PVRL2
PDPR
FANCC
IQCK
TMOD3
SEC24A
SPTAN1
ANO6
DLG4
IP6K2
MYO18A
DCAF6
RPH3AL
ABL2
LIPG
DSP
AP3S2
TM4SF2
UBTD2
CACUL1
JUP
RPL17P50
ACIN1
PNISR
STAG3L2
ADAMTS19
NASP
CMTM4
GPR125
C4orf22
TPTE2P5
WDTC1
GS1-124K5.12
LDLR
GLUD1P3
RAB40C
SPAG9
DDX27
CS
TRPS1
GBA2
RP11-485G4.2
APOC1
RARRES1
SOAT1
TENM4
TSEN2
CCAR1
HN1
CBLC
GADD45GIP1
GUSBP2
CRTC1
DPP8
GNG8
RBM39
ANXA7
MCTP1
ZNF410
SEZ6
HOMER3
TUBB4A
PTK7
B3GALNT2
PCCA
ZDHHC20
KLHL2
DCTN4
C3orf35
VWA2
AHDC1
ANO9
ZC3H7A
KCTD20
SGK3
VAV3
ACAN
PEX14
IFRD1
MBP
ASH1L
CCDC85C
MAP7D1
RANBP10
GUSBP1
PI4KAP1
CFLAR
KLHDC10
ZNF215
RNF128
AC073610.5
SLC35D2
COL5A2
RNF19A
PSME4
BCL9L
CLASRP
SMURF2
N4BP2
SNRPA1
ANKS4B
CORO2A
SH3PXD2B
PPM1B
F2R
TAOK3
CELF3
ATP2C2
PRDM2
CACNG5
AVEN
HNRNPUL1
HM13
MBOAT2
EZH2
NFKBIZ
GALNT5
ACBD3
RABEP1
MT1F
OSBP2
ARL13B
FNTA
FAM126B
SUPT6H
DDC8
MAPK8IP3
EEPD1
TRIM2
MEX3D
ZNF709
ZNRF2
NIPA1
RP4-601P9.2
PIGL
TRPC4
RP11-159D12.5
GRB7
ITGA9
QPCTL
EHD4
WEE1
PTN
INSIG1
NRXN2
CNOT4
APPL2
AKR1A1
PGM5P2
LRRC43
LYST
TNIK
LMBR1L
TRIM14
RBM10
PDGFA
LAT2
PMS2P2
EIF4EBP2
NAA60
LHFPL3
STK10
C8orf58
EIF2S3
PLEKHM1
GNA13
TRAF3
IL12RB2
RNF122
ZNF730
HMBS
AC093668.2
GGA1
MAP2K4
KIAA0391
ZCCHC2
SNRNP70
VPS13D
EPS8L3
HNRNPAB
LARS2
SDHB
FBXL4
PIEZO1
GARS
SLC14A2
FAM135A
SHPK
MTAP
PLIN5
GHR
FGFRL1
C1orf168
SCAMP5
GADD45A
RASA4
RPTOR
VASH2
PBRM1
RP11-675F6.3
SETD3
KITLG
NPIPP1
AAED1
REEP3
KIAA1549
POLA1
MED13
WDR82
AKR1C1
PMS2P5
GSDMB
KLC1
SMARCB1
DNAJC7
SEMA6B
DAB2
GATA5
CLCN4
BRCA1
PHF16
ZNF836
CHST3
ACTL6B
MLYCD
STPG2
MGMT
TBC1D10B
TAMM41
MTF2
UBE2V1
B3GNT3
CRTC3
WDFY2
FBXO34
STX3
ANKRD44
BRF1
AK1
SLC2A8
APOA4
PRKG2
ZXDC
MAST2
ITSN1
CRYBG3
SIPA1L2
UBN1
CWC27
MMS19
CTA-228A9.3
MECP2
SAP30
PI4KA
MAP7D2
KIF16B
AC009403.2
UPB1
TMCO4
RIMS4
DNAJC15
NRBP1
CECR2
PPP1R21
SULT2B1
C1RL
HIST1H2BK
PCNX
PRRC2B
BDKRB2
PRKCD
SUMO1
C10orf82
CHD5
KLHL25
ZNF385B
PSPC1
CHODL
CLSTN3
RSRC1
DMAP1
RAMP1
PKHD1L1
OGG1
NINJ1
MRPL12
RBL1
ARHGAP22
FOSL1
EFCAB6
UBAC2
FOXK2
CCDC12
FOCAD
HOXC6
CARHSP1
CEP170
USP43
YARS
EPSTI1
ZFAND4
PDLIM1
TYW1
DUSP5
PLEKHM1P
CHKA
ZNF789
FAM126A
EAPP
DUSP2
TMTC4
SUGP2
RAD51B
EIF2S2
SECISBP2
CCDC69
RAP1A
DUSP18
IRAK2
SLC6A6
KCTD15
VMP1
ABCC6
ARHGEF18
AC005355.2
CTD-2207O23.12
FCGBP
PRKD2
GDF11
PRSS1
SCFD1
BAHD1
SLC39A14
KIAA1191
RP11-77K12.7
QRICH1
AFG3L1P
PSMB7
INF2
PAK2
DPYSL4
UVRAG
UBE2I
TSC22D2
C10orf35
U2AF1
ARHGAP5
S100A1
TSHR
MAPK1
FGD4
RARS2
NSD1
GGT5
PRPH
POU6F1
SMAD6
SLC9A2
ZBED4
FER1L6
DHX8
CTC-490E21.12
AACS
ZNF107
LSM12
SRL
BIRC6
CALCOCO2
RAD54L2
CPPED1
BCL9
AP000347.2
SRRT
PFDN6
POLD4
NPC1L1
GLTSCR1L
SRP14
PABPC1P3
BMP1
RASIP1
FASTKD5
ACHE
ATP6V1D
RP11-758M4.1
GABARAPL1
PRODH2
KIAA1147
F8
PHF14
CRTAC1
MARCH7
ZNF587
AC074391.1
MINOS1
MYRFL
DPP9
MSR1
ESRRA
CENPT
FAM192A
SNX6
IGF2BP1
GLTSCR1
PROC
HIRA
TMEM120B
NPY
NFYA
MEF2D
TMC4
TANK
TMEM67
TMC7
CDK5R2
STK24
MURC
RP11-362K2.2
AC006978.6
BAP1
AC022182.1
ANGPTL4
GRIK3
ANPEP
CLIC4
LMNB1
FBXO10
CTA-211A9.5
C2CD3
ZDHHC8P1
ZNF736
UHRF2
ABTB2
GPBP1L1
EFR3B
RP11-58H15.1
ELL
RNF44
RP11-762I7.5
BMF
UAP1
RNPS1
DRG1
KLK1
ABC7-42389800N19.1
ZNF655
PODXL
NGB
PHYHIPL
SCAF8
IL27RA
CDKN2B
VWA5B1
NOP56
UTP14A
KLB
RP11-481J13.1
KIAA0232
MTM1
DRD2
C10orf76
KIAA0226
WIPI2
RP11-723O4.6
NPLOC4
SAMD14
RAB3IP
THRAP3
PTP4A1
ESPNP
NADK
KDM1B
PCYT1A
CCDC50
ANXA9
RP11-384P7.7
MGC2752
RCC2
GALT
SPATA17
THOC5
RAD18
MVP
RP11-182I10.3
SLC5A8
CTD-3179P9.1
CLDN11
NRIP1
KIRREL
IL1RL2
MCAM
AGBL1
NCAPH
NOX4
ZNF75A
PROSER2
PAIP2
RAMP2-AS1
UCK2
DHX35
TNNT2
THBS3
ATAT1
HSD17B3
IRF6
PHLDA1
PLEKHA8P1
BTBD19
VWCE
RSPH3
TGFBR3
ZNF814
RAPGEF6
COX7C
RP11-108M9.4
MIR3916
WDR81
GUCA2A
CAPS2
HDAC4
BRMS1
SCAF4
GABBR1
SCLY
RBMS2
RP11-145E5.5
MIB1
U91319.1
KCNK10
NOP2
WRN
GCN1L1
TIMM44
DHX16
CTIF
METTL24
RPAP2
FHL3
ZBED5
SLC43A1
UBASH3B
TSPAN14
SORD
CTNNAL1
WWP2
PGF
SEPT10
C10orf54
ZSWIM4
WDR62
ABCC4
ACER2
SPHK2
GPR133
IST1
CSMD3
MYH3
CELF1
PRRG4
NHLH1
GRAMD1A
PRRC2C
BBS7
NRF1
SMTN
RP11-108P20.1
PAXIP1
AC007283.5
RIT1
BCS1L
BRSK1
ST3GAL2
GMEB1
PILRB
ARHGAP35
DPH6-AS1
ZNF799
SEC23A
RP11-1407O15.2
PLVAP
MARCH11
ZNF714
RTKN2
UCN3
SERPINA4
TMEM19
SPG20
DGCR8
MT1H
SMARCAD1
ARFGAP3
FPGS
STK4
TPRKB
PPP1R14D
TMC5
LNX2
ATE1
RAVER2
RP1-102H19.8
BIVM
ENTPD5
CXXC1P1
PDCD11
ZNF785
JPX
ZNF439
GPR173
CELA3B
GDPD5
RAP1GDS1
HCG17
ZNF670
GCDH
TIMM17A
GNAI3
SLC9A1
NHEJ1
CCDC62
PANK2
KHDRBS1
MYO1B
FAM118A
ELFN1
DCUN1D2
PTGER4
AC007392.3
HIBADH
AURKB
BCL11B
ALKBH5
POLB
RASA3
RPS10-NUDT3
CTD-3105H18.14
CYB5RL
B3GNTL1
TEKT2
SDR42E1
GPN2
LINC00969
SUN2
RP11-345J4.8
PAPLN
ZDHHC1
ZNF652
AIFM2
FAM32A
HDAC7
ANKRD10
NEDD1
EMCN
TBC1D23
FSCN1
ADCY8
CPNE7
TRAM2
PTPN4
PTGES3
SCARA3
ITPA
C3orf33
AC007131.2
SPICE1
TSC1
TRNAU1AP
CTDSPL2
AP003041.2
PRCP
C14orf159
PILRA
SDAD1
GS1-179L18.1
RP11-638L3.1
ZMIZ2
PUS7
RP11-112J3.16
AC125232.1
GORASP2
C1orf131
FAM89B
FGF9
NDE1
MARS
ATP9A
MTFMT
HIST1H2BG
CPB1
PRKCG
HES4
GSTZ1
XK
TEAD3
PLEKHB2
LEMD1
USP36
HMGB3
BSCL2
CDKN1A
SLC26A7
CTD-2600O9.1
HSF5
BZRAP1
VIPR1
TMEM135
CASP6
SLMAP
RP11-87C12.5
TMEM231
ISG20
MTMR1
RRP7B
RP11-731D1.4
TRIM62
HMGN2
MATN1
APOB
KIAA1984
PMPCB
AC091969.1
C5orf17
CATSPERG
TECPR2
ZCCHC24
PPP1R18
IRF2
NCKAP5L
NDST1
CLTA
CDK13
ZNF98
SGTA
LAD1
PRSS45
ANKFN1
RSAD2
ZNF440
RP11-505K9.4
RELL1
TIMM10B
DMGDH
WARS2
CTD-2130O13.1
AMMECR1L
RP11-115J23.1
NFATC3
BMS1
NLK
SLX4
CCAR2
TBCE
AF127936.7
SCN5A
ANKS6
APOL1
IFNLR1
ALOX5
RAB30-AS1
FUT2
SHB
ADAM12
MFSD2B
LRRC53
PHF20L1
SMPDL3B
USP6NL
APOL4
CTD-2561J22.2
IQCG
RP11-175P13.3
TMEM80
BAZ1B
RBM4
ZNF81
KIF1C
PIAS2
ECM2
ANKRD49
ING5
SLC39A9
DCP1A
IGSF5
ERICH1
RNF144A
KCNIP2
HNRNPC
C10orf137
UBE2N
LIMD2
CNIH3
SIN3A
RP11-729L2.2
PPIH
MROH7-TTC4
TTC21A
CATSPER2P1
C6orf52
QPRT
SLC9B1
STX5
AC004967.7
AVL9
PDCD10
BRIP1
SIMC1
KDM8
BCHE
GDPD3
UBE2B
FBXW8
NSRP1
TIFA
HIST2H2BF
ANKRD24
FGD1
ZDHHC11B
NUP210L
ALDH18A1
BEND5
PRSS8
L3MBTL3
COMMD2
HDAC10
CGREF1
ZC4H2
POLR3D
INO80D
TPP2
NBR2
CYP51A1
C6orf132
ZNF274
ATG2B
EFCAB5
BMS1P5
ZNF724P
KIAA1671
RBBP9
ZNF257
GTF3C2
PHYHIP
PNN
HEG1
PRKRA
RBP2
INIP
YPEL5
CENPV
RP11-580I1.2
KIAA1467
RP11-383J24.6
RP11-613M10.9
CHFR
P2RX1
RP5-935K16.1
CYP2J2
DNASE1L1
CTD-3088G3.8
AKIRIN2
LRRC8A
HNRNPM
ZNF121
ESCO2
CC2D1B
MRPL37
POLR3C
MGAT4A
STYXL1
FUK
ZNRF3
KCNE4
WDR26
PTPRC
GTPBP3
RP11-121M22.1
LRRC23
KCNAB2
YTHDF2
RP11-466H18.1
PC
HELB
GPR42
TEX14
PPIP5K1
SHROOM4
PDZD3
SCARB1
BTF3L4
TMEM140
POLM
RAB35
TLK2
RP11-81H3.2
VAMP5
POGK
METTL12
ZNF528
UFM1
RP11-640N20.9
SUDS3
