AC023590.1
ARHGAP1
CIB2
C19orf53
CTD-2287O16.1
PTMS
CCDC146
PPM1K
BRD2
POLR2L
RPL3P4
CDK2AP2
HS3ST3B1
C19orf43
COX6C
UQCRB
VAMP5
MARCH9
PHB2
C15orf39
COMMD6
ASPH
SBF1
IRF2BP2
C3orf58
ATP13A2
TSTD1
DCTN1
CSNK1G2
C5orf42
BAIAP2
PSMA7
LIMD1
C9orf142
MANF
FBXO41
RP11-138A9.1
HIST1H2BK
SERPINF2
SLC12A7
GPR146
SRSF5
SNHG6
USF2
C10orf118
RP3-399L15.3
DHTKD1
FAM65A
BRD3
PMAIP1
EIF3I
INTS6
SFT2D2
RSPH6A
SMCO4
RP11-3P17.3
TM9SF2
MESDC1
SNRPD3
C1orf86
ZNF48
ATAD2B
AC016739.2
MTMR6
IFNLR1
OPN3
AP1G2
PCBP2
RP11-770E5.1
AKIRIN1
NCLN
GGA2
BMF
ZFAT
LSM4
PTGDS
PARK7
RP11-154H12.3
EMC10
AC022182.1
TRAPPC6A
NSA2
IFIT2
ERP29
SH3BP4
AC072062.1
UBE2Q1
USP11
DFFA
NEK8
LILRA4
ALDH5A1
PPP1R15A
SLC35F3
UQCR11
DDX27
BCCIP
OGT
RELT
ST3GAL4
PLA2G4C
SH3GLB2
SAMD12
AHI1
MCM5
ASMTL
AB019441.29
AC011893.3
APEX1
SLC35E1
SF3B5
PACSIN1
PRPF4B
TP53I11
CLEC4C
DMXL1
GGNBP2
TATDN3
SYF2
CXorf23
CD320
MB21D1
TBC1D32
SYCP2L
TRAF4
DIAPH2-AS1
LAMTOR1
IDH3A
KDM4B
STK40
KDELR1
DAP
ECHDC1
GPM6B
TMEM219
SPINK1
EIF6
EPHB1
AGPAT2
KPNA6
GNA12
EIF2S3
AP2S1
KIRREL3
OFD1
SMARCE1
SNRPD1
PATZ1
AP000295.9
KRT5
RP11-425L10.1
UBP1
TAF10
MTHFR
TMEM184B
PI4KA
HNRNPDL
DLGAP3
TOB2
MSL2
EIF2AK4
LAMP5
TAX1BP1
ABCF1
SNRPE
UFC1
LRRC36
DSTN
CTDNEP1
DUSP7
GNB2
RBCK1
CTC-301O7.4
NOP10
RPL10P3
BICD2
XXYLT1
CENPC
AKIRIN2
POLR2A
ITCH
RP11-66B24.4
MDH2
DYNLL1
TMEM19
AC007040.8
NHP2L1
RP11-809N8.4
XRCC6
FAM81A
CTD-2031P19.4
FBXW11
CHML
KLHDC4
UBE2N
CLN8
DR1
PAOX
AC092168.2
MAST3
SAP130
PPP6R1
TMEM30A
SLC25A45
DTX2
RAB14
RBBP6
UBE2V1
ZNF791
MAFK
KCNK10
CEP68
RPL18AP3
TCOF1
ARF1
DDX54
ATP5J2
NDUFB10
PHEX
NCF1B
ZNF487
CTD-2192J16.22
RPS23P8
C19orf24
DPPA4
RP11-466H18.1
DCXR
LTK
NAPA
FAM213A
HSCB
ROMO1
FAM96B
SERTAD1
RNF11
DERL3
AP000783.1
POLR1D
FPGS
ZNF706
SLC7A11
WDR33
TNFSF9
OTUB1
ATP5O
NDUFB11
FAM53C
TMED5
TCF25
NDUFA12
CTD-3020H12.4
CTAGE5
MRPL41
TMEM159
ILF3-AS1
TIMM13
LYRM7
TCEAL8
GNG5
SLC35A3
RP11-1319K7.1
RELL2
CCDC107
DNAJC4
ZSCAN21
DTX4
SEC61B
TSPAN3
DIP2A-IT1
CHRAC1
PGM2
MAP1LC3B
RBBP7
AKAP9
KCNG2
C1orf234
POLE3
MID1IP1
KIAA0100
MLF2
RP11-117D22.2
ACSL3
MNAT1
ULK1
ARID3B
DHFRL1
TNNI2
SMARCB1
FKBP2
RGS7
ARCN1
CRTC1
RP11-529K1.4
LRRC27
SPG11
CCDC106
EIF3D
HSBP1
PPP1R14B
ELMSAN1
RNF141
UPK3A
NKIRAS2
RP11-439L8.4
PLEKHJ1
C17orf85
RASD1
UBQLN2
Z97053.1
BUD31
GTF2H5
RP11-582J16.4
ZNF24
SEC61G
RP11-122K13.7
ATRAID
LYSMD2
STRAP
YWHAG
TSR3
C14orf2
TMEM242
NDUFA7
CTC-265F19.2
RP11-815J21.4
TRDMT1
FIS1
SAP18
RELL1
ZNF598
ACER1
FBRSL1
SMEK1
TRA2B
CHMP1B
C19orf70
PHC3
RPL37P2
LINC00865
RPP30
NDUFS5
AC007880.1
C12orf45
NUDT16L1
DHX35
CDCA5
CRAMP1L
C12orf44
CUL4B
AC084117.3
DEF8
TMUB1
TTC24
NDUFB7
PPAN
PPP2R4
MRFAP1L1
RECQL5
COX5A
PRPF18
FAM32A
NADK
MAU2
PHB
JTB
MRPL48
PRKCSH
PABPC1L
CHMP2A
RP11-203B9.4
TREML2
RBBP5
CTA-292E10.6
ATXN2L
RP11-73G16.2
PDDC1
RASA4CP
C16orf93
C7orf49
C1orf127
CANX
SLU7
CBX6
PLCB3
TIFAB
AATF
ATP5S
RTKN
SRRM2
ATP5F1
AHCYL1
ZFAND2B
SLC2A4RG
CLMN
SCAMP3
SUMF2
RP11-16C1.3
RP11-87C12.5
Z97634.3
SSB
VAMP3
RP11-4O1.2
RP11-356M20.1
EIF4ENIF1
COPB1
VPS18
EFNA4
RP11-159C21.4
APOA1BP
PPM1J
HDAC2
ZNF469
TSSC4
PSMB6
MFSD2A
FNBP4
CEP95
CCDC43
SGSM3
RRAGC
PNPLA2
SEH1L
SUMO3
FLG-AS1
SNRPF
HYOU1
MED16
TXNL4A
RIOK1
ZC3HC1
ZDHHC24
ABT1
INS
CTC-548K16.2
KCTD5
TRAPPC9
UQCRFS1
TDG
SLC35C2
STARD3
MIF4GD
NOL11
AC103828.1
EXOSC5
RP11-108P20.1
SLC12A3
MRPS12
SETD1B
CCDC102B
PMF1
RPS6KB1
MED26
NUDT1
DAND5
C22orf39
SRA1
COL26A1
CHMP2B
MINA
ZNF296
MESDC2
ACN9
SPCS1
MRI1
FKBP3
TMEM141
NKIRAS1
PYCRL
PELP1
RP11-464F9.1
ECHS1
KLF16
AC007381.2
SNTA1
ABHD15
MAD1L1
RNF216P1
RPL21P119
AC007386.4
KIF17
ARL6IP4
PYURF
PINX1
BLMH
RNF41
AP3S1
USMG5
TOMM70A
PCIF1
RPUSD4
CDK9
FAAH
ZNF335
PFKFB2
NEDD8
FAM177B
NME6
SLC25A1
ABCA6
NME3
LINC00885
CAPS
RNF20
RP11-876N24.4
FAM109A
NISCH
AMDHD2
LAGE3
C10orf32
ABCA9
ZFYVE26
PAPD7
SMIM7
BANP
DPM1
SEP15
MIR22HG
MVD
LRFN4
RARRES1
ATPAF2
PSMC6
C7orf73
BRF1
TMEM183A
RP11-350G8.5
NOL7
GSK3A
SLC47A1
CTD-3035D6.1
IVD
RP4-673D20.1
RP13-1032I1.7
RPPH1
TAF8
DHPS
HSPA6
ZNF592
RPF1
POMGNT2
PPP2CB
U2AF1
RP11-214O1.3
RASSF7
ANAPC15
LENG1
GTPBP6
CPSF2
CRYM-AS1
KDM3A
RP11-588K22.2
RHOT2
RP11-104E19.1
DCTN3
C9orf156
MRPL24
ARPP19
MED1
POLR2D
PRPF8
IGFLR1
MRM1
RP11-174G6.1
RP11-762E8.1
AZIN1
KCTD19
DOT1L
LIME1
SRSF8
FAM58A
PSENEN
RP11-195C7.2
TRIM41
THOC6
IMPAD1
ZNF770
FOXO6
ZNF524
AC016725.4
INO80B
NAA10
COX14
GHITM
TIMM17B
GALK1
CWC15
SORCS2
TFPT
RP11-213G2.3
P2RY2
RP13-270P17.1
CTB-118N6.3
MRPS21
PSMB7
HOXB-AS1
CNP
GLO1
C5orf64
MPPE1
PRSS1
IFT172
RPL36A-HNRNPH2
TERF1
CCDC62
RPL24P8
KIF5B
ERGIC3
SARS
RP11-115J23.1
RFXANK
RP11-525A16.4
RP11-82L7.4
EMBP1
NUFIP2
ZNF816
RPL13AP25
COX18
SDF2L1
UTP6
RP11-443B7.1
TMEM158
RPL34P27
NUDT5
SNRPC
NRAS
ZNF394
MIEF1
LYPLA2
EIF1B
KLC1
TMEM184C
CTD-2339L15.3
CTC-265F19.1
RBM15B
MED30
MRPL20
RP11-16F15.1
SYNC
ELP5
MRPL36
STX18
RP11-317G6.1
DCP1B
NBR2
ORMDL1
KPTN
SMG5
RP11-876N24.2
EIF4EBP1
CYP27C1
FXYD2
RPUSD3
POLRMT
NCF1C
RP11-493L12.3
ZDHHC12
HINT2
LCT
NOSTRIN
VEZF1
RAB3A
RN7SL398P
SGCD
RP11-475C16.1
GPR39
C5orf20
DNAJC7
CSNK2A2
BAX
SMIM19
RP11-386I14.4
SNAI1
SAP30BP
RP11-158M2.3
SEC16A
C1orf200
TSSC1
FRMD8
GAMT
NT5DC3
USP21
C11orf24
CDKN2AIPNL
RNF5
NOC3L
RP11-47A8.5
ZCWPW1
RPL12P33
ATP13A1
MSRB2
NBPF9
MYCBP2-AS1
CTU2
PPP1R10
Y_RNA
C10orf10
FAM127A
BEND6
MRPS36
COASY
NSL1
NSUN2
CCDC137
GPRC5C
PSMB2
SIRT1
FN3KRP
SYS1-DBNDD2
DDX51
RP11-96D1.11
WIBG
RP1-193H18.2
CHTOP
C12orf10
GMPR2
CTC-575D19.1
CTRB1
IL1RAPL1
RNF138
TADA2B
GFM1
MRPS11
THAP4
C5orf34
MORN3
CTD-2528A14.5
MFSD9
SLMO2
C16orf80
SNAP29
MORF4L2
GPATCH11
PIGP
TMEM205
RP11-343J3.5
POLR2C
S100A13
BECN1
AKAP8
YBX1P2
ING3
RABL3
CFL2
EPS8L2
HECW1
RPL21P40
GPKOW
POMK
NTAN1
NDUFV2
RRP8
RP4-799P18.4
AC008984.2
CD3EAP
AC083884.8
ZNF630
RP11-641A6.2
CADM4
NDUFA5
ZGPAT
TRMT10C
AC004870.3
AMZ2
TAGLN
USP16
DDX19A
MYBPC2
ZNF589
QDPR
RP11-327F22.2
ZNF830
RP11-269F19.2
SCT
ZNF865
RNMT
MARCH7
SNRPN
POLR2M
DIMT1
EXOSC4
MRPS2
HKR1
HADH
RP11-592B15.3
MIIP
AC104024.1
C6orf47
CA11
SNRNP27
COPS8
SH3D19
SDHAF2
DDX39B
YIF1A
BCAN
LEPREL1-AS1
ZNF628
RPS15AP38
SLC9A3R2
RP11-478K7.2
RP4-777D9.2
RPL21P122
UNKL
TRIM35
STUB1
CAPN10
AP5M1
HSBP1L1
SPATC1L
SMNDC1
SLC39A5
OGFOD2
TMEM8B
NDUFA9
HMGXB3
NLRP7
NSUN5P2
AMIGO2
ZNF747
RP11-1396O13.2
TMEM161A
ANKRD37
JKAMP
LINC00493
PIGM
NMB
AC018755.16
CTC-535M15.2
RNU2-2P
CACNG4
RP11-167N4.2
RP4-758J18.2
FBXL19-AS1
SGK494
SGTA
TREX1
RNASEH1
CTC-503J8.6
RP11-65M17.3
GSTZ1
ARL16
RP13-735L24.1
C14orf142
NDUFS2
AC141586.5
TIMM10B
CLDN11
BMS1P20
LINC00174
MRPL45
ZSWIM1
NXT2
NAA60
PRPF4
TMEM53
LA16c-444G7.1
RAB40B
RP4-724E16.2
FAUP1
SPAG7
RP11-773D16.1
PFDN2
C9orf66
MRPS18A
WDR25
ING1
MLX
KCNA5
MRPL21
AC083799.1
RAMP2
TARDBP
COBL
DEDD
CCDC94
NME1-NME2
CTB-25B13.12
AC074011.2
RP11-711K1.7
ANKRD54
DDX3Y
STK11IP
MYSM1
DRG2
RP1-244F24.1
RPAP3
LINC00887
LINC00938
RP11-542M13.3
FZR1
ERRFI1
NYAP2
NOC4L
JMJD8
PCF11
MYCBP
SEC23B
MOXD1
RXRB
PAIP1
ZNF583
FLYWCH2
AC005779.2
EIF1AD
TFAP4
TBC1D3P1-DHX40P1
OR7E47P
FETUB
LIN7C
ZNF736
NTMT1
GOSR2
CDK11A
FRG1
CTDP1
HHLA3
AC019181.3
FAM196A
RP11-293M10.4
CTC-559E9.5
PROSC
CEP89
AC067945.3
RNU7-115P
AAR2
FILIP1
POP7
ARMC5
C11orf57
SUPT6H
SVEP1
BUD13
C11orf58
CTC-378H22.1
RP11-432J24.2
WDR66
UFD1L
ANAPC11
TNK1
PRICKLE3
PNO1
CDHR5
ZPLD1
ENTPD7
RPS19P1
KRT8
SELM
COL4A6
TOPAZ1
PFDN4
ZBTB9
AP002954.4
ORMDL2
TPGS1
KLC4
TTC39A
RRP9
BFSP2
MEF2BNB-MEF2B
CHADL
LPCAT4
ERCC4
AC006994.2
IRGQ
EEF1DP1
MSANTD4
RP11-379H18.1
MIR137HG
AC131571.2
RPL14P1
CYP46A1
CCDC65
RP11-481J2.2
RPS3AP5
RANBP6
SDF2
RP11-521B24.3
RP11-69L16.5
C19orf47
FBXO38
DRD4
AC005808.3
RP11-12M9.3
RP11-23D24.2
TMEM132B
SLC14A2
AP003774.4
U2AF1L4
TOP3B
NUDT17
DNAH11
GUCY2D
HIST1H2AG
GRIA3
AC068499.10
RP13-379O24.3
ZSCAN32
SMC5-AS1
SBDSP1
THOC7
RP11-302F12.10
TLR9
EFCAB6
TP53TG1
RP11-15H20.5
C16orf86
AL137127.1
TBC1D7
ALG3
ZNF18
Y_RNA
RP11-90K6.1
RP11-667K14.5
RPL37P23
CENPBD1
RNU4-2
LRRC26
NRL
DHX38
ZNF500
CCDC25
ZNF672
RP3-340B19.2
TMEM126B
RP11-840I19.3
RP3-486I3.4
RP5-1112D6.8
RP11-488C13.5
CNIH3
ZNF28
HOXC10
RP11-248J18.3
BLOC1S2
RP11-58E21.4
SEPT7P2
CACNG7
RBM18
TMEM147
hsa-mir-490
CTD-2349P21.9
RP11-303E16.3
POU4F1
LINC00909
RP11-6N17.9
MITD1
C10orf55
RP11-111A22.1
AP001439.2
KCNJ2-AS1
C14orf105
BCAT2
TACO1
ZNF556
WDR83
AGER
SDR42E1
SCARA5
RP11-91G21.1
STC2
FAM83G
ELMO1-AS1
METTL12
HEMK1
RNU6-28P
ARHGAP31-AS1
C18orf8
EIF2B5
RP11-282I1.1
MED7
RP4-604K5.2
GGA3
ADPRHL2
AF064858.6
SNORA51
SDR42E2
KCTD16
TMPRSS13
MYBPH
NOTCH4
KB-1460A1.5
BBIP1
RNF31
DUSP28
RP11-439C8.1
CCDC174
RP5-1073O3.2
MIR497HG
COX7B2
AC104809.3
RPL24P4
RP11-388M20.9
RP11-799B12.2
EPHA2
EI24
EP400NL
ZCCHC9
RP11-538P18.1
AC061992.2
ZNF77
RPP14
RP11-214O1.2
GABRA2
RP11-17A4.1
RP11-730G20.2
ECHDC3
TSPAN8
C2orf49
RP3-402G11.25
RPL31P2
RP11-33N16.3
LRRC3B
SOX8
GHRLOS
CCDC120
NUS1
LRRC37A2
METTL18
FAM50B
MC1R
MYLPF
ZHX1
RP11-401F2.4
SRSF8
LINC00843
RP11-1191J2.5
SLC1A1
RP11-154J22.1
DCP1A
RET
ATXN7L2
RP11-889L3.1
HOXD10
RP11-529K1.3
RP11-543P15.1
AC068282.3
SHD
PTOV1
TCTN1
CELA3A
RP11-178C3.6
ZNF709
CXorf56
RP5-837J1.2
RNA5SP51
CCDC153
BCL2L10
KB-226F1.1
ZC3H10
RP11-345K20.2
S100A3
RP11-1100L3.7
RC3H1-IT1
NAPSA
ZNF471
HLA-J
ARIH2OS
LINC00327
RP11-315I20.1
PRRG2
CCDC130
RP11-264F23.3
RP11-686O6.2
CLIC6
RP11-276H7.3
FAM221B
RP11-244H3.1
HCCS
EEF1B2P2
RP11-73M18.7
RP11-339B21.9
RP11-513H8.1
AC007563.5
GTF2H2B
ERBB2
PRR7-AS1
RP4-647C14.2
AC005387.3
RP11-435F13.2
PODNL1
CETN3
RP11-110I1.6
AC022431.1
C21orf2
RP11-166O4.6
NPR2
RP11-175B9.3
RP11-894P9.2
FSIP2
ADAMTS4
RP11-254B13.1
AL035610.2
RP3-508I15.18
LA16c-306A4.2
CDC42P6
AC019118.3
ADAM1A
ZNF674
AC009495.3
MIR4426
EEF1A1P11
TSG101
RP11-863P13.3
ADAM20
RP11-134P9.1
ACTR5
RP11-66N24.3
RP11-1079K10.2
AC004386.4
RP11-304F15.3
TRABD2B
SFT2D3
MEGF10
RHPN2
BNIP1
C8orf58
RP11-809H16.2
KCNAB3
RP3-402G11.26
RP11-32K4.1
RP11-393N4.2
CTD-3138B18.4
OSER1
RP1-257A7.5
SLC32A1
SLC5A8
FAM9B
RP11-44N21.1
SPRYD4
AC008753.3
MIR600HG
KIRREL2
AC007040.11
TOX4
RP11-77P16.4
NR1I3
GUCY2C
C1orf168
RPS2P35
CDR1
CTD-2561J22.2
AC010761.6
RP11-519G16.2
SLC9C2
SENP2
CLRN1-AS1
CTC-205M6.5
CTC-554D6.1
RP11-766N7.3
RP11-288H12.3
RP11-474G23.1
AC114765.1
RP1-288H2.4
PHLDA2
RP1-20N2.6
SCRN3
GATC
TWF1
RNU12
FKRP
C4orf51
RP11-1113L8.1
RP11-723O4.9
RP11-90B9.2
AC073657.1
RP11-2I17.4
CDPF1
