CDC123
NOP9
MED14
MRPS25
CUL2
OSBPL11
CCDC43
HIST1H4H
HTATSF1
TCEB1
LRRC38
NXPE3
RNF41
DNAJC21
NEDD4
NEDD8-MDP1
DCAF6
TMEM70
C9ORF131
RAPGEF1
BZW2
SLC35E4
MEF2D
RNF115
USP9X
P4HA1
EXOSC6
TNFAIP8L1
RAB7A
RAB12
FASTKD2
SLC16A1
VPS37A
GPR133
TMEM126B
TCAIM
PROS1
SLC25A46
DRD1
GPR137C
PRKCA
RAP2A
EXOC5
PTPRR
CAMK2D
SLC38A7
RAB6A
MAP2K4
UBE2V2
CSRNP2
ANKRD26
SKIV2L2
RPS6KA3
FAM126A
PIP5K1A
STRN3
SEC23A
PRR26
EFR3A
VEZT
SLC25A44
HECW1
R3HDM2
GRIN3A
TXNDC16
NAA30
CNRIP1
CKAP5
PITPNM2
DENND5B
CAMK1G
MCHR1
G3BP2
WDR7
USP32
TRIM37
ZFP1
RNF11
FNIP1
ZNF569
AP1M1
DPF1
PDZD9
C1ORF216
KIAA1715
SMIM13
ABCB7
NCOA4
NCOR1
ACBD5
PPID
SIKE1
CLPX
ABCB8
NRDE2
SPATA5L1
COX15
C1ORF50
MTHFD1
C16ORF70
TIMM8A
SOD1
GRPEL1
MICU1
SFXN5
NR1I3
CCDC58
IL13RA1
SCML1
SLC22A13
GLO1
GSTT1
CCK
HNRNPCL1
NLRP9
DNAJA2
MRPL1
LRRFIP2
KIAA0232
KPNA4
C10ORF76
RMND5A
MRPL47
POMP
TOMM40L
CNTF
MLH1
RPRD1B
ACOT9
PTPLA
GAB1
COLQ
WBP4
SEC61A2
FOXRED1
ALS2
DLST
MRPS30
TMEM38B
LSM3
PTPN11
ALS2CR11
SLCO3A1
MAP3K7CL
SGTB
PPIAL4G
ZNF223
NRD1
TAF6L
ABCC11
SLC25A52
HSD17B13
OSBPL9
LATS2
SYNE1
RORA
MPP4
HMOX1
NPB
GALNT2
AADAT
NLN
INHBE
ME2
C1ORF21
LTB4R2
C5ORF17
CUX2
MEIOB
NKAIN4
AGBL4
SLC35G5
PLCL2
MSRB1
PLXNA2
HUNK
