CHKB
OXA1L
ATP5L
PFN1
NUBP1
MRPS18B
STOML2
ROMO1
ZNF330
SYF2
KDM6A
CD58
CAMP
ANKHD1
ARF6
CHIC2
COG3
USP15
BAZ1A
CXORF65
MTRF1
GABRR2
CKS1B
SPG21
RANBP10
PATL1
DDX21
TNFAIP3
ERP29
GUSB
CCNL1
USP3
NFKBIZ
MYD88
GDAP2
STXBP2
MST4
C19ORF48
SALL4
ZCCHC4
MUL1
SNRPC
NFYC
HEATR2
LIMS1
LIMS3
DEFB124
PYROXD2
C20ORF195
PCID2
RYK
CDK4
MAML3
SNRNP48
PHB2
ZNF526
BCL7C
DESI2
PREB
H6PD
NDUFV3
PNRC2
NPM1
SSR1
PIGB
HBP1
PIBF1
NPC2
APH1A
CD164
SRBD1
VEGFC
SLC30A5
NHLRC2
ZDHHC5
CBWD7
TTC27
ACN9
COPB1
LYSMD3
ITFG2
OR2A1
OR2A42
STT3B
CYP20A1
CAPN7
CRTAP
YAP1
ITGB3
UBR2
CTAGE4
SPG11
IDE
NFKBIA
CITED2
BAG6
CCNL2
ITPR3
SMPD2
ZNF395
HOXA6
C14ORF93
ZSCAN5A
FAM60A
TSEN34
AGTRAP
ZNF816
ZNF813
ZNF765
ERGIC3
LMAN2
SSR3
DHRSX
C16ORF58
TMEM258
TMEM219
KRTCAP2
SLFN13
MRPL54
IRF2BP2
CIB1
ZMYM6NB
MYCBP
WDR34
NSUN7
AAR2
IFITM3
PNKP
GPR108
ARHGEF19
TYMP
DDX60L
CCR2
NOD1
IFI35
TRIM21
CD200R1
SWSAP1
CARD16
SLFN12
CLIC2
PHYKPL
KIR2DL4
TNFRSF14
TRIM34
ZBTB48
SERF2
PSMG2
HRH4
SELP
GBP2
BACH1
SLC25A43
MPZL2
TEC
ALAS2
PTBP1
CEP152
THOC6
TTC31
C6ORF99
HIST1H2BH
SEC61A1
VPS54
ALG3
COASY
CTBS
PABPC1
APRT
F11R
SLC30A7
EML4
ZNF852
RBM47
SLC44A4
SCNN1A
ILDR1
LMNTD2
HMG20B
AIM1
NUAK2
RAB27A
TRADD
MCTP2
PGLS
TGIF1
ERN1
SMARCD2
ALG2
SERBP1
EIF4G1
MMADHC
PITX1
CAST
DDI2
LYPLA1
ASCC2
RIOK3
WEE1
ARHGAP10
AHNAK
FCER1A
CD1A
APLF
CAPNS2
RUFY1
CHRNA10
SRSF4
ZNF587B
MTX1
POC1B-GALNT4
ZCCHC8
UBR4
LTB4R
MXD3
SREK1IP1
ALPK1
CLEC2B
C10ORF55
UGT3A2
GATA3
HOXA1
RNASE10
RAP2C
FAM65C
LYG1
LRRFIP1
INMT-FAM188B
CD55
CLIC3
S100A4
HLX
PTGIR
TPT1
C1ORF127
ADIPOR1
MKNK2
WIPI1
PITX2
TNNT3
ATL2
NMRK1
EPHA1
FAM160A1
MORC4
POU2F3
GYLTL1B
DUS1L
SYNE2
FAM83B
PPP1R14B
CASZ1
POF1B
ORAI1
IMPA2
NUTM2F
USO1
HMCN2
C6ORF132
SVIL
KLF5
SCNN1B
HSPB1
GPR157
RHOD
P4HB
STEAP3
MCEE
ETFA
CFB
BLVRB
ART4
GPR182
IL32
TSPAN4
DERL3
ZBP1
PRR15L
SMPDL3A
CCR3
CCL15-CCL14
OVOL1
SLC37A4
ABCC2
C14ORF166
EIF3K
ATPAF2
ATP5G2
ANXA11
SLC9C1
MYZAP
SZRD1
ZNF564
RNF7
HDAC7
SYPL1
ABCC1
GDPD3
AIMP1
INPPL1
SNAP23
NKIRAS2
C7ORF49
RFXANK
PXN
SERTAD3
ADCY4
PKN3
LDLRAD2
IL17B
CCDC59
CDK11A
ELF2
FBXL12
UBN1
PMF1
ARAF
TMEM11
MAPKAPK2
MAPKAPK3
MYLIP
MYL4
KLHL36
UTRN
CCDC61
RNF135
EXOC3L2
LRP10
SLC10A3
SP1
IQGAP1
NRM
ROR1
S100A11
LOXL1
LXN
AKAP13
HOXA7
TNIP2
C19ORF33
SLC25A39
PSMD9
EIF2S2
TSPO
CATSPERB
METTL17
MYO19
DCST1
ST6GALNAC2
INTS8
MLXIP
SLC26A6
BFAR
TSC22D3
RPL12
IPO4
WDR83OS
EMD
ATRAID
EIF3L
RPL10A
RPLP0
C12ORF57
RPS4X
RPS5
CUL7
IMPDH2
RPL18
RPL13
RPSA
RPL5
RPS3
RPSAP58
EIF3M
PPIE
GNB2L1
RPL37A
RPL7A
RSL1D1
ZNF581
EIF4B
NOA1
RPL8
BET1L
NME1-NME2
HSF1
GRWD1
GSTP1
DZIP1L
SNRPD2
SNRPA
CCDC97
RPL19
RPL23A
NSA2
RPS29
RPL14
RPL32
RPL23
RPS10
RPS7
RPS11
UBA52
RPL10
RPS3A
RPL21
RPS13
RPL27
FAU
RPS16
RPS25
RPL35
RPS12
RPS20
RPS2
RPS21
RPL18A
EIF3E
RPL34
RPS6
POLR1D
RPL35A
ITGB3BP
EIF3D
KHNYN
BTF3
KATNA1
DDX39B
RPS15
EEF1G
EIF3F
RPS8
BTG2
RPL30
RPS15A
RPS23
RPL27A
RPS27
NACA
PMEL
RPS19
RPL26
RPS24
RPL11
KIAA1551
RPL7
SSR2
RPL36AL
UXT
CTDSP1
EEF1A1
NBEAL1
PHF8
RPL3
FBL
PARP16
TTC17
ZFAND1
SMC5
TBC1D2B
SLC6A16
EQTN
SEC11A
FAM186B
C8ORF59
ZNF784
RPL39
RPL41
RPL6
RPS18
RPS17
RPL17
RPL36A
WDR45
SRRM2
AGAP5
FAM129A
EEF1D
MPG
EEF2
KLK1
EIF3G
RPL29
BCL9L
NATD1
RPLP2
SLC8B1
PLAGL1
RPL31
GLTSCR2
RPL36
RPS9
TRABD
SLC25A45
POLD4
IFNLR1
MRPS2
HOXB2
HOXB3
HOXB5
MRPL23
FBXO6
HOXA4
HOXA3
HOXB4
CCHCR1
LCN10
HLA-DRB5
AMT
CLEC10A
RORC
CCL14
PTGDR
SF3B5
SHQ1
LYPLA2
ORAI3
CMTM6
TMEM173
CCDC153
VPS25
XRN2
B2M
MYL12B
TNFRSF1A
VASP
HLA-A
TAPBPL
MOV10
TPCN2
UBQLNL
TMOD3
KLF4
TNFSF10
SLFN11
LTA4H
MICA
CALR
HSPA5
GANAB
RPN2
RPN1
HSP90B1
DDX59
ERVFRD-1
NAGA
LEPRE1
RBMS1
RBM3
H3F3A
NXT1
ANXA1
RELA
RAB32
IRF1
ELF4
HIST1H3D
RBM7
KDM2A
NUP98
CLP1
GNL2
GTF2B
SF3B6
GLA
CDK2
CLK1
PTPN22
MMP9
CLINT1
GFI1
VNN3
TMEM71
XKR8
CDK6
ETV6
FAM46A
MYH9
RAB11FIP1
HLA-DRB1
ACP5
CTSC
C4BPB
PAWR
ISY1-RAB43
PARP12
SPINT1
IL1R2
TNFRSF17
KCNK6
CCL11
TAGLN2
CXCL17
TRIP11
GMPPB
LLGL2
PTGER2
SLC4A2
CBWD1
TVP23B
RREB1
PHACTR4
VANGL1
TUBB6
LPP
SERPINB1
ITPRIP
NCSTN
SURF4
DPP4
GSE1
ADAMTSL4
CD46
HEXB
EDEM2
IL10RB
TRAM2
FCGR2B
FAM109B
IGF2BP2
RABGGTB
IFITM2
IL18R1
ECE1
LRRC70
TNFRSF10D
MMP19
NUMB
CREG1
CARD6
SNX9
CRISPLD2
IL1R1
GPBAR1
MMP23B
PLSCR1
MCL1
KLF6
RUNX1
ZC3H12A
AREG
PDIA6
B4GALT1
GLB1
DERL2
TXNDC11
PPIB
ERP44
CREB3L2
EFCAB13
CTSZ
DUSP1
DNAJC3
HIST1H2BK
OSTC
TRAM1
FNDC3B
MLLT10
C10ORF11
TNFRSF10B
TXNDC5
IL5RA
EHD4
HPGD
ZNF217
SPAG4
TMED2
RALGAPA2
ZFP36L2
PKHD1L1
LRP5L
SND1
LRBA
ARHGEF35
THADA
CPQ
PDIA4
HEBP1
ALG12
CTAGE15
FAM86C1
TMCO4
MANF
ATF4
SEC24D
MMRN1
BMX
CD63
FUCA2
GPR15
PCTP
ELL
NPEPL1
NR1H2
CDC37
FLII
PSTPIP2
EHBP1L1
FHOD1
NUDT22
RNPEPL1
TNFAIP2
IL15
LSP1
PRR33
SLC38A10
RFX1
OOEP
MEGF6
ODF3B
OGFOD3
RASSF1
NADK
RNF149
IFIH1
SBNO2
ADAM8
PUS1
SLFN12L
DTX3L
PARP9
AMICA1
APOBEC3A
CLEC12A
SPATC1
CLEC4D
CLEC4E
IRAK3
CD97
FAM117A
FES
TCIRG1
RAG1
ACCS
AKAP8
CARS2
NKG7
GZMM
GZMH
PRF1
C11ORF21
DEFA1
DEFA1B
GNLY
KIR2DL3
CEACAM4
CLK2
DAZAP1
PARP10
CD7
MGAT1
TP53I13
DDOST
PRRC1
TMEM39A
TREML2
AFF1
NOP14
PCBP1
FXN
PCBP2
PNRC1
C6ORF163
JMJD6
SLC40A1
JTB
G0S2
HTRA4
SLC43A1
HIST1H1C
SLC25A37
SUCLG2
AK2
TUFM
GNG5
FAM120A
IARS2
FRMD1
NHEJ1
COQ2
UNG
MRPL11
XRCC6BP1
SEC61G
GPBP1L1
NAT1
HNRNPAB
BCL10
THG1L
CLIC1
STK38
HDAC1
NAAA
MMAA
RER1
DPAGT1
VAMP8
RNPEP
SLC50A1
CCL28
AUP1
ZNF700
OS9
RIPK1
PRKAA1
APOBEC3B
GMPPA
ARHGEF39
GPRC5D
FAM136A
ATP8B1
FUCA1
SMAGP
FLNB
PMM2
STAP2
EFNA4
DSG2
CPT2
MBOAT1
JAGN1
HOXA2
KCTD9
P2RY4
SEC13
MYO15B
NAALADL1
NT5C
PKN2
TIRAP
PHKA2
RARS
CHMP4C
AKR1A1
GIPC2
SLC23A3
TMEM37
LPIN3
HDHD3
MOCOS
OR2A4
MOGS
CD2AP
KCNK5
MFSD9
LPCAT3
ENTPD7
PDXDC1
B3GNT8
MRRF
DNPEP
MLX
HECTD3
PDZD3
SCP2
CIDEB
PSME2
CASP1
SULT1A3
CCL24
EXOC3L4
ABCB10
BST1
CPSF1
FCGRT
AQP10
ZBTB7B
ACADS
ACADVL
GRTP1
TMEM106C
SLC25A24
LGALS3
PRELID2
TFF3
PYROXD1
MVP
FBLIM1
ZNF600
ETHE1
CPT1A
BTNL8
CASP6
CASP7
CLDN7
TPSG1
NPC1L1
CTAGE5
CYP3A4
SULT1E1
TMEM220
MPST
SLC51A
GSTK1
DGAT1
CASP10
AGPAT2
ANO9
VDR
SLC39A4
AGPAT9
KIAA2013
CBLC
SLC5A9
CARD10
EPHX2
TLCD2
CDC42EP5
ENTHD2
ALDH16A1
NAPRT
UNC5CL
ANXA4
AGAP9
SERPINB6
CCNG1
ZNF511
AMPD1
TRIOBP
TSTA3
C3ORF52
NOP10
DLEU1
ATG4A
MTFP1
PLBD1
LAMTOR2
RIPK3
TMEM102
SERINC2
C1ORF186
PLAU
MRPS15
CD36
PDLIM1
ORMDL2
SQRDL
CMA1
SPPL2A
CEACAM1
CFD
CFLAR
S100A12
FCN1
GPR97
IL18RAP
NFE2
MAP2K3
PTGER4
P2RY2
FRAT2
CTSG
RAB44
IFRD2
TMED9
ZDHHC12
VKORC1
TES
PI4K2B
GCH1
BCL3
NT5C1B
RAB19
DEFA3
MGST2
ITGA5
GALM
ERGIC1
ARHGAP18
LMAN1
RBM46
ENPP1
AKAP2
KIAA0040
APOBEC3F
CTNNAL1
COMMD6
TMEM14C
ATF1
MRPL22
TFB2M
DUSP23
MTFR1
AOX1
RPS27L
RAB20
C19ORF83
UNC13A
INADL
LOXL4
USP53
HN1L
TTC12
TMEM179B
FZD6
CCDC102A
LAMC2
ANKEF1
ATP6V0E1
DNAJC1
HFE
STT3A
LRIG3
DAP
SIL1
KDELR2
KDELR3
RASSF6
GATA6
PLXNB2
TMEM214
METTL21B
LTBR
LNX2
KRT18
ROR2
KDF1
KRT8
RARS2
BET1
TMED7-TICAM2
SLC35F5
PACSIN2
SLC39A1
C1ORF85
PQLC3
FBLN5
FMOD
COL14A1
CCDC50
LOX
PVRL2
PHLDB2
LAPTM4A
EPHB4
KDELC2
IGFBP3
CTDSP2
PCMTD1
ZC3HAV1L
TDRD3
EIF2A
NOB1
MAML1
KDELR1
SNAI2
EVC2
SEC31A
SH2D4A
HEMK1
SNX33
DKKL1
PDGFD
OLFML1
NR2F2
SMOC2
DCN
PPIC
POSTN
IL22RA1
GABRE
ESRP2
MYL6
SHC1
MAPK14
EMP3
SLC22A16
LRCH1
ANTXR2
TBX19
REXO2
FLNA
TEAD2
HOXD9
PTRF
TGFB1I1
TMEM200B
COL12A1
KANK2
VCL
CDC42EP3
FILIP1L
ASPN
FNDC1
IGF2R
TLN1
C4ORF32
UACA
ITGB1
LAMC1
COL4A1
COL4A2
COL15A1
NRP1
TINAGL1
SVEP1
VGLL3
MEOX2
FBN1
LAMB1
EGFLAM
GPC3
LMNA
CILP
SPRY1
HTRA3
BRI3
GAS6
CD151
HSPG2
DOCK6
MYO1C
CAV1
TMEM204
TMEM255B
AOC3
CAV2
TGFBR2
ENG
FGD5
FLT4
HMCN1
TDRD10
INMT
FCN3
LTBP2
EXOC3L1
TCF21
C21ORF90
CALCOCO2
PLEKHA4
HIPK3
RRAS
UBAC2
AIFM2
AKT2
GCFC2
NUCB1
ANO6
AVPR1A
NNMT
ADH1B
MEOX1
CXCL12
DYNLT1
TMEM109
IMMP2L
DPT
WARS2
ESPNL
FGGY
F10
NPR1
ANKRD53
CYP4B1
BCAM
ZBTB42
HDLBP
TMEM99
SUMF2
LRRC2-AS1
BAIAP2L1
LINC01124
TNK1
CLIC6
NME6
CD248
DDX43
BMP4
HOMEZ
HOXC6
BCAT2
MCOLN3
MOB3C
CCDC36
MYOC
SOD3
MMP14
MFAP2
MMP11
CAPN6
COL5A1
COL27A1
OLFML2A
ARNT
STK3
NRK
TMEM150A
COL6A1
GPX8
COL6A2
HAND2
PLOD1
MFAP5
TEAD3
SERPINH1
ANGPTL1
ACTA2
MYL9
FAM114A1
IGFBP4
COL6A3
RWDD2B
SMTN
LRP5
NMUR1
TMEM147
F2RL3
HERPUD1
METTL25
TRIM5
RBPMS
CPXM2
MXRA5
PRSS23
COL1A2
COL3A1
MMP2
COL1A1
FGF7
LUM
STAT3
PDSS2
ZFP36
TM4SF1
MFAP4
CAPN12
CST2
PCOLCE
COMP
IL15RA
CPA3
LGALS2
CTSK
HYAL4
MAP7D3
SPTA1
ESR1
MGMT
HOXA5
CCDC17
RASSF9
NEDD9
CD93
STEAP4
THBD
MFSD7
KLRF1
S100A6
GRN
NME8
EFCC1
LIMD1
TTLL10
UPK3B
SLC22A31
IGFBP2
IQGAP2
ATP11C
ERLIN1
LRG1
SIK1
C1RL
HSD17B10
DNASE1L3
FRRS1
HS3ST3B1
PDIA5
MBNL3
IDO2
CLEC4M
SLC27A3
DHRS1
ABHD15
MRPL32
MTHFS
LEPROT
TRPM7
NAGLU
PPA2
ABHD14B
RBP5
ASL
TTC38
FUOM
HAAO
OXER1
COL18A1
ACSM3
RAB13
CTSH
MAGT1
CYB5A
HSD3B7
HSD17B8
HMGCL
SPRYD4
HYAL1
ASB9
DHRS4L2
CCL16
OMA1
CDC26
SCRN2
FANCC
FAM167B
TRABD2B
CRYBB3
DHRS12
FZD4
YIF1A
ADH1A
DHRS3
COLEC11
CNGA1
SLC38A4
WWP1
ECHDC2
C1S
SERPING1
RNASE4
ABCA6
NTF3
PRDX4
ANG
RARRES2
TFPI
DPYD
C1R
CES1
LRRC3
PAX8
ARSD
CELSR1
CISH
GALK2
PPCS
FBXL4
TMBIM4
TEX264
SUMF1
IER3IP1
ACSF2
RNLS
PAFAH2
PLA2R1
HOXD4
HOXD8
TRPV4
SLC2A9
ZG16B
ATP2A3
PLVAP
EIF4EBP3
MGP
EPHA2
PSORS1C2
LYPD3
SPINK5
KLK13
PLP2
JUP
EPS8L1
AIM1L
NCCRP1
CSTA
C2ORF54
ZP3
CYP4F22
TMEM184A
TNS4
DSP
LAD1
ZNF750
SH3GLB1
GCOM1
RPS6KB2
DTX2
OBFC1
NLRX1
SEMA3F
PLEKHN1
MAP3K6
PRICKLE3
TRIP10
YBX3
MYEOV
CAPN1
ANXA2
FAM83G
RAB38
IRF6
PPP1R13L
TEN1
DDB2
CDC42BPG
SDR42E1
NBEAL2
ARHGEF5
CTAGE8
CTAGE9
OR2A7
CTAGE6
IGJ
CD1E
EIF4EBP1
CRISP3
SH2D3A
POU5F1
ACSM1
RWDD4
CYB5RL
RPL22
OSR2
LINC00908
RPS14
EIF2D
ABCA10
FAM210B
PABPC4
EFCAB8
ITPRIPL1
SLC16A5
NEXN
CMC1
OST4
MAF1
HIGD2A
DNASE1L1
CSDE1
RAF1
YBX1
CUL4A
MYL12A
TNNC1
WDTC1
FYCO1
TMEM159
TRPT1
KLHL30
CNBP
SLAIN2
ECH1
COQ6
TCEA3
ANAPC16
LAMB2
CMC4
MIPEP
MLYCD
ICT1
SLC25A30
WBSCR16
TMEM143
ADI1
RRAS2
AVPR2
DNAJC21
NEDD4
NEDD8-MDP1
PPP1R3B
ARL6IP4
SIVA1
ZNF524
NUDT19
ADCK3
RNMTL1
ABCB7
NCOA4
DLST
EMP2
ALS2CL
OSBPL9
LATS2
SHMT1
SCMH1
LTBP4
POLR3E
GNRH1
ZNF552
HIST1H2BD
HEBP2
TBX1
JSRP1
CLCN1
TMBIM1
EDN2
MLPH
KLF2
FABP4
SCN4A
TNIP1
PEAR1
GYPC
MS4A4E
CAT
ECHDC3
ESYT1
FKBP5
GBE1
TNXB
AGTR1
WNT11
CEBPB
ABCD1
SLC2A4RG
FAM214A
MATN4
RPL37
GUCD1
RHD
POLE
HAL
RPLP1
CCDC69
RNF122
RCN3
PLIN2
H2AFJ
SLC1A5
SPON2
PILRB
SEC61B
FKBP11
SRPR
SSR4
RRBP1
XBP1
NUCB2
KLF11
TC2N
ERP27
P2RX1
MSRB1
AMY1A
AMY1B
