LINS
EID3
WDR46
PFAS
RASA2
HEATR1
WDR4
IKBKE
IRAK4
C7ORF26
PAN3
SFI1
ARHGEF18
UPF1
LRRC14
VMAC
PWP2
ATP13A1
SLC12A9
PPAN
C6ORF62
FCHSD1
CTC1
HTT
ZMYND19
RCC2
AP1G2
ORAOV1
C7ORF43
TBC1D10A
SYMPK
FBXO46
PSMD5
CYB561A3
C1ORF174
CCDC117
POLR1B
EIF3B
EP300
PAXBP1
ZSCAN25
SRSF6
LATS1
TRMT10B
CEP95
CCDC94
RBM25
SREK1
BRD2
DDX55
DUSP12
MED23
DDX27
PTMA
ZNF317
FANCG
EDC4
UHRF2
NKTR
TRIM59
ZBED4
AKAP17A
ZNF746
TOR2A
HIC2
LPAR2
TKT
USP36
PROSER1
H3F3B
SPEN
RSBN1
CCDC174
ING5
HPS4
FAM19A2
DMXL1
TBC1D15
TYW5
ACIN1
BCLAF1
PRPF3
TRA2A
USP42
CEP78
WRN
SRSF11
PNN
FAM133B
ANKHD1
PAPD7
SFT2D2
MSH5
SFPQ
APAF1
HIST1H4K
CHD1L
NRAS
WDFY1
NIPBL
CCDC125
TBK1
NUFIP2
SLC3A2
ARF6
CHIC2
PGD
AMMECR1
CHUK
MS4A3
ELMSAN1
ZNF121
LYST
MDM4
DEDD2
TRIM25
FAM91A1
AMPD2
HIST1H2AD
YTHDF1
CHD2
SFSWAP
KMT2D
DAGLB
LRRC37B
HECTD4
SRRT
NPIPB5
ZNF335
WDR74
FBXO28
NDEL1
RC3H1
NOM1
SAPCD1
PNPLA1
SERPINB10
RNF169
MTF1
MROH6
RSRC2
SF3A1
HCFC1
MED26
NOL9
ZC3H18
FBRS
SLC9A8
AXIN1
WHAMM
RIF1
ATG12
ZGRF1
KRR1
POLD1
INSL3
H3F3C
DKFZP667F0711
TMPPE
GCNT7
PTEN
VCPKMT
MFSD2B
HERPUD2
AHCTF1
GMNN
RIBC2
WDR43
DDX21
CHD1
YRDC
SESN2
CHRNB4
ZBTB21
EAF1
FAM126B
RFPL2
GCA
ZFAND2A
CCL4
CCL4L2
CCL4L1
CCL3L1
PPP1R15B
ARHGDIA
TONSL
EIF4A1
KLF3
HIST1H2BO
HIST1H4J
PMAIP1
CENPW
RNF138
TLE3
ZUFSP
ADPGK
DMXL2
TLR2
TNFAIP3
ERP29
GUSB
CCNL1
USP3
NFKBIZ
MYD88
GDAP2
STXBP2
MST4
SEC16A
TET3
OCLM
IFT20
REM2
PTH2R
PRSS21
ERMAP
C9ORF43
TEX9
M1AP
PDIK1L
C19ORF48
MATN1
THOC2
LEMD3
CASC3
FAM193A
ZNF777
PTGES3
TRMT44
SIMC1
VARS
USP6
PARP6
TAF4
TAS2R14
PDS5A
TBCCD1
GLCCI1
TCEA1
API5
RSBN1L
SRP72
MED8
TLK1
VPRBP
SECISBP2
SSR1
ZNF654
PIGB
MIS12
KLHDC7B
RAPGEF6
UFM1
ZNF644
GOLGB1
PDIA3
RAB5C
RPEL1
SNX14
SACM1L
SLC5A3
INVS
LRRC58
UBXN4
FAF2
NUS1
STX5
MON2
MED13
ARFGEF1
MAP3K2
SEC23IP
TNRC18
ABCC10
ALG10
TRIM14
BRWD3
NEIL3
RAB8A
TMX1
STRA13
TOPORS
TMEM260
SCUBE1
ATF2
N4BP2L1
EP400
ANKK1
ZNF749
PIH1D1
UBR5
IKBKB
CRYGS
CUL9
VPS16
KDM5B
MINK1
PIP5KL1
PRPF39
LIMK2
FKBPL
NELFCD
SETDB1
LINGO3
SPNS1
PRAM1
SON
PCF11
CCAR1
KDM5C
SRCAP
ZNF646
TSSK4
CFAP44
LRRC37A
TBC1D10B
PTPN23
LRRC37A2
DGCR8
TBC1D3
TBC1D3C
TBC1D3H
ZNF341
TMEM79
HOOK3
PAK1
DNAH17
NELL1
TNKS2
HEXIM1
GRK7
HOXA6
CLASRP
CHTF18
DDX11
PRR14
BRD1
NUP214
TBC1D9B
UVSSA
MFSD12
TRIM65
GTPBP3
NUTM2G
CRIPAK
UPF3A
XPO5
TBC1D3F
ARNTL
CYP2W1
SPDYE1
RNF39
FAT2
TAS1R1
KHSRP
PYCARDOS
SPDYE2
SPDYE2B
CHAF1B
INO80
MAZ
NAA16
IRAK1
ATAD3B
DHX37
ASMT
ZNF66
LRRN1
SLC35C2
SSRP1
PES1
STYXL1
TP53
C3ORF67
RPL15
ZNF263
FAM134A
ZNF324
SCAMP4
WWP2
CEP164
HOXD1
CAPS
ANKMY1
ZMYND8
WDR90
B9D2
C16ORF93
C21ORF58
ZNF440
ZNF20
CLTA
CSPP1
ACBD7
C9ORF50
ACACA
BSCL2
RFX3
SMKR1
EMID1
THUMPD1
CHD3
TRMT61A
ARFIP2
CNTD1
MSMB
SH3GLB2
GLB1L3
DPY19L3
P2RX2
ACPP
ZNF765
FAM154A
CCDC6
GOLGA7
WIPF2
PRR19
CMIP
SLC18B1
ATP13A2
MBOAT7
NECAP1
PTCHD2
RXFP1
RGS7
FAM199X
SPINT2
KIAA1024
DICER1
GXYLT1
ZMYND15
RGS1
RYBP
SETX
USP8
ADSS
SPIN4
ACTG1
ENO1
THOC3
EIF6
GFOD2
HPSE
GNAI3
VPS4B
TWF1
MAPK13
SDC1
SOWAHC
ERO1L
LSM7
PFKFB3
H2AFX
TNFSF9
HIST2H2AC
CCDC9
C10ORF12
NTSR1
JUND
ASXL1
KRTCAP3
PLEK2
CEBPD
AOC2
VSTM1
ALAS2
RPL9
TMEM57
ZXDC
NPIPB7
NPIPB9
RAB25
CCDC64B
HIST1H1E
C12ORF75
TOX3
GREM2
C1ORF106
OVGP1
TMEM158
RIN1
C19ORF57
PTK6
SYT8
PTBP1
CEP152
THOC6
TTC31
C6ORF99
HIST1H2BH
SEC61A1
VPS54
ALG3
COASY
CTBS
PABPC1
APRT
F11R
SLC30A7
EML4
ZNF852
RBM47
SLC44A4
SCNN1A
ILDR1
LMNTD2
HMG20B
AIM1
NUAK2
RAB27A
TRADD
MCTP2
PGLS
TGIF1
ERN1
LITAF
CLN6
CENPK
NBPF9
EPCAM
ELF3
ELMO3
TTC39B
CBWD6
CAPG
C4ORF19
TMCO6
PABPC3
UMPS
RGPD1
TMEM52B
FAM115C
OTUB2
TRAF7
CCDC120
TAB3
PRSS22
TTC22
EDAR
REEP4
MXD1
TXLNA
POLR1C
ZW10
XKRX
ZBTB33
BCL11B
ZNF138
ATAD2B
ADAT2
KATNBL1
NFAT5
FBXL19
NPIPB6
CCDC15
SMARCD2
PDCD11
FAAH2
PIGL
RAD9A
ATG2B
NBPF10
NBPF11
NBPF20
PLEKHG4
MBTD1
GRAMD1C
HM13
SEC23B
ATG101
SERP1
AGA
ZNF93
OCLN
CATSPERG
ALG2
SEC63
LDHAL6A
LMF1
XPOT
TCF20
ZNF678
NUP160
TDRD5
BMP8B
CDK10
MBD6
PABPC1L
N4BP2
NEK8
SEC62
CCDC28A
NCOA7
SFXN2
TM7SF3
PRKAB1
MYO6
MAP7
METTL1
CLEC18B
GATC
STPG2
SGK3
MYO3B
CYP27B1
C1ORF145
C9ORF66
TMEM208
MAP3K13
NRCAM
CAMK2N2
LRRC61
FDXR
PTPLAD1
KIAA1598
AP1S1
FMN2
RRP1
PGBD2
EPS8L2
ORC5
PIGM
PPAPDC2
TMPRSS2
EML5
RDH11
ADPRM
SRRM5
CCDC57
USP43
BCAP31
ATL3
MYC
ABL2
CCDC71L
VMP1
ZSWIM6
AEN
CXCL16
PELI2
DAPK1
FN3KRP
BAG4
VPS33B
PSRC1
DLEU7
PPP3R1
AGPAT5
SPAST
ATP2B1
RAB41
ZNF497
MNT
SLC26A8
APBA2
LRFN1
RAP1GDS1
CLSTN3
ARAP2
WASF1
KIFC2
KIAA1467
ATP6V1A
PSAT1
DLGAP2
HMGCR
FSD1
GNL1
MEX3A
ZFP36L1
KCNAB3
KLHL42
PRPS2
STAR
SYT1
IGLON5
CACNA1I
NXNL2
GAD1
CA10
GNL3
SPATS2
SLC38A9
YARS
NPM3
GSTO2
WFIKKN1
CORT
ATP2C2
TMEM105
MIA3
SLC26A5
CLDN3
ANGPTL6
OGFR
SLC26A11
RBM12B-AS1
DRICH1
ZGLP1
MADCAM1
SGK1
PRSS36
ZDHHC19
GNAT2
RUFY1
CHRNA10
SRSF4
ZNF587B
MTX1
POC1B-GALNT4
ZCCHC8
UBR4
LTB4R
MXD3
ATL2
NMRK1
EPHA1
MORC4
POU2F3
GYLTL1B
NUTM2F
SMPDL3A
CCR3
CCL15-CCL14
OVOL1
SLC37A4
ABCC2
RPL12
IPO4
IMPDH2
ZNF581
RPS10
RPS7
RPL18A
RPL27A
RPS27
EEF1A1
NBEAL1
PHF8
RPL3
TTC17
SMC5
RPL41
RPL6
RPS27A
RPS18
RPS17
RPL17
RPL36A
SLC8B1
DERL2
PPIB
LRP5L
SNAPC4
KMT2B
PIDD1
SNRNP70
RFPL3S
KLHDC4
P2RY11
SH2B2
HDAC10
MZF1
BAI1
SIRT6
NOX5
BRD4
ZNF598
DHX34
ATG2A
ELL
MED16
RTEL1-TNFRSF6B
DDX54
PSTPIP2
HNRNPH1
DEF6
POM121
TRIM11
ATXN2L
GMIP
HCST
HELB
NADK
RNF149
IFIH1
SBNO2
ADAM8
IL17RA
PUS1
SLFN12L
DTX3L
FAM209A
FAM209B
ABCA7
HMHA1
SDCCAG3
PVRIG
PARP10
HEXDC
PRR5
RNASET2
CDH4
ZNF709
GBA
LHX4
ZNF468
FHDC1
RPS6KB1
NOP14
EML6
LYSMD2
IL6R
SCML2
ING2
TMEM26
TTC32
C9ORF91
PGM2L1
SERPINE3
KMT2C
ARMC5
RCE1
OTUD4
TMEM110
NT5DC3
SNRPD1
EIF4E2
MDM2
CPA6
TRIAP1
PADI2
FOXD2
BCL10
PPIA
DPP3
TMEM62
TOR1B
KRAS
PWWP2A
PRR14L
SLC10A7
STYK1
CCDC14
TMEM183A
SRPK1
FAM105A
MTL5
AVL9
BEND3
BRPF3
GPD2
NET1
GCNT3
MAP2K6
SLC35D1
COX6B2
RER1
DPAGT1
VAMP8
RNPEP
SLC50A1
CCL28
AUP1
ZNF700
OS9
RIPK1
SPIRE2
ALG1
PKIB
VWA5A
AHCYL2
SATB2
TRIM31
CYFIP1
IPMK
GNPNAT1
TMCC3
DGKQ
CSNK1D
PAPD5
FLVCR1
POLR2H
SLC22A18AS
GMCL1
RAD18
ABHD17B
TMEM161B
MTG1
ACSF3
RMDN3
DOLPP1
AMN
MFSD8
GPR89B
GGACT
SLC25A1
ZFAND2B
OR2A4
MOGS
CD2AP
KCNK5
MFSD9
LPCAT3
ENTPD7
LASP1
C4ORF33
ALDH18A1
PQLC2
DAK
MAN2A1
GCNT4
ACY3
MGAM
SLC7A9
SLC5A11
SEC24A
SEPSECS
HCN3
FBP1
PCK2
CYP4F2
SLC35A3
BCL2L14
CAPN13
SLC36A1
TRAF4
MACC1
CORO2A
ST14
XDH
HECTD3
GRTP1
PRELID1
FZD5
UGT2B17
REG4
ETHE1
TMEM253
AKAP9
CALML4
TLDC2
BCL2L15
SEMA4G
ABHD3
ADTRP
FAM132A
CASK
MARVELD3
SLX1A
VDR
TJP3
KCNJ13
KIAA1919
CC2D1A
FAM101A
MAF
TMEM86B
SLC15A1
RHOU
CYP2D6
BAIAP2L2
DNAJB7
SLC23A1
NLRP6
DHDH
FUK
RAVER1
CAPN15
CD160
PFKFB4
ENTHD2
ALDH16A1
NCLN
TNFSF15
PIAS4
CLDND2
DNMBP
DEGS2
TICAM1
MYL5
AGAP10
AGAP9
FOXQ1
TRPA1
SPRN
HAP1
SMIM15
GALNT4
ETNK1
TTLL12
SRC
ANKRD22
GALNT3
YDJC
ABCC3
ZNF417
RAB27B
ISL1
PHLDA2
EDEM3
FMN1
LSR
OVOL2
GAK
GALNT6
TMC5
SLC52A2
SIRT7
CCNO
ASPHD2
STX1A
ADAM28
VSIG1
PLA2G10
ACTL10
KCTD19
DPM2
FAM102A
SRMS
TMEM238
SLC22A23
FAM83E
CAPN8
RETN
IRAK2
SERINC2
CCNC
CARS
AP1S3
CCL20
CYB561D2
ZNF513
TMEM2
RBBP8
RPS6KA1
DENND1C
CDCP1
CTDP1
SIPA1L1
CDKN2A
EFHD2
CD44
ARHGAP8
RASAL1
ZNRF2
RAB19
ASCL2
ARHGEF38
EPPK1
RBBP8NL
GLDC
DQX1
PTPMT1
FGL1
ALG5
FNDC3A
SORL1
MPP6
C9ORF135
MEIG1
CAAP1
C6ORF120
HSD17B7
PTRH2
SCAP
L3MBTL3
C9ORF84
DPYS
ZSCAN5C
NPTX1
SIAH3
PCDH11Y
RASA4
RASA4B
STOX1
ENDOV
TMTC4
COLCA2
DCP1B
PCDHAC1
DCC
DLEC1
SPICE1
SLX4IP
AASDH
SUSD3
INTS10
NFXL1
SMEK2
TMEM68
NOXRED1
PIGO
TBL2
TRMT10A
PIGV
TMEM179B
RRNAD1
PPP1R10
PRSS16
SHANK2
ATF6
CCBL2
ZBED6
RSPRY1
ZNF804A
RASSF6
DPCR1
AJAP1
RAD52
MOB3B
GLB1L2
ZNF782
PRKCSH
LETMD1
ZNF264
ICE2
SLC25A17
TRIM4
SLC24A1
CHST15
SCN11A
ADAMTS17
WNT4
GRHL2
PIK3C2G
CNTROB
CREBZF
SETD1B
RTEL1
SLC35E2B
ZNF343
GTF2H4
DCHS2
RSPO3
WDR81
TBX4
HSD17B1
DTD2
SUMF2
COL11A1
ANKRD24
SYT6
PIGH
FAAH
TSGA10
WDR86
TOP1MT
ANKRD28
RAB22A
ST3GAL5
AMH
PAFAH1B3
ZACN
GPR98
LRRC8B
CALY
RPH3A
CABP7
SYT3
CELSR3
TMEM63C
SLC7A5
CLEC2L
NHLH1
SSTR3
GPR37
FBXO45
B3GNT4
RUFY3
SS18L1
SLIT1
MEGF11
DIO3
KCNJ14
LONRF1
TLE1
UPK2
FZD9
TM4SF19
RIMBP2
CSMD1
SPATA6L
FHAD1
AGBL2
CCDC65
RSPH1
CNGA4
CCDC173
WDR93
KIAA1683
RSPH10B
RSPH10B2
PPP1R32
NME9
C10ORF95
EFCAB10
CCDC42B
SLC34A2
TCTEX1D4
NRIP1
BIRC6
STAG3
C6ORF52
ASCL5
LRRC45
SMIM6
LYPD6B
LRRC56
TMED6
KCNK15
CD164L2
PRSS12
C8ORF44-SGK3
TBC1D2
TMEM87A
C5
SEC14L4
FGG
TMEM97
ARL6IP1
RAD54L2
LIN7C
TRIB3
ATF5
EBPL
F12
TTPAL
ATP11C
ERLIN1
LRG1
ARL5B
C1RL
PPP2R1B
TMBIM6
PAH
METTL7A
DNAJC16
CLCN5
MPLKIP
SELO
XYLB
PLG
PECR
BHMT
BCL2L10
KHK
CLDN14
ALDH8A1
ANGPTL3
ASPDH
IGFALS
LAMP2
ACSBG2
GPR113
PRMT6
HS6ST1
ZNF837
TDGF1
TPGS1
DYNLRB2
NAPSA
NSMF
CNPY2
SLFNL1
ITPR2
TIGD2
C19ORF10
CREB3L4
PPAPDC1B
SYNE4
SOAT1
NPC1
OLAH
CTPS1
C1QTNF3
FICD
DDRGK1
RET
NME2
SLC39A9
WWC1
SH3YL1
TFCP2L1
TMEM61
WNT5A
GPR110
C15ORF62
ALOX12
ALOX12B
MREG
RHOV
ALDH3B2
ALOXE3
RGS14
TREX2
IL18
NIPAL1
GRHL3
MYEOV
ATP6V1C2
ARHGEF5
OR2A7
FAM134C
ZKSCAN1
SGPL1
TYSND1
PTPRF
C17ORF100
WBP2NL
CXCL14
TMEM254
ZNF324B
LRRC16B
CLDN4
UPK3BL
DTX4
CDH1
MYCL
B3GNT3
AGR3
FGF22
THEGL
TOMM20L
PVALB
BIN1
PLEKHG4B
CEBPA
SLC25A48
HECW1
TXNDC16
NRDE2
FBXO48
TANGO6
AGPAT6
POU1F1
C1ORF100
HDAC6
SHMT1
CCDC73
LRIT3
FARP2
HSBP1L1
NPIPB8
ZNF652
TAS2R20
ZNF789
ZNF552
TESK2
CSAD
JSRP1
ATP2A1
MYH3
TMOD4
MYBPC2
HLCS
C1ORF27
SEC14L2
KRT15
PTP4A1
SLC25A25
SYCE1L
C4ORF48
NKAIN4
TCTE3
PILRB
TRIM66
FAM53A
CCER2
CALML6
PRKCQ
PSMG4
ZNF593
CLDN23
SEC61B
FKBP11
PDCD4
NRG4
