MGAT5
CHURC1
KIAA0141
PELO
C1D
SUPT4H1
EEF1E1
ENY2
MRPL44
RPA3
SNRPG
PCBP1
FXN
LAMTOR5
PCGF5
OSGIN2
ICAM4
FECH
FBXL5
CDADC1
DDIT3
PTP4A2
DUSP6
CMPK2
ZFAND5
B4GALT5
JMJD6
ING2
HIST1H2BN
SLC40A1
FGF20
BMI1
TMEM26
TBC1D1
ZNF99
POLR2F
DCUN1D1
LRRC4
LDLRAD4
CYP26A1
SMIM8
TMEFF1
FEZ2
SPATA22
AP2B1
MAP1S
TM6SF1
FGF13
RNF157
CHST10
PGM2L1
ZNF382
SLC15A2
ZSCAN1
CAPN2
ARHGEF2
KHDRBS2
PRKCE
SAMD14
SPOCK2
FAM195B
YAF2
CAP2
NKAIN2
CLCN4
FAM49A
KCNQ5
UBBP4
CCNYL1
SHD
TAF10
BLOC1S5-TXNDC5
OPN1SW
JTB
GRAMD1A
CHKA
GPR42
HHIP
TMEM163
RSPO2
CSF3
C6ORF223
EIF5
TRIB1
CR1L
PDE4B
CEACAM3
ENPP4
ACSL6
NCEH1
ADPRH
ASRGL1
NAMPT
NAMPTL
C5AR1
IL1B
CXCL3
RGCC
LGALS12
ROGDI
GFI1B
KCNH2
RBM38
G0S2
UBB
MPP1
HTRA4
HIST1H1C
HIST1H2BC
C1QTNF4
ARHGAP19-SLIT1
RPA4
HBG1
PHB
SYNJ2BP
DNAJB11
COX7A2
ATP5F1
CYCS
MRPL35
HEATR5A
FRMD1
MRPL11
CPA6
SEC61G
TMEM62
MLEC
NR3C2
LRRC59
GFPT1
GALNT7
NANS
PDE9A
LRRC31
ZNF69
SRI
ITM2C
CA4
PROSC
C15ORF38-AP3S2
ERN2
ROCK2
CLMN
MRPS16
MTFMT
FAM118B
C5ORF63
ZNF321P
PGGT1B
DARS2
AGPS
RASL11A
LRRIQ4
TXNDC12
PIP5K1B
GUCA2A
TPK1
GDPGP1
SLC7A7
SEC24A
TGOLN2
HRASLS2
ACSL5
ABCG2
RFK
HSD17B11
STARD4
CHN2
NR1I2
TNIK
GSR
PHLPP2
SULT1B1
ITLN1
FZD5
UGT2B17
REG4
ETHE1
CPT1A
BTNL8
IMPA1
OTC
NAT2
CTAGE5
SULT1A1
SHBG
SAR1B
C8G
METTL7B
FAM96A
ALDH1A1
GCLM
SLC25A15
SLC35B1
RTCA
MME
CTAGE1
ZNF664
BEND7
CRYL1
PBLD
DDC
KALRN
SCAMP5
TTBK1
ABHD14A-ACY1
MS4A8
CCDC25
GOLIM4
PET117
PDE4C
ZP1
RHOU
KCNE3
OXNAD1
CRAT
MALRD1
SERPINB6
CCNG1
OSBPL7
ZNF511
AMPD1
CYSTM1
LY6H
CHAC1
TRPA1
C9ORF129
FBXL14
PPM1A
ATG4A
MTFP1
CEACAM1
TNFRSF10C
SIGLEC5
EMR3
LILRA3
PROM1
TMEM8A
SLC16A3
HEATR9
SELT
ZNF428
SLC25A38
HIST1H2AK
ZDHHC2
ABHD14A
PSMA2
MRPL50
AUH
ADAMTSL2
SAT2
GALM
TSPAN12
IL13RA2
ERGIC1
ARHGAP18
COPZ1
RPA3OS
SEL1L
NDFIP1
SLC33A1
CASC4
UNC5C
SORBS2
ARMCX3
MCFD2
PIGP
ARL1
TXNDC15
ARFGAP3
C1GALT1C1
PAPSS2
SGCE
C14ORF144
MERTK
C7
CLCC1
ZNF181
FAM200B
PDP2
ARG2
COL4A4
NRL
ZDHHC4
DNAL1
GLIS3
FBXO16
IQCA1
SYS1
CCDC13
APITD1
LRRIQ3
RIC8B
CEP70
STK33
PTPMT1
TRIM8
SPX
PGPEP1
STARD8
CGRRF1
ANKRD7
TNPO1
MANBA
CANX
CNTN5
FKRP
MS4A4A
GDF15
HTR1B
BCAT1
TMEM106A
P2RX4
IFI6
CDYL2
WFDC1
TMEM263
GPR34
NR2F1
RHPN2
IGFBP1
IGSF5
GUCY1B3
ADORA3
BRINP2
ZIM2
KCNK3
CARHSP1
FGL1
LMAN1
RBM46
ENPP1
SERPINE1
COLEC10
F5
TARS
ALG5
BNIP1
EIF2AK3
COMMD10
ZBED3
RFFL
TRIM61
CDK2AP2
RGS16
RANBP17
ST6GALNAC3
RSC1A1
CERS2
KCNQ1
DNAJB9
EPOR
FNDC3A
TMED10
ERO1LB
ARF4
HMGA2
DISP2
NEK6
CCRL2
SEL1L3
ITPK1
GPR3
GNAQ
PRKACB
CDK14
ENC1
PPM1H
CNTNAP2
CRISPLD1
DENND1B
KBTBD11
SYNJ2
AQP6
PHC2
THBS1
FFAR3
TMEM135
MYADM
VSIG4
FOSB
ATF3
GNG10
SESTD1
CTSL
MEST
AKAP2
FOLR2
KIAA0040
PDE3B
BIRC2
NSL1
TNFRSF21
MED7
MS4A6A
APOBEC3H
BLOC1S6
SRFBP1
THAP1
CD38
MKLN1
RARRES3
APOBEC3F
SIGIRR
SPATA13
C1QA
C1QB
C1QC
VCAM1
KLRC4
DOK1
ORAI2
MS4A7
XCL1
HS3ST3A1
KLRC3
TBC1D9
EPSTI1
CAMK4
STAT4
LILRB4
GPRIN3
TNFSF4
TFEC
CXCL11
GP5
BEND4
PITPNC1
POU2AF1
RAB39B
P2RY12
ACSL3
GNRH2
ANO7
SAMD11
CLGN
SORL1
NLRP14
MPP6
C9ORF135
MEIG1
TMEM230
RABL3
DUSP16
PEG10
CYP11A1
PLD5
UPRT
MTMR6
MAP1LC3B2
FASTKD5
ATF1
PAIP2
TXN2
TMX4
IAH1
PARK7
ISCU
FLOT1
NDUFAF3
ISCA1
TIMM17A
EIF1B
RAB21
DIABLO
POLR2K
TBCA
SUMO1
IMPACT
SERINC1
C18ORF32
C4A
C4B
PIK3C3
SH3BP5
SMARCA5
ACP1
PLEKHA3
RPL26L1
NANP
MAP3K15
SRA1
CPEB4
S1PR3
C9ORF47
FDX1
NTRK1
RBKS
TSPYL1
SLC16A9
KBTBD3
SSTR2
DNAJC12
NR4A3
AKAP7
GRAMD1B
GRB14
RPS27L
RAB20
CSNK2A3
MSANTD4
YPEL1
RASGRF2
LRRN2
C1ORF122
SCN3A
PPP1R9A
GRID2
NBEA
FMNL2
GRIA2
PFN2
TUSC2
FRS3
PDE1C
FSD1L
C14ORF142
PFN4
RABEP1
PTPRN2
RGS4
TNFSF18
PCDHAC2
TREM2
SPRED2
KCNIP1
KCNF1
TBC1D30
SPIN3
ASXL3
PRSS35
SC5D
RANBP3L
EPB41L2
TTC33
ZNF583
ENPP6
FXYD6
SOBP
TRO
ANGEL1
ADRA1B
PCDH17
ASTN1
GRSF1
C5ORF22
MAPK9
PARM1
ANKAR
TENM3
PRPH2
ZNF154
CD320
PSMB10
ALG10B
CREB3
POLR2C
PLOD2
PVRL3
ERLEC1
IFNAR1
YIPF6
ZNF24
IPCEF1
PJA2
HSPA13
UBE2W
FAM169A
ZNF804A
HSBP1
CTSB
TMEM30A
ATP6V1C1
FAM73A
IGFBPL1
BTBD8
KRT8
FOXP4
SYTL5
COLCA1
ODAM
LDOC1L
ZNF641
VIPR2
G6PC3
BHLHE41
PHC1
ZKSCAN7
PATZ1
RBMXL1
NEK4
ZNF148
DACT1
SMAD4
PKDCC
DZIP1
NR2F2
TRPM3
SLC25A53
HEY2
NEK10
FAM171A1
UNC79
STON1-GTF2A1L
KIAA0754
KLF7
BAG2
TACC1
ANXA6
DPH3
DGKE
EIF5A2
ACTN1
SOCS2
SLC7A3
HERC5
SYTL4
WT1
SV2A
CCNA1
FAXC
AGPAT1
SYNPO2
SYNC
PRKG1
PDE7B
ARCN1
TRIM44
AARS
KLHL5
MYLK
CSRP1
CYR61
CALU
ITGA1
TAGLN
ALDH1B1
MYH11
RGS5
FERMT2
IGF1
LMOD1
KLHL23
KCNMA1
GUCY1A2
SFRP4
KLHL13
RSPO3
ZNF239
TRPC4
TSPAN2
GUCY1A3
GPX1
TM4SF18
TBXA2R
S1PR1
ERG
PTPRB
ELP3
ADAMTS6
RARB
ACAN
FATE1
FOXL1
GRK5
PZP
A2M
TEK
BMP6
TBX2
TBX4
NID2
DFNA5
NEK7
CCDC92
MRAS
CAMK1
NUDT16
PPARG
PLA1A
MOCS1
GJA4
LEP
THSD7B
UTS2B
FGF2
NOX4
MCAM
FHL5
NTRK3
TIMP4
IQSEC3
VIMP
ANGPT1
SPRY4
FGF18
TCF21
ESPNL
MYOC
ANGPTL1
ACTA2
MYL9
GABARAPL1
MGRN1
PLCB1
TECTA
CXXC4
SOX13
DNALI1
C8ORF4
LRRC10B
PLA2G16
PPP1R14A
HIC1
DLC1
TMEM100
HSPB6
C14ORF180
TMEM88
KCNAB1
PRKAA2
LZTS3
LRPAP1
EGR1
FOS
CCL8
CXCL2
NMUR1
RNF133
IFIT1
C3ORF33
NR4A1
RBPMS2
CCIN
FAM204A
RCHY1
KLHL24
AKIP1
SMIM11
S100A13
ARF1
TRAK2
SELK
SFXN4
C11ORF74
EFCAB2
ST3GAL1
F2RL3
HERPUD1
LONRF3
PTPRQ
FAM114A2
PRSS23
FAM228A
IL6
SQSTM1
PDSS2
HBEGF
ZBTB38
KCNE4
GEM
CLCF1
CTGF
GPC6
CCPG1
CST1
ZFP36
SOCS3
ZNF189
ADAMTS4
LHFPL2
DYRK3
TM4SF1
MSR1
C16ORF47
PCDHA13
CHST4
SRP14
MOAP1
EYA1
DGKG
PDP1
FGF12
VAT1L
PCDH9
RPS6KL1
GNG7
RAB6B
CREG2
FGF1
LRRN3
TCEAL5
WRB
CASD1
ASTN2
RAB6C
FAM43B
USP35
HPCAL4
KCNK9
ARHGDIG
RPH3A
HIPK2
ILDR2
PLCL1
PARD6A
KCNJ3
SPOCK3
GFAP
TMEM170B
NCALD
ZKSCAN2
ADAM21
GLUL
CHST7
KIF19
FAM229B
ENKUR
WDR49
SPAG6
CCDC135
DTHD1
SLC34A2
TCTEX1D4
C1ORF168
NRIP1
TGM2
TRAPPC3L
SDHD
NEDD9
OLR1
KCNK17
C10ORF25
TREM1
NAA60
GPC4
ACOXL
FTL
SERPINA1
GSTA1
CD302
OAF
RNF130
INSIG1
MAN1A1
RND1
TAT
C4BPA
BTD
SLC41A2
LPIN2
IQGAP2
DNAJA1
MRPL32
TMED5
HSPE1
MPC2
ABCC6
PCK1
ACAA2
MTHFS
TMBIM6
PAH
CTSO
HNMT
SLCO2B1
CYP4V2
CFI
ACOT4
IGFBP7
NUDT9
MRPL19
SHISA3
ADH5
SUOX
ECI2
ALDH6A1
ACOX2
ACSM2A
KLKB1
HIBADH
PCBD1
METTL7A
TMEM192
SDSL
HPD
ACOT2
SLC25A18
IVD
ZC2HC1C
RARRES2
NADK2
SYCE1
PDXP
CRHBP
TMCC1
MNS1
UBXN2B
SNX4
RAB29
COA4
PEX2
KLHL8
TPCN1
ISCA2
LYRM1
AKR7A2
TRMT1L
THTPA
PDXK
ALPL
ARSB
GHDC
PPM1B
SLC25A33
PPP1R1A
KLF9
ADAL
SVIP
SCLY
TNFSF13
SLC39A8
SETD9
SLC2A9
GNE
C19ORF10
SOAT1
IBTK
ETNPPL
BATF2
RNF150
PLEKHB1
CCDC160
KCMF1
LPIN1
TXNL1
ZNF835
RIOK2
TADA2B
NUDT4
ME3
ZNF660
PER1
ZFP92
ZFP41
FPGS
NMRK2
HEG1
ZNF620
ATP5E
SMIM20
SYNM
SYPL2
ADCY1
LINC00346
EPDR1
MYOCD
TMEM47
ATPAF1
MB
ALPK3
NEXN
PLN
SLC25A4
ANO5
DNAJB5
SAMD4A
DOK5
PDLIM3
PDE3A
LNP1
FILIP1
KCNA5
ASCC1
SYNPO
SBK3
SDPR
APOLD1
PDK4
KLF15
SULT1C4
MUM1L1
PLAT
HMGCLL1
IL1RAPL1
AGT
C6
YIPF4
RGS3
GJA5
OPA1
CCDC141
SPSB4
MRPL16
ADCY5
PKP2
TFPI2
ATP5EP2
CMC1
RASGRP3
COX5A
BOLA3
NDUFB3
ESRRB
MRPS36
DDO
CMC2
PCCB
NDUFB11
COX17
OST4
GTF2A2
PPM1K
SMAD7
UGP2
GSTO1
DRG1
SLIRP
CALM3
VBP1
BTBD1
CAPZA2
PARVB
UBE2D1
C14ORF2
ATP5J
SDHB
CHCHD3
COX6C
PDHA1
CFL2
MSRB2
UNC45B
UQCR10
TMEM261
NFU1
CUTC
ATP5I
NDUFA1
FABP3
UQCRQ
COMMD3-BMI1
TATDN3
GHITM
DLD
COX7B
COX14
NDUFA4
GCDH
SNRNP25
COX7C
UROS
ASB2
TCF15
TMEM126A
UQCRFS1
TMEM182
SH3BGR
TRIM54
FUNDC2
GKAP1
DUSP26
FAM96B
FAM210A
PDLIM5
ABRA
RRAD
MYLK3
MYL2
MYH7
DTNA
MRPS7
TMLHE
EID1
PRDX3
RNF14
NDUFA5
MOCS2
ARL6IP5
RDH14
SNAPC5
TPM1
NDUFA2
COX20
ENAM
SPATA24
ACADM
VWA8
MKKS
SCO1
NTPCR
LINC00998
GPN3
ADI1
RRAS2
LDHB
MRPL33
MEF2C
BIN1
TMEM233
USP25
SNRNP27
NXPE3
MAPK12
RNF41
NEDD8-MDP1
PAIP1
TPPP2
NDUFAF4
CRLS1
C7ORF55
FAM195A
LUC7L2
TMEM70
RPS10-NUDT3
SGTA
MRPS23
CDKN2AIPNL
GBAS
DUSP27
RBM18
GYG1
MEF2D
UHRF1BP1
PKD2L2
EIF1
RNF115
ANKRD1
FBXO40
LGSN
SLC22A11
C17ORF89
UQCR11
TVP23C-CDRT4
DENND5B
CAMK1G
G3BP2
WDR7
MAP10
TMOD4
PYGM
SMTNL1
CLCN1
GOLPH3
PGM3
EPHA3
TGFB3
SPP1
SLC38A11
NME4
JUN
MESP1
DHRS7
NKX3-1
SMOC1
PDE11A
DNASE2B
PPAP2A
SLC14A1
UPK3A
HLCS
ITGA8
TP53INP2
NEDD4L
PTP4A1
FAM47E-STBD1
TMEM56
SIX1
SIX4
PFDN2
SEC14L1
CYP2A6
FAH
ACOT1
EMC3
KLF2
FABP4
SCN4A
UAP1
GYS2
SLC25A25
ITIH3
PLAC8L1
ZNF22
PLCL2
ZSCAN2
PRKCQ
XBP1
NUCB2
SRPRB
CADPS2
FXYD2
ADARB2
BHLHA15
DDIT4
C7ORF50
SARDH
GRB10
SLC4A4
DUSP8
